# event_ticker=KXATPMATCH-26MAR08FUCFIL
# final_score=6-3 7-5
# match_winner=Arthur Fils
# fav_player=Arthur Fils
# dog_player=Marton Fucsovics
# kalshi_date=2026-03-08
timestamp,Arthur Fils,Marton Fucsovics
2026-03-08T11:36:00Z,,30.00
2026-03-08T11:56:00Z,71.00,30.00
2026-03-08T12:13:00Z,71.00,30.00
2026-03-08T12:18:00Z,71.00,30.00
2026-03-08T12:43:00Z,71.00,30.00
2026-03-08T12:59:00Z,71.00,30.00
2026-03-08T13:06:00Z,71.00,30.00
2026-03-08T13:09:00Z,71.00,30.00
2026-03-08T13:15:00Z,71.00,30.00
2026-03-08T13:23:00Z,71.00,30.00
2026-03-08T13:25:00Z,71.00,30.00
2026-03-08T13:38:00Z,71.00,29.00
2026-03-08T13:39:00Z,71.00,29.00
2026-03-08T13:49:00Z,71.00,29.00
2026-03-08T14:12:00Z,71.00,29.00
2026-03-08T14:27:00Z,71.00,30.00
2026-03-08T14:31:00Z,71.00,30.00
2026-03-08T14:35:00Z,71.00,30.00
2026-03-08T14:37:00Z,71.00,30.00
2026-03-08T14:38:00Z,71.00,30.00
2026-03-08T14:42:00Z,71.00,30.00
2026-03-08T14:46:00Z,71.00,30.00
2026-03-08T14:51:00Z,71.00,30.00
2026-03-08T14:53:00Z,71.00,30.00
2026-03-08T14:58:00Z,71.00,30.00
2026-03-08T15:01:00Z,71.00,30.00
2026-03-08T15:10:00Z,71.00,30.05
2026-03-08T15:11:00Z,71.00,30.05
2026-03-08T15:22:00Z,71.00,30.00
2026-03-08T15:26:00Z,71.00,30.00
2026-03-08T15:27:00Z,71.00,30.00
2026-03-08T15:28:00Z,71.00,30.00
2026-03-08T15:29:00Z,71.00,30.00
2026-03-08T15:43:00Z,71.00,30.00
2026-03-08T15:46:00Z,71.00,30.00
2026-03-08T15:48:00Z,71.00,30.00
2026-03-08T15:58:00Z,71.00,30.00
2026-03-08T15:59:00Z,71.00,30.00
2026-03-08T16:03:00Z,71.00,30.00
2026-03-08T16:04:00Z,71.94,30.00
2026-03-08T16:09:00Z,72.00,30.00
2026-03-08T16:13:00Z,72.00,30.00
2026-03-08T16:14:00Z,72.00,30.00
2026-03-08T16:15:00Z,72.00,30.00
2026-03-08T16:18:00Z,72.00,30.00
2026-03-08T16:21:00Z,70.00,30.00
2026-03-08T16:26:00Z,72.00,30.00
2026-03-08T16:28:00Z,72.00,31.00
2026-03-08T16:33:00Z,72.00,31.00
2026-03-08T16:36:00Z,72.00,31.00
2026-03-08T16:37:00Z,72.00,31.00
2026-03-08T16:38:00Z,72.00,31.00
2026-03-08T16:39:00Z,72.00,31.00
2026-03-08T16:43:00Z,72.00,31.00
2026-03-08T16:48:00Z,72.00,31.00
2026-03-08T16:53:00Z,72.00,31.00
2026-03-08T16:56:00Z,72.00,31.00
2026-03-08T17:01:00Z,72.00,31.00
