# event_ticker=KXATPMATCH-25OCT29MUSSON
# final_score=3-6 6-3 6-1
# score_resolution=6-3 3-6 1-6
# match_winner=Lorenzo Sonego
# fav_player=Lorenzo Musetti
# dog_player=Lorenzo Sonego
# kalshi_date=2025-10-29
timestamp,Lorenzo Musetti,Lorenzo Sonego
2025-10-29T05:57:00Z,71.00,
2025-10-29T06:02:00Z,71.00,
2025-10-29T06:11:00Z,71.00,30.00
2025-10-29T06:12:00Z,71.00,30.00
2025-10-29T06:22:00Z,71.45,30.00
2025-10-29T06:24:00Z,71.00,30.00
2025-10-29T06:54:00Z,71.00,30.00
2025-10-29T07:07:00Z,71.74,30.00
2025-10-29T07:08:00Z,71.74,30.00
2025-10-29T07:36:00Z,73.00,30.00
2025-10-29T07:40:00Z,73.00,30.00
2025-10-29T07:47:00Z,73.00,30.00
2025-10-29T08:41:00Z,74.00,30.00
2025-10-29T09:09:00Z,74.00,30.00
2025-10-29T09:37:00Z,74.00,30.00
2025-10-29T10:23:00Z,74.00,30.00
2025-10-29T10:56:00Z,74.00,30.00
2025-10-29T11:30:00Z,74.00,26.00
2025-10-29T11:39:00Z,75.00,26.00
2025-10-29T11:51:00Z,75.00,26.00
2025-10-29T11:57:00Z,75.00,26.00
2025-10-29T12:05:00Z,75.00,26.01
2025-10-29T12:17:00Z,75.00,26.01
2025-10-29T12:22:00Z,75.00,26.01
2025-10-29T12:26:00Z,75.00,27.00
2025-10-29T12:27:00Z,75.00,27.00
2025-10-29T12:41:00Z,75.00,27.00
2025-10-29T12:46:00Z,75.00,27.00
2025-10-29T12:48:00Z,75.00,27.00
2025-10-29T12:53:00Z,75.00,27.00
2025-10-29T12:54:00Z,75.00,27.00
2025-10-29T13:02:00Z,75.00,27.00
2025-10-29T13:08:00Z,75.00,27.00
2025-10-29T13:10:00Z,74.94,27.00
2025-10-29T13:11:00Z,75.00,27.00
2025-10-29T13:14:00Z,75.00,27.00
2025-10-29T13:20:00Z,75.00,27.00
2025-10-29T13:22:00Z,75.00,27.00
2025-10-29T13:23:00Z,75.00,27.00
2025-10-29T13:24:00Z,75.00,27.00
2025-10-29T13:25:00Z,75.00,27.00
2025-10-29T13:27:00Z,75.00,27.00
2025-10-29T13:28:00Z,75.00,27.00
2025-10-29T13:29:00Z,75.00,27.00
2025-10-29T13:31:00Z,75.00,27.00
2025-10-29T13:38:00Z,75.00,27.00
2025-10-29T13:45:00Z,75.00,27.00
2025-10-29T13:53:00Z,75.00,27.00
2025-10-29T13:59:00Z,75.00,27.00
2025-10-29T14:03:00Z,75.00,27.00
2025-10-29T14:07:00Z,75.00,27.00
2025-10-29T14:12:00Z,75.00,27.00
2025-10-29T14:13:00Z,75.00,27.00
2025-10-29T14:20:00Z,75.00,27.00
2025-10-29T14:22:00Z,74.00,27.00
2025-10-29T14:26:00Z,74.00,27.00
2025-10-29T14:29:00Z,74.00,27.00
2025-10-29T14:33:00Z,74.00,27.00
2025-10-29T14:34:00Z,74.00,27.00
2025-10-29T14:35:00Z,74.00,27.00
2025-10-29T14:37:00Z,74.00,27.00
2025-10-29T14:42:00Z,74.00,27.00
2025-10-29T14:44:00Z,74.00,27.00
2025-10-29T14:45:00Z,74.00,27.00
2025-10-29T14:50:00Z,74.00,27.00
2025-10-29T14:51:00Z,74.00,27.00
2025-10-29T14:55:00Z,74.00,27.00
2025-10-29T14:56:00Z,74.00,27.00
2025-10-29T14:58:00Z,74.00,27.00
2025-10-29T15:00:00Z,74.00,27.00
2025-10-29T15:02:00Z,74.00,27.00
2025-10-29T15:03:00Z,74.00,27.00
2025-10-29T15:06:00Z,74.00,27.00
2025-10-29T15:07:00Z,73.46,27.00
2025-10-29T15:09:00Z,74.00,27.00
2025-10-29T15:10:00Z,74.00,27.00
2025-10-29T15:11:00Z,74.00,27.00
2025-10-29T15:13:00Z,74.08,27.00
2025-10-29T15:15:00Z,74.44,27.00
2025-10-29T15:16:00Z,74.00,27.00
2025-10-29T15:17:00Z,74.00,27.00
2025-10-29T15:20:00Z,74.10,27.00
2025-10-29T15:21:00Z,74.10,27.00
2025-10-29T15:22:00Z,74.00,27.00
2025-10-29T15:23:00Z,74.00,27.00
2025-10-29T15:24:00Z,74.00,27.00
2025-10-29T15:25:00Z,74.00,27.00
2025-10-29T15:26:00Z,74.00,27.00
2025-10-29T15:29:00Z,74.00,27.00
2025-10-29T15:30:00Z,74.00,27.00
2025-10-29T15:31:00Z,74.00,27.00
2025-10-29T15:32:00Z,74.00,27.00
2025-10-29T15:33:00Z,73.00,27.00
2025-10-29T15:34:00Z,74.00,27.00
2025-10-29T15:36:00Z,74.00,27.00
2025-10-29T15:37:00Z,74.00,27.00
2025-10-29T15:39:00Z,75.00,27.00
2025-10-29T15:40:00Z,75.00,26.00
2025-10-29T15:42:00Z,75.00,26.00
2025-10-29T15:44:00Z,76.00,26.00
2025-10-29T15:45:00Z,76.00,26.00
2025-10-29T15:46:00Z,76.00,26.00
2025-10-29T15:47:00Z,76.00,26.00
2025-10-29T15:48:00Z,76.00,26.00
2025-10-29T15:49:00Z,76.00,26.00
2025-10-29T15:50:00Z,76.00,26.00
2025-10-29T15:52:00Z,76.00,26.00
2025-10-29T15:55:00Z,76.00,26.00
2025-10-29T15:56:00Z,76.00,26.00
2025-10-29T15:57:00Z,76.00,26.00
2025-10-29T15:58:00Z,76.00,26.00
2025-10-29T16:01:00Z,76.00,26.00
2025-10-29T16:05:00Z,76.00,26.00
2025-10-29T16:06:00Z,76.00,26.00
2025-10-29T16:08:00Z,76.00,26.00
2025-10-29T16:09:00Z,76.00,26.00
2025-10-29T16:10:00Z,76.00,26.00
2025-10-29T16:11:00Z,76.00,26.00
2025-10-29T16:12:00Z,76.00,26.00
2025-10-29T16:13:00Z,76.00,26.00
2025-10-29T16:14:00Z,76.00,26.00
2025-10-29T16:15:00Z,76.00,26.00
2025-10-29T16:16:00Z,76.00,26.00
2025-10-29T16:17:00Z,75.91,26.00
2025-10-29T16:18:00Z,76.00,26.00
2025-10-29T16:19:00Z,76.00,26.00
2025-10-29T16:20:00Z,76.00,26.00
2025-10-29T16:21:00Z,76.00,26.00
2025-10-29T16:22:00Z,76.00,26.00
2025-10-29T16:23:00Z,76.00,26.00
2025-10-29T16:24:00Z,76.00,26.00
2025-10-29T16:25:00Z,76.00,26.00
2025-10-29T16:26:00Z,76.00,26.00
2025-10-29T16:27:00Z,76.38,26.00
2025-10-29T16:28:00Z,76.00,26.00
2025-10-29T16:29:00Z,76.00,26.00
2025-10-29T16:30:00Z,76.00,26.00
2025-10-29T16:31:00Z,76.00,26.00
2025-10-29T16:32:00Z,76.00,26.00
2025-10-29T16:34:00Z,76.00,26.00
2025-10-29T16:35:00Z,76.00,26.00
2025-10-29T16:36:00Z,76.00,26.00
2025-10-29T16:37:00Z,76.00,26.00
2025-10-29T16:38:00Z,76.00,25.22
2025-10-29T16:39:00Z,76.00,25.65
2025-10-29T16:40:00Z,75.00,25.65
2025-10-29T16:41:00Z,76.00,26.00
2025-10-29T16:42:00Z,76.00,26.00
2025-10-29T16:43:00Z,76.14,26.00
2025-10-29T16:44:00Z,76.00,26.00
2025-10-29T16:45:00Z,76.00,26.00
2025-10-29T16:46:00Z,76.00,26.00
2025-10-29T16:47:00Z,76.00,26.00
2025-10-29T16:48:00Z,76.00,25.99
2025-10-29T16:49:00Z,76.00,26.00
2025-10-29T16:50:00Z,76.00,26.00
2025-10-29T16:51:00Z,76.00,26.00
2025-10-29T16:52:00Z,76.00,26.00
2025-10-29T16:53:00Z,76.00,26.00
2025-10-29T16:54:00Z,76.00,26.00
2025-10-29T16:55:00Z,76.00,26.00
2025-10-29T16:56:00Z,76.99,26.00
2025-10-29T16:57:00Z,76.99,26.00
2025-10-29T16:58:00Z,76.00,26.00
2025-10-29T16:59:00Z,76.00,26.00
2025-10-29T17:00:00Z,76.00,26.00
2025-10-29T17:01:00Z,76.00,26.00
2025-10-29T17:02:00Z,76.00,26.00
2025-10-29T17:03:00Z,76.00,26.00
2025-10-29T17:04:00Z,76.23,26.00
2025-10-29T17:05:00Z,76.00,26.00
2025-10-29T17:06:00Z,76.00,26.00
2025-10-29T17:07:00Z,76.06,26.00
2025-10-29T17:08:00Z,76.00,26.00
2025-10-29T17:09:00Z,76.00,26.00
2025-10-29T17:10:00Z,76.94,26.00
2025-10-29T17:11:00Z,75.42,26.00
2025-10-29T17:12:00Z,75.42,26.00
2025-10-29T17:13:00Z,76.86,26.00
2025-10-29T17:14:00Z,76.00,26.00
2025-10-29T17:15:00Z,76.00,26.00
2025-10-29T17:16:00Z,76.00,26.00
2025-10-29T17:17:00Z,76.00,26.00
2025-10-29T17:18:00Z,76.59,26.00
2025-10-29T17:19:00Z,76.59,26.00
2025-10-29T17:20:00Z,76.00,26.00
2025-10-29T17:21:00Z,76.00,26.00
2025-10-29T17:22:00Z,76.38,26.00
2025-10-29T17:24:00Z,76.38,26.00
2025-10-29T17:25:00Z,76.61,26.00
2025-10-29T17:26:00Z,76.61,26.00
2025-10-29T17:27:00Z,77.00,25.05
2025-10-29T17:28:00Z,77.00,26.00
2025-10-29T17:29:00Z,77.00,26.00
2025-10-29T17:30:00Z,77.00,26.00
2025-10-29T17:31:00Z,77.00,26.00
2025-10-29T17:32:00Z,77.00,25.91
2025-10-29T17:33:00Z,77.00,26.00
2025-10-29T17:34:00Z,77.00,26.00
2025-10-29T17:35:00Z,77.33,26.00
2025-10-29T17:36:00Z,77.00,26.00
2025-10-29T17:37:00Z,77.00,25.71
