# event_ticker=KXATPMATCH-26APR13VANHUE
# final_score=7-6(7) 6-3
# score_resolution=7-6 6-3
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Marc-Andrea Huesler
# kalshi_date=2026-04-13
timestamp,Botic Van de Zandschulp,Marc-Andrea Huesler
2026-04-12T21:18:00Z,72.00,
2026-04-12T21:22:00Z,72.00,
2026-04-12T21:33:00Z,72.00,30.00
2026-04-12T21:39:00Z,73.00,30.00
2026-04-12T22:19:00Z,73.00,30.00
2026-04-12T22:21:00Z,73.00,30.00
2026-04-12T22:35:00Z,71.00,30.00
2026-04-12T22:43:00Z,73.00,30.00
2026-04-12T23:08:00Z,73.00,30.00
2026-04-13T00:49:00Z,73.00,30.00
2026-04-13T00:50:00Z,73.00,30.00
2026-04-13T01:07:00Z,73.00,30.00
2026-04-13T01:15:00Z,73.00,30.00
2026-04-13T01:22:00Z,73.00,27.00
2026-04-13T01:24:00Z,73.00,29.00
2026-04-13T01:25:00Z,73.00,29.00
2026-04-13T01:38:00Z,73.00,29.00
2026-04-13T01:40:00Z,73.00,29.00
2026-04-13T01:41:00Z,73.98,29.00
2026-04-13T01:42:00Z,74.64,29.00
2026-04-13T01:47:00Z,75.00,29.00
2026-04-13T01:49:00Z,75.00,29.00
2026-04-13T01:55:00Z,75.00,27.00
2026-04-13T02:08:00Z,73.00,27.00
2026-04-13T02:12:00Z,73.00,27.00
2026-04-13T02:18:00Z,73.00,27.00
2026-04-13T02:26:00Z,73.00,27.00
2026-04-13T02:47:00Z,73.00,27.00
2026-04-13T02:49:00Z,74.00,27.00
2026-04-13T02:52:00Z,73.00,27.00
2026-04-13T02:53:00Z,74.00,27.00
2026-04-13T02:55:00Z,74.00,27.00
2026-04-13T02:56:00Z,74.00,27.00
2026-04-13T02:57:00Z,74.00,27.00
2026-04-13T02:59:00Z,73.67,27.00
2026-04-13T03:03:00Z,74.00,27.00
2026-04-13T03:06:00Z,74.00,27.00
2026-04-13T03:08:00Z,75.00,27.00
2026-04-13T03:09:00Z,75.00,27.00
2026-04-13T03:10:00Z,75.00,27.00
2026-04-13T03:14:00Z,75.00,26.00
2026-04-13T03:15:00Z,75.00,26.00
2026-04-13T03:18:00Z,75.00,26.00
2026-04-13T03:20:00Z,75.00,26.00
2026-04-13T03:21:00Z,75.00,26.00
2026-04-13T03:29:00Z,75.00,26.00
2026-04-13T03:31:00Z,75.00,26.00
2026-04-13T03:32:00Z,76.00,26.00
2026-04-13T03:34:00Z,76.00,26.00
2026-04-13T03:38:00Z,76.00,26.00
2026-04-13T03:43:00Z,76.00,26.00
2026-04-13T03:45:00Z,76.00,26.00
2026-04-13T03:47:00Z,76.00,26.00
2026-04-13T03:49:00Z,76.00,26.00
2026-04-13T03:51:00Z,76.00,26.00
2026-04-13T03:53:00Z,76.00,26.00
2026-04-13T03:54:00Z,76.00,26.00
2026-04-13T03:57:00Z,76.00,26.00
2026-04-13T03:58:00Z,76.00,26.00
2026-04-13T04:00:00Z,76.00,26.00
2026-04-13T04:01:00Z,76.00,26.00
2026-04-13T04:04:00Z,76.00,26.00
2026-04-13T04:05:00Z,76.00,26.00
2026-04-13T04:07:00Z,76.00,26.00
2026-04-13T04:08:00Z,76.00,26.00
2026-04-13T04:13:00Z,76.00,26.00
2026-04-13T04:14:00Z,76.00,26.00
2026-04-13T04:17:00Z,76.00,26.00
2026-04-13T04:18:00Z,76.00,26.00
2026-04-13T04:19:00Z,76.00,26.00
2026-04-13T04:21:00Z,76.00,26.00
2026-04-13T04:22:00Z,76.00,26.00
2026-04-13T04:24:00Z,76.00,26.00
2026-04-13T04:28:00Z,76.00,26.00
2026-04-13T04:29:00Z,76.00,26.00
2026-04-13T04:32:00Z,76.00,25.00
2026-04-13T04:39:00Z,76.00,25.00
2026-04-13T04:42:00Z,76.00,26.00
2026-04-13T04:45:00Z,76.00,26.00
2026-04-13T04:46:00Z,76.00,26.00
2026-04-13T04:49:00Z,76.00,26.00
2026-04-13T04:50:00Z,76.00,26.00
2026-04-13T04:51:00Z,76.00,26.00
2026-04-13T04:52:00Z,76.00,26.00
2026-04-13T04:53:00Z,76.00,26.00
2026-04-13T04:54:00Z,76.99,26.00
2026-04-13T04:59:00Z,76.99,25.99
2026-04-13T05:02:00Z,76.99,25.00
2026-04-13T05:05:00Z,76.00,25.00
2026-04-13T05:06:00Z,76.00,25.00
2026-04-13T05:07:00Z,76.00,25.00
2026-04-13T05:08:00Z,76.00,25.00
2026-04-13T05:09:00Z,76.00,25.00
2026-04-13T05:16:00Z,76.00,25.00
2026-04-13T05:18:00Z,76.00,25.00
2026-04-13T05:22:00Z,76.00,25.00
2026-04-13T05:37:00Z,76.00,25.00
2026-04-13T05:39:00Z,76.00,25.00
2026-04-13T05:42:00Z,76.00,25.00
2026-04-13T05:43:00Z,76.00,25.00
2026-04-13T05:44:00Z,76.00,25.00
2026-04-13T05:50:00Z,76.00,25.00
2026-04-13T05:53:00Z,76.00,25.00
2026-04-13T05:56:00Z,76.00,25.00
2026-04-13T05:57:00Z,74.02,25.00
2026-04-13T05:58:00Z,74.00,25.00
2026-04-13T06:02:00Z,75.00,25.00
2026-04-13T06:03:00Z,75.00,25.00
2026-04-13T06:06:00Z,75.00,25.00
2026-04-13T06:17:00Z,76.00,25.84
2026-04-13T06:18:00Z,76.00,25.84
2026-04-13T06:24:00Z,76.00,26.00
2026-04-13T06:25:00Z,76.00,26.00
2026-04-13T06:27:00Z,76.00,26.00
2026-04-13T06:28:00Z,76.00,26.00
2026-04-13T06:37:00Z,76.00,26.00
2026-04-13T06:38:00Z,76.00,26.00
2026-04-13T06:42:00Z,76.00,26.00
2026-04-13T06:46:00Z,76.00,26.00
2026-04-13T06:51:00Z,76.00,26.00
2026-04-13T06:52:00Z,76.00,26.00
2026-04-13T06:56:00Z,76.00,26.00
2026-04-13T06:57:00Z,76.00,26.00
2026-04-13T07:00:00Z,75.00,26.00
2026-04-13T07:01:00Z,75.00,26.00
2026-04-13T07:07:00Z,75.00,26.00
2026-04-13T07:10:00Z,76.00,26.00
2026-04-13T07:12:00Z,75.56,26.00
2026-04-13T07:25:00Z,75.56,26.00
2026-04-13T07:26:00Z,75.00,26.00
2026-04-13T07:27:00Z,76.00,26.00
2026-04-13T07:28:00Z,76.00,26.00
2026-04-13T07:33:00Z,76.00,26.00
2026-04-13T07:42:00Z,76.00,26.00
2026-04-13T07:45:00Z,76.00,26.00
2026-04-13T07:46:00Z,76.00,25.00
2026-04-13T07:48:00Z,76.00,25.00
2026-04-13T07:53:00Z,77.00,25.00
2026-04-13T07:54:00Z,77.00,25.00
2026-04-13T07:57:00Z,77.00,25.00
2026-04-13T07:58:00Z,77.00,25.00
2026-04-13T08:01:00Z,77.00,25.00
2026-04-13T08:03:00Z,77.00,25.00
2026-04-13T08:06:00Z,77.00,25.00
2026-04-13T08:09:00Z,77.00,25.00
2026-04-13T08:11:00Z,77.00,25.00
2026-04-13T08:12:00Z,77.00,25.00
2026-04-13T08:14:00Z,77.00,25.00
2026-04-13T08:16:00Z,77.00,25.00
2026-04-13T08:19:00Z,77.00,25.00
2026-04-13T08:21:00Z,77.00,25.00
2026-04-13T08:26:00Z,78.00,25.00
2026-04-13T08:28:00Z,78.00,25.00
2026-04-13T08:32:00Z,78.00,25.00
2026-04-13T08:37:00Z,78.00,25.00
2026-04-13T08:48:00Z,78.00,25.00
2026-04-13T08:50:00Z,78.00,25.00
2026-04-13T08:51:00Z,78.00,25.00
2026-04-13T08:53:00Z,78.00,25.00
2026-04-13T08:55:00Z,78.00,24.00
2026-04-13T08:57:00Z,78.00,24.00
2026-04-13T09:01:00Z,78.00,23.00
2026-04-13T09:02:00Z,79.00,23.00
2026-04-13T09:03:00Z,78.00,23.00
2026-04-13T09:04:00Z,78.00,23.00
2026-04-13T09:05:00Z,78.00,23.00
2026-04-13T09:06:00Z,79.46,23.00
2026-04-13T09:08:00Z,79.00,23.00
2026-04-13T09:09:00Z,79.00,23.00
2026-04-13T09:10:00Z,76.59,24.00
2026-04-13T09:11:00Z,80.00,20.99
2026-04-13T09:12:00Z,81.00,20.00
2026-04-13T09:13:00Z,81.00,21.00
2026-04-13T09:14:00Z,79.00,21.56
2026-04-13T09:15:00Z,78.64,22.74
2026-04-13T09:16:00Z,79.18,22.02
2026-04-13T09:17:00Z,80.16,21.64
2026-04-13T09:18:00Z,80.00,20.33
2026-04-13T09:19:00Z,79.86,21.78
2026-04-13T09:20:00Z,78.99,22.98
2026-04-13T09:21:00Z,76.00,25.38
2026-04-13T09:22:00Z,76.00,24.45
2026-04-13T09:23:00Z,74.06,27.80
2026-04-13T09:24:00Z,69.49,32.14
2026-04-13T09:25:00Z,65.69,33.62
2026-04-13T09:26:00Z,70.03,33.32
2026-04-13T09:27:00Z,69.23,30.13
2026-04-13T09:28:00Z,73.22,29.51
2026-04-13T09:29:00Z,61.70,39.50
2026-04-13T09:30:00Z,57.00,43.42
2026-04-13T09:31:00Z,56.63,43.94
2026-04-13T09:32:00Z,53.86,48.70
2026-04-13T09:33:00Z,61.03,40.19
2026-04-13T09:34:00Z,60.54,38.71
2026-04-13T09:35:00Z,69.95,30.07
