# event_ticker=KXATPMATCH-25NOV02POPKOR
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Sebastian Korda
# fav_player=Alexei Popyrin
# dog_player=Sebastian Korda
# kalshi_date=2025-11-02
timestamp,Alexei Popyrin,Sebastian Korda
2025-11-02T17:06:00Z,38.00,63.00
2025-11-02T17:07:00Z,38.00,63.00
2025-11-02T17:10:00Z,38.00,62.00
2025-11-02T17:12:00Z,39.00,62.00
2025-11-02T17:13:00Z,39.00,62.00
2025-11-02T17:14:00Z,39.00,61.16
2025-11-02T17:15:00Z,39.00,62.00
2025-11-02T17:16:00Z,37.35,63.09
2025-11-02T17:19:00Z,38.00,63.09
2025-11-02T17:21:00Z,38.00,63.99
2025-11-02T17:22:00Z,37.00,63.99
2025-11-02T17:23:00Z,37.00,64.00
2025-11-02T17:24:00Z,37.00,64.00
2025-11-02T17:25:00Z,37.00,64.00
2025-11-02T17:26:00Z,37.00,64.00
2025-11-02T17:28:00Z,37.00,64.00
2025-11-02T17:29:00Z,37.00,64.00
2025-11-02T17:33:00Z,37.00,64.00
2025-11-02T17:42:00Z,37.00,64.00
2025-11-02T17:43:00Z,37.00,64.00
2025-11-02T17:44:00Z,37.00,64.00
2025-11-02T17:45:00Z,37.79,64.00
2025-11-02T17:49:00Z,37.79,64.00
2025-11-02T17:50:00Z,37.00,64.00
2025-11-02T17:51:00Z,37.00,64.00
2025-11-02T17:52:00Z,37.00,64.00
2025-11-02T17:53:00Z,37.00,66.67
2025-11-02T17:54:00Z,35.69,67.72
2025-11-02T17:55:00Z,33.00,68.03
2025-11-02T17:56:00Z,32.00,67.71
2025-11-02T17:57:00Z,34.00,67.00
2025-11-02T17:58:00Z,34.00,67.00
2025-11-02T17:59:00Z,37.45,61.92
2025-11-02T18:00:00Z,48.33,52.00
2025-11-02T18:01:00Z,43.24,64.65
2025-11-02T18:02:00Z,37.49,61.29
2025-11-02T18:03:00Z,36.00,65.64
2025-11-02T18:04:00Z,36.63,65.64
2025-11-02T18:05:00Z,36.06,65.64
2025-11-02T18:06:00Z,37.67,63.00
2025-11-02T18:07:00Z,38.00,62.00
2025-11-02T18:08:00Z,40.64,60.54
2025-11-02T18:09:00Z,46.00,59.51
2025-11-02T18:10:00Z,58.90,42.20
2025-11-02T18:11:00Z,59.02,42.00
2025-11-02T18:12:00Z,57.81,42.22
2025-11-02T18:13:00Z,61.73,42.12
2025-11-02T18:14:00Z,60.00,42.82
2025-11-02T18:15:00Z,58.94,42.70
2025-11-02T18:16:00Z,59.09,42.00
2025-11-02T18:17:00Z,61.00,42.90
2025-11-02T18:18:00Z,59.91,42.86
2025-11-02T18:19:00Z,56.69,43.87
2025-11-02T18:20:00Z,57.05,48.00
2025-11-02T18:21:00Z,58.58,43.39
2025-11-02T18:22:00Z,64.79,37.05
2025-11-02T18:23:00Z,64.94,37.27
2025-11-02T18:24:00Z,65.47,37.00
2025-11-02T18:25:00Z,66.47,36.21
2025-11-02T18:26:00Z,68.08,33.49
2025-11-02T18:27:00Z,68.96,33.00
2025-11-02T18:28:00Z,68.18,33.00
2025-11-02T18:29:00Z,69.43,31.87
2025-11-02T18:30:00Z,69.71,32.00
2025-11-02T18:31:00Z,69.48,32.00
2025-11-02T18:32:00Z,70.00,32.00
2025-11-02T18:33:00Z,69.99,31.32
2025-11-02T18:34:00Z,70.00,32.00
2025-11-02T18:35:00Z,68.00,32.00
2025-11-02T18:36:00Z,70.00,31.00
2025-11-02T18:37:00Z,69.32,33.96
2025-11-02T18:38:00Z,68.84,32.37
2025-11-02T18:39:00Z,71.00,32.00
2025-11-02T18:40:00Z,67.85,32.00
2025-11-02T18:41:00Z,68.41,34.00
2025-11-02T18:42:00Z,65.99,34.63
2025-11-02T18:43:00Z,65.86,38.01
2025-11-02T18:44:00Z,60.51,39.52
2025-11-02T18:45:00Z,62.16,43.38
2025-11-02T18:46:00Z,65.07,36.80
2025-11-02T18:47:00Z,62.04,34.00
2025-11-02T18:48:00Z,64.04,35.04
2025-11-02T18:49:00Z,64.99,35.80
2025-11-02T18:50:00Z,66.01,36.01
2025-11-02T18:51:00Z,61.57,38.00
2025-11-02T18:52:00Z,60.00,39.36
2025-11-02T18:53:00Z,57.29,38.00
2025-11-02T18:54:00Z,59.82,39.96
2025-11-02T18:55:00Z,43.68,58.91
2025-11-02T18:56:00Z,46.24,56.87
2025-11-02T18:57:00Z,44.55,55.98
2025-11-02T18:58:00Z,41.61,59.70
2025-11-02T18:59:00Z,40.22,62.17
2025-11-02T19:00:00Z,40.11,62.32
2025-11-02T19:01:00Z,39.96,63.10
2025-11-02T19:02:00Z,40.77,57.78
2025-11-02T19:03:00Z,40.99,61.51
2025-11-02T19:04:00Z,39.14,62.94
2025-11-02T19:05:00Z,38.86,61.55
2025-11-02T19:06:00Z,40.00,61.05
2025-11-02T19:07:00Z,40.00,62.18
2025-11-02T19:08:00Z,38.20,64.41
2025-11-02T19:09:00Z,36.88,63.24
2025-11-02T19:10:00Z,39.90,62.45
2025-11-02T19:11:00Z,44.06,57.92
2025-11-02T19:12:00Z,40.28,59.74
2025-11-02T19:13:00Z,42.52,60.40
2025-11-02T19:14:00Z,41.13,60.56
2025-11-02T19:15:00Z,39.63,69.06
2025-11-02T19:16:00Z,40.50,60.97
2025-11-02T19:17:00Z,39.66,58.47
2025-11-02T19:18:00Z,37.71,65.52
2025-11-02T19:19:00Z,36.43,68.72
2025-11-02T19:20:00Z,37.22,63.02
2025-11-02T19:21:00Z,40.91,57.26
2025-11-02T19:22:00Z,43.61,55.29
2025-11-02T19:23:00Z,40.21,55.29
2025-11-02T19:24:00Z,39.50,61.62
2025-11-02T19:25:00Z,39.41,62.39
2025-11-02T19:26:00Z,41.56,62.39
2025-11-02T19:27:00Z,45.32,57.25
2025-11-02T19:28:00Z,43.94,55.01
2025-11-02T19:29:00Z,45.34,55.01
2025-11-02T19:30:00Z,46.73,55.92
2025-11-02T19:31:00Z,45.63,53.28
2025-11-02T19:32:00Z,40.80,61.00
2025-11-02T19:33:00Z,33.99,62.70
2025-11-02T19:34:00Z,31.12,69.75
2025-11-02T19:35:00Z,18.95,79.46
2025-11-02T19:36:00Z,24.99,72.98
2025-11-02T19:37:00Z,31.40,74.00
2025-11-02T19:38:00Z,39.06,60.22
2025-11-02T19:39:00Z,41.90,58.40
2025-11-02T19:40:00Z,45.78,54.64
2025-11-02T19:41:00Z,45.75,59.14
2025-11-02T19:42:00Z,47.92,54.82
2025-11-02T19:43:00Z,37.19,60.22
2025-11-02T19:44:00Z,30.08,65.82
2025-11-02T19:45:00Z,24.89,78.25
2025-11-02T19:46:00Z,32.50,65.63
2025-11-02T19:47:00Z,11.75,90.22
2025-11-02T19:48:00Z,8.48,93.71
2025-11-02T19:49:00Z,5.63,95.24
2025-11-02T19:50:00Z,4.27,94.24
2025-11-02T19:51:00Z,4.68,97.89
2025-11-02T19:52:00Z,1.00,99.00
2025-11-02T19:53:00Z,1.00,99.00
2025-11-02T19:54:00Z,1.00,99.00
2025-11-02T19:55:00Z,1.00,99.00
2025-11-02T19:57:00Z,1.00,99.00
