# event_ticker=KXATPCHALLENGERMATCH-26MAR30SARBUE
# final_score=6-2 3-6 6-4
# score_resolution=2-6 6-3 4-6
# match_winner=Paulo Andre Saraiva Dos Santos
# fav_player=Gonzalo Bueno
# dog_player=Paulo Andre Saraiva Dos Santos
# kalshi_date=2026-03-30
timestamp,Gonzalo Bueno,Paulo Andre Saraiva Dos Santos
2026-03-30T19:17:00Z,91.00,9.00
2026-03-30T19:20:00Z,91.00,9.53
2026-03-30T19:38:00Z,92.00,9.53
2026-03-30T19:40:00Z,92.00,10.00
2026-03-30T19:41:00Z,92.00,10.00
2026-03-30T19:50:00Z,92.00,10.00
2026-03-30T19:52:00Z,92.00,10.00
2026-03-30T20:02:00Z,92.00,10.00
2026-03-30T20:05:00Z,92.00,10.00
2026-03-30T20:15:00Z,92.00,10.00
2026-03-30T20:18:00Z,92.00,10.88
2026-03-30T20:20:00Z,92.00,10.00
2026-03-30T20:23:00Z,92.00,10.48
2026-03-30T20:29:00Z,92.00,10.00
2026-03-30T20:33:00Z,91.00,10.00
2026-03-30T20:39:00Z,91.00,10.00
2026-03-30T20:46:00Z,91.00,10.36
2026-03-30T20:49:00Z,91.00,10.81
2026-03-30T20:50:00Z,91.00,10.20
2026-03-30T20:51:00Z,92.00,10.20
2026-03-30T20:52:00Z,92.00,10.00
2026-03-30T20:54:00Z,92.00,10.87
2026-03-30T20:55:00Z,92.00,10.01
2026-03-30T20:56:00Z,91.24,10.98
2026-03-30T20:57:00Z,91.24,10.93
2026-03-30T20:58:00Z,91.24,10.83
2026-03-30T21:00:00Z,90.05,8.95
2026-03-30T21:01:00Z,89.33,10.76
2026-03-30T21:02:00Z,87.26,13.73
2026-03-30T21:03:00Z,84.99,17.26
2026-03-30T21:04:00Z,83.76,18.55
2026-03-30T21:05:00Z,86.00,15.63
2026-03-30T21:06:00Z,84.28,16.06
2026-03-30T21:07:00Z,79.53,21.87
2026-03-30T21:08:00Z,74.51,25.16
2026-03-30T21:09:00Z,68.09,33.33
2026-03-30T21:10:00Z,67.00,33.10
2026-03-30T21:11:00Z,66.71,35.00
2026-03-30T21:12:00Z,65.82,35.77
2026-03-30T21:13:00Z,70.88,28.76
2026-03-30T21:14:00Z,68.71,35.65
2026-03-30T21:15:00Z,72.00,32.97
2026-03-30T21:16:00Z,68.99,28.62
2026-03-30T21:17:00Z,68.99,32.85
2026-03-30T21:18:00Z,65.24,36.67
2026-03-30T21:19:00Z,63.00,38.81
2026-03-30T21:20:00Z,64.91,35.56
2026-03-30T21:21:00Z,64.61,34.20
2026-03-30T21:22:00Z,65.00,37.83
2026-03-30T21:23:00Z,65.00,37.60
2026-03-30T21:24:00Z,65.00,39.38
2026-03-30T21:25:00Z,59.29,42.49
2026-03-30T21:26:00Z,53.16,43.45
2026-03-30T21:27:00Z,58.88,44.03
2026-03-30T21:28:00Z,53.00,47.67
2026-03-30T21:29:00Z,56.47,45.74
2026-03-30T21:30:00Z,57.00,45.59
2026-03-30T21:31:00Z,55.91,47.57
2026-03-30T21:32:00Z,52.17,48.52
2026-03-30T21:33:00Z,54.10,45.53
2026-03-30T21:34:00Z,59.10,40.60
2026-03-30T21:35:00Z,59.93,44.24
2026-03-30T21:36:00Z,59.56,38.77
2026-03-30T21:37:00Z,59.18,42.23
2026-03-30T21:38:00Z,61.27,39.62
2026-03-30T21:39:00Z,65.51,37.53
2026-03-30T21:40:00Z,69.90,29.87
2026-03-30T21:41:00Z,72.08,30.31
2026-03-30T21:42:00Z,74.41,26.40
2026-03-30T21:43:00Z,77.06,21.01
2026-03-30T21:44:00Z,82.84,19.21
2026-03-30T21:45:00Z,79.00,21.34
2026-03-30T21:46:00Z,80.01,21.04
2026-03-30T21:47:00Z,88.10,13.93
2026-03-30T21:48:00Z,91.83,15.05
2026-03-30T21:49:00Z,80.74,14.48
2026-03-30T21:50:00Z,84.96,18.60
2026-03-30T21:51:00Z,83.49,16.71
2026-03-30T21:52:00Z,87.53,15.28
2026-03-30T21:53:00Z,83.40,17.00
2026-03-30T21:54:00Z,84.02,17.46
2026-03-30T21:55:00Z,82.00,18.53
2026-03-30T21:56:00Z,88.04,15.91
2026-03-30T21:57:00Z,84.08,17.29
2026-03-30T21:58:00Z,81.97,18.70
2026-03-30T21:59:00Z,79.81,20.28
2026-03-30T22:00:00Z,81.67,23.10
2026-03-30T22:01:00Z,76.03,23.96
2026-03-30T22:02:00Z,80.96,21.00
2026-03-30T22:03:00Z,81.04,18.75
2026-03-30T22:04:00Z,81.89,18.43
2026-03-30T22:05:00Z,79.46,21.62
2026-03-30T22:06:00Z,83.80,17.89
2026-03-30T22:07:00Z,85.65,15.76
2026-03-30T22:08:00Z,86.80,15.33
2026-03-30T22:09:00Z,86.51,15.19
2026-03-30T22:10:00Z,80.01,17.80
2026-03-30T22:11:00Z,80.53,19.58
2026-03-30T22:12:00Z,79.00,20.00
2026-03-30T22:13:00Z,79.00,20.99
2026-03-30T22:14:00Z,79.99,21.24
2026-03-30T22:15:00Z,79.00,21.55
2026-03-30T22:16:00Z,80.31,19.20
2026-03-30T22:17:00Z,78.01,20.53
2026-03-30T22:18:00Z,83.14,14.95
2026-03-30T22:19:00Z,84.74,18.98
2026-03-30T22:20:00Z,79.95,19.13
2026-03-30T22:21:00Z,81.14,18.08
2026-03-30T22:22:00Z,82.32,19.00
2026-03-30T22:23:00Z,82.04,19.43
2026-03-30T22:24:00Z,82.04,19.27
2026-03-30T22:25:00Z,82.04,19.00
2026-03-30T22:26:00Z,81.54,18.94
2026-03-30T22:27:00Z,81.00,19.99
2026-03-30T22:28:00Z,81.00,20.00
2026-03-30T22:29:00Z,80.00,20.00
2026-03-30T22:30:00Z,81.88,20.02
2026-03-30T22:31:00Z,81.88,18.30
2026-03-30T22:32:00Z,79.66,22.50
2026-03-30T22:33:00Z,83.09,24.78
2026-03-30T22:34:00Z,73.39,28.13
2026-03-30T22:35:00Z,73.24,30.10
2026-03-30T22:36:00Z,77.97,22.28
2026-03-30T22:37:00Z,78.46,25.91
2026-03-30T22:38:00Z,72.87,32.86
2026-03-30T22:39:00Z,70.86,33.16
2026-03-30T22:40:00Z,69.36,33.65
2026-03-30T22:41:00Z,66.55,34.07
2026-03-30T22:42:00Z,68.05,37.31
2026-03-30T22:43:00Z,71.36,31.34
2026-03-30T22:44:00Z,68.26,37.36
2026-03-30T22:45:00Z,60.91,40.79
2026-03-30T22:46:00Z,74.52,27.77
2026-03-30T22:47:00Z,74.72,28.79
2026-03-30T22:48:00Z,66.67,27.33
2026-03-30T22:49:00Z,63.02,36.27
2026-03-30T22:50:00Z,65.75,36.70
2026-03-30T22:51:00Z,64.59,35.92
2026-03-30T22:52:00Z,61.37,40.00
2026-03-30T22:53:00Z,58.51,43.44
2026-03-30T22:54:00Z,65.69,33.91
2026-03-30T22:55:00Z,70.25,32.25
2026-03-30T22:56:00Z,64.53,41.99
2026-03-30T22:57:00Z,58.01,49.33
2026-03-30T22:58:00Z,59.92,44.78
2026-03-30T22:59:00Z,59.16,44.03
2026-03-30T23:00:00Z,54.85,49.89
2026-03-30T23:01:00Z,63.30,38.63
2026-03-30T23:02:00Z,65.72,34.80
2026-03-30T23:03:00Z,65.26,41.14
2026-03-30T23:04:00Z,50.49,51.33
2026-03-30T23:05:00Z,49.14,52.24
2026-03-30T23:06:00Z,53.30,49.34
2026-03-30T23:07:00Z,47.32,55.23
2026-03-30T23:08:00Z,39.54,58.31
2026-03-30T23:09:00Z,32.15,69.41
2026-03-30T23:10:00Z,34.56,65.74
2026-03-30T23:11:00Z,32.54,67.49
2026-03-30T23:12:00Z,5.47,94.30
2026-03-30T23:13:00Z,1.00,99.00
2026-03-30T23:14:00Z,1.00,98.98
2026-03-30T23:15:00Z,1.00,98.97
2026-03-30T23:16:00Z,1.00,98.27
2026-03-30T23:17:00Z,1.00,97.88
2026-03-30T23:18:00Z,1.00,98.01
2026-03-30T23:19:00Z,1.00,99.00
