# event_ticker=KXATPCHALLENGERMATCH-26MAR14GOJKOT
# final_score=6-4 3-6 6-3
# score_resolution=4-6 6-3 3-6
# match_winner=Pavel Kotov
# fav_player=Borna Gojo
# dog_player=Pavel Kotov
# kalshi_date=2026-03-14
timestamp,Borna Gojo,Pavel Kotov
2026-03-14T03:26:00Z,57.00,
2026-03-14T04:24:00Z,57.00,
2026-03-14T04:35:00Z,57.00,
2026-03-14T04:36:00Z,57.00,
2026-03-14T04:38:00Z,57.00,
2026-03-14T04:46:00Z,58.00,
2026-03-14T05:01:00Z,58.00,
2026-03-14T05:08:00Z,58.00,
2026-03-14T05:20:00Z,58.00,
2026-03-14T05:22:00Z,58.00,
2026-03-14T05:29:00Z,58.00,
2026-03-14T05:32:00Z,58.00,
2026-03-14T05:35:00Z,58.00,
2026-03-14T05:43:00Z,58.00,44.00
2026-03-14T05:53:00Z,58.00,42.00
2026-03-14T05:56:00Z,58.00,42.00
2026-03-14T05:57:00Z,58.00,42.00
2026-03-14T05:58:00Z,58.00,42.00
2026-03-14T06:02:00Z,58.00,42.00
2026-03-14T06:03:00Z,58.00,42.00
2026-03-14T06:05:00Z,58.00,42.00
2026-03-14T06:06:00Z,58.00,44.00
2026-03-14T06:08:00Z,57.00,44.00
2026-03-14T06:13:00Z,57.00,44.00
2026-03-14T06:23:00Z,57.00,44.00
2026-03-14T06:32:00Z,55.29,44.00
2026-03-14T06:38:00Z,57.00,44.00
2026-03-14T06:41:00Z,57.00,44.73
2026-03-14T06:48:00Z,57.00,44.73
2026-03-14T06:58:00Z,57.00,44.73
2026-03-14T07:12:00Z,57.31,44.73
2026-03-14T07:16:00Z,57.31,44.00
2026-03-14T07:27:00Z,58.00,44.00
2026-03-14T07:30:00Z,58.00,44.00
2026-03-14T07:34:00Z,58.00,44.00
2026-03-14T07:35:00Z,58.00,44.00
2026-03-14T07:38:00Z,58.00,44.00
2026-03-14T07:50:00Z,58.00,44.00
2026-03-14T07:56:00Z,56.00,44.00
2026-03-14T08:04:00Z,56.00,45.00
2026-03-14T08:26:00Z,56.00,45.00
2026-03-14T08:36:00Z,56.00,45.00
2026-03-14T08:50:00Z,56.00,45.00
2026-03-14T08:56:00Z,54.00,45.00
2026-03-14T09:10:00Z,56.00,45.00
2026-03-14T09:27:00Z,56.00,45.00
2026-03-14T09:28:00Z,56.00,45.00
2026-03-14T09:31:00Z,56.00,46.19
2026-03-14T09:32:00Z,55.00,46.19
2026-03-14T09:41:00Z,57.00,46.19
2026-03-14T09:42:00Z,57.00,45.00
2026-03-14T10:04:00Z,57.00,45.00
2026-03-14T10:05:00Z,57.00,45.00
2026-03-14T10:09:00Z,57.00,45.00
2026-03-14T10:11:00Z,57.00,45.00
2026-03-14T10:14:00Z,57.00,45.00
2026-03-14T10:15:00Z,56.00,45.00
2026-03-14T10:16:00Z,56.00,45.00
2026-03-14T10:17:00Z,56.00,46.00
2026-03-14T10:20:00Z,56.00,46.00
2026-03-14T10:27:00Z,56.00,46.00
2026-03-14T10:35:00Z,56.00,46.00
2026-03-14T10:39:00Z,56.00,46.00
2026-03-14T10:49:00Z,56.00,45.00
2026-03-14T10:55:00Z,56.00,45.00
2026-03-14T10:58:00Z,56.00,45.00
2026-03-14T11:01:00Z,56.00,45.00
2026-03-14T11:11:00Z,56.00,45.00
2026-03-14T11:12:00Z,56.00,45.00
2026-03-14T11:14:00Z,56.83,45.00
2026-03-14T11:17:00Z,57.00,45.00
2026-03-14T11:19:00Z,57.00,44.00
2026-03-14T11:24:00Z,57.00,44.00
2026-03-14T11:29:00Z,57.00,44.00
2026-03-14T11:31:00Z,58.00,44.00
2026-03-14T11:35:00Z,58.00,45.00
2026-03-14T11:36:00Z,58.00,45.00
2026-03-14T11:39:00Z,58.00,45.00
2026-03-14T11:40:00Z,58.00,45.00
2026-03-14T11:41:00Z,57.00,45.00
2026-03-14T11:43:00Z,57.00,45.00
2026-03-14T11:46:00Z,57.00,45.00
2026-03-14T11:47:00Z,57.00,45.00
2026-03-14T11:48:00Z,57.00,45.00
2026-03-14T11:50:00Z,57.00,45.00
2026-03-14T11:53:00Z,57.00,45.00
2026-03-14T11:56:00Z,57.00,45.00
2026-03-14T11:58:00Z,57.00,44.00
2026-03-14T11:59:00Z,56.00,44.00
2026-03-14T12:00:00Z,58.00,44.00
2026-03-14T12:01:00Z,57.76,44.00
2026-03-14T12:02:00Z,58.00,44.00
2026-03-14T12:03:00Z,58.00,44.00
2026-03-14T12:04:00Z,58.00,44.55
2026-03-14T12:05:00Z,57.00,45.00
2026-03-14T12:07:00Z,57.00,45.00
2026-03-14T12:09:00Z,57.00,44.00
2026-03-14T12:10:00Z,57.00,44.00
2026-03-14T12:11:00Z,57.00,44.00
2026-03-14T12:14:00Z,58.57,44.00
2026-03-14T12:15:00Z,59.38,42.09
2026-03-14T12:16:00Z,60.00,43.00
2026-03-14T12:17:00Z,60.00,43.00
2026-03-14T12:18:00Z,60.00,43.00
2026-03-14T12:19:00Z,60.00,43.00
2026-03-14T12:20:00Z,60.00,43.00
2026-03-14T12:21:00Z,60.00,42.00
2026-03-14T12:22:00Z,60.00,42.95
2026-03-14T12:23:00Z,60.73,43.00
2026-03-14T12:24:00Z,60.00,42.17
2026-03-14T12:25:00Z,60.00,42.17
2026-03-14T12:26:00Z,60.00,42.17
2026-03-14T12:27:00Z,60.00,43.00
2026-03-14T12:28:00Z,59.00,43.00
2026-03-14T12:29:00Z,59.00,43.00
2026-03-14T12:30:00Z,59.00,43.00
2026-03-14T12:31:00Z,59.00,43.00
2026-03-14T12:32:00Z,59.00,43.00
2026-03-14T12:34:00Z,59.00,43.00
2026-03-14T12:35:00Z,59.00,43.00
2026-03-14T12:36:00Z,59.00,43.00
2026-03-14T12:37:00Z,59.00,43.00
2026-03-14T12:38:00Z,59.00,43.00
2026-03-14T12:39:00Z,59.00,43.00
2026-03-14T12:40:00Z,59.00,43.00
2026-03-14T12:41:00Z,59.00,43.00
2026-03-14T12:43:00Z,60.00,43.00
2026-03-14T12:44:00Z,60.00,43.00
2026-03-14T12:46:00Z,59.13,43.52
2026-03-14T12:47:00Z,59.13,44.00
2026-03-14T12:48:00Z,59.00,44.00
2026-03-14T12:49:00Z,58.00,44.00
2026-03-14T12:51:00Z,59.00,44.00
2026-03-14T12:52:00Z,59.00,44.00
2026-03-14T12:53:00Z,60.11,41.33
2026-03-14T12:54:00Z,61.00,41.00
2026-03-14T12:55:00Z,61.00,41.00
2026-03-14T12:56:00Z,61.00,41.00
2026-03-14T12:57:00Z,60.00,44.00
2026-03-14T12:58:00Z,60.46,44.00
2026-03-14T12:59:00Z,59.00,43.23
2026-03-14T13:00:00Z,59.43,43.29
2026-03-14T13:01:00Z,59.00,44.00
2026-03-14T13:03:00Z,59.00,44.00
2026-03-14T13:04:00Z,59.70,43.00
2026-03-14T13:05:00Z,59.00,43.00
2026-03-14T13:06:00Z,59.00,43.69
2026-03-14T13:07:00Z,59.00,44.00
2026-03-14T13:08:00Z,59.00,44.00
2026-03-14T13:09:00Z,59.00,44.00
2026-03-14T13:10:00Z,59.00,44.00
