# event_ticker=KXATPMATCH-26MAR08SHETIE
# final_score=7-6(3) 4-6 6-3
# score_resolution=6-7 6-4 3-6
# match_winner=Learner Tien
# fav_player=Ben Shelton
# dog_player=Learner Tien
# kalshi_date=2026-03-08
timestamp,Ben Shelton,Learner Tien
2026-03-08T08:15:00Z,60.00,
2026-03-08T08:18:00Z,60.00,
2026-03-08T08:21:00Z,60.00,
2026-03-08T08:27:00Z,60.00,
2026-03-08T08:33:00Z,60.00,
2026-03-08T08:36:00Z,60.00,
2026-03-08T08:39:00Z,60.00,
2026-03-08T08:52:00Z,60.00,42.00
2026-03-08T08:55:00Z,60.00,42.00
2026-03-08T08:59:00Z,60.00,42.00
2026-03-08T09:06:00Z,60.00,42.00
2026-03-08T09:09:00Z,59.00,42.00
2026-03-08T09:15:00Z,60.00,42.00
2026-03-08T09:20:00Z,60.00,42.00
2026-03-08T09:22:00Z,60.00,42.00
2026-03-08T09:25:00Z,60.00,42.00
2026-03-08T09:37:00Z,60.00,42.00
2026-03-08T09:40:00Z,60.00,42.00
2026-03-08T09:49:00Z,60.00,42.00
2026-03-08T09:55:00Z,60.00,42.00
2026-03-08T10:02:00Z,60.00,42.00
2026-03-08T10:05:00Z,59.27,42.00
2026-03-08T10:25:00Z,59.27,42.56
2026-03-08T10:34:00Z,60.00,42.56
2026-03-08T10:44:00Z,60.00,42.56
2026-03-08T10:46:00Z,60.00,42.00
2026-03-08T10:51:00Z,60.00,42.00
2026-03-08T10:53:00Z,60.00,42.00
2026-03-08T10:56:00Z,60.00,42.00
2026-03-08T10:58:00Z,59.00,42.00
2026-03-08T11:03:00Z,59.00,42.00
2026-03-08T11:05:00Z,59.00,43.00
2026-03-08T11:11:00Z,59.00,43.00
2026-03-08T11:15:00Z,59.00,42.00
2026-03-08T11:24:00Z,60.00,42.00
2026-03-08T11:26:00Z,60.00,42.00
2026-03-08T11:43:00Z,60.00,42.00
2026-03-08T11:48:00Z,60.00,43.00
2026-03-08T11:54:00Z,60.00,43.00
2026-03-08T11:56:00Z,60.00,41.06
2026-03-08T11:57:00Z,60.00,41.06
2026-03-08T11:58:00Z,60.00,43.00
2026-03-08T12:00:00Z,60.00,43.00
2026-03-08T12:03:00Z,60.00,43.00
2026-03-08T12:06:00Z,60.00,43.00
2026-03-08T12:08:00Z,60.00,43.00
2026-03-08T12:12:00Z,60.00,43.00
2026-03-08T12:13:00Z,59.54,43.00
2026-03-08T12:14:00Z,59.54,43.00
2026-03-08T12:15:00Z,60.00,43.00
2026-03-08T12:16:00Z,60.00,42.00
2026-03-08T12:18:00Z,60.00,43.00
2026-03-08T12:30:00Z,60.00,43.00
2026-03-08T12:31:00Z,60.00,43.00
2026-03-08T12:32:00Z,60.00,43.00
2026-03-08T12:33:00Z,60.00,42.00
2026-03-08T12:41:00Z,60.00,42.00
2026-03-08T12:42:00Z,60.00,42.00
2026-03-08T12:46:00Z,60.00,43.00
2026-03-08T12:47:00Z,60.00,43.00
2026-03-08T12:48:00Z,60.00,43.00
2026-03-08T12:58:00Z,60.00,43.00
2026-03-08T13:04:00Z,60.00,43.00
2026-03-08T13:07:00Z,60.00,43.00
2026-03-08T13:09:00Z,60.00,43.00
2026-03-08T13:12:00Z,60.10,43.00
2026-03-08T13:14:00Z,60.00,43.00
2026-03-08T13:16:00Z,60.00,43.00
2026-03-08T13:19:00Z,60.00,43.00
2026-03-08T13:20:00Z,60.00,43.00
2026-03-08T13:22:00Z,60.00,43.00
2026-03-08T13:23:00Z,60.00,43.00
2026-03-08T13:25:00Z,60.00,43.00
2026-03-08T13:26:00Z,60.00,43.00
2026-03-08T13:27:00Z,60.00,43.00
2026-03-08T13:28:00Z,60.00,43.00
2026-03-08T13:33:00Z,60.00,43.00
2026-03-08T13:36:00Z,60.00,43.00
2026-03-08T13:37:00Z,60.00,43.00
2026-03-08T13:38:00Z,60.00,43.00
2026-03-08T13:39:00Z,60.00,42.00
2026-03-08T13:42:00Z,60.00,43.00
2026-03-08T13:46:00Z,60.00,43.00
2026-03-08T13:47:00Z,60.00,43.00
