# event_ticker=KXATPCHALLENGERMATCH-26MAR02NEUVAS
# final_score=6-1 3-0 RET
# match_winner=Lukas Neumayer
# fav_player=Lukas Neumayer
# dog_player=Jacopo Vasami
# kalshi_date=2026-03-02
timestamp,Lukas Neumayer,Jacopo Vasami
2026-03-02T01:43:00Z,69.00,
2026-03-02T01:46:00Z,69.00,
2026-03-02T02:16:00Z,69.00,32.00
2026-03-02T02:31:00Z,69.00,32.00
2026-03-02T02:46:00Z,69.73,32.00
2026-03-02T03:21:00Z,70.00,32.00
2026-03-02T04:04:00Z,70.00,32.00
2026-03-02T04:48:00Z,70.00,32.00
2026-03-02T05:03:00Z,70.00,32.00
2026-03-02T05:04:00Z,70.00,32.00
2026-03-02T05:18:00Z,70.00,32.00
2026-03-02T05:21:00Z,70.00,32.00
2026-03-02T05:28:00Z,70.00,32.00
2026-03-02T05:40:00Z,70.00,32.00
2026-03-02T05:44:00Z,70.00,32.00
2026-03-02T06:09:00Z,70.00,32.00
2026-03-02T06:41:00Z,70.00,32.00
2026-03-02T06:57:00Z,68.00,32.00
2026-03-02T07:05:00Z,66.00,32.00
2026-03-02T07:20:00Z,66.00,32.00
2026-03-02T07:41:00Z,66.00,32.00
2026-03-02T08:29:00Z,67.00,32.00
2026-03-02T08:59:00Z,66.90,32.00
2026-03-02T09:03:00Z,67.00,32.00
2026-03-02T09:08:00Z,67.00,32.00
2026-03-02T09:28:00Z,67.00,35.00
2026-03-02T09:49:00Z,66.00,35.00
2026-03-02T10:31:00Z,66.00,35.00
2026-03-02T10:44:00Z,66.00,35.00
2026-03-02T10:54:00Z,66.00,35.00
2026-03-02T10:56:00Z,66.00,35.00
2026-03-02T11:12:00Z,66.00,35.00
2026-03-02T11:24:00Z,65.00,35.00
2026-03-02T11:27:00Z,65.00,36.00
2026-03-02T11:28:00Z,65.00,34.00
2026-03-02T11:33:00Z,65.00,34.00
2026-03-02T11:34:00Z,65.00,34.00
2026-03-02T11:37:00Z,65.00,34.00
2026-03-02T11:42:00Z,65.00,34.00
2026-03-02T11:50:00Z,62.00,34.00
2026-03-02T11:58:00Z,66.99,34.00
2026-03-02T12:01:00Z,66.00,34.00
2026-03-02T12:04:00Z,66.78,34.00
2026-03-02T12:12:00Z,66.00,34.00
2026-03-02T12:16:00Z,66.00,34.00
2026-03-02T12:18:00Z,66.00,34.00
2026-03-02T12:19:00Z,66.73,34.00
2026-03-02T12:20:00Z,66.95,34.00
2026-03-02T12:21:00Z,67.00,34.00
2026-03-02T12:24:00Z,67.00,35.00
2026-03-02T12:27:00Z,67.00,35.00
2026-03-02T12:28:00Z,67.00,35.00
2026-03-02T12:29:00Z,67.00,34.00
2026-03-02T12:30:00Z,67.00,34.00
2026-03-02T12:31:00Z,67.00,34.00
2026-03-02T12:32:00Z,66.29,35.39
2026-03-02T12:33:00Z,62.55,39.00
2026-03-02T12:34:00Z,64.00,35.00
2026-03-02T12:35:00Z,69.86,30.10
2026-03-02T12:36:00Z,72.69,30.79
2026-03-02T12:37:00Z,71.29,30.79
2026-03-02T12:38:00Z,76.15,23.00
2026-03-02T12:39:00Z,75.62,27.31
2026-03-02T12:40:00Z,76.00,27.31
2026-03-02T12:41:00Z,74.89,27.31
2026-03-02T12:42:00Z,74.51,26.00
2026-03-02T12:43:00Z,76.06,26.00
2026-03-02T12:44:00Z,78.98,24.00
2026-03-02T12:45:00Z,79.00,21.00
2026-03-02T12:46:00Z,78.27,23.02
2026-03-02T12:47:00Z,79.00,23.00
2026-03-02T12:48:00Z,77.92,24.00
2026-03-02T12:49:00Z,77.96,24.00
2026-03-02T12:50:00Z,79.70,20.00
2026-03-02T12:51:00Z,78.00,22.00
2026-03-02T12:52:00Z,80.83,22.00
2026-03-02T12:53:00Z,84.00,18.08
2026-03-02T12:54:00Z,86.65,14.32
2026-03-02T12:55:00Z,89.00,12.00
2026-03-02T12:56:00Z,89.00,12.00
2026-03-02T12:57:00Z,85.59,12.88
2026-03-02T12:58:00Z,89.00,13.00
2026-03-02T12:59:00Z,89.31,10.00
2026-03-02T13:00:00Z,89.57,12.42
2026-03-02T13:01:00Z,91.00,12.42
2026-03-02T13:02:00Z,91.00,11.00
2026-03-02T13:03:00Z,91.28,9.26
2026-03-02T13:04:00Z,91.19,8.00
2026-03-02T13:05:00Z,92.00,8.78
2026-03-02T13:06:00Z,93.66,8.00
2026-03-02T13:07:00Z,93.77,7.00
2026-03-02T13:08:00Z,93.55,6.98
2026-03-02T13:09:00Z,94.99,7.00
2026-03-02T13:10:00Z,92.78,7.00
2026-03-02T13:11:00Z,92.78,7.00
2026-03-02T13:12:00Z,95.13,5.24
2026-03-02T13:13:00Z,95.48,5.00
2026-03-02T13:14:00Z,96.77,4.07
2026-03-02T13:15:00Z,97.78,2.87
2026-03-02T13:16:00Z,98.43,2.00
2026-03-02T13:17:00Z,98.98,1.32
2026-03-02T13:18:00Z,98.85,1.32
2026-03-02T13:19:00Z,99.00,1.18
2026-03-02T13:20:00Z,98.77,1.00
2026-03-02T13:21:00Z,99.00,1.00
2026-03-02T13:22:00Z,99.00,1.00
