# event_ticker=KXATPMATCH-26FEB10BUSPAS
# final_score=5-7 7-5 6-4
# score_resolution=7-5 5-7 4-6
# match_winner=Ignacio Buse
# fav_player=Francesco Passaro
# dog_player=Ignacio Buse
# kalshi_date=2026-02-10
timestamp,Francesco Passaro,Ignacio Buse
2026-02-10T08:45:00Z,61.00,
2026-02-10T08:46:00Z,61.00,
2026-02-10T09:03:00Z,61.00,
2026-02-10T09:58:00Z,61.00,
2026-02-10T11:50:00Z,61.00,41.00
2026-02-10T14:09:00Z,61.00,39.00
2026-02-10T14:31:00Z,61.00,39.00
2026-02-10T14:48:00Z,61.00,39.00
2026-02-10T14:57:00Z,61.00,39.90
2026-02-10T15:02:00Z,61.00,40.00
2026-02-10T15:06:00Z,61.00,40.00
2026-02-10T15:25:00Z,61.00,40.00
2026-02-10T15:27:00Z,60.00,40.00
2026-02-10T15:36:00Z,60.00,40.00
2026-02-10T15:40:00Z,60.00,40.00
2026-02-10T15:41:00Z,60.17,40.00
2026-02-10T15:44:00Z,60.17,40.00
2026-02-10T15:52:00Z,60.17,40.00
2026-02-10T15:57:00Z,60.17,40.00
2026-02-10T16:18:00Z,61.00,40.00
2026-02-10T16:29:00Z,61.00,40.00
2026-02-10T16:32:00Z,61.00,40.00
2026-02-10T16:33:00Z,61.00,40.00
2026-02-10T16:36:00Z,60.00,40.00
2026-02-10T16:42:00Z,61.83,40.00
2026-02-10T16:45:00Z,62.00,40.00
2026-02-10T16:54:00Z,61.00,40.00
2026-02-10T17:09:00Z,61.00,40.00
2026-02-10T17:10:00Z,64.00,40.00
2026-02-10T17:14:00Z,64.00,40.00
2026-02-10T17:18:00Z,64.00,39.00
2026-02-10T17:20:00Z,63.00,39.00
2026-02-10T17:21:00Z,62.00,39.00
2026-02-10T17:22:00Z,62.00,39.59
2026-02-10T17:25:00Z,62.00,40.00
2026-02-10T17:29:00Z,62.00,40.00
2026-02-10T17:30:00Z,62.00,40.00
2026-02-10T17:38:00Z,62.00,40.00
2026-02-10T17:47:00Z,62.00,40.00
2026-02-10T17:57:00Z,62.00,40.00
2026-02-10T18:04:00Z,62.00,40.00
2026-02-10T18:05:00Z,62.00,40.00
2026-02-10T18:09:00Z,62.00,40.00
2026-02-10T18:16:00Z,62.00,40.00
2026-02-10T18:18:00Z,62.00,38.00
2026-02-10T18:22:00Z,62.00,40.00
2026-02-10T18:25:00Z,62.00,40.00
2026-02-10T18:28:00Z,62.00,40.00
2026-02-10T18:32:00Z,62.00,40.00
2026-02-10T18:33:00Z,62.00,40.00
2026-02-10T18:43:00Z,62.00,40.00
2026-02-10T18:56:00Z,62.00,40.19
2026-02-10T18:59:00Z,62.00,40.19
2026-02-10T19:07:00Z,62.00,41.00
2026-02-10T19:08:00Z,62.00,41.00
2026-02-10T19:14:00Z,62.00,41.00
2026-02-10T19:15:00Z,62.00,41.00
2026-02-10T19:17:00Z,62.00,41.00
2026-02-10T19:18:00Z,62.00,40.00
2026-02-10T19:19:00Z,62.00,40.00
2026-02-10T19:23:00Z,62.00,40.00
2026-02-10T19:26:00Z,62.00,40.00
2026-02-10T19:27:00Z,62.00,40.00
2026-02-10T19:30:00Z,61.00,40.00
2026-02-10T19:31:00Z,61.00,40.00
2026-02-10T19:34:00Z,61.00,40.00
2026-02-10T19:35:00Z,61.00,40.00
2026-02-10T19:39:00Z,61.00,40.00
2026-02-10T19:41:00Z,61.00,40.00
2026-02-10T19:45:00Z,61.00,40.00
2026-02-10T19:46:00Z,61.00,40.00
2026-02-10T19:47:00Z,61.00,40.00
2026-02-10T19:49:00Z,61.00,40.00
2026-02-10T19:52:00Z,61.44,40.00
2026-02-10T19:56:00Z,61.44,40.00
2026-02-10T19:57:00Z,62.00,40.00
2026-02-10T19:58:00Z,62.00,40.00
2026-02-10T19:59:00Z,62.00,40.00
2026-02-10T20:03:00Z,62.00,40.00
2026-02-10T20:05:00Z,62.00,40.00
2026-02-10T20:07:00Z,62.00,40.00
2026-02-10T20:08:00Z,62.00,40.02
2026-02-10T20:09:00Z,61.39,41.00
