# event_ticker=KXATPMATCH-26JUN13MAJMED
# final_score=7-6(4) 6-1
# score_resolution=7-6 6-1
# match_winner=Kamil Majchrzak
# fav_player=Kamil Majchrzak
# dog_player=Daniil Medvedev
# kalshi_date=2026-06-13
timestamp,Kamil Majchrzak,Daniil Medvedev
2026-06-13T15:52:00Z,37.31,63.99
2026-06-13T15:53:00Z,36.88,63.29
2026-06-13T15:54:00Z,37.00,63.00
2026-06-13T15:55:00Z,36.54,64.75
2026-06-13T15:56:00Z,39.43,60.29
2026-06-13T15:57:00Z,40.48,63.43
2026-06-13T15:58:00Z,36.80,65.05
2026-06-13T15:59:00Z,34.17,66.08
2026-06-13T16:00:00Z,36.63,64.88
2026-06-13T16:01:00Z,37.31,63.03
2026-06-13T16:02:00Z,38.98,62.26
2026-06-13T16:03:00Z,38.83,62.00
2026-06-13T16:04:00Z,39.18,62.81
2026-06-13T16:05:00Z,37.53,62.17
2026-06-13T16:06:00Z,39.55,61.54
2026-06-13T16:07:00Z,42.98,55.97
2026-06-13T16:08:00Z,39.99,62.74
2026-06-13T16:09:00Z,38.92,63.56
2026-06-13T16:10:00Z,36.09,66.33
2026-06-13T16:11:00Z,32.91,68.64
2026-06-13T16:12:00Z,34.74,66.31
2026-06-13T16:13:00Z,35.46,64.79
2026-06-13T16:14:00Z,32.82,68.72
2026-06-13T16:15:00Z,30.41,67.59
2026-06-13T16:16:00Z,35.76,64.61
2026-06-13T16:17:00Z,39.76,60.93
2026-06-13T16:18:00Z,39.84,61.00
2026-06-13T16:19:00Z,35.61,63.21
2026-06-13T16:20:00Z,34.15,66.59
2026-06-13T16:21:00Z,30.24,72.53
2026-06-13T16:22:00Z,31.81,70.40
2026-06-13T16:23:00Z,23.76,74.69
2026-06-13T16:24:00Z,31.66,73.20
2026-06-13T16:25:00Z,41.65,59.97
2026-06-13T16:26:00Z,53.47,45.85
2026-06-13T16:27:00Z,56.62,44.33
2026-06-13T16:28:00Z,59.21,40.66
2026-06-13T16:29:00Z,59.21,40.99
2026-06-13T16:30:00Z,58.64,41.80
2026-06-13T16:31:00Z,58.52,41.80
2026-06-13T16:32:00Z,57.57,42.47
2026-06-13T16:33:00Z,58.56,43.70
2026-06-13T16:34:00Z,57.54,44.32
2026-06-13T16:35:00Z,60.19,41.22
2026-06-13T16:36:00Z,62.35,39.08
2026-06-13T16:37:00Z,68.42,33.01
2026-06-13T16:38:00Z,77.52,23.13
2026-06-13T16:39:00Z,79.32,21.27
2026-06-13T16:40:00Z,78.61,23.68
2026-06-13T16:41:00Z,78.19,22.57
2026-06-13T16:42:00Z,79.75,21.81
2026-06-13T16:43:00Z,83.88,17.20
2026-06-13T16:44:00Z,86.30,15.14
2026-06-13T16:45:00Z,94.51,6.24
2026-06-13T16:46:00Z,95.17,4.41
2026-06-13T16:47:00Z,96.40,4.56
2026-06-13T16:48:00Z,92.60,8.05
2026-06-13T16:49:00Z,91.78,8.90
2026-06-13T16:50:00Z,97.27,2.58
2026-06-13T16:51:00Z,97.62,2.43
2026-06-13T16:52:00Z,97.94,2.90
2026-06-13T16:53:00Z,98.73,1.20
2026-06-13T16:54:00Z,98.06,2.12
2026-06-13T16:55:00Z,98.33,2.92
2026-06-13T16:56:00Z,97.88,2.83
2026-06-13T16:57:00Z,99.00,1.08
2026-06-13T16:58:00Z,99.00,1.00
2026-06-13T16:59:00Z,99.00,1.00
2026-06-13T17:00:00Z,99.00,1.00
2026-06-13T17:01:00Z,99.00,1.00
2026-06-13T17:02:00Z,99.00,1.00
