# event_ticker=KXATPMATCH-26JUN13MAJMED
# final_score=7-6(4) 6-1
# score_resolution=7-6 6-1
# match_winner=Kamil Majchrzak
# fav_player=Kamil Majchrzak
# dog_player=Daniil Medvedev
# kalshi_date=2026-06-13
timestamp,Kamil Majchrzak,Daniil Medvedev
2026-06-13T12:30:00Z,69.00,48.00
2026-06-13T12:31:00Z,27.50,59.71
2026-06-13T12:33:00Z,27.50,73.00
2026-06-13T12:35:00Z,27.50,75.93
2026-06-13T12:36:00Z,27.50,76.00
2026-06-13T12:39:00Z,27.50,73.00
2026-06-13T12:40:00Z,27.50,73.00
2026-06-13T12:42:00Z,27.50,72.00
2026-06-13T12:43:00Z,27.50,71.00
2026-06-13T12:51:00Z,27.50,72.05
2026-06-13T12:52:00Z,27.50,74.00
2026-06-13T12:55:00Z,29.90,70.83
2026-06-13T12:56:00Z,29.90,71.00
2026-06-13T12:58:00Z,29.90,70.00
2026-06-13T13:01:00Z,29.90,70.00
2026-06-13T13:02:00Z,33.00,70.00
2026-06-13T13:05:00Z,33.00,70.00
2026-06-13T13:10:00Z,33.00,69.00
2026-06-13T13:12:00Z,33.00,70.00
2026-06-13T13:13:00Z,33.00,70.00
2026-06-13T13:15:00Z,32.68,70.00
2026-06-13T13:16:00Z,32.68,70.00
2026-06-13T13:17:00Z,32.68,70.00
2026-06-13T13:18:00Z,33.00,70.00
2026-06-13T13:19:00Z,33.00,70.00
2026-06-13T13:23:00Z,33.00,70.00
2026-06-13T13:25:00Z,33.00,70.00
2026-06-13T13:28:00Z,33.00,70.00
2026-06-13T13:29:00Z,33.00,70.00
2026-06-13T13:32:00Z,33.00,70.00
2026-06-13T13:33:00Z,33.00,70.00
2026-06-13T13:36:00Z,32.00,69.00
2026-06-13T13:37:00Z,32.00,69.00
2026-06-13T13:38:00Z,32.00,69.00
2026-06-13T13:40:00Z,32.00,69.00
2026-06-13T13:41:00Z,32.00,69.00
2026-06-13T13:44:00Z,32.00,69.00
2026-06-13T13:45:00Z,32.00,69.00
2026-06-13T13:48:00Z,31.00,69.00
2026-06-13T13:50:00Z,32.00,69.00
2026-06-13T13:51:00Z,32.00,69.00
2026-06-13T13:53:00Z,32.00,69.00
2026-06-13T13:56:00Z,32.00,69.00
2026-06-13T13:58:00Z,32.00,69.00
2026-06-13T13:59:00Z,32.00,69.00
2026-06-13T14:01:00Z,32.00,69.00
2026-06-13T14:02:00Z,32.00,69.00
2026-06-13T14:03:00Z,32.00,69.00
2026-06-13T14:04:00Z,32.00,69.00
2026-06-13T14:05:00Z,32.00,69.00
2026-06-13T14:06:00Z,32.00,69.00
2026-06-13T14:07:00Z,32.00,69.00
2026-06-13T14:10:00Z,32.00,69.81
2026-06-13T14:11:00Z,32.00,70.00
2026-06-13T14:15:00Z,32.00,70.00
2026-06-13T14:16:00Z,32.00,70.00
2026-06-13T14:18:00Z,32.00,70.00
2026-06-13T14:19:00Z,32.00,70.00
2026-06-13T14:21:00Z,32.00,70.00
2026-06-13T14:25:00Z,32.00,70.00
2026-06-13T14:28:00Z,32.00,70.00
2026-06-13T14:29:00Z,31.00,71.00
2026-06-13T14:35:00Z,31.00,70.50
2026-06-13T14:36:00Z,31.00,69.00
2026-06-13T14:39:00Z,32.00,69.00
2026-06-13T14:40:00Z,32.00,70.00
2026-06-13T14:42:00Z,32.00,70.00
2026-06-13T14:44:00Z,32.00,70.00
2026-06-13T14:45:00Z,32.00,70.00
2026-06-13T14:46:00Z,32.00,70.00
2026-06-13T14:48:00Z,32.00,70.00
2026-06-13T14:49:00Z,32.00,70.00
2026-06-13T14:50:00Z,32.00,70.00
2026-06-13T14:51:00Z,32.00,71.00
2026-06-13T14:52:00Z,32.00,71.00
2026-06-13T14:53:00Z,32.00,71.00
2026-06-13T14:54:00Z,31.00,71.00
2026-06-13T14:55:00Z,32.00,71.00
2026-06-13T14:56:00Z,32.00,70.00
2026-06-13T14:57:00Z,32.00,70.00
2026-06-13T14:58:00Z,32.00,70.00
2026-06-13T14:59:00Z,32.00,70.00
2026-06-13T15:00:00Z,32.00,70.90
2026-06-13T15:02:00Z,32.00,70.00
2026-06-13T15:03:00Z,32.00,70.00
2026-06-13T15:04:00Z,32.00,70.00
2026-06-13T15:05:00Z,32.00,70.00
2026-06-13T15:07:00Z,32.00,70.00
2026-06-13T15:08:00Z,32.00,70.00
2026-06-13T15:09:00Z,32.00,69.00
2026-06-13T15:10:00Z,32.00,69.00
2026-06-13T15:11:00Z,32.00,69.00
2026-06-13T15:12:00Z,32.00,69.00
2026-06-13T15:13:00Z,32.00,69.00
2026-06-13T15:14:00Z,32.00,69.00
2026-06-13T15:15:00Z,32.00,69.00
2026-06-13T15:16:00Z,32.00,69.00
2026-06-13T15:17:00Z,32.00,68.28
2026-06-13T15:18:00Z,32.00,69.00
2026-06-13T15:19:00Z,32.00,69.00
2026-06-13T15:20:00Z,32.00,69.00
2026-06-13T15:21:00Z,32.00,69.00
2026-06-13T15:22:00Z,32.00,69.00
2026-06-13T15:23:00Z,32.00,69.00
2026-06-13T15:24:00Z,32.00,69.00
2026-06-13T15:25:00Z,32.00,69.00
2026-06-13T15:26:00Z,32.00,69.00
2026-06-13T15:27:00Z,32.00,69.00
2026-06-13T15:28:00Z,32.00,69.00
2026-06-13T15:29:00Z,30.43,70.39
2026-06-13T15:30:00Z,33.32,68.30
2026-06-13T15:31:00Z,34.24,66.64
2026-06-13T15:32:00Z,33.75,66.95
2026-06-13T15:33:00Z,30.46,70.35
2026-06-13T15:34:00Z,28.15,72.28
2026-06-13T15:35:00Z,30.77,69.20
2026-06-13T15:36:00Z,32.00,69.00
2026-06-13T15:37:00Z,34.30,69.06
2026-06-13T15:38:00Z,35.36,66.83
2026-06-13T15:39:00Z,35.99,65.28
2026-06-13T15:40:00Z,34.53,67.48
2026-06-13T15:41:00Z,33.47,67.05
2026-06-13T15:42:00Z,32.27,67.99
2026-06-13T15:43:00Z,35.32,65.30
2026-06-13T15:44:00Z,35.87,65.50
2026-06-13T15:45:00Z,35.86,65.80
2026-06-13T15:46:00Z,35.91,65.00
2026-06-13T15:47:00Z,36.00,64.30
2026-06-13T15:48:00Z,36.49,64.04
2026-06-13T15:49:00Z,36.60,65.12
2026-06-13T15:50:00Z,34.57,65.92
2026-06-13T15:51:00Z,35.45,65.19
