# event_ticker=KXATPMATCH-26APR12MACBAE
# final_score=2-6 6-4 6-1
# match_winner=Tomas Machac
# fav_player=Tomas Machac
# dog_player=Sebastian Baez
# kalshi_date=2026-04-12
timestamp,Tomas Machac,Sebastian Baez
2026-04-14T01:49:00Z,58.00,
2026-04-14T02:00:00Z,58.00,
2026-04-14T02:02:00Z,58.00,
2026-04-14T02:04:00Z,58.00,44.00
2026-04-14T02:12:00Z,58.00,44.00
2026-04-14T02:24:00Z,58.00,44.00
2026-04-14T02:30:00Z,58.00,44.00
2026-04-14T02:32:00Z,58.00,44.00
2026-04-14T02:34:00Z,58.00,44.00
2026-04-14T02:35:00Z,58.00,44.00
2026-04-14T02:36:00Z,58.00,44.00
2026-04-14T02:37:00Z,58.00,44.00
2026-04-14T02:42:00Z,58.00,44.00
2026-04-14T02:43:00Z,58.00,44.00
2026-04-14T02:50:00Z,58.00,44.00
2026-04-14T02:53:00Z,58.00,44.00
2026-04-14T02:56:00Z,59.00,44.00
2026-04-14T02:57:00Z,58.03,44.00
2026-04-14T02:58:00Z,59.00,44.00
2026-04-14T02:59:00Z,59.00,44.00
2026-04-14T03:01:00Z,59.00,44.00
2026-04-14T03:07:00Z,59.00,44.00
2026-04-14T03:11:00Z,59.00,44.00
2026-04-14T03:14:00Z,59.00,44.00
2026-04-14T03:16:00Z,59.00,44.00
2026-04-14T03:22:00Z,59.00,44.00
2026-04-14T03:27:00Z,59.00,44.00
2026-04-14T03:31:00Z,59.00,44.00
2026-04-14T03:38:00Z,59.00,44.00
2026-04-14T03:40:00Z,59.00,44.00
2026-04-14T03:41:00Z,59.02,43.00
2026-04-14T03:45:00Z,60.00,43.00
2026-04-14T03:46:00Z,60.00,43.00
2026-04-14T03:51:00Z,60.00,43.00
2026-04-14T03:52:00Z,60.00,43.00
2026-04-14T03:53:00Z,60.00,43.00
2026-04-14T03:55:00Z,60.00,43.00
2026-04-14T03:58:00Z,60.00,43.00
2026-04-14T04:01:00Z,60.00,41.14
2026-04-14T04:02:00Z,60.00,43.00
2026-04-14T04:03:00Z,59.00,43.00
2026-04-14T04:06:00Z,59.00,42.00
2026-04-14T04:09:00Z,59.00,42.00
2026-04-14T04:12:00Z,59.00,42.00
2026-04-14T04:13:00Z,59.00,42.00
2026-04-14T04:16:00Z,59.00,42.00
2026-04-14T04:18:00Z,59.00,42.00
2026-04-14T04:20:00Z,59.00,42.00
2026-04-14T04:21:00Z,59.00,42.00
2026-04-14T04:22:00Z,59.00,42.00
2026-04-14T04:23:00Z,59.00,42.00
2026-04-14T04:27:00Z,59.00,42.00
2026-04-14T04:30:00Z,59.00,42.00
2026-04-14T04:31:00Z,59.00,42.00
2026-04-14T04:33:00Z,59.00,42.00
2026-04-14T04:38:00Z,59.00,42.00
2026-04-14T04:39:00Z,59.00,42.00
2026-04-14T04:40:00Z,59.00,42.00
2026-04-14T04:41:00Z,59.00,42.00
2026-04-14T04:43:00Z,59.00,42.00
2026-04-14T04:46:00Z,59.00,42.00
2026-04-14T04:49:00Z,59.00,42.00
2026-04-14T04:54:00Z,59.00,42.00
2026-04-14T04:58:00Z,59.00,42.44
2026-04-14T05:02:00Z,59.00,42.44
2026-04-14T05:04:00Z,59.00,43.00
2026-04-14T05:05:00Z,59.00,43.00
2026-04-14T05:10:00Z,59.00,43.00
2026-04-14T05:11:00Z,59.00,43.00
