# event_ticker=KXATPCHALLENGERMATCH-26MAY30TRAVAS
# final_score=7-5 7-6(5)
# score_resolution=7-5 7-6
# match_winner=Jacopo Vasami
# fav_player=Jacopo Vasami
# dog_player=Stefano Travaglia
# kalshi_date=2026-05-30
timestamp,Stefano Travaglia,Jacopo Vasami
2026-05-30T04:10:00Z,58.00,42.00
2026-05-30T04:21:00Z,58.00,42.00
2026-05-30T04:37:00Z,58.00,42.00
2026-05-30T06:32:00Z,60.00,42.00
2026-05-30T06:38:00Z,60.00,42.00
2026-05-30T06:56:00Z,60.00,42.00
2026-05-30T07:30:00Z,59.65,42.00
2026-05-30T07:43:00Z,60.00,42.00
2026-05-30T08:02:00Z,60.00,42.00
2026-05-30T08:36:00Z,60.00,42.00
2026-05-30T09:36:00Z,60.00,42.00
2026-05-30T10:18:00Z,60.00,42.00
2026-05-30T10:28:00Z,58.21,42.00
2026-05-30T10:58:00Z,58.21,42.00
2026-05-30T11:19:00Z,60.00,42.00
2026-05-30T11:50:00Z,60.00,41.00
2026-05-30T12:14:00Z,61.00,41.00
2026-05-30T12:17:00Z,61.00,41.00
2026-05-30T12:22:00Z,61.00,41.00
2026-05-30T12:45:00Z,61.00,41.00
2026-05-30T12:52:00Z,61.00,41.00
2026-05-30T12:54:00Z,59.00,41.00
2026-05-30T12:55:00Z,61.00,41.00
2026-05-30T13:01:00Z,61.00,41.00
2026-05-30T13:03:00Z,61.00,41.00
2026-05-30T13:05:00Z,61.00,41.00
2026-05-30T13:17:00Z,61.00,41.00
2026-05-30T13:19:00Z,61.00,40.13
2026-05-30T13:21:00Z,61.00,40.13
2026-05-30T13:22:00Z,61.00,41.00
2026-05-30T13:24:00Z,61.00,41.00
2026-05-30T13:45:00Z,61.00,39.00
2026-05-30T13:48:00Z,61.00,41.00
2026-05-30T13:52:00Z,61.00,41.00
2026-05-30T13:54:00Z,61.00,41.00
2026-05-30T13:59:00Z,61.00,41.00
2026-05-30T14:00:00Z,61.00,41.00
2026-05-30T14:09:00Z,61.00,41.00
2026-05-30T14:14:00Z,61.00,41.00
2026-05-30T14:22:00Z,61.00,41.00
2026-05-30T14:51:00Z,61.00,41.43
2026-05-30T15:07:00Z,61.00,41.43
2026-05-30T15:13:00Z,61.00,41.43
2026-05-30T15:15:00Z,61.00,40.00
2026-05-30T15:19:00Z,61.00,40.00
2026-05-30T15:23:00Z,61.00,40.00
2026-05-30T15:34:00Z,61.00,40.00
2026-05-30T15:36:00Z,61.00,40.00
2026-05-30T15:38:00Z,60.00,40.00
2026-05-30T15:41:00Z,59.00,40.00
2026-05-30T15:42:00Z,58.33,40.00
2026-05-30T15:46:00Z,58.00,40.00
2026-05-30T15:47:00Z,59.00,40.00
2026-05-30T15:48:00Z,59.00,42.00
2026-05-30T15:50:00Z,59.00,42.00
2026-05-30T15:51:00Z,57.10,42.84
2026-05-30T15:52:00Z,54.62,45.64
2026-05-30T15:53:00Z,53.80,48.00
2026-05-30T15:54:00Z,49.56,50.49
2026-05-30T15:55:00Z,45.29,52.90
2026-05-30T15:56:00Z,43.84,56.07
2026-05-30T15:57:00Z,51.07,48.61
2026-05-30T15:58:00Z,59.00,43.99
2026-05-30T15:59:00Z,56.02,44.11
2026-05-30T16:00:00Z,55.00,44.00
2026-05-30T16:01:00Z,54.81,44.19
2026-05-30T16:02:00Z,58.00,43.00
2026-05-30T16:03:00Z,55.12,44.15
2026-05-30T16:04:00Z,54.00,46.00
2026-05-30T16:05:00Z,54.00,46.00
2026-05-30T16:06:00Z,55.00,45.00
2026-05-30T16:08:00Z,55.00,45.03
2026-05-30T16:09:00Z,52.97,46.18
2026-05-30T16:10:00Z,55.89,46.18
2026-05-30T16:11:00Z,58.00,43.77
2026-05-30T16:12:00Z,58.00,45.00
2026-05-30T16:13:00Z,57.47,43.00
2026-05-30T16:14:00Z,57.41,43.00
2026-05-30T16:15:00Z,63.43,37.00
2026-05-30T16:16:00Z,66.41,32.33
2026-05-30T16:17:00Z,71.99,28.00
2026-05-30T16:18:00Z,71.97,28.80
2026-05-30T16:19:00Z,68.15,32.11
2026-05-30T16:20:00Z,62.34,37.35
2026-05-30T16:21:00Z,56.05,42.77
2026-05-30T16:22:00Z,54.17,46.00
2026-05-30T16:23:00Z,54.95,46.00
2026-05-30T16:24:00Z,53.06,46.82
2026-05-30T16:25:00Z,53.15,46.80
2026-05-30T16:26:00Z,50.14,49.00
2026-05-30T16:27:00Z,49.00,50.00
2026-05-30T16:28:00Z,46.27,54.00
2026-05-30T16:29:00Z,49.03,50.92
2026-05-30T16:30:00Z,51.17,47.00
2026-05-30T16:31:00Z,51.74,47.17
2026-05-30T16:32:00Z,49.94,50.12
2026-05-30T16:33:00Z,49.66,51.72
2026-05-30T16:34:00Z,50.97,51.00
2026-05-30T16:35:00Z,49.00,51.90
2026-05-30T16:36:00Z,48.17,52.00
2026-05-30T16:37:00Z,51.00,51.47
2026-05-30T16:38:00Z,49.47,51.00
2026-05-30T16:39:00Z,42.00,52.98
2026-05-30T16:40:00Z,42.62,57.69
2026-05-30T16:41:00Z,49.84,52.65
2026-05-30T16:42:00Z,47.21,53.15
2026-05-30T16:43:00Z,47.82,53.48
2026-05-30T16:44:00Z,45.11,57.76
2026-05-30T16:45:00Z,51.27,50.00
2026-05-30T16:46:00Z,51.27,50.53
2026-05-30T16:47:00Z,47.29,50.53
2026-05-30T16:48:00Z,45.95,50.53
2026-05-30T16:49:00Z,46.00,50.53
2026-05-30T16:50:00Z,42.69,56.94
2026-05-30T16:51:00Z,37.26,63.31
2026-05-30T16:52:00Z,31.85,66.04
2026-05-30T16:53:00Z,34.80,68.61
2026-05-30T16:54:00Z,28.45,72.83
2026-05-30T16:55:00Z,23.85,77.00
2026-05-30T16:56:00Z,23.97,76.71
2026-05-30T16:57:00Z,24.00,77.00
2026-05-30T16:58:00Z,21.94,78.42
2026-05-30T16:59:00Z,22.42,79.00
2026-05-30T17:00:00Z,24.92,75.31
2026-05-30T17:01:00Z,31.00,70.23
2026-05-30T17:02:00Z,37.51,63.03
2026-05-30T17:03:00Z,37.19,63.83
2026-05-30T17:04:00Z,31.37,67.39
2026-05-30T17:05:00Z,29.48,69.30
2026-05-30T17:06:00Z,36.29,63.00
2026-05-30T17:07:00Z,40.23,60.95
2026-05-30T17:08:00Z,41.86,58.09
2026-05-30T17:09:00Z,43.13,56.67
2026-05-30T17:10:00Z,42.86,56.98
2026-05-30T17:11:00Z,41.42,59.11
2026-05-30T17:12:00Z,39.16,61.38
2026-05-30T17:13:00Z,38.39,61.48
2026-05-30T17:14:00Z,33.25,65.46
2026-05-30T17:15:00Z,27.97,74.32
2026-05-30T17:16:00Z,24.09,76.95
2026-05-30T17:17:00Z,21.44,79.92
2026-05-30T17:18:00Z,19.00,81.37
2026-05-30T17:19:00Z,18.56,81.93
2026-05-30T17:20:00Z,14.25,84.70
2026-05-30T17:21:00Z,12.18,86.41
2026-05-30T17:22:00Z,18.21,79.51
2026-05-30T17:23:00Z,20.75,79.14
2026-05-30T17:24:00Z,22.25,78.12
2026-05-30T17:25:00Z,23.70,71.96
2026-05-30T17:26:00Z,31.29,63.04
2026-05-30T17:27:00Z,39.26,61.71
2026-05-30T17:28:00Z,37.84,63.27
2026-05-30T17:29:00Z,38.08,61.77
2026-05-30T17:30:00Z,40.88,57.05
2026-05-30T17:31:00Z,38.80,61.45
2026-05-30T17:32:00Z,42.31,57.00
2026-05-30T17:33:00Z,42.01,58.00
2026-05-30T17:34:00Z,42.00,58.00
2026-05-30T17:35:00Z,42.00,58.00
2026-05-30T17:36:00Z,42.75,56.91
2026-05-30T17:37:00Z,40.51,58.23
2026-05-30T17:38:00Z,29.95,70.13
2026-05-30T17:39:00Z,26.10,76.06
2026-05-30T17:40:00Z,20.05,78.21
2026-05-30T17:41:00Z,17.12,82.53
2026-05-30T17:42:00Z,16.07,84.07
2026-05-30T17:43:00Z,15.66,85.00
2026-05-30T17:44:00Z,16.99,84.00
2026-05-30T17:45:00Z,18.39,81.88
2026-05-30T17:46:00Z,20.06,81.21
2026-05-30T17:47:00Z,17.25,82.95
2026-05-30T17:48:00Z,21.50,79.76
2026-05-30T17:49:00Z,23.72,77.48
2026-05-30T17:50:00Z,32.70,68.95
2026-05-30T17:51:00Z,30.24,70.15
2026-05-30T17:52:00Z,22.23,77.30
2026-05-30T17:53:00Z,9.14,89.88
2026-05-30T17:54:00Z,6.44,93.83
2026-05-30T17:55:00Z,1.00,93.83
