# event_ticker=KXATPCHALLENGERMATCH-26MAY27MAYPAN
# final_score=3-6 7-6(3) 6-3
# score_resolution=3-6 7-6 6-3
# match_winner=Semen Pankin
# fav_player=Semen Pankin
# dog_player=Harold Mayot
# kalshi_date=2026-05-27
timestamp,Harold Mayot,Semen Pankin
2026-05-26T20:33:00Z,,28.67
2026-05-26T22:30:00Z,74.00,28.67
2026-05-26T23:22:00Z,74.00,28.67
2026-05-27T02:00:00Z,74.00,28.00
2026-05-27T02:18:00Z,74.00,27.00
2026-05-27T02:39:00Z,74.00,27.00
2026-05-27T02:54:00Z,74.00,27.00
2026-05-27T03:00:00Z,74.00,27.00
2026-05-27T03:06:00Z,74.00,28.00
2026-05-27T03:07:00Z,74.00,28.00
2026-05-27T03:08:00Z,75.00,28.00
2026-05-27T03:09:00Z,75.00,28.00
2026-05-27T03:10:00Z,75.00,28.00
2026-05-27T03:12:00Z,75.00,28.00
2026-05-27T03:17:00Z,74.00,28.00
2026-05-27T03:29:00Z,74.00,29.00
2026-05-27T03:32:00Z,75.00,29.00
2026-05-27T03:37:00Z,75.00,29.00
2026-05-27T03:38:00Z,74.00,29.00
2026-05-27T03:43:00Z,75.00,29.00
2026-05-27T03:51:00Z,75.00,29.00
2026-05-27T03:56:00Z,74.50,29.00
2026-05-27T03:57:00Z,74.50,29.13
2026-05-27T04:04:00Z,74.00,29.00
2026-05-27T04:07:00Z,75.00,29.00
2026-05-27T04:13:00Z,74.00,29.00
2026-05-27T04:18:00Z,74.00,29.00
2026-05-27T04:19:00Z,74.00,28.28
2026-05-27T04:20:00Z,74.00,28.28
2026-05-27T04:22:00Z,74.00,28.00
2026-05-27T04:23:00Z,73.00,29.00
2026-05-27T04:25:00Z,73.00,29.00
2026-05-27T04:26:00Z,73.00,29.00
2026-05-27T04:33:00Z,73.00,29.00
2026-05-27T04:36:00Z,74.00,29.00
2026-05-27T04:37:00Z,74.00,29.00
2026-05-27T04:38:00Z,74.00,29.00
2026-05-27T04:40:00Z,74.00,29.00
2026-05-27T04:41:00Z,74.00,29.00
2026-05-27T04:45:00Z,74.00,29.00
2026-05-27T04:46:00Z,74.00,29.00
2026-05-27T04:50:00Z,74.00,29.00
2026-05-27T04:53:00Z,74.00,29.00
2026-05-27T04:56:00Z,74.49,29.00
2026-05-27T04:57:00Z,75.00,29.00
2026-05-27T05:02:00Z,75.00,29.00
2026-05-27T05:09:00Z,74.00,29.00
2026-05-27T05:12:00Z,75.00,29.00
2026-05-27T05:18:00Z,75.00,28.00
2026-05-27T05:21:00Z,75.00,28.00
2026-05-27T05:22:00Z,75.00,28.00
2026-05-27T05:24:00Z,74.00,28.00
2026-05-27T05:25:00Z,74.00,28.00
2026-05-27T05:26:00Z,74.00,28.00
2026-05-27T05:29:00Z,74.04,28.00
2026-05-27T05:31:00Z,75.00,28.00
2026-05-27T05:36:00Z,75.00,28.00
2026-05-27T05:37:00Z,75.00,28.00
