# event_ticker=KXATPCHALLENGERMATCH-26FEB26MORSTR
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Dominic Stricker
# fav_player=Alejandro Moro Canas
# dog_player=Dominic Stricker
# kalshi_date=2026-02-26
timestamp,Alejandro Moro Canas,Dominic Stricker
2026-02-26T06:11:00Z,,68.00
2026-02-26T06:13:00Z,,68.00
2026-02-26T06:19:00Z,,68.00
2026-02-26T07:18:00Z,,68.00
2026-02-26T10:07:00Z,36.00,68.00
2026-02-26T10:29:00Z,36.00,68.00
2026-02-26T11:19:00Z,32.00,68.00
2026-02-26T11:23:00Z,32.00,67.00
2026-02-26T11:24:00Z,32.00,67.00
2026-02-26T11:29:00Z,36.00,67.00
2026-02-26T11:41:00Z,36.00,67.00
2026-02-26T11:47:00Z,36.00,67.00
2026-02-26T11:55:00Z,36.00,67.00
2026-02-26T12:07:00Z,33.00,67.00
2026-02-26T12:11:00Z,33.00,67.00
2026-02-26T12:31:00Z,36.00,67.00
2026-02-26T12:49:00Z,35.00,67.00
2026-02-26T12:50:00Z,35.00,67.00
2026-02-26T13:01:00Z,35.00,67.00
2026-02-26T13:08:00Z,34.00,67.00
2026-02-26T13:14:00Z,35.00,67.00
2026-02-26T13:22:00Z,35.00,67.00
2026-02-26T13:32:00Z,35.00,67.00
2026-02-26T13:33:00Z,35.00,65.00
2026-02-26T13:40:00Z,35.00,66.00
2026-02-26T13:49:00Z,35.00,66.00
2026-02-26T14:04:00Z,35.00,66.00
2026-02-26T14:28:00Z,35.00,67.00
2026-02-26T14:31:00Z,36.00,67.00
2026-02-26T14:37:00Z,36.00,68.00
2026-02-26T14:38:00Z,33.00,68.00
2026-02-26T14:41:00Z,36.00,67.00
2026-02-26T14:47:00Z,36.00,67.00
2026-02-26T14:52:00Z,36.00,67.00
2026-02-26T14:53:00Z,36.00,66.00
2026-02-26T14:56:00Z,36.00,66.00
2026-02-26T14:58:00Z,36.00,66.00
2026-02-26T15:06:00Z,36.00,66.00
2026-02-26T15:12:00Z,36.00,67.00
2026-02-26T15:20:00Z,36.00,67.00
2026-02-26T15:25:00Z,36.00,67.00
2026-02-26T15:28:00Z,36.00,67.00
2026-02-26T15:31:00Z,36.00,67.00
2026-02-26T15:32:00Z,36.00,67.00
2026-02-26T15:35:00Z,36.00,67.00
2026-02-26T15:38:00Z,36.00,64.00
2026-02-26T15:39:00Z,34.17,64.00
2026-02-26T15:42:00Z,36.00,67.00
2026-02-26T15:44:00Z,36.00,67.00
2026-02-26T15:48:00Z,36.00,67.00
2026-02-26T15:50:00Z,36.00,67.00
2026-02-26T15:53:00Z,36.00,67.00
2026-02-26T15:54:00Z,36.00,67.00
2026-02-26T15:59:00Z,36.00,67.00
2026-02-26T16:00:00Z,36.00,67.00
2026-02-26T16:09:00Z,32.00,67.00
2026-02-26T16:10:00Z,36.00,67.00
2026-02-26T16:12:00Z,36.00,67.00
2026-02-26T16:15:00Z,36.00,67.00
2026-02-26T16:18:00Z,36.00,67.00
2026-02-26T16:20:00Z,36.00,68.00
2026-02-26T16:27:00Z,36.00,68.00
2026-02-26T16:32:00Z,36.00,68.00
2026-02-26T16:33:00Z,36.00,68.00
2026-02-26T16:35:00Z,36.00,68.00
2026-02-26T16:36:00Z,36.00,68.00
2026-02-26T16:37:00Z,36.00,68.00
2026-02-26T16:38:00Z,36.00,68.00
2026-02-26T16:41:00Z,36.00,68.00
2026-02-26T16:42:00Z,36.00,68.00
2026-02-26T16:50:00Z,34.00,68.00
2026-02-26T16:52:00Z,34.00,68.00
2026-02-26T16:54:00Z,34.00,68.00
2026-02-26T16:57:00Z,34.00,68.00
2026-02-26T16:58:00Z,34.00,68.00
2026-02-26T16:59:00Z,34.00,68.00
2026-02-26T17:01:00Z,34.00,68.00
2026-02-26T17:02:00Z,34.00,68.00
2026-02-26T17:07:00Z,33.00,68.00
2026-02-26T17:14:00Z,33.00,68.00
2026-02-26T17:15:00Z,33.83,68.00
2026-02-26T17:17:00Z,33.83,68.00
2026-02-26T17:21:00Z,33.83,68.00
2026-02-26T17:27:00Z,34.00,68.00
2026-02-26T17:28:00Z,34.00,68.00
2026-02-26T17:30:00Z,32.00,68.00
2026-02-26T17:33:00Z,32.00,69.00
2026-02-26T17:35:00Z,31.00,69.00
2026-02-26T17:36:00Z,31.00,69.00
2026-02-26T17:37:00Z,31.00,69.00
2026-02-26T17:38:00Z,29.05,70.94
2026-02-26T17:42:00Z,30.00,71.00
2026-02-26T17:43:00Z,30.00,71.00
2026-02-26T17:44:00Z,30.17,71.97
2026-02-26T17:45:00Z,30.90,71.00
2026-02-26T17:46:00Z,31.40,71.00
2026-02-26T17:47:00Z,31.00,70.97
2026-02-26T17:48:00Z,31.00,70.56
2026-02-26T17:49:00Z,33.04,68.00
2026-02-26T17:50:00Z,33.61,67.34
2026-02-26T17:51:00Z,34.99,66.54
2026-02-26T17:52:00Z,33.20,66.00
2026-02-26T17:53:00Z,35.62,64.24
2026-02-26T17:54:00Z,35.69,66.00
2026-02-26T17:55:00Z,37.33,64.86
2026-02-26T17:56:00Z,34.00,68.00
2026-02-26T17:57:00Z,32.75,69.02
2026-02-26T17:58:00Z,29.79,70.17
2026-02-26T17:59:00Z,36.48,64.27
2026-02-26T18:00:00Z,36.92,65.00
2026-02-26T18:01:00Z,36.00,65.00
2026-02-26T18:02:00Z,34.32,65.00
2026-02-26T18:03:00Z,36.05,63.00
2026-02-26T18:04:00Z,36.12,64.34
2026-02-26T18:05:00Z,36.20,64.67
2026-02-26T18:06:00Z,36.24,66.96
2026-02-26T18:07:00Z,35.92,67.00
2026-02-26T18:08:00Z,37.88,62.96
2026-02-26T18:09:00Z,38.03,65.81
2026-02-26T18:10:00Z,38.36,63.03
2026-02-26T18:11:00Z,38.69,63.03
2026-02-26T18:12:00Z,36.36,64.50
2026-02-26T18:13:00Z,34.62,64.50
2026-02-26T18:14:00Z,37.42,61.38
2026-02-26T18:15:00Z,39.97,61.00
2026-02-26T18:16:00Z,40.44,61.00
2026-02-26T18:17:00Z,34.09,64.68
2026-02-26T18:18:00Z,35.00,64.68
2026-02-26T18:19:00Z,36.95,64.99
2026-02-26T18:20:00Z,28.64,69.84
2026-02-26T18:21:00Z,23.94,73.26
2026-02-26T18:22:00Z,25.66,74.69
2026-02-26T18:23:00Z,23.83,78.10
2026-02-26T18:24:00Z,14.82,84.96
2026-02-26T18:25:00Z,14.45,86.20
2026-02-26T18:26:00Z,10.18,88.00
2026-02-26T18:27:00Z,11.19,89.97
2026-02-26T18:28:00Z,11.00,89.86
2026-02-26T18:29:00Z,12.07,88.85
2026-02-26T18:30:00Z,13.99,88.85
2026-02-26T18:31:00Z,13.38,87.35
2026-02-26T18:32:00Z,13.72,87.35
2026-02-26T18:33:00Z,14.59,86.00
2026-02-26T18:34:00Z,13.31,89.00
2026-02-26T18:35:00Z,16.44,85.00
2026-02-26T18:36:00Z,20.31,83.42
2026-02-26T18:37:00Z,16.51,84.14
2026-02-26T18:38:00Z,14.35,86.94
2026-02-26T18:39:00Z,13.15,88.92
2026-02-26T18:40:00Z,12.03,87.38
2026-02-26T18:41:00Z,10.03,90.95
2026-02-26T18:42:00Z,10.76,89.20
2026-02-26T18:43:00Z,17.52,81.84
2026-02-26T18:44:00Z,17.12,83.97
2026-02-26T18:45:00Z,8.39,92.21
2026-02-26T18:46:00Z,10.77,92.24
2026-02-26T18:47:00Z,10.50,90.04
2026-02-26T18:48:00Z,15.03,91.15
2026-02-26T18:49:00Z,12.44,93.06
2026-02-26T18:50:00Z,16.06,87.49
2026-02-26T18:51:00Z,16.05,89.28
2026-02-26T18:52:00Z,15.15,88.68
2026-02-26T18:53:00Z,16.60,85.76
2026-02-26T18:54:00Z,9.84,91.06
2026-02-26T18:55:00Z,11.04,92.83
2026-02-26T18:56:00Z,11.46,89.33
2026-02-26T18:57:00Z,15.82,86.17
2026-02-26T18:58:00Z,12.57,86.63
2026-02-26T18:59:00Z,8.63,91.02
2026-02-26T19:00:00Z,9.80,91.53
2026-02-26T19:01:00Z,10.53,90.61
2026-02-26T19:02:00Z,10.84,90.00
2026-02-26T19:03:00Z,11.64,89.39
2026-02-26T19:04:00Z,7.39,92.04
2026-02-26T19:05:00Z,5.75,94.53
2026-02-26T19:06:00Z,4.88,95.42
2026-02-26T19:07:00Z,4.42,96.53
2026-02-26T19:08:00Z,4.95,96.09
2026-02-26T19:09:00Z,1.71,98.69
2026-02-26T19:10:00Z,2.05,98.93
2026-02-26T19:11:00Z,1.71,98.24
2026-02-26T19:12:00Z,4.57,98.71
2026-02-26T19:13:00Z,4.57,99.00
2026-02-26T19:14:00Z,4.57,99.00
2026-02-26T19:15:00Z,4.57,99.00
2026-02-26T19:16:00Z,4.57,99.00
2026-02-26T19:17:00Z,4.57,99.00
2026-02-26T19:18:00Z,4.57,99.00
