# event_ticker=KXATPMATCH-25AUG13AUGBON
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Felix Auger-Aliassime
# fav_player=Benjamin Bonzi
# dog_player=Felix Auger-Aliassime
# kalshi_date=2025-08-13
timestamp,Benjamin Bonzi,Felix Auger-Aliassime
2025-08-13T16:34:00Z,31.00,70.00
2025-08-13T16:35:00Z,31.00,70.00
2025-08-13T16:36:00Z,31.00,70.65
2025-08-13T16:37:00Z,31.00,71.00
2025-08-13T16:39:00Z,31.00,71.00
2025-08-13T16:43:00Z,31.00,71.00
2025-08-13T16:56:00Z,31.00,70.00
2025-08-13T17:00:00Z,31.89,70.00
2025-08-13T17:01:00Z,31.89,70.00
2025-08-13T17:06:00Z,32.00,70.00
2025-08-13T17:07:00Z,32.00,70.00
2025-08-13T17:11:00Z,32.00,70.00
2025-08-13T17:13:00Z,32.00,70.00
2025-08-13T17:15:00Z,32.00,70.00
2025-08-13T17:16:00Z,32.00,70.00
2025-08-13T17:17:00Z,32.00,70.00
2025-08-13T17:18:00Z,32.00,70.00
2025-08-13T17:24:00Z,32.00,70.00
2025-08-13T17:25:00Z,32.00,70.00
2025-08-13T17:28:00Z,32.00,70.00
2025-08-13T17:29:00Z,32.00,70.00
2025-08-13T17:34:00Z,32.00,70.00
2025-08-13T17:37:00Z,32.00,70.00
2025-08-13T17:38:00Z,32.00,70.00
2025-08-13T17:39:00Z,32.00,70.00
2025-08-13T17:40:00Z,32.00,68.00
2025-08-13T17:41:00Z,32.00,68.00
2025-08-13T17:42:00Z,32.00,68.00
2025-08-13T17:43:00Z,32.00,69.00
2025-08-13T17:44:00Z,30.00,70.00
2025-08-13T17:45:00Z,30.00,70.00
2025-08-13T17:46:00Z,30.00,71.00
2025-08-13T17:47:00Z,30.48,71.00
2025-08-13T17:49:00Z,31.00,71.00
2025-08-13T17:51:00Z,31.00,71.00
2025-08-13T17:53:00Z,31.00,71.00
2025-08-13T18:16:00Z,31.00,71.00
2025-08-13T18:22:00Z,31.00,71.00
2025-08-13T18:32:00Z,31.00,71.00
2025-08-13T18:42:00Z,31.00,71.00
2025-08-13T18:51:00Z,30.00,71.00
2025-08-13T18:52:00Z,30.00,71.00
2025-08-13T18:55:00Z,30.00,71.00
2025-08-13T18:56:00Z,31.00,69.00
2025-08-13T19:03:00Z,31.00,71.00
2025-08-13T19:14:00Z,31.00,71.00
2025-08-13T19:18:00Z,31.00,71.00
2025-08-13T19:26:00Z,31.00,71.00
2025-08-13T19:27:00Z,31.00,71.00
2025-08-13T19:33:00Z,31.00,69.00
2025-08-13T19:42:00Z,31.00,70.96
2025-08-13T19:46:00Z,31.00,70.96
2025-08-13T20:10:00Z,31.00,71.00
2025-08-13T20:14:00Z,30.00,71.00
2025-08-13T20:17:00Z,30.00,71.00
2025-08-13T20:22:00Z,30.00,71.96
2025-08-13T20:39:00Z,31.00,71.96
2025-08-13T20:45:00Z,31.00,71.96
2025-08-13T20:55:00Z,31.00,73.00
2025-08-13T21:03:00Z,31.00,68.40
2025-08-13T21:12:00Z,31.00,68.40
2025-08-13T21:14:00Z,31.00,73.00
2025-08-13T21:15:00Z,31.00,73.00
2025-08-13T21:27:00Z,31.00,73.00
2025-08-13T21:28:00Z,31.00,72.83
2025-08-13T21:29:00Z,31.00,72.83
2025-08-13T21:37:00Z,31.00,72.83
2025-08-13T21:44:00Z,31.00,72.83
2025-08-13T21:54:00Z,31.00,73.00
2025-08-13T21:56:00Z,30.00,73.00
2025-08-13T21:58:00Z,31.00,73.00
2025-08-13T21:59:00Z,31.00,73.00
2025-08-13T22:02:00Z,31.00,73.60
2025-08-13T22:07:00Z,31.00,73.60
2025-08-13T22:08:00Z,31.00,72.00
2025-08-13T22:10:00Z,31.00,72.00
2025-08-13T22:12:00Z,31.49,72.00
2025-08-13T22:13:00Z,31.49,70.06
2025-08-13T22:15:00Z,31.00,70.06
2025-08-13T22:17:00Z,31.00,71.00
2025-08-13T22:18:00Z,31.00,71.41
2025-08-13T22:19:00Z,30.70,73.14
2025-08-13T22:20:00Z,28.67,75.95
2025-08-13T22:21:00Z,27.14,73.60
2025-08-13T22:22:00Z,25.08,77.38
2025-08-13T22:23:00Z,21.11,82.15
2025-08-13T22:24:00Z,17.29,85.82
2025-08-13T22:25:00Z,16.00,83.15
2025-08-13T22:26:00Z,17.99,85.99
2025-08-13T22:27:00Z,19.92,84.63
2025-08-13T22:28:00Z,23.76,79.26
2025-08-13T22:29:00Z,27.00,75.93
2025-08-13T22:30:00Z,26.39,74.00
2025-08-13T22:31:00Z,29.52,67.71
2025-08-13T22:32:00Z,25.00,73.98
2025-08-13T22:33:00Z,31.14,70.13
2025-08-13T22:34:00Z,33.39,69.04
2025-08-13T22:35:00Z,33.39,72.48
2025-08-13T22:36:00Z,29.00,73.81
2025-08-13T22:37:00Z,30.00,74.89
2025-08-13T22:39:00Z,33.72,74.89
2025-08-13T22:40:00Z,32.68,69.98
2025-08-13T22:41:00Z,32.00,69.00
2025-08-13T22:42:00Z,32.00,69.00
2025-08-13T22:43:00Z,32.00,69.00
2025-08-13T22:44:00Z,32.55,69.89
2025-08-13T22:45:00Z,32.00,69.00
2025-08-13T22:46:00Z,37.04,68.03
2025-08-13T22:47:00Z,36.77,68.03
2025-08-13T22:48:00Z,35.73,67.99
2025-08-13T22:49:00Z,31.60,67.90
2025-08-13T22:50:00Z,37.80,66.00
2025-08-13T22:51:00Z,37.80,68.13
2025-08-13T22:52:00Z,33.64,66.01
2025-08-13T22:53:00Z,34.00,72.00
2025-08-13T22:54:00Z,24.70,82.27
2025-08-13T22:55:00Z,21.07,84.51
2025-08-13T22:56:00Z,21.07,83.72
2025-08-13T22:57:00Z,16.93,88.00
2025-08-13T22:58:00Z,18.17,88.00
2025-08-13T22:59:00Z,16.99,85.25
2025-08-13T23:00:00Z,11.00,88.12
2025-08-13T23:01:00Z,13.05,89.00
2025-08-13T23:02:00Z,14.20,89.00
2025-08-13T23:03:00Z,12.00,89.28
2025-08-13T23:04:00Z,13.00,89.01
2025-08-13T23:05:00Z,14.49,89.07
2025-08-13T23:06:00Z,12.00,89.07
2025-08-13T23:07:00Z,12.00,90.00
2025-08-13T23:08:00Z,13.00,89.73
2025-08-13T23:09:00Z,8.07,89.73
2025-08-13T23:10:00Z,8.98,92.95
2025-08-13T23:11:00Z,9.98,91.04
2025-08-13T23:12:00Z,13.36,89.13
2025-08-13T23:13:00Z,12.33,89.00
2025-08-13T23:14:00Z,12.33,90.00
2025-08-13T23:15:00Z,13.87,89.00
2025-08-13T23:16:00Z,16.53,86.89
2025-08-13T23:17:00Z,14.63,85.00
2025-08-13T23:18:00Z,12.34,89.58
2025-08-13T23:19:00Z,13.22,89.00
2025-08-13T23:20:00Z,12.60,90.21
2025-08-13T23:21:00Z,6.09,93.11
2025-08-13T23:22:00Z,6.09,97.00
2025-08-13T23:23:00Z,5.67,97.00
2025-08-13T23:24:00Z,2.00,97.90
2025-08-13T23:25:00Z,3.00,98.00
2025-08-13T23:26:00Z,3.00,97.99
2025-08-13T23:27:00Z,3.00,99.00
2025-08-13T23:28:00Z,1.01,98.95
2025-08-13T23:29:00Z,1.01,99.00
2025-08-13T23:30:00Z,2.72,99.00
2025-08-13T23:31:00Z,1.00,99.00
2025-08-13T23:32:00Z,1.00,99.00
2025-08-13T23:35:00Z,1.00,99.00
2025-08-13T23:36:00Z,1.00,99.00
2025-08-13T23:38:00Z,1.00,99.00
