# event_ticker=KXATPMATCH-26MAR01HANDAR
# final_score=7-6(6) 7-5
# score_resolution=7-6 7-5
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Yannick Hanfmann
# kalshi_date=2026-03-01
timestamp,Luciano Darderi,Yannick Hanfmann
2026-03-01T10:48:00Z,65.00,
2026-03-01T11:02:00Z,65.00,
2026-03-01T11:05:00Z,65.00,36.00
2026-03-01T11:06:00Z,65.00,36.00
2026-03-01T11:22:00Z,65.00,36.00
2026-03-01T11:25:00Z,65.00,36.00
2026-03-01T11:34:00Z,65.00,36.00
2026-03-01T11:36:00Z,65.00,36.00
2026-03-01T11:40:00Z,65.00,36.00
2026-03-01T11:50:00Z,65.00,36.00
2026-03-01T12:01:00Z,65.00,36.00
2026-03-01T12:03:00Z,65.00,36.00
2026-03-01T12:11:00Z,65.00,36.00
2026-03-01T12:16:00Z,65.00,36.00
2026-03-01T12:25:00Z,65.00,36.00
2026-03-01T12:26:00Z,65.00,36.00
2026-03-01T12:33:00Z,65.00,36.00
2026-03-01T12:34:00Z,65.00,36.00
2026-03-01T12:36:00Z,65.00,36.00
2026-03-01T12:38:00Z,65.00,36.00
2026-03-01T12:40:00Z,65.00,36.00
2026-03-01T12:45:00Z,65.00,36.00
2026-03-01T12:47:00Z,65.00,36.00
2026-03-01T12:57:00Z,65.00,36.00
2026-03-01T12:58:00Z,65.00,36.00
2026-03-01T13:02:00Z,65.00,36.00
2026-03-01T13:07:00Z,65.00,36.00
2026-03-01T13:11:00Z,65.00,36.00
2026-03-01T13:13:00Z,65.00,36.00
2026-03-01T13:19:00Z,65.00,36.00
2026-03-01T13:21:00Z,65.00,36.00
2026-03-01T13:25:00Z,65.00,36.00
2026-03-01T13:26:00Z,65.00,36.00
2026-03-01T13:32:00Z,65.00,36.00
2026-03-01T13:38:00Z,64.00,36.00
2026-03-01T13:44:00Z,65.00,36.00
2026-03-01T13:45:00Z,65.00,36.00
2026-03-01T13:46:00Z,66.00,36.00
2026-03-01T13:49:00Z,64.00,36.00
2026-03-01T13:53:00Z,64.00,36.00
2026-03-01T13:57:00Z,65.00,36.00
2026-03-01T14:06:00Z,66.00,35.00
2026-03-01T14:11:00Z,66.00,35.00
2026-03-01T14:13:00Z,66.00,35.00
2026-03-01T14:14:00Z,65.00,35.00
2026-03-01T14:15:00Z,66.00,35.00
2026-03-01T14:20:00Z,66.00,35.00
2026-03-01T14:21:00Z,66.00,35.00
2026-03-01T14:22:00Z,66.00,36.00
2026-03-01T14:24:00Z,64.00,36.00
2026-03-01T14:31:00Z,66.00,36.00
2026-03-01T14:32:00Z,66.00,36.00
2026-03-01T14:38:00Z,66.00,36.00
2026-03-01T14:41:00Z,66.00,36.00
2026-03-01T14:44:00Z,66.00,36.00
2026-03-01T14:50:00Z,65.09,36.00
2026-03-01T14:58:00Z,66.00,36.00
2026-03-01T14:59:00Z,66.00,36.00
2026-03-01T15:00:00Z,66.00,36.00
2026-03-01T15:05:00Z,65.00,36.00
2026-03-01T15:06:00Z,65.00,36.00
2026-03-01T15:07:00Z,65.00,36.00
2026-03-01T15:08:00Z,65.00,36.00
2026-03-01T15:11:00Z,65.00,36.00
2026-03-01T15:16:00Z,65.00,35.04
2026-03-01T15:19:00Z,65.00,35.04
2026-03-01T15:22:00Z,65.00,35.04
2026-03-01T15:25:00Z,64.00,36.00
2026-03-01T15:26:00Z,64.00,36.00
2026-03-01T15:27:00Z,64.00,36.00
2026-03-01T15:28:00Z,64.00,36.00
2026-03-01T15:29:00Z,65.00,36.00
2026-03-01T15:30:00Z,64.00,36.00
2026-03-01T15:31:00Z,64.00,36.00
2026-03-01T15:35:00Z,64.00,36.00
2026-03-01T15:37:00Z,64.00,36.00
