# event_ticker=KXATPCHALLENGERMATCH-26APR04BLABRA
# final_score=6-3 0-6 7-6(2)
# score_resolution=3-6 6-0 6-7
# match_winner=Raul Brancaccio
# fav_player=Dali Blanch
# dog_player=Raul Brancaccio
# kalshi_date=2026-04-04
timestamp,Dali Blanch,Raul Brancaccio
2026-04-04T12:25:00Z,64.00,38.00
2026-04-04T12:26:00Z,64.00,38.00
2026-04-04T12:27:00Z,66.00,38.00
2026-04-04T12:28:00Z,66.00,34.15
2026-04-04T12:29:00Z,64.91,34.00
2026-04-04T12:30:00Z,70.54,31.48
2026-04-04T12:31:00Z,70.54,35.00
2026-04-04T12:32:00Z,64.22,35.22
2026-04-04T12:33:00Z,65.59,36.00
2026-04-04T12:34:00Z,63.12,36.00
2026-04-04T12:35:00Z,60.00,40.97
2026-04-04T12:36:00Z,54.16,47.08
2026-04-04T12:37:00Z,49.00,51.86
2026-04-04T12:38:00Z,48.00,49.08
2026-04-04T12:39:00Z,56.34,42.00
2026-04-04T12:40:00Z,56.34,47.75
2026-04-04T12:41:00Z,55.03,48.00
2026-04-04T12:42:00Z,48.50,51.96
2026-04-04T12:43:00Z,46.05,53.76
2026-04-04T12:44:00Z,42.71,56.49
2026-04-04T12:45:00Z,42.55,57.00
2026-04-04T12:46:00Z,48.00,58.01
2026-04-04T12:47:00Z,47.00,55.00
2026-04-04T12:48:00Z,47.00,55.00
2026-04-04T12:49:00Z,45.13,57.31
2026-04-04T12:50:00Z,37.70,57.31
2026-04-04T12:51:00Z,39.67,57.31
2026-04-04T12:52:00Z,40.22,61.00
2026-04-04T12:53:00Z,42.87,61.00
2026-04-04T12:54:00Z,43.02,58.00
2026-04-04T12:55:00Z,43.15,57.71
2026-04-04T12:56:00Z,35.40,62.55
2026-04-04T12:57:00Z,33.69,66.96
2026-04-04T12:58:00Z,29.27,66.96
2026-04-04T12:59:00Z,29.29,71.00
2026-04-04T13:00:00Z,27.73,73.76
2026-04-04T13:01:00Z,26.95,74.61
2026-04-04T13:02:00Z,26.90,75.00
2026-04-04T13:03:00Z,28.00,73.20
2026-04-04T13:04:00Z,27.87,73.40
2026-04-04T13:05:00Z,30.23,73.00
2026-04-04T13:06:00Z,29.07,70.70
2026-04-04T13:07:00Z,32.14,71.02
2026-04-04T13:08:00Z,39.81,61.51
2026-04-04T13:09:00Z,42.42,58.20
2026-04-04T13:10:00Z,35.51,65.19
2026-04-04T13:11:00Z,35.83,62.25
2026-04-04T13:12:00Z,35.09,63.94
2026-04-04T13:13:00Z,43.47,58.55
2026-04-04T13:14:00Z,45.74,57.00
2026-04-04T13:15:00Z,53.82,46.85
2026-04-04T13:16:00Z,55.48,45.00
2026-04-04T13:17:00Z,56.28,44.00
2026-04-04T13:18:00Z,59.24,44.00
2026-04-04T13:19:00Z,62.38,39.00
2026-04-04T13:20:00Z,63.83,37.85
2026-04-04T13:21:00Z,65.47,35.79
2026-04-04T13:22:00Z,66.00,35.79
2026-04-04T13:23:00Z,64.95,34.98
2026-04-04T13:24:00Z,65.83,34.00
2026-04-04T13:25:00Z,65.68,34.48
2026-04-04T13:26:00Z,70.37,34.40
2026-04-04T13:27:00Z,65.60,35.68
2026-04-04T13:28:00Z,67.31,35.47
2026-04-04T13:29:00Z,69.99,36.23
2026-04-04T13:30:00Z,72.19,31.21
2026-04-04T13:31:00Z,71.45,27.69
2026-04-04T13:32:00Z,69.70,35.08
2026-04-04T13:33:00Z,55.02,42.12
2026-04-04T13:34:00Z,51.89,47.20
2026-04-04T13:35:00Z,39.75,58.54
2026-04-04T13:36:00Z,43.48,59.23
2026-04-04T13:37:00Z,27.97,70.70
2026-04-04T13:38:00Z,37.06,62.02
2026-04-04T13:39:00Z,41.27,61.97
2026-04-04T13:40:00Z,42.86,55.35
2026-04-04T13:41:00Z,47.61,55.02
2026-04-04T13:42:00Z,52.91,49.60
2026-04-04T13:43:00Z,53.34,49.65
2026-04-04T13:44:00Z,61.31,38.62
2026-04-04T13:45:00Z,62.40,41.96
2026-04-04T13:46:00Z,60.99,48.43
2026-04-04T13:47:00Z,51.47,50.44
2026-04-04T13:48:00Z,58.01,49.18
2026-04-04T13:49:00Z,60.71,44.55
2026-04-04T13:50:00Z,63.28,37.08
2026-04-04T13:51:00Z,65.83,34.53
2026-04-04T13:52:00Z,53.96,47.02
2026-04-04T13:53:00Z,52.61,48.93
2026-04-04T13:54:00Z,51.18,47.98
2026-04-04T13:55:00Z,58.20,42.27
2026-04-04T13:56:00Z,50.63,45.90
2026-04-04T13:57:00Z,55.72,48.45
2026-04-04T13:58:00Z,52.97,44.23
2026-04-04T13:59:00Z,60.10,40.45
2026-04-04T14:00:00Z,54.58,45.28
2026-04-04T14:01:00Z,59.33,52.86
2026-04-04T14:02:00Z,71.62,26.63
2026-04-04T14:03:00Z,89.64,10.41
2026-04-04T14:04:00Z,87.76,11.48
2026-04-04T14:05:00Z,81.14,21.63
2026-04-04T14:06:00Z,66.52,36.95
2026-04-04T14:07:00Z,60.11,36.44
2026-04-04T14:08:00Z,61.84,36.29
2026-04-04T14:09:00Z,43.86,56.19
2026-04-04T14:10:00Z,38.13,61.54
2026-04-04T14:11:00Z,40.73,59.90
2026-04-04T14:12:00Z,20.08,79.54
2026-04-04T14:13:00Z,17.89,84.38
2026-04-04T14:14:00Z,40.56,60.70
2026-04-04T14:15:00Z,61.96,40.49
2026-04-04T14:16:00Z,52.19,45.11
2026-04-04T14:17:00Z,31.57,65.18
2026-04-04T14:18:00Z,32.64,71.16
2026-04-04T14:19:00Z,12.51,83.56
2026-04-04T14:20:00Z,2.57,93.66
2026-04-04T14:21:00Z,1.00,99.00
2026-04-04T14:22:00Z,1.00,99.00
