# event_ticker=KXATPCHALLENGERMATCH-26APR04BLABRA
# final_score=6-3 0-6 7-6(2)
# score_resolution=3-6 6-0 6-7
# match_winner=Raul Brancaccio
# fav_player=Dali Blanch
# dog_player=Raul Brancaccio
# kalshi_date=2026-04-04
timestamp,Dali Blanch,Raul Brancaccio
2026-04-04T00:31:00Z,56.00,
2026-04-04T02:19:00Z,56.00,45.00
2026-04-04T02:29:00Z,56.00,45.00
2026-04-04T02:36:00Z,56.00,45.00
2026-04-04T02:58:00Z,57.00,45.00
2026-04-04T03:02:00Z,57.00,45.00
2026-04-04T03:09:00Z,57.00,44.00
2026-04-04T03:10:00Z,57.00,44.00
2026-04-04T03:41:00Z,57.00,44.00
2026-04-04T04:00:00Z,57.00,44.00
2026-04-04T04:06:00Z,57.60,44.00
2026-04-04T04:08:00Z,57.60,44.00
2026-04-04T04:15:00Z,58.00,44.00
2026-04-04T04:25:00Z,58.00,44.00
2026-04-04T04:29:00Z,58.00,44.00
2026-04-04T04:31:00Z,58.00,44.00
2026-04-04T04:39:00Z,57.00,44.00
2026-04-04T04:40:00Z,58.66,44.00
2026-04-04T04:41:00Z,59.00,44.00
2026-04-04T04:42:00Z,58.00,44.00
2026-04-04T04:49:00Z,58.00,43.00
2026-04-04T05:02:00Z,59.00,43.00
2026-04-04T05:12:00Z,59.00,43.00
2026-04-04T05:32:00Z,59.00,43.00
2026-04-04T05:34:00Z,59.00,43.00
2026-04-04T05:40:00Z,59.00,43.00
2026-04-04T05:51:00Z,59.00,43.00
2026-04-04T06:13:00Z,59.00,43.00
2026-04-04T06:15:00Z,59.00,43.00
2026-04-04T06:19:00Z,59.00,43.00
2026-04-04T06:26:00Z,59.00,43.00
2026-04-04T06:45:00Z,59.00,43.00
2026-04-04T06:54:00Z,59.00,43.00
2026-04-04T07:01:00Z,59.00,43.00
2026-04-04T07:03:00Z,59.00,39.63
2026-04-04T07:05:00Z,61.00,39.63
2026-04-04T07:14:00Z,61.00,39.63
2026-04-04T07:16:00Z,61.00,39.63
2026-04-04T07:19:00Z,59.00,39.63
2026-04-04T07:21:00Z,61.00,39.63
2026-04-04T07:32:00Z,60.93,39.63
2026-04-04T07:41:00Z,61.00,39.63
2026-04-04T08:24:00Z,61.00,39.63
2026-04-04T08:26:00Z,61.00,39.63
2026-04-04T08:32:00Z,61.00,41.00
2026-04-04T08:46:00Z,61.00,41.00
2026-04-04T09:33:00Z,61.00,41.00
2026-04-04T09:34:00Z,61.00,40.00
2026-04-04T10:20:00Z,61.00,39.00
2026-04-04T10:24:00Z,61.00,39.00
2026-04-04T10:34:00Z,61.98,39.00
2026-04-04T10:46:00Z,62.00,39.00
2026-04-04T10:48:00Z,62.00,39.00
2026-04-04T10:54:00Z,62.00,39.00
2026-04-04T10:56:00Z,62.00,39.00
2026-04-04T11:15:00Z,63.00,39.00
2026-04-04T11:19:00Z,63.00,39.00
2026-04-04T11:21:00Z,63.00,39.00
2026-04-04T11:29:00Z,63.00,39.00
2026-04-04T11:30:00Z,62.00,39.00
2026-04-04T11:33:00Z,62.00,39.00
2026-04-04T11:34:00Z,62.00,39.00
2026-04-04T11:39:00Z,62.00,39.00
2026-04-04T11:40:00Z,63.00,39.00
2026-04-04T11:42:00Z,63.00,39.00
2026-04-04T11:43:00Z,63.00,39.00
2026-04-04T11:45:00Z,61.00,39.00
2026-04-04T11:53:00Z,61.00,39.00
2026-04-04T11:54:00Z,63.00,39.00
2026-04-04T11:56:00Z,63.00,39.00
2026-04-04T11:59:00Z,63.00,39.00
2026-04-04T12:03:00Z,64.00,39.00
2026-04-04T12:07:00Z,64.00,39.00
2026-04-04T12:15:00Z,64.00,38.93
2026-04-04T12:16:00Z,63.00,38.93
2026-04-04T12:23:00Z,64.00,38.93
