# event_ticker=KXATPCHALLENGERMATCH-26MAR17MOLCOP
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Kimmer Coppejans
# fav_player=Elmer Moller
# dog_player=Kimmer Coppejans
# kalshi_date=2026-03-17
timestamp,Elmer Moller,Kimmer Coppejans
2026-03-17T07:17:00Z,57.00,45.00
2026-03-17T07:26:00Z,57.00,45.00
2026-03-17T07:34:00Z,57.00,45.00
2026-03-17T07:37:00Z,57.00,45.00
2026-03-17T07:48:00Z,57.00,45.00
2026-03-17T08:06:00Z,57.00,45.00
2026-03-17T08:17:00Z,57.81,45.00
2026-03-17T08:20:00Z,58.00,45.00
2026-03-17T08:43:00Z,58.00,44.00
2026-03-17T08:50:00Z,58.00,44.00
2026-03-17T09:06:00Z,58.00,44.00
2026-03-17T09:29:00Z,56.42,44.00
2026-03-17T09:33:00Z,58.00,44.00
2026-03-17T09:42:00Z,58.00,44.00
2026-03-17T09:45:00Z,58.00,44.00
2026-03-17T09:49:00Z,58.00,44.00
2026-03-17T09:52:00Z,58.00,44.00
2026-03-17T09:53:00Z,58.00,44.00
2026-03-17T09:55:00Z,58.00,44.00
2026-03-17T09:56:00Z,58.00,44.00
2026-03-17T09:58:00Z,58.00,44.00
2026-03-17T09:59:00Z,59.00,43.44
2026-03-17T10:00:00Z,59.00,42.00
2026-03-17T10:01:00Z,59.00,44.00
2026-03-17T10:02:00Z,59.00,44.00
2026-03-17T10:03:00Z,59.00,44.00
2026-03-17T10:04:00Z,59.00,44.00
2026-03-17T10:05:00Z,59.00,44.00
2026-03-17T10:07:00Z,59.85,44.00
2026-03-17T10:08:00Z,60.51,40.22
2026-03-17T10:09:00Z,61.00,40.22
2026-03-17T10:10:00Z,60.91,43.00
2026-03-17T10:11:00Z,61.31,42.00
2026-03-17T10:12:00Z,58.01,42.21
2026-03-17T10:13:00Z,53.43,47.46
2026-03-17T10:14:00Z,58.39,48.46
2026-03-17T10:15:00Z,60.98,43.49
2026-03-17T10:16:00Z,62.98,42.21
2026-03-17T10:17:00Z,63.72,35.61
2026-03-17T10:18:00Z,70.17,32.00
2026-03-17T10:19:00Z,73.06,28.15
2026-03-17T10:20:00Z,68.03,33.72
2026-03-17T10:21:00Z,66.59,34.00
2026-03-17T10:22:00Z,63.00,40.89
2026-03-17T10:23:00Z,63.88,39.38
2026-03-17T10:24:00Z,68.01,38.10
2026-03-17T10:25:00Z,66.92,36.00
2026-03-17T10:26:00Z,68.88,29.00
2026-03-17T10:27:00Z,70.70,28.58
2026-03-17T10:28:00Z,65.49,38.00
2026-03-17T10:29:00Z,65.48,40.25
2026-03-17T10:30:00Z,62.31,41.03
2026-03-17T10:31:00Z,55.63,44.00
2026-03-17T10:32:00Z,53.95,46.16
2026-03-17T10:33:00Z,53.05,48.18
2026-03-17T10:34:00Z,55.89,46.00
2026-03-17T10:35:00Z,59.20,43.98
2026-03-17T10:36:00Z,58.76,43.90
2026-03-17T10:37:00Z,58.91,42.00
2026-03-17T10:38:00Z,62.76,43.35
2026-03-17T10:39:00Z,66.70,36.09
2026-03-17T10:40:00Z,63.11,42.00
2026-03-17T10:41:00Z,61.20,39.64
2026-03-17T10:42:00Z,58.95,39.64
2026-03-17T10:43:00Z,60.49,45.00
2026-03-17T10:44:00Z,62.41,45.00
2026-03-17T10:45:00Z,60.42,45.00
2026-03-17T10:46:00Z,54.51,45.00
2026-03-17T10:47:00Z,51.45,53.79
2026-03-17T10:48:00Z,41.98,58.25
2026-03-17T10:49:00Z,37.29,63.32
2026-03-17T10:50:00Z,34.39,65.17
2026-03-17T10:51:00Z,35.46,65.40
2026-03-17T10:52:00Z,42.31,56.00
2026-03-17T10:53:00Z,51.20,51.00
2026-03-17T10:54:00Z,54.10,47.12
2026-03-17T10:55:00Z,55.33,43.03
2026-03-17T10:56:00Z,53.87,48.67
2026-03-17T10:57:00Z,54.06,44.00
2026-03-17T10:58:00Z,48.52,54.53
2026-03-17T10:59:00Z,36.10,61.83
2026-03-17T11:00:00Z,35.68,65.19
2026-03-17T11:01:00Z,31.47,70.21
2026-03-17T11:02:00Z,36.92,70.00
2026-03-17T11:03:00Z,41.83,61.44
2026-03-17T11:04:00Z,44.47,64.00
2026-03-17T11:05:00Z,37.03,66.33
2026-03-17T11:06:00Z,27.51,73.19
2026-03-17T11:07:00Z,27.00,73.11
2026-03-17T11:08:00Z,27.44,68.68
2026-03-17T11:09:00Z,25.87,74.15
2026-03-17T11:10:00Z,20.12,81.32
2026-03-17T11:11:00Z,19.90,83.62
2026-03-17T11:12:00Z,15.29,85.27
2026-03-17T11:13:00Z,12.15,88.76
2026-03-17T11:14:00Z,10.21,89.72
2026-03-17T11:15:00Z,12.59,88.53
2026-03-17T11:16:00Z,13.96,88.37
2026-03-17T11:17:00Z,14.02,88.28
2026-03-17T11:18:00Z,9.06,91.91
2026-03-17T11:19:00Z,4.89,94.76
2026-03-17T11:20:00Z,4.97,95.85
2026-03-17T11:21:00Z,4.27,95.14
2026-03-17T11:22:00Z,2.76,96.93
2026-03-17T11:23:00Z,2.17,98.80
2026-03-17T11:24:00Z,3.09,96.69
2026-03-17T11:25:00Z,3.95,96.88
2026-03-17T11:26:00Z,4.22,96.91
2026-03-17T11:27:00Z,3.10,97.07
2026-03-17T11:28:00Z,3.59,97.93
2026-03-17T11:29:00Z,1.84,98.83
2026-03-17T11:30:00Z,2.80,96.00
2026-03-17T11:31:00Z,3.19,96.00
2026-03-17T11:32:00Z,1.92,98.68
2026-03-17T11:33:00Z,1.00,98.00
2026-03-17T11:35:00Z,1.93,97.54
2026-03-17T11:36:00Z,2.82,99.00
2026-03-17T11:37:00Z,1.00,99.00
2026-03-17T11:38:00Z,2.00,99.00
2026-03-17T11:40:00Z,2.00,99.00
2026-03-17T11:41:00Z,2.00,99.00
