# event_ticker=KXATPMATCH-25NOV05SACBUB
# final_score=7-5 3-6 7-5
# score_resolution=5-7 6-3 5-7
# match_winner=Vitaliy Sachko
# fav_player=Alexander Bublik
# dog_player=Vitaliy Sachko
# kalshi_date=2025-11-05
timestamp,Alexander Bublik,Vitaliy Sachko
2025-11-05T05:25:00Z,,13.00
2025-11-05T05:49:00Z,,13.00
2025-11-05T05:51:00Z,,13.00
2025-11-05T05:53:00Z,,13.00
2025-11-05T05:56:00Z,,13.00
2025-11-05T06:01:00Z,88.00,13.00
2025-11-05T06:10:00Z,88.00,14.00
2025-11-05T06:27:00Z,87.00,14.00
2025-11-05T06:31:00Z,87.00,14.00
2025-11-05T06:33:00Z,87.00,14.00
2025-11-05T06:38:00Z,87.00,14.00
2025-11-05T06:42:00Z,87.00,14.00
2025-11-05T06:49:00Z,87.00,14.00
2025-11-05T06:50:00Z,87.00,14.00
2025-11-05T06:51:00Z,87.00,14.00
2025-11-05T06:55:00Z,87.00,14.00
2025-11-05T06:56:00Z,87.00,14.00
2025-11-05T07:00:00Z,87.00,14.00
2025-11-05T07:04:00Z,87.00,14.00
2025-11-05T07:10:00Z,87.00,14.00
2025-11-05T07:12:00Z,87.00,14.00
2025-11-05T07:14:00Z,87.00,14.00
2025-11-05T07:17:00Z,87.00,14.00
2025-11-05T07:19:00Z,87.00,15.00
2025-11-05T07:22:00Z,87.00,15.00
2025-11-05T07:30:00Z,87.00,15.00
2025-11-05T07:35:00Z,87.00,15.00
2025-11-05T07:43:00Z,87.00,15.00
2025-11-05T07:50:00Z,87.00,15.00
2025-11-05T08:11:00Z,87.00,15.00
2025-11-05T08:16:00Z,87.00,15.00
2025-11-05T08:42:00Z,87.00,15.00
2025-11-05T08:43:00Z,86.00,15.00
2025-11-05T08:50:00Z,87.00,15.00
2025-11-05T09:01:00Z,87.00,15.00
2025-11-05T09:06:00Z,87.00,15.00
2025-11-05T09:44:00Z,87.00,15.00
2025-11-05T09:57:00Z,87.00,15.00
2025-11-05T10:08:00Z,87.00,15.00
2025-11-05T10:13:00Z,87.00,15.00
2025-11-05T10:26:00Z,87.00,15.00
2025-11-05T10:30:00Z,87.00,14.00
2025-11-05T10:48:00Z,87.00,15.00
2025-11-05T11:00:00Z,87.00,15.00
2025-11-05T11:01:00Z,87.00,15.00
2025-11-05T11:21:00Z,87.00,15.00
2025-11-05T12:10:00Z,87.00,15.00
2025-11-05T12:14:00Z,87.00,15.00
2025-11-05T12:36:00Z,87.00,15.00
2025-11-05T12:37:00Z,87.00,15.00
2025-11-05T12:46:00Z,87.00,15.00
2025-11-05T12:55:00Z,87.00,15.00
2025-11-05T12:56:00Z,87.00,15.00
2025-11-05T13:17:00Z,87.00,15.00
2025-11-05T13:50:00Z,87.00,15.00
2025-11-05T13:53:00Z,87.00,15.00
2025-11-05T14:08:00Z,87.00,15.00
2025-11-05T14:09:00Z,87.00,15.00
2025-11-05T14:11:00Z,87.00,15.00
2025-11-05T14:13:00Z,87.00,15.00
2025-11-05T14:26:00Z,86.00,15.00
2025-11-05T14:36:00Z,86.00,15.00
2025-11-05T14:38:00Z,86.00,15.82
2025-11-05T14:39:00Z,87.00,15.82
2025-11-05T14:47:00Z,87.00,16.00
2025-11-05T14:53:00Z,87.00,16.00
2025-11-05T14:55:00Z,87.00,16.00
2025-11-05T14:56:00Z,87.00,16.00
2025-11-05T14:59:00Z,87.00,16.00
2025-11-05T15:15:00Z,87.00,15.00
2025-11-05T15:21:00Z,87.00,15.00
2025-11-05T15:27:00Z,87.00,15.00
2025-11-05T15:30:00Z,87.00,15.00
2025-11-05T15:33:00Z,87.00,15.00
2025-11-05T15:36:00Z,87.00,14.00
2025-11-05T15:37:00Z,87.00,14.00
