# event_ticker=KXATPCHALLENGERMATCH-26APR10BASDOS
# final_score=5-7 6-2 RET
# match_winner=Stefan Dostanic
# fav_player=Nishesh Basavareddy
# dog_player=Stefan Dostanic
# kalshi_date=2026-04-10
timestamp,Nishesh Basavareddy,Stefan Dostanic
2026-04-10T06:48:00Z,72.00,
2026-04-10T06:55:00Z,71.72,
2026-04-10T06:57:00Z,71.00,
2026-04-10T07:14:00Z,71.00,
2026-04-10T07:54:00Z,72.00,
2026-04-10T08:07:00Z,72.00,
2026-04-10T08:18:00Z,71.00,
2026-04-10T08:26:00Z,72.00,
2026-04-10T08:27:00Z,72.00,
2026-04-10T08:30:00Z,72.00,31.00
2026-04-10T08:39:00Z,72.00,31.00
2026-04-10T09:02:00Z,72.00,31.00
2026-04-10T09:17:00Z,72.00,31.00
2026-04-10T09:33:00Z,72.00,31.00
2026-04-10T09:37:00Z,72.00,31.00
2026-04-10T10:00:00Z,72.00,31.00
2026-04-10T10:17:00Z,72.00,31.00
2026-04-10T10:28:00Z,72.00,31.00
2026-04-10T11:55:00Z,72.00,30.00
2026-04-10T12:14:00Z,72.00,30.00
2026-04-10T12:27:00Z,73.00,30.00
2026-04-10T12:30:00Z,73.00,30.00
2026-04-10T12:35:00Z,73.00,30.00
2026-04-10T12:36:00Z,73.00,30.00
2026-04-10T12:43:00Z,73.00,30.00
2026-04-10T12:58:00Z,73.00,29.00
2026-04-10T13:16:00Z,73.00,29.00
2026-04-10T13:46:00Z,73.00,28.00
2026-04-10T13:51:00Z,73.00,28.00
2026-04-10T13:52:00Z,73.00,28.00
2026-04-10T13:53:00Z,73.00,28.00
2026-04-10T13:54:00Z,73.00,28.00
2026-04-10T14:17:00Z,73.00,28.00
2026-04-10T14:18:00Z,73.00,28.00
2026-04-10T14:19:00Z,73.00,28.00
2026-04-10T14:21:00Z,73.00,28.00
2026-04-10T14:23:00Z,73.00,28.00
2026-04-10T14:27:00Z,73.00,28.00
2026-04-10T14:37:00Z,73.00,28.00
2026-04-10T14:57:00Z,73.00,28.00
2026-04-10T15:00:00Z,72.00,28.00
2026-04-10T15:03:00Z,73.00,28.00
2026-04-10T15:06:00Z,73.00,28.00
2026-04-10T15:08:00Z,73.00,28.00
2026-04-10T15:21:00Z,73.00,28.00
2026-04-10T15:35:00Z,73.00,28.00
2026-04-10T15:41:00Z,73.00,28.00
2026-04-10T15:43:00Z,72.97,28.00
2026-04-10T15:51:00Z,72.97,27.00
2026-04-10T15:54:00Z,73.00,27.00
2026-04-10T15:56:00Z,73.00,27.00
2026-04-10T16:01:00Z,73.00,27.00
2026-04-10T16:02:00Z,73.00,28.00
2026-04-10T16:12:00Z,73.00,28.00
2026-04-10T16:14:00Z,73.00,28.00
2026-04-10T16:17:00Z,73.00,28.00
2026-04-10T16:18:00Z,73.00,28.00
2026-04-10T16:19:00Z,73.00,28.00
2026-04-10T16:22:00Z,73.00,28.00
2026-04-10T16:23:00Z,73.00,28.00
2026-04-10T16:25:00Z,73.00,28.00
2026-04-10T16:29:00Z,73.00,28.00
2026-04-10T16:30:00Z,73.00,28.00
2026-04-10T16:31:00Z,73.00,28.00
2026-04-10T16:32:00Z,73.00,28.00
2026-04-10T16:35:00Z,73.00,28.00
2026-04-10T16:39:00Z,72.00,28.00
2026-04-10T16:43:00Z,72.00,28.00
2026-04-10T16:44:00Z,72.00,28.00
2026-04-10T16:45:00Z,73.00,28.00
2026-04-10T16:46:00Z,73.00,28.82
2026-04-10T16:47:00Z,73.00,28.82
2026-04-10T16:48:00Z,73.00,29.00
2026-04-10T16:50:00Z,73.00,29.00
2026-04-10T16:51:00Z,73.00,29.00
2026-04-10T16:52:00Z,73.00,29.00
2026-04-10T16:53:00Z,73.01,29.00
2026-04-10T16:54:00Z,73.00,29.00
2026-04-10T16:56:00Z,73.00,29.00
2026-04-10T16:58:00Z,73.00,29.00
2026-04-10T17:00:00Z,73.00,29.00
2026-04-10T17:02:00Z,73.00,29.00
2026-04-10T17:04:00Z,73.00,29.00
2026-04-10T17:06:00Z,73.98,29.00
2026-04-10T17:07:00Z,74.00,29.00
2026-04-10T17:08:00Z,74.00,29.00
2026-04-10T17:10:00Z,74.00,29.00
2026-04-10T17:13:00Z,74.00,28.00
2026-04-10T17:15:00Z,74.00,28.00
2026-04-10T17:17:00Z,74.00,28.00
2026-04-10T17:23:00Z,74.00,28.00
2026-04-10T17:24:00Z,74.00,28.00
2026-04-10T17:26:00Z,74.00,28.00
2026-04-10T17:27:00Z,74.00,28.00
2026-04-10T17:28:00Z,74.00,28.27
2026-04-10T17:29:00Z,74.00,28.27
2026-04-10T17:30:00Z,74.00,28.27
2026-04-10T17:31:00Z,74.00,28.11
2026-04-10T17:32:00Z,74.00,28.00
2026-04-10T17:33:00Z,74.00,28.00
2026-04-10T17:36:00Z,74.00,26.00
2026-04-10T17:41:00Z,74.00,28.64
2026-04-10T17:44:00Z,74.00,28.64
2026-04-10T17:45:00Z,74.00,28.00
2026-04-10T17:46:00Z,73.00,28.00
2026-04-10T17:47:00Z,73.00,28.57
2026-04-10T17:49:00Z,73.00,28.89
2026-04-10T17:51:00Z,74.00,28.89
2026-04-10T17:52:00Z,74.00,28.00
2026-04-10T17:53:00Z,74.00,28.00
2026-04-10T17:54:00Z,74.00,28.00
2026-04-10T17:55:00Z,74.00,28.00
2026-04-10T17:57:00Z,74.00,28.00
2026-04-10T17:58:00Z,74.00,28.00
2026-04-10T17:59:00Z,74.00,28.00
2026-04-10T18:00:00Z,74.00,28.00
2026-04-10T18:01:00Z,74.00,26.00
2026-04-10T18:02:00Z,74.00,27.89
2026-04-10T18:03:00Z,74.86,28.00
2026-04-10T18:04:00Z,75.94,25.51
2026-04-10T18:05:00Z,75.64,25.75
2026-04-10T18:06:00Z,84.16,23.95
2026-04-10T18:07:00Z,78.25,22.67
2026-04-10T18:08:00Z,79.83,21.29
2026-04-10T18:09:00Z,83.79,17.79
2026-04-10T18:10:00Z,84.55,16.15
2026-04-10T18:11:00Z,82.50,16.70
2026-04-10T18:12:00Z,82.86,18.79
2026-04-10T18:13:00Z,86.31,13.73
2026-04-10T18:14:00Z,86.97,13.19
2026-04-10T18:15:00Z,84.25,15.79
2026-04-10T18:16:00Z,83.00,17.59
2026-04-10T18:17:00Z,82.55,18.00
2026-04-10T18:18:00Z,82.71,17.93
2026-04-10T18:19:00Z,86.09,15.29
2026-04-10T18:20:00Z,86.14,14.99
2026-04-10T18:21:00Z,84.02,16.09
2026-04-10T18:22:00Z,83.06,17.87
2026-04-10T18:23:00Z,83.00,18.00
2026-04-10T18:24:00Z,83.01,16.50
2026-04-10T18:25:00Z,85.26,17.27
2026-04-10T18:26:00Z,85.80,14.27
2026-04-10T18:27:00Z,86.65,14.19
2026-04-10T18:28:00Z,87.24,13.96
2026-04-10T18:29:00Z,85.00,15.42
2026-04-10T18:30:00Z,84.68,16.13
2026-04-10T18:31:00Z,84.00,17.00
2026-04-10T18:32:00Z,84.00,16.98
2026-04-10T18:33:00Z,84.97,16.99
2026-04-10T18:34:00Z,86.90,11.88
2026-04-10T18:35:00Z,88.74,11.84
2026-04-10T18:36:00Z,88.73,12.11
2026-04-10T18:37:00Z,87.99,13.03
2026-04-10T18:38:00Z,88.07,13.00
2026-04-10T18:39:00Z,89.00,12.74
2026-04-10T18:40:00Z,89.79,11.09
2026-04-10T18:41:00Z,90.15,9.99
2026-04-10T18:42:00Z,87.73,16.18
2026-04-10T18:43:00Z,73.03,24.95
2026-04-10T18:44:00Z,77.67,24.43
2026-04-10T18:45:00Z,78.17,20.33
2026-04-10T18:46:00Z,80.37,19.88
2026-04-10T18:47:00Z,84.82,17.20
2026-04-10T18:48:00Z,87.00,14.00
2026-04-10T18:49:00Z,86.03,14.21
2026-04-10T18:50:00Z,87.00,13.80
2026-04-10T18:51:00Z,86.99,13.64
2026-04-10T18:52:00Z,87.31,13.14
2026-04-10T18:53:00Z,89.72,11.11
2026-04-10T18:54:00Z,89.09,11.00
2026-04-10T18:55:00Z,89.84,10.82
2026-04-10T18:56:00Z,90.00,10.99
2026-04-10T18:57:00Z,89.26,11.76
2026-04-10T18:58:00Z,90.59,11.49
2026-04-10T18:59:00Z,88.42,9.98
2026-04-10T19:00:00Z,86.00,15.86
2026-04-10T19:01:00Z,85.53,14.83
2026-04-10T19:02:00Z,84.80,16.11
2026-04-10T19:03:00Z,87.27,14.25
2026-04-10T19:04:00Z,87.26,14.77
2026-04-10T19:05:00Z,88.50,12.12
2026-04-10T19:06:00Z,89.08,11.72
2026-04-10T19:07:00Z,86.03,14.33
2026-04-10T19:08:00Z,86.00,15.58
2026-04-10T19:09:00Z,85.99,15.72
2026-04-10T19:10:00Z,78.98,19.32
2026-04-10T19:11:00Z,80.24,20.46
2026-04-10T19:12:00Z,75.71,25.09
2026-04-10T19:13:00Z,72.35,28.48
2026-04-10T19:14:00Z,72.81,28.74
2026-04-10T19:15:00Z,75.01,24.15
2026-04-10T19:16:00Z,69.69,31.69
2026-04-10T19:17:00Z,68.99,31.65
2026-04-10T19:18:00Z,69.04,31.83
2026-04-10T19:19:00Z,72.63,27.50
2026-04-10T19:20:00Z,73.10,21.91
2026-04-10T19:21:00Z,67.05,34.00
2026-04-10T19:22:00Z,65.88,34.82
2026-04-10T19:23:00Z,63.90,36.51
2026-04-10T19:24:00Z,55.84,44.56
2026-04-10T19:25:00Z,48.39,52.32
2026-04-10T19:26:00Z,47.67,52.52
2026-04-10T19:27:00Z,48.23,52.02
2026-04-10T19:28:00Z,48.00,53.40
2026-04-10T19:29:00Z,47.94,47.48
2026-04-10T19:30:00Z,47.87,53.50
2026-04-10T19:31:00Z,47.79,53.44
2026-04-10T19:32:00Z,47.47,54.87
2026-04-10T19:33:00Z,46.00,52.16
2026-04-10T19:34:00Z,46.80,55.47
2026-04-10T19:35:00Z,38.93,75.85
2026-04-10T19:36:00Z,5.91,89.41
2026-04-10T19:37:00Z,1.27,99.00
