# event_ticker=KXATPCHALLENGERMATCH-26APR16BOLNOG
# final_score=7-6(4) 7-6(5)
# score_resolution=6-7 6-7
# match_winner=Alex Bolt
# fav_player=Rio Noguchi
# dog_player=Alex Bolt
# kalshi_date=2026-04-16
timestamp,Rio Noguchi,Alex Bolt
2026-04-16T14:16:00Z,,51.00
2026-04-16T14:23:00Z,45.00,51.00
2026-04-16T14:31:00Z,45.00,57.00
2026-04-16T14:36:00Z,45.00,57.00
2026-04-16T14:37:00Z,45.00,57.00
2026-04-16T14:41:00Z,45.00,57.00
2026-04-16T15:03:00Z,45.00,58.00
2026-04-16T15:35:00Z,45.00,59.00
2026-04-16T15:58:00Z,45.00,59.00
2026-04-16T16:02:00Z,45.00,59.00
2026-04-16T16:05:00Z,43.00,59.00
2026-04-16T16:39:00Z,43.00,58.00
2026-04-16T17:12:00Z,43.00,58.00
2026-04-16T17:18:00Z,43.00,58.00
2026-04-16T18:05:00Z,43.00,58.00
2026-04-16T18:30:00Z,43.00,58.00
2026-04-16T18:58:00Z,43.00,58.00
2026-04-16T19:13:00Z,43.00,58.00
2026-04-16T19:27:00Z,43.00,58.00
2026-04-16T19:38:00Z,43.00,58.00
2026-04-16T19:54:00Z,43.00,58.00
2026-04-16T19:57:00Z,43.00,56.00
2026-04-16T20:09:00Z,43.00,56.00
2026-04-16T20:32:00Z,43.00,58.00
2026-04-16T20:49:00Z,43.00,58.00
2026-04-16T20:55:00Z,43.00,58.00
2026-04-16T21:04:00Z,43.00,58.00
2026-04-16T21:09:00Z,43.00,58.00
2026-04-16T21:11:00Z,43.00,58.00
2026-04-16T21:17:00Z,43.00,58.00
2026-04-16T21:18:00Z,43.00,58.00
2026-04-16T21:29:00Z,43.00,58.00
2026-04-16T21:30:00Z,43.00,58.44
2026-04-16T21:32:00Z,43.00,59.00
2026-04-16T21:36:00Z,43.00,58.00
2026-04-16T21:38:00Z,43.00,58.00
2026-04-16T21:39:00Z,43.00,58.00
2026-04-16T21:44:00Z,43.00,58.00
2026-04-16T21:45:00Z,43.00,58.00
2026-04-16T21:48:00Z,43.00,58.00
2026-04-16T21:53:00Z,43.00,58.00
2026-04-16T21:54:00Z,43.00,58.00
2026-04-16T21:56:00Z,43.00,58.00
2026-04-16T21:58:00Z,43.00,57.91
2026-04-16T22:02:00Z,43.00,58.00
2026-04-16T22:03:00Z,43.00,58.00
2026-04-16T22:08:00Z,43.00,58.00
2026-04-16T22:09:00Z,43.00,59.00
2026-04-16T22:11:00Z,43.00,59.00
2026-04-16T22:12:00Z,43.00,59.00
2026-04-16T22:13:00Z,43.00,59.00
2026-04-16T22:18:00Z,43.00,59.00
2026-04-16T22:19:00Z,43.00,59.00
2026-04-16T22:21:00Z,43.00,59.00
2026-04-16T22:24:00Z,43.00,59.00
2026-04-16T22:25:00Z,43.00,59.00
2026-04-16T22:26:00Z,43.00,59.00
2026-04-16T22:29:00Z,43.00,59.00
2026-04-16T22:35:00Z,43.00,57.66
2026-04-16T22:37:00Z,42.00,57.66
2026-04-16T22:38:00Z,42.00,57.00
2026-04-16T22:39:00Z,42.00,59.00
2026-04-16T22:41:00Z,42.00,59.00
2026-04-16T22:47:00Z,42.00,57.00
2026-04-16T22:51:00Z,42.00,59.00
2026-04-16T22:52:00Z,42.00,59.00
2026-04-16T22:53:00Z,42.00,59.00
2026-04-16T22:54:00Z,42.00,59.00
2026-04-16T23:01:00Z,42.00,59.00
2026-04-16T23:05:00Z,42.00,59.00
2026-04-16T23:06:00Z,42.00,58.98
2026-04-16T23:10:00Z,42.00,59.00
2026-04-16T23:15:00Z,42.00,59.00
2026-04-16T23:16:00Z,42.00,59.00
2026-04-16T23:18:00Z,42.00,59.00
2026-04-16T23:21:00Z,42.00,59.00
2026-04-16T23:23:00Z,43.00,59.00
2026-04-16T23:35:00Z,43.00,57.00
2026-04-16T23:38:00Z,43.00,59.00
2026-04-16T23:39:00Z,43.00,59.00
2026-04-16T23:42:00Z,43.00,59.00
2026-04-16T23:50:00Z,43.00,59.00
2026-04-16T23:51:00Z,43.00,59.00
2026-04-16T23:59:00Z,43.00,59.00
2026-04-17T00:00:00Z,43.00,59.00
2026-04-17T00:05:00Z,43.00,59.00
2026-04-17T00:06:00Z,43.00,59.00
2026-04-17T00:10:00Z,43.00,59.00
2026-04-17T00:14:00Z,43.00,59.00
2026-04-17T00:18:00Z,43.00,59.00
2026-04-17T00:19:00Z,43.00,59.00
2026-04-17T00:22:00Z,43.00,59.00
2026-04-17T00:23:00Z,43.00,59.00
2026-04-17T00:28:00Z,43.00,58.00
2026-04-17T00:32:00Z,43.00,58.00
