# event_ticker=KXATPCHALLENGERMATCH-26MAR27MEDMUL
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Hamad Medjedovic
# fav_player=Alexandre Muller
# dog_player=Hamad Medjedovic
# kalshi_date=2026-03-27
timestamp,Alexandre Muller,Hamad Medjedovic
2026-03-27T11:06:00Z,44.00,58.00
2026-03-27T11:12:00Z,44.00,58.00
2026-03-27T11:14:00Z,44.00,58.00
2026-03-27T11:16:00Z,44.00,58.00
2026-03-27T11:18:00Z,44.00,58.00
2026-03-27T11:22:00Z,44.00,58.00
2026-03-27T11:24:00Z,44.00,58.00
2026-03-27T11:28:00Z,44.00,58.00
2026-03-27T11:29:00Z,44.00,58.00
2026-03-27T11:33:00Z,44.00,58.00
2026-03-27T11:34:00Z,44.00,58.00
2026-03-27T11:45:00Z,44.00,58.00
2026-03-27T11:47:00Z,44.09,58.00
2026-03-27T11:48:00Z,45.00,58.00
2026-03-27T11:51:00Z,45.00,58.00
2026-03-27T11:57:00Z,45.00,58.00
2026-03-27T11:59:00Z,45.00,58.00
2026-03-27T12:02:00Z,44.00,58.00
2026-03-27T12:04:00Z,45.00,58.00
2026-03-27T12:07:00Z,45.00,57.00
2026-03-27T12:10:00Z,45.00,57.00
2026-03-27T12:14:00Z,45.00,57.00
2026-03-27T12:15:00Z,45.52,57.00
2026-03-27T12:16:00Z,45.52,55.00
2026-03-27T12:17:00Z,45.52,55.00
2026-03-27T12:18:00Z,46.00,55.00
2026-03-27T12:19:00Z,46.00,55.00
2026-03-27T12:20:00Z,46.00,54.00
2026-03-27T12:21:00Z,46.00,55.00
2026-03-27T12:22:00Z,46.00,55.00
2026-03-27T12:23:00Z,46.00,55.54
2026-03-27T12:24:00Z,46.42,56.00
2026-03-27T12:25:00Z,47.00,56.00
2026-03-27T12:26:00Z,47.60,55.00
2026-03-27T12:27:00Z,46.40,55.95
2026-03-27T12:28:00Z,46.00,56.00
2026-03-27T12:29:00Z,46.00,57.00
2026-03-27T12:30:00Z,46.00,57.00
2026-03-27T12:31:00Z,46.00,56.03
2026-03-27T12:32:00Z,47.77,57.20
2026-03-27T12:33:00Z,47.00,55.00
2026-03-27T12:34:00Z,48.55,54.00
2026-03-27T12:35:00Z,48.00,54.24
2026-03-27T12:36:00Z,47.15,53.35
2026-03-27T12:37:00Z,45.40,58.14
2026-03-27T12:38:00Z,42.97,59.00
2026-03-27T12:39:00Z,43.00,59.00
2026-03-27T12:40:00Z,43.71,59.00
2026-03-27T12:41:00Z,43.71,55.85
2026-03-27T12:42:00Z,44.00,55.02
2026-03-27T12:43:00Z,44.00,57.90
2026-03-27T12:44:00Z,45.64,57.00
2026-03-27T12:45:00Z,39.87,62.93
2026-03-27T12:46:00Z,28.97,71.36
2026-03-27T12:47:00Z,29.00,71.00
2026-03-27T12:48:00Z,28.99,70.72
2026-03-27T12:49:00Z,32.13,70.94
2026-03-27T12:50:00Z,28.45,70.94
2026-03-27T12:51:00Z,27.56,69.53
2026-03-27T12:52:00Z,29.98,73.00
2026-03-27T12:53:00Z,28.19,73.00
2026-03-27T12:54:00Z,29.65,73.00
2026-03-27T12:55:00Z,29.65,67.00
2026-03-27T12:56:00Z,29.50,67.00
2026-03-27T12:57:00Z,32.00,71.00
2026-03-27T12:58:00Z,28.58,70.00
2026-03-27T12:59:00Z,28.58,70.04
2026-03-27T13:00:00Z,30.39,70.04
2026-03-27T13:01:00Z,28.79,70.00
2026-03-27T13:02:00Z,29.00,70.00
2026-03-27T13:04:00Z,30.13,69.46
2026-03-27T13:05:00Z,30.00,69.46
2026-03-27T13:06:00Z,31.18,69.46
2026-03-27T13:07:00Z,29.91,69.46
2026-03-27T13:08:00Z,31.00,70.00
2026-03-27T13:09:00Z,29.00,70.00
2026-03-27T13:10:00Z,28.31,70.00
2026-03-27T13:11:00Z,29.47,70.00
2026-03-27T13:12:00Z,30.00,69.00
2026-03-27T13:13:00Z,30.00,70.00
2026-03-27T13:14:00Z,30.00,69.00
2026-03-27T13:16:00Z,31.00,70.05
2026-03-27T13:17:00Z,29.51,71.00
2026-03-27T13:18:00Z,30.89,69.00
2026-03-27T13:19:00Z,35.02,67.29
2026-03-27T13:20:00Z,35.70,63.38
2026-03-27T13:21:00Z,33.00,63.38
2026-03-27T13:22:00Z,31.45,69.72
2026-03-27T13:23:00Z,35.02,67.00
2026-03-27T13:24:00Z,34.00,68.86
2026-03-27T13:25:00Z,34.00,69.56
2026-03-27T13:26:00Z,33.00,66.00
2026-03-27T13:28:00Z,31.61,66.00
2026-03-27T13:29:00Z,34.00,69.00
2026-03-27T13:30:00Z,31.29,68.23
2026-03-27T13:31:00Z,30.00,71.00
2026-03-27T13:32:00Z,30.00,71.00
2026-03-27T13:34:00Z,28.00,71.00
2026-03-27T13:35:00Z,28.00,71.00
2026-03-27T13:36:00Z,30.00,70.00
2026-03-27T13:37:00Z,30.00,70.00
2026-03-27T13:38:00Z,29.50,70.00
2026-03-27T13:39:00Z,31.75,70.60
2026-03-27T13:40:00Z,32.00,71.00
2026-03-27T13:41:00Z,30.96,68.00
2026-03-27T13:42:00Z,28.00,68.00
2026-03-27T13:43:00Z,29.98,72.00
2026-03-27T13:44:00Z,30.00,70.00
2026-03-27T13:45:00Z,30.00,70.00
2026-03-27T13:46:00Z,30.00,70.00
2026-03-27T13:47:00Z,30.00,70.00
2026-03-27T13:48:00Z,30.00,72.00
2026-03-27T13:49:00Z,30.00,70.00
2026-03-27T13:50:00Z,30.00,70.00
2026-03-27T13:51:00Z,27.84,70.00
2026-03-27T13:52:00Z,29.00,70.00
2026-03-27T13:53:00Z,29.00,71.00
2026-03-27T13:54:00Z,27.05,73.00
2026-03-27T13:55:00Z,27.05,73.00
2026-03-27T13:56:00Z,28.00,73.00
2026-03-27T13:57:00Z,27.00,73.00
2026-03-27T13:58:00Z,28.00,73.00
2026-03-27T13:59:00Z,28.00,73.00
2026-03-27T14:00:00Z,28.00,73.00
2026-03-27T14:01:00Z,28.00,73.00
2026-03-27T14:02:00Z,26.49,73.00
2026-03-27T14:03:00Z,27.71,72.00
2026-03-27T14:05:00Z,25.00,74.99
2026-03-27T14:06:00Z,25.00,74.99
2026-03-27T14:07:00Z,25.29,76.00
2026-03-27T14:08:00Z,26.00,76.00
2026-03-27T14:10:00Z,27.00,76.00
2026-03-27T14:11:00Z,26.98,75.92
2026-03-27T14:12:00Z,26.76,75.92
2026-03-27T14:13:00Z,25.00,76.00
2026-03-27T14:14:00Z,27.00,76.00
2026-03-27T14:15:00Z,25.00,76.00
2026-03-27T14:16:00Z,26.00,73.93
2026-03-27T14:17:00Z,26.00,75.00
2026-03-27T14:18:00Z,26.00,76.00
2026-03-27T14:19:00Z,26.00,76.00
2026-03-27T14:20:00Z,25.00,74.00
2026-03-27T14:22:00Z,25.00,74.00
2026-03-27T14:23:00Z,28.58,74.00
2026-03-27T14:24:00Z,28.65,74.00
2026-03-27T14:25:00Z,26.05,73.12
2026-03-27T14:26:00Z,23.00,79.17
2026-03-27T14:27:00Z,21.77,81.00
2026-03-27T14:28:00Z,22.28,77.89
2026-03-27T14:29:00Z,26.58,77.89
2026-03-27T14:30:00Z,18.50,77.89
2026-03-27T14:31:00Z,15.82,85.00
2026-03-27T14:32:00Z,17.00,85.17
2026-03-27T14:33:00Z,12.30,87.02
2026-03-27T14:34:00Z,12.21,88.00
2026-03-27T14:35:00Z,13.29,88.00
2026-03-27T14:36:00Z,14.00,86.34
2026-03-27T14:37:00Z,12.11,87.50
2026-03-27T14:38:00Z,13.94,88.78
2026-03-27T14:39:00Z,13.71,87.45
2026-03-27T14:40:00Z,13.00,87.83
2026-03-27T14:41:00Z,13.00,87.96
2026-03-27T14:42:00Z,15.00,87.00
2026-03-27T14:43:00Z,14.50,87.00
2026-03-27T14:44:00Z,14.20,86.50
2026-03-27T14:45:00Z,14.55,86.00
2026-03-27T14:46:00Z,14.55,86.00
2026-03-27T14:47:00Z,14.00,87.00
2026-03-27T14:48:00Z,14.08,86.88
2026-03-27T14:49:00Z,13.84,86.46
2026-03-27T14:50:00Z,13.19,88.00
2026-03-27T14:51:00Z,11.12,91.95
2026-03-27T14:52:00Z,6.18,94.29
2026-03-27T14:53:00Z,6.75,93.79
2026-03-27T14:54:00Z,4.62,95.67
2026-03-27T14:55:00Z,4.93,96.37
2026-03-27T14:56:00Z,4.67,96.31
2026-03-27T14:57:00Z,5.58,95.80
2026-03-27T14:58:00Z,6.00,95.69
2026-03-27T14:59:00Z,5.30,95.51
2026-03-27T15:00:00Z,4.81,96.00
2026-03-27T15:01:00Z,4.17,96.93
2026-03-27T15:02:00Z,3.34,97.77
2026-03-27T15:03:00Z,4.95,96.90
2026-03-27T15:04:00Z,5.59,94.89
2026-03-27T15:05:00Z,4.16,98.44
2026-03-27T15:06:00Z,3.64,95.77
2026-03-27T15:07:00Z,4.52,97.00
2026-03-27T15:08:00Z,5.11,95.31
2026-03-27T15:09:00Z,5.98,95.08
2026-03-27T15:10:00Z,5.93,95.16
2026-03-27T15:11:00Z,3.82,96.69
2026-03-27T15:12:00Z,4.94,97.00
2026-03-27T15:13:00Z,3.14,96.61
2026-03-27T15:14:00Z,1.92,98.32
2026-03-27T15:15:00Z,1.64,99.00
2026-03-27T15:16:00Z,1.00,99.00
2026-03-27T15:17:00Z,1.00,99.00
2026-03-27T15:18:00Z,1.00,99.00
2026-03-27T15:19:00Z,1.00,99.00
2026-03-27T15:20:00Z,1.00,99.00
2026-03-27T15:22:00Z,1.00,99.00
