# event_ticker=KXATPCHALLENGERMATCH-26MAY09YUNCUI
# final_score=6-1 7-5
# match_winner=Yunchaokete Bu
# fav_player=Yunchaokete Bu
# dog_player=Jie Cui
# kalshi_date=2026-05-09
timestamp,Yunchaokete Bu,Jie Cui
2026-05-08T21:32:00Z,81.00,
2026-05-08T21:39:00Z,81.00,21.00
2026-05-08T21:48:00Z,82.29,21.00
2026-05-08T21:49:00Z,83.00,21.00
2026-05-08T22:10:00Z,83.00,21.00
2026-05-08T22:13:00Z,83.00,21.00
2026-05-08T22:18:00Z,83.00,21.00
2026-05-08T22:20:00Z,82.00,21.00
2026-05-08T22:26:00Z,82.00,21.00
2026-05-08T22:31:00Z,82.00,21.00
2026-05-08T22:47:00Z,82.00,21.00
2026-05-08T23:00:00Z,82.00,21.00
2026-05-08T23:06:00Z,82.00,19.00
2026-05-08T23:07:00Z,81.00,19.00
2026-05-08T23:22:00Z,82.00,19.00
2026-05-08T23:44:00Z,82.00,19.00
2026-05-08T23:49:00Z,82.00,19.00
2026-05-09T01:00:00Z,82.98,16.56
2026-05-09T01:01:00Z,82.98,17.00
2026-05-09T01:06:00Z,82.98,17.00
2026-05-09T01:14:00Z,82.98,17.00
2026-05-09T01:34:00Z,82.98,17.00
2026-05-09T01:40:00Z,82.98,17.00
2026-05-09T01:42:00Z,83.00,17.00
2026-05-09T01:49:00Z,83.00,17.00
2026-05-09T01:53:00Z,83.00,17.00
2026-05-09T01:54:00Z,83.00,17.00
2026-05-09T02:07:00Z,83.00,17.00
2026-05-09T02:08:00Z,83.00,17.00
2026-05-09T02:12:00Z,83.96,14.68
2026-05-09T02:14:00Z,83.96,15.00
2026-05-09T02:18:00Z,85.00,15.00
2026-05-09T02:23:00Z,85.00,16.00
2026-05-09T02:29:00Z,85.00,16.00
2026-05-09T02:39:00Z,84.00,16.00
2026-05-09T02:40:00Z,85.00,16.00
2026-05-09T02:43:00Z,85.00,16.00
2026-05-09T02:45:00Z,85.00,16.00
2026-05-09T02:52:00Z,85.00,16.00
2026-05-09T02:54:00Z,85.00,16.00
2026-05-09T03:07:00Z,85.00,16.00
2026-05-09T03:12:00Z,85.00,16.00
2026-05-09T03:16:00Z,85.00,16.00
2026-05-09T03:26:00Z,85.00,16.00
2026-05-09T03:41:00Z,85.00,16.00
2026-05-09T03:54:00Z,85.00,16.00
2026-05-09T04:01:00Z,85.00,16.00
2026-05-09T04:13:00Z,85.00,16.00
2026-05-09T04:30:00Z,85.00,16.00
2026-05-09T04:37:00Z,85.00,16.00
2026-05-09T04:40:00Z,85.00,16.00
2026-05-09T04:41:00Z,85.00,16.00
2026-05-09T04:44:00Z,85.00,15.00
2026-05-09T04:52:00Z,84.58,15.00
2026-05-09T05:03:00Z,85.00,15.00
2026-05-09T05:05:00Z,84.00,15.00
2026-05-09T05:07:00Z,84.00,15.00
2026-05-09T05:12:00Z,85.00,15.00
2026-05-09T05:15:00Z,85.00,16.00
2026-05-09T05:17:00Z,85.00,16.00
2026-05-09T05:18:00Z,85.00,16.00
2026-05-09T05:27:00Z,85.00,16.19
2026-05-09T05:45:00Z,85.00,17.00
2026-05-09T05:54:00Z,85.00,17.00
2026-05-09T05:57:00Z,85.00,17.00
2026-05-09T05:59:00Z,85.00,17.00
2026-05-09T06:01:00Z,85.00,17.00
2026-05-09T06:06:00Z,85.00,17.00
