# event_ticker=KXATPMATCH-26MAY20COLRUU
# final_score=7-6(2) 6-2
# score_resolution=6-7 2-6
# match_winner=Casper Ruud
# fav_player=Raphael Collignon
# dog_player=Casper Ruud
# kalshi_date=2026-05-20
timestamp,Raphael Collignon,Casper Ruud
2026-05-20T00:44:00Z,28.00,
2026-05-20T01:04:00Z,28.00,73.00
2026-05-20T01:06:00Z,28.00,72.00
2026-05-20T01:07:00Z,28.00,72.00
2026-05-20T01:17:00Z,28.00,72.00
2026-05-20T01:18:00Z,28.00,72.00
2026-05-20T01:19:00Z,28.00,72.00
2026-05-20T01:23:00Z,28.00,72.00
2026-05-20T01:27:00Z,28.00,72.00
2026-05-20T01:28:00Z,28.16,72.00
2026-05-20T01:34:00Z,28.16,72.00
2026-05-20T01:37:00Z,28.16,71.00
2026-05-20T01:48:00Z,28.16,72.00
2026-05-20T02:03:00Z,28.16,72.00
2026-05-20T02:23:00Z,29.00,72.00
2026-05-20T02:25:00Z,29.00,72.00
2026-05-20T02:31:00Z,29.00,72.00
2026-05-20T02:39:00Z,29.00,72.00
2026-05-20T02:51:00Z,29.00,72.00
2026-05-20T02:52:00Z,29.00,72.26
2026-05-20T02:54:00Z,29.00,72.00
2026-05-20T02:55:00Z,29.00,72.00
2026-05-20T02:57:00Z,29.00,72.00
2026-05-20T03:02:00Z,29.00,72.00
2026-05-20T03:04:00Z,29.00,73.90
2026-05-20T03:05:00Z,29.00,73.00
2026-05-20T03:06:00Z,29.00,73.00
2026-05-20T03:07:00Z,29.00,73.00
2026-05-20T03:08:00Z,29.00,73.00
2026-05-20T03:13:00Z,29.00,73.54
2026-05-20T03:17:00Z,29.00,73.00
2026-05-20T03:22:00Z,29.00,73.00
2026-05-20T03:23:00Z,29.00,73.00
2026-05-20T03:25:00Z,29.00,73.00
2026-05-20T03:26:00Z,29.00,73.00
2026-05-20T03:27:00Z,29.00,73.00
2026-05-20T03:29:00Z,29.00,73.00
2026-05-20T03:30:00Z,29.00,73.00
2026-05-20T03:32:00Z,29.00,73.00
2026-05-20T03:35:00Z,29.00,73.00
2026-05-20T03:36:00Z,29.00,73.00
2026-05-20T03:44:00Z,28.00,73.00
2026-05-20T03:45:00Z,28.00,73.00
2026-05-20T03:46:00Z,28.00,73.00
2026-05-20T03:53:00Z,28.00,73.00
2026-05-20T03:56:00Z,28.00,73.00
2026-05-20T04:01:00Z,28.00,73.00
2026-05-20T04:02:00Z,28.00,73.00
2026-05-20T04:05:00Z,28.00,73.00
2026-05-20T04:10:00Z,28.00,73.00
2026-05-20T04:12:00Z,28.00,73.00
2026-05-20T04:16:00Z,28.00,73.00
2026-05-20T04:18:00Z,28.00,73.00
2026-05-20T04:20:00Z,28.00,73.00
2026-05-20T04:25:00Z,28.00,74.00
2026-05-20T04:30:00Z,28.00,73.00
2026-05-20T04:31:00Z,28.00,74.00
2026-05-20T04:32:00Z,28.00,74.00
2026-05-20T04:36:00Z,28.00,74.00
2026-05-20T04:37:00Z,28.00,74.00
2026-05-20T04:42:00Z,28.00,74.00
2026-05-20T04:45:00Z,28.00,74.00
2026-05-20T04:51:00Z,28.00,74.00
2026-05-20T04:55:00Z,28.00,74.00
2026-05-20T04:58:00Z,28.00,74.00
2026-05-20T04:59:00Z,28.00,74.00
2026-05-20T05:04:00Z,28.00,74.00
2026-05-20T05:11:00Z,28.00,74.00
2026-05-20T05:12:00Z,28.00,74.00
2026-05-20T05:13:00Z,28.00,74.00
2026-05-20T05:15:00Z,28.00,74.00
2026-05-20T05:18:00Z,29.00,74.00
2026-05-20T05:21:00Z,29.00,74.00
2026-05-20T05:26:00Z,29.00,74.00
2026-05-20T05:27:00Z,28.00,74.00
2026-05-20T05:28:00Z,28.00,74.00
2026-05-20T05:29:00Z,29.00,73.00
2026-05-20T05:31:00Z,29.00,73.00
2026-05-20T05:33:00Z,29.00,73.00
2026-05-20T05:34:00Z,29.00,73.00
2026-05-20T05:39:00Z,29.00,73.00
2026-05-20T05:41:00Z,29.00,73.00
2026-05-20T05:42:00Z,29.00,73.00
2026-05-20T05:45:00Z,29.00,73.00
2026-05-20T05:48:00Z,29.00,73.00
2026-05-20T05:52:00Z,29.00,73.00
2026-05-20T05:53:00Z,29.00,73.00
2026-05-20T05:56:00Z,29.00,73.00
2026-05-20T05:57:00Z,29.00,73.00
2026-05-20T06:00:00Z,29.00,73.00
2026-05-20T06:03:00Z,29.00,73.00
2026-05-20T06:04:00Z,29.00,73.00
2026-05-20T06:20:00Z,29.00,73.68
2026-05-20T06:21:00Z,29.00,73.00
2026-05-20T06:33:00Z,29.00,73.00
2026-05-20T06:34:00Z,29.00,73.00
2026-05-20T06:36:00Z,29.00,73.00
2026-05-20T06:38:00Z,29.00,73.00
2026-05-20T06:40:00Z,28.00,73.19
2026-05-20T06:44:00Z,28.00,73.00
2026-05-20T06:45:00Z,28.00,73.00
2026-05-20T06:48:00Z,28.00,73.00
