# event_ticker=KXATPCHALLENGERMATCH-26APR09JUSLA
# final_score=6-4 6-3
# match_winner=Guido Ivan Justo
# fav_player=Guido Ivan Justo
# dog_player=Juan Manuel La Serna
# kalshi_date=2026-04-09
timestamp,Guido Ivan Justo,Juan Manuel La Serna
2026-04-09T19:45:00Z,92.55,8.34
2026-04-09T19:46:00Z,91.48,10.95
2026-04-09T19:47:00Z,89.41,13.68
2026-04-09T19:48:00Z,84.06,17.05
2026-04-09T19:49:00Z,82.61,18.88
2026-04-09T19:50:00Z,84.91,14.95
2026-04-09T19:51:00Z,85.01,14.35
2026-04-09T19:52:00Z,87.71,16.08
2026-04-09T19:53:00Z,83.11,19.87
2026-04-09T19:54:00Z,83.00,19.04
2026-04-09T19:55:00Z,84.81,15.37
2026-04-09T19:56:00Z,88.75,10.43
2026-04-09T19:57:00Z,90.31,9.22
2026-04-09T19:58:00Z,92.71,8.55
2026-04-09T19:59:00Z,96.25,6.06
2026-04-09T20:00:00Z,95.91,5.31
2026-04-09T20:01:00Z,95.67,4.75
2026-04-09T20:02:00Z,96.36,4.53
2026-04-09T20:03:00Z,97.34,4.35
2026-04-09T20:04:00Z,95.39,4.13
2026-04-09T20:05:00Z,94.06,7.01
2026-04-09T20:06:00Z,93.03,7.68
2026-04-09T20:07:00Z,94.05,7.83
2026-04-09T20:08:00Z,94.24,6.66
2026-04-09T20:09:00Z,95.95,4.59
2026-04-09T20:10:00Z,94.64,6.82
2026-04-09T20:11:00Z,94.99,4.45
2026-04-09T20:12:00Z,97.11,6.23
2026-04-09T20:13:00Z,96.42,4.76
2026-04-09T20:14:00Z,97.33,4.67
2026-04-09T20:15:00Z,96.73,3.70
2026-04-09T20:16:00Z,95.43,5.76
2026-04-09T20:17:00Z,95.00,5.46
2026-04-09T20:18:00Z,95.51,4.45
2026-04-09T20:19:00Z,96.22,4.35
2026-04-09T20:20:00Z,94.74,5.53
2026-04-09T20:21:00Z,97.75,3.31
2026-04-09T20:22:00Z,96.99,3.02
2026-04-09T20:23:00Z,98.15,2.88
2026-04-09T20:24:00Z,98.97,2.49
2026-04-09T20:25:00Z,99.00,1.53
2026-04-09T20:26:00Z,98.97,1.29
2026-04-09T20:27:00Z,99.00,1.00
2026-04-09T20:29:00Z,99.00,1.00
2026-04-09T20:30:00Z,99.00,1.00
2026-04-09T20:31:00Z,99.00,1.00
2026-04-09T20:32:00Z,99.00,1.00
