# event_ticker=KXATPCHALLENGERMATCH-26APR09JUSLA
# final_score=6-4 6-3
# match_winner=Guido Ivan Justo
# fav_player=Guido Ivan Justo
# dog_player=Juan Manuel La Serna
# kalshi_date=2026-04-09
timestamp,Guido Ivan Justo,Juan Manuel La Serna
2026-04-09T06:32:00Z,67.00,
2026-04-09T06:33:00Z,67.00,
2026-04-09T09:28:00Z,67.00,36.00
2026-04-09T09:37:00Z,66.00,36.00
2026-04-09T10:06:00Z,66.00,36.00
2026-04-09T10:19:00Z,66.00,36.00
2026-04-09T10:30:00Z,66.00,36.00
2026-04-09T10:34:00Z,66.00,36.00
2026-04-09T12:04:00Z,65.00,36.00
2026-04-09T12:13:00Z,66.00,36.00
2026-04-09T12:17:00Z,66.00,36.00
2026-04-09T12:27:00Z,66.00,36.00
2026-04-09T12:41:00Z,66.00,36.00
2026-04-09T12:59:00Z,66.00,36.00
2026-04-09T13:26:00Z,66.00,36.00
2026-04-09T13:32:00Z,66.00,36.00
2026-04-09T13:53:00Z,66.00,36.00
2026-04-09T14:24:00Z,66.00,36.00
2026-04-09T14:35:00Z,66.00,36.00
2026-04-09T15:06:00Z,66.00,36.00
2026-04-09T15:14:00Z,66.00,34.03
2026-04-09T15:21:00Z,66.00,34.03
2026-04-09T15:22:00Z,66.00,35.00
2026-04-09T15:24:00Z,66.00,35.00
2026-04-09T15:26:00Z,66.00,35.00
2026-04-09T15:27:00Z,66.00,35.00
2026-04-09T15:28:00Z,66.00,35.00
2026-04-09T15:41:00Z,66.00,35.00
2026-04-09T15:51:00Z,66.00,35.00
2026-04-09T15:57:00Z,66.00,35.00
2026-04-09T16:05:00Z,66.00,35.00
2026-04-09T16:09:00Z,65.00,35.00
2026-04-09T16:11:00Z,66.00,35.00
2026-04-09T16:17:00Z,66.00,35.00
2026-04-09T16:18:00Z,66.00,35.00
2026-04-09T16:23:00Z,66.00,35.00
2026-04-09T16:27:00Z,66.00,35.00
2026-04-09T16:29:00Z,66.00,35.00
2026-04-09T16:36:00Z,66.00,35.00
2026-04-09T16:53:00Z,66.00,35.73
2026-04-09T17:00:00Z,64.00,35.73
2026-04-09T17:10:00Z,64.00,36.00
2026-04-09T17:33:00Z,64.00,36.00
2026-04-09T17:37:00Z,64.00,36.00
2026-04-09T17:38:00Z,64.00,36.00
2026-04-09T17:39:00Z,64.00,37.00
2026-04-09T17:51:00Z,64.00,37.00
2026-04-09T17:52:00Z,64.00,37.00
2026-04-09T17:53:00Z,64.00,37.00
2026-04-09T17:55:00Z,64.00,37.00
2026-04-09T17:56:00Z,64.00,37.00
2026-04-09T17:58:00Z,64.00,37.00
2026-04-09T18:01:00Z,65.43,37.00
2026-04-09T18:02:00Z,65.00,37.00
2026-04-09T18:03:00Z,65.00,37.00
2026-04-09T18:04:00Z,65.48,37.00
2026-04-09T18:08:00Z,62.00,37.00
2026-04-09T18:13:00Z,65.00,37.00
2026-04-09T18:19:00Z,64.00,37.00
2026-04-09T18:24:00Z,64.00,37.12
2026-04-09T18:25:00Z,69.15,36.00
2026-04-09T18:26:00Z,63.00,39.19
2026-04-09T18:27:00Z,65.22,39.19
2026-04-09T18:28:00Z,68.00,33.00
2026-04-09T18:29:00Z,68.00,31.41
2026-04-09T18:30:00Z,64.52,36.95
2026-04-09T18:31:00Z,61.70,39.00
2026-04-09T18:32:00Z,59.31,39.00
2026-04-09T18:33:00Z,56.85,43.14
2026-04-09T18:34:00Z,55.31,47.68
2026-04-09T18:35:00Z,56.00,46.62
2026-04-09T18:36:00Z,55.54,46.62
2026-04-09T18:37:00Z,52.72,45.37
2026-04-09T18:38:00Z,59.97,40.87
2026-04-09T18:39:00Z,63.93,36.36
2026-04-09T18:40:00Z,66.88,33.61
2026-04-09T18:41:00Z,73.50,26.49
2026-04-09T18:42:00Z,71.41,31.62
2026-04-09T18:43:00Z,66.22,34.97
2026-04-09T18:44:00Z,61.48,40.92
2026-04-09T18:45:00Z,58.00,42.92
2026-04-09T18:46:00Z,57.65,45.43
2026-04-09T18:47:00Z,54.18,48.91
2026-04-09T18:48:00Z,56.98,43.70
2026-04-09T18:49:00Z,61.61,37.96
2026-04-09T18:50:00Z,61.00,37.36
2026-04-09T18:51:00Z,59.13,40.20
2026-04-09T18:52:00Z,58.35,41.32
2026-04-09T18:53:00Z,64.05,40.23
2026-04-09T18:54:00Z,62.68,41.81
2026-04-09T18:55:00Z,60.53,39.02
2026-04-09T18:56:00Z,58.00,42.86
2026-04-09T18:57:00Z,59.86,42.86
2026-04-09T18:58:00Z,61.15,40.11
2026-04-09T18:59:00Z,64.64,36.14
2026-04-09T19:00:00Z,65.22,37.80
2026-04-09T19:01:00Z,61.45,40.94
2026-04-09T19:02:00Z,57.59,39.58
2026-04-09T19:03:00Z,57.00,43.00
2026-04-09T19:04:00Z,60.03,40.96
2026-04-09T19:05:00Z,62.40,36.34
2026-04-09T19:06:00Z,66.58,33.69
2026-04-09T19:07:00Z,65.83,36.81
2026-04-09T19:08:00Z,68.81,34.29
2026-04-09T19:09:00Z,68.95,32.80
2026-04-09T19:10:00Z,69.24,32.56
2026-04-09T19:11:00Z,61.48,37.62
2026-04-09T19:12:00Z,69.26,33.48
2026-04-09T19:13:00Z,75.72,25.44
2026-04-09T19:14:00Z,76.68,23.51
2026-04-09T19:15:00Z,76.53,24.81
2026-04-09T19:16:00Z,73.53,29.74
2026-04-09T19:17:00Z,70.58,31.54
2026-04-09T19:18:00Z,69.93,28.77
2026-04-09T19:19:00Z,78.41,24.26
2026-04-09T19:20:00Z,79.90,24.71
2026-04-09T19:21:00Z,72.96,28.44
2026-04-09T19:22:00Z,75.36,28.72
2026-04-09T19:23:00Z,75.38,25.06
2026-04-09T19:24:00Z,81.11,18.51
2026-04-09T19:25:00Z,82.66,17.45
2026-04-09T19:26:00Z,82.88,20.30
2026-04-09T19:27:00Z,82.29,19.46
2026-04-09T19:28:00Z,81.95,20.18
2026-04-09T19:29:00Z,79.00,22.88
2026-04-09T19:30:00Z,79.06,21.82
2026-04-09T19:31:00Z,82.98,19.95
2026-04-09T19:32:00Z,82.79,18.12
2026-04-09T19:33:00Z,83.18,14.41
2026-04-09T19:34:00Z,84.09,15.69
2026-04-09T19:35:00Z,84.75,16.00
2026-04-09T19:36:00Z,85.00,16.00
2026-04-09T19:37:00Z,85.00,15.88
2026-04-09T19:38:00Z,85.00,16.00
2026-04-09T19:39:00Z,85.00,16.00
2026-04-09T19:40:00Z,84.96,15.20
2026-04-09T19:41:00Z,85.30,15.66
2026-04-09T19:42:00Z,85.02,15.55
2026-04-09T19:43:00Z,87.72,13.98
2026-04-09T19:44:00Z,91.01,10.32
