# event_ticker=KXATPCHALLENGERMATCH-26APR15SHIZHU
# final_score=6-3 4-6 7-6(4)
# score_resolution=3-6 6-4 6-7
# match_winner=Sho Shimabukuro
# fav_player=Beibit Zhukayev
# dog_player=Sho Shimabukuro
# kalshi_date=2026-04-15
timestamp,Beibit Zhukayev,Sho Shimabukuro
2026-04-15T14:26:00Z,31.00,
2026-04-15T15:44:00Z,31.00,72.00
2026-04-15T15:52:00Z,31.00,72.00
2026-04-15T16:31:00Z,31.00,72.00
2026-04-15T16:34:00Z,29.00,72.00
2026-04-15T17:02:00Z,29.00,72.00
2026-04-15T17:50:00Z,29.00,72.00
2026-04-15T18:23:00Z,29.00,72.00
2026-04-15T18:28:00Z,29.00,72.00
2026-04-15T18:40:00Z,29.00,72.00
2026-04-15T19:04:00Z,29.00,68.00
2026-04-15T19:13:00Z,29.00,71.00
2026-04-15T19:15:00Z,29.00,71.00
2026-04-15T19:18:00Z,29.00,71.00
2026-04-15T19:19:00Z,29.00,71.00
2026-04-15T19:20:00Z,29.00,71.00
2026-04-15T20:13:00Z,29.00,72.00
2026-04-15T20:22:00Z,29.00,72.00
2026-04-15T20:23:00Z,29.00,71.00
2026-04-15T20:32:00Z,29.00,70.00
2026-04-15T20:34:00Z,29.00,70.00
2026-04-15T20:52:00Z,31.00,70.00
2026-04-15T21:07:00Z,31.00,70.00
2026-04-15T21:16:00Z,31.00,70.00
2026-04-15T21:18:00Z,31.00,70.00
2026-04-15T21:33:00Z,30.00,70.00
2026-04-15T21:35:00Z,30.00,70.00
2026-04-15T21:47:00Z,30.00,70.00
2026-04-15T21:54:00Z,30.00,70.00
2026-04-15T22:13:00Z,30.00,70.00
2026-04-15T22:14:00Z,30.00,70.00
2026-04-15T22:31:00Z,31.00,70.00
2026-04-15T22:35:00Z,31.00,70.00
2026-04-15T22:39:00Z,32.00,70.00
2026-04-15T23:10:00Z,32.00,70.00
2026-04-15T23:12:00Z,32.00,70.00
2026-04-15T23:14:00Z,32.00,70.00
2026-04-15T23:20:00Z,32.00,70.00
2026-04-15T23:34:00Z,32.00,70.00
2026-04-16T00:06:00Z,32.00,70.00
2026-04-16T00:16:00Z,32.00,70.00
2026-04-16T00:19:00Z,32.00,70.00
2026-04-16T00:22:00Z,32.00,70.00
2026-04-16T00:29:00Z,32.00,70.00
2026-04-16T00:39:00Z,32.00,70.00
2026-04-16T00:41:00Z,31.00,70.00
2026-04-16T00:52:00Z,31.00,70.00
2026-04-16T00:55:00Z,32.00,70.00
2026-04-16T00:56:00Z,32.00,70.00
2026-04-16T00:58:00Z,32.00,70.00
2026-04-16T00:59:00Z,32.00,70.00
2026-04-16T01:05:00Z,32.00,70.00
2026-04-16T01:11:00Z,32.00,70.00
2026-04-16T01:13:00Z,32.00,70.00
2026-04-16T01:25:00Z,32.00,70.00
2026-04-16T01:52:00Z,32.00,70.00
2026-04-16T01:53:00Z,32.00,70.00
2026-04-16T01:54:00Z,32.00,70.00
2026-04-16T01:56:00Z,32.00,70.00
2026-04-16T01:58:00Z,32.00,70.00
2026-04-16T01:59:00Z,32.00,70.00
2026-04-16T02:00:00Z,32.00,70.00
2026-04-16T02:02:00Z,32.00,70.00
2026-04-16T02:04:00Z,32.00,71.00
2026-04-16T02:06:00Z,30.00,72.00
2026-04-16T02:07:00Z,29.38,72.00
2026-04-16T02:09:00Z,29.00,72.00
2026-04-16T02:10:00Z,29.00,72.00
2026-04-16T02:11:00Z,29.00,71.77
2026-04-16T02:12:00Z,30.23,70.67
2026-04-16T02:13:00Z,29.80,70.12
2026-04-16T02:14:00Z,32.59,70.22
2026-04-16T02:15:00Z,29.00,71.56
2026-04-16T02:16:00Z,28.34,71.29
2026-04-16T02:17:00Z,29.24,72.43
2026-04-16T02:18:00Z,27.71,74.71
2026-04-16T02:19:00Z,20.13,82.41
2026-04-16T02:20:00Z,15.20,84.60
2026-04-16T02:21:00Z,13.49,86.56
2026-04-16T02:22:00Z,13.16,87.03
2026-04-16T02:23:00Z,14.46,86.76
2026-04-16T02:24:00Z,14.53,85.00
2026-04-16T02:25:00Z,13.38,87.58
2026-04-16T02:26:00Z,11.91,87.92
2026-04-16T02:27:00Z,12.00,88.00
2026-04-16T02:28:00Z,11.96,89.56
2026-04-16T02:29:00Z,11.00,88.00
2026-04-16T02:30:00Z,10.10,91.00
2026-04-16T02:31:00Z,11.78,89.89
2026-04-16T02:32:00Z,13.62,88.00
2026-04-16T02:33:00Z,15.10,84.36
2026-04-16T02:34:00Z,15.47,85.55
2026-04-16T02:35:00Z,14.67,84.95
2026-04-16T02:36:00Z,12.36,88.00
2026-04-16T02:37:00Z,11.59,88.00
2026-04-16T02:38:00Z,11.49,89.00
2026-04-16T02:39:00Z,11.94,88.11
2026-04-16T02:40:00Z,11.48,88.77
2026-04-16T02:41:00Z,13.02,88.00
2026-04-16T02:42:00Z,14.13,86.53
2026-04-16T02:43:00Z,18.33,81.21
2026-04-16T02:44:00Z,15.86,83.93
2026-04-16T02:45:00Z,17.11,83.01
2026-04-16T02:46:00Z,13.03,87.87
2026-04-16T02:47:00Z,12.99,87.91
2026-04-16T02:48:00Z,13.15,88.18
2026-04-16T02:49:00Z,12.80,88.37
2026-04-16T02:50:00Z,13.27,87.97
2026-04-16T02:51:00Z,13.44,86.92
2026-04-16T02:52:00Z,12.76,87.96
2026-04-16T02:53:00Z,11.64,88.80
2026-04-16T02:54:00Z,10.15,89.25
2026-04-16T02:55:00Z,7.86,93.58
2026-04-16T02:56:00Z,9.19,91.62
2026-04-16T02:57:00Z,12.84,87.99
2026-04-16T02:58:00Z,12.27,88.01
2026-04-16T02:59:00Z,11.21,89.83
2026-04-16T03:00:00Z,11.28,89.90
2026-04-16T03:01:00Z,11.70,89.86
2026-04-16T03:02:00Z,13.00,88.05
2026-04-16T03:03:00Z,13.50,87.00
2026-04-16T03:04:00Z,14.00,86.96
2026-04-16T03:05:00Z,14.51,87.75
2026-04-16T03:06:00Z,20.31,80.42
2026-04-16T03:07:00Z,18.40,82.92
2026-04-16T03:08:00Z,18.78,81.99
2026-04-16T03:09:00Z,19.61,80.56
2026-04-16T03:10:00Z,16.12,85.85
2026-04-16T03:11:00Z,16.67,83.80
2026-04-16T03:12:00Z,16.06,83.38
2026-04-16T03:13:00Z,17.40,85.13
2026-04-16T03:14:00Z,14.96,84.14
2026-04-16T03:15:00Z,16.00,85.00
2026-04-16T03:16:00Z,18.81,83.04
2026-04-16T03:17:00Z,18.81,82.43
2026-04-16T03:18:00Z,16.59,83.69
2026-04-16T03:19:00Z,15.71,84.82
2026-04-16T03:20:00Z,10.62,85.77
2026-04-16T03:21:00Z,14.98,86.43
2026-04-16T03:22:00Z,15.37,83.97
2026-04-16T03:23:00Z,17.68,83.00
2026-04-16T03:24:00Z,18.46,81.84
2026-04-16T03:25:00Z,21.95,79.49
2026-04-16T03:26:00Z,26.30,73.01
2026-04-16T03:27:00Z,23.85,74.77
2026-04-16T03:28:00Z,24.76,76.15
2026-04-16T03:29:00Z,29.59,73.52
2026-04-16T03:30:00Z,38.81,61.32
2026-04-16T03:31:00Z,36.53,62.89
2026-04-16T03:32:00Z,36.81,63.00
2026-04-16T03:33:00Z,37.79,62.97
2026-04-16T03:34:00Z,38.82,62.99
2026-04-16T03:35:00Z,36.56,63.00
2026-04-16T03:36:00Z,38.47,63.27
2026-04-16T03:37:00Z,39.44,61.67
2026-04-16T03:38:00Z,39.67,60.64
2026-04-16T03:39:00Z,42.89,57.15
2026-04-16T03:40:00Z,46.63,53.95
2026-04-16T03:41:00Z,38.80,56.88
2026-04-16T03:42:00Z,39.68,60.30
2026-04-16T03:43:00Z,36.00,62.71
2026-04-16T03:44:00Z,19.78,72.47
2026-04-16T03:45:00Z,20.25,80.80
2026-04-16T03:46:00Z,27.24,70.29
2026-04-16T03:47:00Z,37.39,64.75
2026-04-16T03:48:00Z,37.33,64.23
2026-04-16T03:49:00Z,35.04,62.65
2026-04-16T03:50:00Z,30.48,68.46
2026-04-16T03:51:00Z,31.73,68.49
2026-04-16T03:52:00Z,28.35,69.91
2026-04-16T03:53:00Z,39.04,61.02
2026-04-16T03:54:00Z,41.47,58.99
2026-04-16T03:55:00Z,41.37,59.89
2026-04-16T03:56:00Z,40.91,61.62
2026-04-16T03:57:00Z,43.46,60.72
2026-04-16T03:58:00Z,36.75,63.04
2026-04-16T03:59:00Z,29.43,75.18
2026-04-16T04:00:00Z,26.34,76.37
