# event_ticker=KXATPCHALLENGERMATCH-26MAY17KECVAL
# final_score=6-2 3-6 6-2
# match_winner=Miomir Kecmanovic
# fav_player=Miomir Kecmanovic
# dog_player=Adolfo Daniel Vallejo
# kalshi_date=2026-05-17
timestamp,Miomir Kecmanovic,Adolfo Daniel Vallejo
2026-05-17T02:32:00Z,,33.67
2026-05-17T03:14:00Z,,36.00
2026-05-17T03:30:00Z,66.00,36.00
2026-05-17T03:36:00Z,66.00,36.00
2026-05-17T03:40:00Z,66.00,36.00
2026-05-17T04:15:00Z,66.00,36.00
2026-05-17T04:24:00Z,66.00,36.00
2026-05-17T04:25:00Z,66.00,36.00
2026-05-17T04:26:00Z,66.00,36.00
2026-05-17T04:34:00Z,67.00,36.00
2026-05-17T04:56:00Z,67.00,36.00
2026-05-17T04:59:00Z,67.00,36.00
2026-05-17T05:17:00Z,67.00,36.00
2026-05-17T05:24:00Z,66.00,36.00
2026-05-17T05:29:00Z,64.09,36.00
2026-05-17T05:30:00Z,66.96,35.00
2026-05-17T05:38:00Z,66.00,35.00
2026-05-17T05:52:00Z,66.00,35.00
2026-05-17T05:55:00Z,66.00,35.00
2026-05-17T06:06:00Z,66.00,35.00
2026-05-17T06:09:00Z,64.00,35.00
2026-05-17T06:14:00Z,64.00,35.57
2026-05-17T06:24:00Z,64.00,36.00
2026-05-17T06:39:00Z,65.91,36.00
2026-05-17T06:53:00Z,65.91,36.00
2026-05-17T07:08:00Z,66.00,36.00
2026-05-17T07:20:00Z,66.00,35.00
2026-05-17T07:22:00Z,66.00,36.00
2026-05-17T08:05:00Z,66.00,36.00
2026-05-17T08:09:00Z,66.00,36.00
2026-05-17T08:25:00Z,66.00,36.00
2026-05-17T09:26:00Z,66.00,36.00
2026-05-17T09:55:00Z,66.00,36.00
2026-05-17T10:01:00Z,66.00,35.00
2026-05-17T10:20:00Z,66.00,34.00
2026-05-17T10:38:00Z,66.00,34.00
2026-05-17T10:45:00Z,66.00,35.00
2026-05-17T10:59:00Z,66.00,35.00
2026-05-17T11:17:00Z,66.00,35.00
2026-05-17T11:28:00Z,65.00,35.00
2026-05-17T11:52:00Z,65.00,35.00
2026-05-17T11:54:00Z,65.00,35.00
2026-05-17T12:00:00Z,65.00,35.00
2026-05-17T12:09:00Z,66.00,35.00
2026-05-17T12:11:00Z,66.00,35.00
2026-05-17T12:31:00Z,66.00,35.00
2026-05-17T12:33:00Z,66.00,35.00
2026-05-17T12:37:00Z,66.00,35.00
2026-05-17T12:38:00Z,66.00,35.00
2026-05-17T12:46:00Z,66.00,35.00
2026-05-17T12:49:00Z,66.00,35.00
2026-05-17T12:58:00Z,66.00,35.00
2026-05-17T13:13:00Z,66.00,35.00
2026-05-17T13:19:00Z,66.00,35.00
2026-05-17T13:21:00Z,66.00,35.00
2026-05-17T13:22:00Z,66.00,35.00
2026-05-17T13:32:00Z,66.00,35.00
2026-05-17T13:33:00Z,66.00,35.18
2026-05-17T13:36:00Z,66.00,35.18
2026-05-17T13:38:00Z,66.00,35.00
2026-05-17T13:41:00Z,66.00,35.00
2026-05-17T13:42:00Z,66.00,35.00
2026-05-17T13:47:00Z,66.00,35.00
2026-05-17T13:48:00Z,66.00,35.00
2026-05-17T13:53:00Z,66.00,35.00
2026-05-17T13:55:00Z,66.00,35.00
2026-05-17T13:56:00Z,66.00,35.00
2026-05-17T13:58:00Z,66.00,35.00
2026-05-17T13:59:00Z,66.00,35.00
2026-05-17T14:00:00Z,66.00,35.00
2026-05-17T14:01:00Z,66.70,35.00
2026-05-17T14:02:00Z,66.70,35.64
