# event_ticker=KXATPMATCH-26JAN08KOVMPE
# final_score=7-6(3) 4-6 6-3
# score_resolution=7-6 4-6 6-3
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2026-01-08
timestamp,Aleksandar Kovacevic,Giovanni Mpetshi Perricard
2026-01-08T15:16:00Z,41.00,
2026-01-08T15:31:00Z,41.00,61.00
2026-01-08T15:44:00Z,41.00,61.00
2026-01-08T16:16:00Z,41.00,61.00
2026-01-08T16:18:00Z,41.00,61.00
2026-01-08T16:27:00Z,40.00,61.00
2026-01-08T16:48:00Z,39.00,61.00
2026-01-08T17:05:00Z,39.00,61.00
2026-01-08T17:11:00Z,39.00,60.00
2026-01-08T17:27:00Z,39.00,60.00
2026-01-08T17:38:00Z,39.00,61.00
2026-01-08T17:55:00Z,39.00,61.00
2026-01-08T18:03:00Z,39.00,61.00
2026-01-08T18:16:00Z,39.00,61.00
2026-01-08T18:43:00Z,40.00,61.00
2026-01-08T18:47:00Z,40.00,61.00
2026-01-08T19:05:00Z,40.00,61.00
2026-01-08T19:13:00Z,40.00,61.00
2026-01-08T19:38:00Z,40.97,61.00
2026-01-08T19:59:00Z,40.00,61.00
2026-01-08T20:05:00Z,41.00,60.00
2026-01-08T20:08:00Z,41.00,61.00
2026-01-08T20:23:00Z,41.00,61.00
2026-01-08T20:34:00Z,41.00,60.00
2026-01-08T20:44:00Z,41.00,60.00
2026-01-08T21:23:00Z,41.00,60.00
2026-01-08T21:35:00Z,41.00,60.00
2026-01-08T21:48:00Z,41.00,60.00
2026-01-08T21:51:00Z,41.00,60.00
2026-01-08T21:55:00Z,41.00,60.00
2026-01-08T22:12:00Z,41.04,60.00
2026-01-08T22:16:00Z,41.04,59.00
2026-01-08T22:20:00Z,42.00,59.00
2026-01-08T22:21:00Z,42.96,59.00
2026-01-08T22:22:00Z,43.00,59.00
2026-01-08T22:29:00Z,43.00,60.00
2026-01-08T22:45:00Z,43.00,60.00
2026-01-08T22:52:00Z,43.00,60.00
2026-01-08T22:57:00Z,43.00,59.00
2026-01-08T23:01:00Z,43.00,60.00
2026-01-08T23:17:00Z,43.00,60.00
2026-01-08T23:18:00Z,43.00,59.00
2026-01-08T23:21:00Z,43.00,59.00
2026-01-08T23:25:00Z,43.00,58.00
2026-01-08T23:38:00Z,43.00,58.00
2026-01-08T23:47:00Z,43.00,58.00
2026-01-08T23:48:00Z,43.00,58.00
2026-01-08T23:56:00Z,43.00,58.00
2026-01-09T00:04:00Z,43.00,58.00
2026-01-09T00:30:00Z,43.00,58.00
2026-01-09T00:39:00Z,43.00,58.00
2026-01-09T00:45:00Z,43.00,58.00
2026-01-09T00:48:00Z,43.00,58.00
2026-01-09T00:57:00Z,43.00,58.00
2026-01-09T01:02:00Z,43.00,58.00
2026-01-09T01:08:00Z,44.00,58.00
2026-01-09T01:16:00Z,44.00,58.00
2026-01-09T01:17:00Z,44.00,58.00
2026-01-09T01:18:00Z,44.00,58.00
2026-01-09T01:20:00Z,44.00,58.00
2026-01-09T01:22:00Z,44.00,56.12
2026-01-09T01:25:00Z,44.00,58.00
2026-01-09T01:33:00Z,44.00,58.00
2026-01-09T01:36:00Z,44.00,58.00
2026-01-09T01:38:00Z,44.00,58.00
2026-01-09T01:47:00Z,43.48,58.00
2026-01-09T01:50:00Z,43.48,58.00
2026-01-09T01:56:00Z,44.00,58.00
2026-01-09T01:58:00Z,44.00,58.00
2026-01-09T02:03:00Z,44.00,58.00
2026-01-09T02:05:00Z,44.00,58.00
2026-01-09T02:07:00Z,44.00,58.00
2026-01-09T02:15:00Z,44.00,58.00
2026-01-09T02:16:00Z,44.00,58.00
2026-01-09T02:20:00Z,44.00,56.13
2026-01-09T02:21:00Z,44.00,56.13
2026-01-09T02:22:00Z,44.00,58.00
2026-01-09T02:23:00Z,44.00,58.00
2026-01-09T02:26:00Z,44.00,58.00
2026-01-09T02:27:00Z,44.00,58.00
2026-01-09T02:28:00Z,44.00,58.00
2026-01-09T02:29:00Z,44.00,58.00
2026-01-09T02:30:00Z,44.00,58.00
2026-01-09T02:31:00Z,44.00,58.00
2026-01-09T02:35:00Z,44.00,57.00
2026-01-09T02:36:00Z,44.00,57.00
2026-01-09T02:37:00Z,44.00,57.00
2026-01-09T02:41:00Z,44.00,58.00
2026-01-09T02:42:00Z,44.00,58.00
2026-01-09T02:44:00Z,44.00,58.00
2026-01-09T02:45:00Z,44.00,55.00
2026-01-09T02:48:00Z,44.00,57.00
2026-01-09T02:50:00Z,42.00,57.00
2026-01-09T02:51:00Z,42.00,59.98
2026-01-09T02:53:00Z,42.00,61.56
2026-01-09T02:54:00Z,41.00,61.71
2026-01-09T02:55:00Z,44.00,59.92
2026-01-09T02:56:00Z,46.82,56.13
2026-01-09T02:57:00Z,49.58,50.13
2026-01-09T02:58:00Z,45.00,55.14
2026-01-09T02:59:00Z,54.00,47.90
2026-01-09T03:00:00Z,43.00,47.90
2026-01-09T03:01:00Z,43.00,57.00
2026-01-09T03:02:00Z,45.00,57.00
2026-01-09T03:03:00Z,46.00,56.00
2026-01-09T03:05:00Z,44.08,56.00
2026-01-09T03:06:00Z,45.00,57.00
2026-01-09T03:07:00Z,45.00,56.67
2026-01-09T03:08:00Z,39.00,59.61
2026-01-09T03:09:00Z,39.00,57.00
2026-01-09T03:10:00Z,39.00,57.00
2026-01-09T03:11:00Z,46.00,56.00
2026-01-09T03:12:00Z,46.00,57.98
2026-01-09T03:13:00Z,43.00,59.00
2026-01-09T03:14:00Z,43.00,57.07
2026-01-09T03:15:00Z,43.00,58.00
2026-01-09T03:16:00Z,45.00,57.60
2026-01-09T03:17:00Z,46.92,56.82
2026-01-09T03:18:00Z,46.92,58.14
2026-01-09T03:19:00Z,44.00,58.00
2026-01-09T03:20:00Z,42.10,56.66
2026-01-09T03:21:00Z,46.82,54.50
2026-01-09T03:22:00Z,46.52,57.47
2026-01-09T03:23:00Z,44.00,57.24
2026-01-09T03:24:00Z,43.64,57.24
2026-01-09T03:25:00Z,43.64,57.00
2026-01-09T03:26:00Z,45.51,52.12
2026-01-09T03:27:00Z,56.65,44.64
2026-01-09T03:28:00Z,60.13,40.81
2026-01-09T03:29:00Z,62.94,36.30
2026-01-09T03:30:00Z,70.13,30.42
2026-01-09T03:31:00Z,71.00,31.94
2026-01-09T03:32:00Z,69.39,29.59
2026-01-09T03:33:00Z,72.33,29.00
2026-01-09T03:34:00Z,71.21,29.00
2026-01-09T03:35:00Z,70.00,29.67
2026-01-09T03:36:00Z,64.00,34.80
2026-01-09T03:37:00Z,65.23,37.19
2026-01-09T03:38:00Z,52.10,51.33
2026-01-09T03:39:00Z,47.65,53.66
2026-01-09T03:40:00Z,49.69,50.00
2026-01-09T03:41:00Z,49.55,49.97
2026-01-09T03:42:00Z,49.00,51.00
2026-01-09T03:43:00Z,49.00,51.95
2026-01-09T03:44:00Z,48.43,52.67
2026-01-09T03:45:00Z,48.98,52.44
2026-01-09T03:46:00Z,49.88,50.00
2026-01-09T03:47:00Z,51.30,49.50
2026-01-09T03:48:00Z,54.82,46.34
2026-01-09T03:49:00Z,50.03,47.86
2026-01-09T03:50:00Z,50.69,49.00
2026-01-09T03:51:00Z,52.00,48.42
2026-01-09T03:52:00Z,51.00,49.00
2026-01-09T03:53:00Z,51.00,49.00
2026-01-09T03:54:00Z,51.79,49.24
2026-01-09T03:55:00Z,50.99,51.00
2026-01-09T03:56:00Z,51.00,52.00
2026-01-09T03:57:00Z,48.58,49.08
2026-01-09T03:58:00Z,51.00,49.49
2026-01-09T03:59:00Z,51.00,51.00
2026-01-09T04:00:00Z,48.00,51.00
2026-01-09T04:01:00Z,49.71,52.64
2026-01-09T04:02:00Z,46.30,53.64
2026-01-09T04:03:00Z,46.30,51.28
2026-01-09T04:04:00Z,49.98,51.05
2026-01-09T04:05:00Z,47.25,51.70
2026-01-09T04:06:00Z,47.22,53.06
2026-01-09T04:07:00Z,45.23,51.34
2026-01-09T04:08:00Z,48.63,51.49
2026-01-09T04:09:00Z,49.48,51.28
2026-01-09T04:10:00Z,49.48,53.56
2026-01-09T04:11:00Z,47.09,56.28
2026-01-09T04:12:00Z,48.00,55.05
2026-01-09T04:14:00Z,49.43,52.99
2026-01-09T04:15:00Z,50.83,50.22
2026-01-09T04:16:00Z,46.88,51.08
2026-01-09T04:17:00Z,47.02,55.30
2026-01-09T04:18:00Z,48.27,53.08
2026-01-09T04:19:00Z,49.20,51.00
2026-01-09T04:20:00Z,48.42,53.48
2026-01-09T04:21:00Z,48.00,52.00
2026-01-09T04:22:00Z,47.00,54.79
2026-01-09T04:23:00Z,60.76,44.06
2026-01-09T04:24:00Z,85.50,13.24
2026-01-09T04:25:00Z,92.71,8.07
2026-01-09T04:26:00Z,90.23,8.32
2026-01-09T04:27:00Z,93.79,5.60
2026-01-09T04:28:00Z,94.25,6.00
2026-01-09T04:29:00Z,93.02,6.37
2026-01-09T04:30:00Z,95.20,4.77
2026-01-09T04:31:00Z,96.06,3.64
2026-01-09T04:32:00Z,96.70,2.82
2026-01-09T04:33:00Z,96.90,3.88
2026-01-09T04:34:00Z,96.98,4.06
2026-01-09T04:35:00Z,98.32,2.50
2026-01-09T04:36:00Z,99.00,1.10
2026-01-09T04:37:00Z,99.00,1.00
2026-01-09T04:38:00Z,99.00,1.00
2026-01-09T04:39:00Z,99.00,1.00
2026-01-09T04:41:00Z,99.00,1.00
