# event_ticker=KXATPMATCH-25OCT03MUNCOB
# final_score=7-5 6-1
# score_resolution=5-7 1-6
# match_winner=Jaume Munar
# fav_player=Flavio Cobolli
# dog_player=Jaume Munar
# kalshi_date=2025-10-03
timestamp,Flavio Cobolli,Jaume Munar
2025-10-02T23:08:00Z,,48.00
2025-10-02T23:12:00Z,53.00,48.00
2025-10-02T23:30:00Z,53.00,48.00
2025-10-02T23:38:00Z,53.00,48.00
2025-10-02T23:43:00Z,53.00,48.00
2025-10-03T01:02:00Z,54.00,48.00
2025-10-03T01:18:00Z,54.00,47.00
2025-10-03T01:33:00Z,54.00,47.00
2025-10-03T01:38:00Z,54.04,47.00
2025-10-03T02:17:00Z,54.00,47.00
2025-10-03T02:48:00Z,55.00,47.00
2025-10-03T03:11:00Z,55.00,47.00
2025-10-03T03:13:00Z,55.00,47.00
2025-10-03T03:24:00Z,55.00,45.00
2025-10-03T03:26:00Z,55.00,45.00
2025-10-03T03:30:00Z,55.00,45.00
2025-10-03T03:43:00Z,55.00,45.00
2025-10-03T03:44:00Z,55.00,45.00
2025-10-03T03:47:00Z,55.00,46.00
2025-10-03T03:48:00Z,54.00,46.00
2025-10-03T03:49:00Z,54.00,46.00
2025-10-03T03:58:00Z,54.00,46.00
2025-10-03T03:59:00Z,54.45,46.00
2025-10-03T04:00:00Z,54.91,46.00
2025-10-03T04:05:00Z,55.00,46.00
2025-10-03T04:17:00Z,55.00,46.24
2025-10-03T04:19:00Z,54.00,46.24
2025-10-03T04:21:00Z,54.99,46.24
2025-10-03T04:27:00Z,54.99,46.00
2025-10-03T04:29:00Z,54.99,46.00
2025-10-03T04:31:00Z,55.00,46.00
2025-10-03T04:36:00Z,55.00,46.00
2025-10-03T04:38:00Z,55.00,45.00
2025-10-03T04:39:00Z,55.00,45.00
2025-10-03T04:42:00Z,55.00,46.00
2025-10-03T04:44:00Z,55.00,46.00
2025-10-03T04:52:00Z,55.00,46.00
2025-10-03T04:56:00Z,55.00,46.00
2025-10-03T04:59:00Z,54.00,46.00
2025-10-03T05:00:00Z,55.00,46.00
2025-10-03T05:07:00Z,55.00,46.00
2025-10-03T05:10:00Z,55.00,46.00
2025-10-03T05:14:00Z,55.00,46.00
2025-10-03T05:17:00Z,55.00,46.00
2025-10-03T05:20:00Z,55.00,46.00
2025-10-03T05:27:00Z,55.00,46.00
2025-10-03T05:31:00Z,55.00,46.00
2025-10-03T05:32:00Z,55.00,46.00
2025-10-03T05:37:00Z,55.00,46.00
2025-10-03T05:43:00Z,55.00,45.00
2025-10-03T05:44:00Z,55.00,45.00
2025-10-03T05:51:00Z,56.00,45.00
2025-10-03T05:55:00Z,56.00,45.00
2025-10-03T05:58:00Z,56.20,45.00
2025-10-03T06:09:00Z,56.99,45.00
2025-10-03T06:18:00Z,56.99,44.00
2025-10-03T06:23:00Z,57.00,44.94
2025-10-03T06:34:00Z,57.00,45.00
2025-10-03T06:36:00Z,57.00,45.00
2025-10-03T06:43:00Z,57.00,45.00
2025-10-03T06:49:00Z,57.00,45.00
2025-10-03T06:50:00Z,57.00,45.00
2025-10-03T06:58:00Z,57.00,45.00
2025-10-03T06:59:00Z,57.00,45.00
2025-10-03T07:28:00Z,57.00,45.00
2025-10-03T07:31:00Z,57.00,45.00
2025-10-03T07:38:00Z,57.00,45.00
2025-10-03T07:51:00Z,56.00,45.00
2025-10-03T07:53:00Z,56.00,45.00
2025-10-03T08:06:00Z,55.00,45.00
2025-10-03T08:08:00Z,55.00,45.00
2025-10-03T08:10:00Z,55.00,45.00
2025-10-03T08:11:00Z,55.00,45.00
2025-10-03T08:22:00Z,55.00,46.00
2025-10-03T08:27:00Z,55.00,46.00
2025-10-03T08:37:00Z,55.00,46.00
2025-10-03T08:39:00Z,55.00,46.00
2025-10-03T08:43:00Z,55.00,46.00
2025-10-03T08:49:00Z,55.00,46.00
2025-10-03T08:56:00Z,54.00,46.00
2025-10-03T08:58:00Z,55.00,46.00
2025-10-03T09:01:00Z,55.00,46.00
2025-10-03T09:12:00Z,55.00,46.00
2025-10-03T09:13:00Z,55.00,46.00
2025-10-03T09:15:00Z,55.00,46.00
2025-10-03T09:16:00Z,55.96,46.00
2025-10-03T09:20:00Z,55.96,45.00
2025-10-03T09:22:00Z,56.00,45.00
2025-10-03T09:45:00Z,56.00,45.00
2025-10-03T09:48:00Z,56.00,45.00
2025-10-03T09:53:00Z,56.00,45.00
2025-10-03T09:55:00Z,56.00,45.00
2025-10-03T09:59:00Z,56.00,45.00
2025-10-03T10:00:00Z,56.00,45.00
2025-10-03T10:01:00Z,56.00,45.00
2025-10-03T10:03:00Z,56.00,45.00
