# event_ticker=KXATPMATCH-26APR04DARTRU
# final_score=6-4 7-6(2)
# score_resolution=6-4 7-6
# match_winner=Marco Trungelliti
# fav_player=Marco Trungelliti
# dog_player=Luciano Darderi
# kalshi_date=2026-04-04
timestamp,Marco Trungelliti,Luciano Darderi
2026-04-04T00:17:00Z,,81.00
2026-04-04T00:37:00Z,,81.00
2026-04-04T00:49:00Z,,81.00
2026-04-04T01:07:00Z,,81.00
2026-04-04T01:09:00Z,,81.00
2026-04-04T01:13:00Z,,81.00
2026-04-04T01:49:00Z,,80.00
2026-04-04T02:00:00Z,,81.00
2026-04-04T02:24:00Z,,81.00
2026-04-04T02:39:00Z,,81.00
2026-04-04T02:47:00Z,21.00,81.00
2026-04-04T02:50:00Z,21.00,81.00
2026-04-04T02:52:00Z,21.00,81.00
2026-04-04T02:54:00Z,21.00,81.00
2026-04-04T03:00:00Z,21.00,81.00
2026-04-04T03:01:00Z,21.00,81.00
2026-04-04T03:08:00Z,21.00,81.00
2026-04-04T03:09:00Z,21.00,79.71
2026-04-04T03:17:00Z,21.00,81.00
2026-04-04T03:32:00Z,21.00,81.00
2026-04-04T03:36:00Z,20.00,81.00
2026-04-04T03:40:00Z,20.00,81.00
2026-04-04T03:52:00Z,21.00,81.00
2026-04-04T04:10:00Z,21.00,81.00
2026-04-04T04:20:00Z,21.00,81.00
2026-04-04T04:21:00Z,21.00,81.00
2026-04-04T04:29:00Z,20.00,81.00
2026-04-04T04:30:00Z,20.00,80.00
2026-04-04T04:32:00Z,20.00,80.00
2026-04-04T04:39:00Z,20.00,80.00
2026-04-04T04:50:00Z,21.00,80.00
2026-04-04T04:51:00Z,21.00,80.00
2026-04-04T05:01:00Z,21.00,80.00
2026-04-04T05:03:00Z,21.00,80.00
2026-04-04T05:04:00Z,21.00,80.88
2026-04-04T05:07:00Z,21.00,81.00
2026-04-04T05:08:00Z,21.00,81.00
2026-04-04T05:12:00Z,21.00,81.00
2026-04-04T05:16:00Z,21.00,81.00
2026-04-04T05:20:00Z,21.00,81.00
2026-04-04T05:21:00Z,21.00,81.00
2026-04-04T05:22:00Z,21.00,80.00
2026-04-04T05:26:00Z,19.05,80.00
2026-04-04T05:33:00Z,19.05,81.00
2026-04-04T05:41:00Z,19.05,81.00
2026-04-04T05:47:00Z,20.00,81.00
2026-04-04T05:52:00Z,20.00,81.00
2026-04-04T05:53:00Z,20.00,81.00
2026-04-04T05:56:00Z,20.00,81.00
2026-04-04T05:58:00Z,20.00,81.00
2026-04-04T06:05:00Z,20.00,81.00
2026-04-04T06:07:00Z,20.00,81.00
2026-04-04T06:15:00Z,20.00,81.00
2026-04-04T06:22:00Z,20.00,81.00
2026-04-04T06:25:00Z,20.00,81.00
2026-04-04T06:31:00Z,21.00,81.00
2026-04-04T06:33:00Z,21.00,81.00
2026-04-04T06:34:00Z,21.00,81.78
2026-04-04T06:36:00Z,21.00,82.00
2026-04-04T06:37:00Z,21.00,82.00
2026-04-04T06:42:00Z,21.00,82.00
2026-04-04T06:50:00Z,21.00,82.00
2026-04-04T06:51:00Z,21.00,82.00
2026-04-04T07:07:00Z,21.00,82.00
2026-04-04T07:08:00Z,21.00,82.00
2026-04-04T07:13:00Z,21.00,82.00
2026-04-04T07:16:00Z,19.69,82.00
2026-04-04T07:21:00Z,18.00,82.00
2026-04-04T07:30:00Z,18.00,82.00
2026-04-04T07:31:00Z,18.00,82.00
2026-04-04T07:36:00Z,18.00,82.00
2026-04-04T07:37:00Z,20.00,82.00
2026-04-04T07:46:00Z,20.00,82.00
2026-04-04T08:05:00Z,20.00,82.00
2026-04-04T08:19:00Z,20.00,82.00
2026-04-04T08:34:00Z,20.00,82.00
2026-04-04T08:36:00Z,20.00,82.00
2026-04-04T08:40:00Z,20.00,82.00
2026-04-04T08:52:00Z,20.00,82.00
2026-04-04T08:54:00Z,20.00,82.00
2026-04-04T08:59:00Z,18.00,82.00
2026-04-04T09:01:00Z,18.00,82.00
2026-04-04T09:09:00Z,18.00,82.00
2026-04-04T09:10:00Z,18.00,82.00
2026-04-04T09:20:00Z,18.00,82.00
2026-04-04T09:23:00Z,19.00,82.00
2026-04-04T09:38:00Z,19.00,82.00
2026-04-04T09:46:00Z,18.08,82.00
2026-04-04T10:00:00Z,18.08,82.00
2026-04-04T10:05:00Z,18.08,82.00
2026-04-04T10:21:00Z,18.08,82.00
2026-04-04T10:24:00Z,18.08,82.00
2026-04-04T10:32:00Z,19.00,82.00
2026-04-04T10:34:00Z,17.00,82.00
2026-04-04T10:37:00Z,19.00,82.00
2026-04-04T10:51:00Z,19.00,82.00
2026-04-04T10:52:00Z,19.00,82.00
2026-04-04T11:02:00Z,19.00,82.00
2026-04-04T11:06:00Z,19.00,82.00
2026-04-04T11:08:00Z,19.00,82.00
2026-04-04T11:10:00Z,19.00,82.00
2026-04-04T11:15:00Z,19.00,82.00
2026-04-04T11:19:00Z,19.00,82.00
2026-04-04T11:23:00Z,19.00,82.00
2026-04-04T11:24:00Z,19.00,81.20
2026-04-04T11:26:00Z,19.00,81.20
2026-04-04T11:30:00Z,19.00,82.00
2026-04-04T11:36:00Z,19.00,82.00
2026-04-04T11:39:00Z,18.00,82.00
2026-04-04T11:47:00Z,18.00,81.00
2026-04-04T11:49:00Z,18.00,81.00
2026-04-04T11:50:00Z,18.00,81.00
2026-04-04T11:51:00Z,18.00,82.00
2026-04-04T11:52:00Z,18.00,82.00
2026-04-04T11:53:00Z,18.00,82.00
2026-04-04T11:54:00Z,18.00,82.00
2026-04-04T11:55:00Z,18.00,82.00
2026-04-04T11:56:00Z,18.00,82.00
2026-04-04T11:57:00Z,18.00,82.00
2026-04-04T11:58:00Z,18.00,82.00
2026-04-04T12:01:00Z,18.00,83.00
2026-04-04T12:02:00Z,18.00,83.00
2026-04-04T12:04:00Z,18.00,83.00
2026-04-04T12:07:00Z,18.00,83.00
2026-04-04T12:08:00Z,18.00,81.00
2026-04-04T12:09:00Z,18.50,81.00
2026-04-04T12:10:00Z,18.00,82.00
2026-04-04T12:11:00Z,19.97,82.00
2026-04-04T12:12:00Z,19.24,83.00
2026-04-04T12:14:00Z,14.71,88.67
2026-04-04T12:15:00Z,10.00,90.99
2026-04-04T12:16:00Z,11.00,88.24
2026-04-04T12:17:00Z,15.54,84.57
2026-04-04T12:18:00Z,19.80,82.00
2026-04-04T12:19:00Z,18.09,84.27
2026-04-04T12:20:00Z,14.33,85.00
2026-04-04T12:21:00Z,15.18,85.39
2026-04-04T12:22:00Z,20.70,81.00
2026-04-04T12:23:00Z,23.90,79.79
2026-04-04T12:24:00Z,24.00,79.79
2026-04-04T12:25:00Z,22.03,79.79
2026-04-04T12:26:00Z,22.13,81.00
2026-04-04T12:27:00Z,20.98,80.00
2026-04-04T12:28:00Z,23.86,78.00
2026-04-04T12:29:00Z,25.60,76.95
2026-04-04T12:30:00Z,27.42,74.95
2026-04-04T12:31:00Z,29.12,73.92
2026-04-04T12:32:00Z,27.73,71.31
2026-04-04T12:33:00Z,28.29,73.24
2026-04-04T12:34:00Z,28.38,74.91
2026-04-04T12:35:00Z,28.88,71.03
2026-04-04T12:36:00Z,39.72,64.85
2026-04-04T12:37:00Z,44.03,56.61
2026-04-04T12:38:00Z,44.86,58.63
