# event_ticker=KXATPMATCH-26APR04DARTRU
# final_score=6-4 7-6(2)
# score_resolution=6-4 7-6
# match_winner=Marco Trungelliti
# fav_player=Marco Trungelliti
# dog_player=Luciano Darderi
# kalshi_date=2026-04-04
timestamp,Marco Trungelliti,Luciano Darderi
2026-04-04T12:39:00Z,44.74,55.47
2026-04-04T12:40:00Z,43.70,59.31
2026-04-04T12:41:00Z,45.35,57.00
2026-04-04T12:42:00Z,42.70,59.96
2026-04-04T12:43:00Z,40.44,61.28
2026-04-04T12:44:00Z,27.76,72.04
2026-04-04T12:45:00Z,27.28,73.00
2026-04-04T12:46:00Z,25.85,77.76
2026-04-04T12:47:00Z,27.08,72.48
2026-04-04T12:48:00Z,27.67,70.00
2026-04-04T12:49:00Z,30.15,70.76
2026-04-04T12:50:00Z,25.11,74.99
2026-04-04T12:51:00Z,30.58,72.64
2026-04-04T12:52:00Z,28.95,74.30
2026-04-04T12:53:00Z,28.83,73.13
2026-04-04T12:54:00Z,31.00,69.40
2026-04-04T12:55:00Z,29.90,70.78
2026-04-04T12:56:00Z,33.34,64.02
2026-04-04T12:57:00Z,41.88,53.06
2026-04-04T12:58:00Z,53.34,46.72
2026-04-04T12:59:00Z,54.59,47.95
2026-04-04T13:00:00Z,53.88,48.00
2026-04-04T13:01:00Z,52.73,48.06
2026-04-04T13:02:00Z,48.09,51.78
2026-04-04T13:03:00Z,47.68,56.32
2026-04-04T13:04:00Z,48.19,52.16
2026-04-04T13:05:00Z,47.95,52.41
2026-04-04T13:06:00Z,49.23,54.23
2026-04-04T13:07:00Z,47.62,53.33
2026-04-04T13:08:00Z,47.52,52.55
2026-04-04T13:09:00Z,47.26,53.10
2026-04-04T13:10:00Z,46.55,54.41
2026-04-04T13:11:00Z,50.29,49.80
2026-04-04T13:12:00Z,49.58,52.30
2026-04-04T13:13:00Z,44.32,56.70
2026-04-04T13:14:00Z,42.92,58.50
2026-04-04T13:15:00Z,41.88,59.52
2026-04-04T13:16:00Z,48.23,53.90
2026-04-04T13:17:00Z,49.95,49.06
2026-04-04T13:18:00Z,51.24,50.10
2026-04-04T13:19:00Z,52.12,50.29
2026-04-04T13:20:00Z,53.64,47.74
2026-04-04T13:21:00Z,65.07,36.20
2026-04-04T13:22:00Z,74.65,28.72
2026-04-04T13:23:00Z,73.63,25.81
2026-04-04T13:24:00Z,73.39,29.51
2026-04-04T13:25:00Z,78.03,23.89
2026-04-04T13:26:00Z,71.97,25.34
2026-04-04T13:27:00Z,63.15,42.26
2026-04-04T13:28:00Z,56.47,44.93
2026-04-04T13:29:00Z,54.26,48.54
2026-04-04T13:30:00Z,50.22,50.03
2026-04-04T13:31:00Z,54.78,49.71
2026-04-04T13:32:00Z,63.65,39.80
2026-04-04T13:33:00Z,62.23,41.66
2026-04-04T13:34:00Z,56.71,45.25
2026-04-04T13:35:00Z,58.31,39.53
2026-04-04T13:36:00Z,60.64,34.35
2026-04-04T13:37:00Z,54.45,45.76
2026-04-04T13:38:00Z,50.90,49.67
2026-04-04T13:39:00Z,57.15,48.07
2026-04-04T13:40:00Z,57.77,48.09
2026-04-04T13:41:00Z,57.85,45.21
2026-04-04T13:42:00Z,57.47,46.46
2026-04-04T13:43:00Z,59.87,41.27
2026-04-04T13:44:00Z,59.61,41.20
2026-04-04T13:45:00Z,58.06,42.63
2026-04-04T13:46:00Z,54.05,48.42
2026-04-04T13:47:00Z,50.41,51.10
2026-04-04T13:48:00Z,50.05,51.65
2026-04-04T13:49:00Z,57.21,43.93
2026-04-04T13:50:00Z,61.95,39.43
2026-04-04T13:51:00Z,62.69,38.90
2026-04-04T13:52:00Z,63.01,39.72
2026-04-04T13:53:00Z,62.63,41.48
2026-04-04T13:54:00Z,53.59,48.28
2026-04-04T13:55:00Z,55.50,46.19
2026-04-04T13:56:00Z,54.74,46.76
2026-04-04T13:57:00Z,51.69,51.96
2026-04-04T13:58:00Z,48.22,52.71
2026-04-04T13:59:00Z,50.42,47.01
2026-04-04T14:00:00Z,50.29,50.52
2026-04-04T14:01:00Z,56.36,45.76
2026-04-04T14:02:00Z,51.90,48.77
2026-04-04T14:03:00Z,43.10,56.89
2026-04-04T14:04:00Z,49.89,50.32
2026-04-04T14:05:00Z,57.12,40.85
2026-04-04T14:06:00Z,60.05,39.33
2026-04-04T14:07:00Z,60.44,40.76
2026-04-04T14:08:00Z,52.59,49.02
2026-04-04T14:09:00Z,50.00,49.09
2026-04-04T14:10:00Z,58.88,42.76
2026-04-04T14:11:00Z,58.22,39.61
2026-04-04T14:12:00Z,57.34,41.73
2026-04-04T14:13:00Z,51.26,48.77
2026-04-04T14:14:00Z,45.26,54.44
2026-04-04T14:15:00Z,61.27,41.43
2026-04-04T14:16:00Z,79.41,19.00
2026-04-04T14:17:00Z,84.28,16.34
2026-04-04T14:18:00Z,84.19,20.69
2026-04-04T14:19:00Z,93.46,6.86
2026-04-04T14:20:00Z,98.69,1.35
2026-04-04T14:21:00Z,99.00,1.00
2026-04-04T14:22:00Z,99.00,1.00
2026-04-04T14:23:00Z,99.00,1.00
