# event_ticker=KXATPMATCH-26MAY06SHANAV
# final_score=6-4 6-2
# match_winner=Mariano Navone
# fav_player=Mariano Navone
# dog_player=Denis Shapovalov
# kalshi_date=2026-05-06
timestamp,Denis Shapovalov,Mariano Navone
2026-05-07T06:26:00Z,,66.00
2026-05-07T06:28:00Z,36.00,66.00
2026-05-07T06:35:00Z,36.00,66.00
2026-05-07T06:41:00Z,36.00,66.00
2026-05-07T06:45:00Z,36.00,66.00
2026-05-07T06:47:00Z,36.00,66.00
2026-05-07T06:48:00Z,36.00,66.00
2026-05-07T06:53:00Z,36.00,66.00
2026-05-07T06:58:00Z,36.00,66.00
2026-05-07T09:04:00Z,36.00,66.00
2026-05-07T09:43:00Z,36.00,66.00
2026-05-07T09:52:00Z,36.00,66.00
2026-05-07T10:01:00Z,36.00,66.00
2026-05-07T10:05:00Z,36.00,66.00
2026-05-07T10:18:00Z,36.00,66.00
2026-05-07T10:22:00Z,36.00,66.00
2026-05-07T10:26:00Z,36.00,66.00
2026-05-07T10:29:00Z,36.00,66.00
2026-05-07T10:40:00Z,36.00,66.00
2026-05-07T10:45:00Z,36.00,66.00
2026-05-07T10:46:00Z,36.00,66.00
2026-05-07T10:59:00Z,36.00,66.00
2026-05-07T11:13:00Z,36.00,66.00
2026-05-07T11:15:00Z,36.00,66.00
2026-05-07T11:21:00Z,36.00,66.00
2026-05-07T11:30:00Z,36.00,66.00
2026-05-07T11:41:00Z,36.00,66.00
2026-05-07T12:08:00Z,36.00,66.00
2026-05-07T12:15:00Z,36.00,66.00
2026-05-07T12:17:00Z,36.00,66.00
2026-05-07T12:20:00Z,36.00,66.00
2026-05-07T12:32:00Z,36.00,66.00
2026-05-07T12:34:00Z,35.00,66.00
2026-05-07T13:02:00Z,36.00,66.00
2026-05-07T13:05:00Z,36.00,66.00
2026-05-07T13:08:00Z,36.00,66.00
2026-05-07T13:34:00Z,36.00,66.00
2026-05-07T13:38:00Z,36.00,66.00
2026-05-07T13:39:00Z,36.00,66.00
2026-05-07T13:43:00Z,35.00,66.00
2026-05-07T13:44:00Z,35.00,67.00
2026-05-07T13:49:00Z,35.00,67.00
2026-05-07T13:50:00Z,35.00,67.00
2026-05-07T13:51:00Z,35.00,67.00
2026-05-07T13:53:00Z,35.00,67.00
2026-05-07T13:55:00Z,34.00,67.00
2026-05-07T14:07:00Z,34.00,67.00
2026-05-07T14:09:00Z,34.00,67.00
2026-05-07T14:16:00Z,34.00,67.00
2026-05-07T14:17:00Z,34.00,67.00
2026-05-07T14:19:00Z,34.00,67.00
2026-05-07T14:20:00Z,34.00,67.00
2026-05-07T14:21:00Z,34.00,66.91
2026-05-07T14:25:00Z,34.00,67.00
2026-05-07T14:29:00Z,34.00,67.00
2026-05-07T14:31:00Z,34.00,67.00
2026-05-07T14:37:00Z,34.00,67.00
2026-05-07T14:38:00Z,34.00,67.00
2026-05-07T14:39:00Z,34.00,67.00
2026-05-07T14:40:00Z,34.00,67.00
2026-05-07T14:41:00Z,34.00,67.00
2026-05-07T14:49:00Z,34.00,67.00
2026-05-07T14:52:00Z,34.00,67.00
2026-05-07T14:54:00Z,34.00,66.00
2026-05-07T14:56:00Z,34.00,67.00
2026-05-07T15:00:00Z,34.00,67.00
2026-05-07T15:01:00Z,34.00,67.00
2026-05-07T15:02:00Z,34.00,67.00
2026-05-07T15:07:00Z,34.00,67.00
2026-05-07T15:08:00Z,34.00,67.00
2026-05-07T15:09:00Z,33.00,67.00
2026-05-07T15:17:00Z,34.00,67.00
2026-05-07T15:18:00Z,34.00,67.00
2026-05-07T15:19:00Z,34.00,67.00
2026-05-07T15:21:00Z,34.00,67.00
2026-05-07T15:24:00Z,34.00,67.00
2026-05-07T15:26:00Z,34.00,67.00
2026-05-07T15:30:00Z,34.00,67.00
2026-05-07T15:31:00Z,34.00,67.00
2026-05-07T15:40:00Z,34.00,67.00
2026-05-07T15:50:00Z,34.00,67.00
2026-05-07T15:52:00Z,34.00,67.00
2026-05-07T15:54:00Z,34.00,67.00
2026-05-07T15:55:00Z,34.00,67.00
2026-05-07T15:57:00Z,34.00,67.00
2026-05-07T15:58:00Z,34.00,67.00
2026-05-07T15:59:00Z,34.00,67.00
2026-05-07T16:05:00Z,34.00,67.00
2026-05-07T16:06:00Z,35.00,65.01
2026-05-07T16:07:00Z,35.00,65.00
2026-05-07T16:08:00Z,35.00,66.00
2026-05-07T16:09:00Z,35.00,65.00
2026-05-07T16:13:00Z,35.00,65.00
2026-05-07T16:15:00Z,35.00,66.00
2026-05-07T16:18:00Z,35.00,66.00
2026-05-07T16:19:00Z,35.00,66.00
2026-05-07T16:21:00Z,35.00,66.00
2026-05-07T16:24:00Z,35.00,66.00
2026-05-07T16:25:00Z,35.00,65.00
