# event_ticker=KXATPCHALLENGERMATCH-26APR28KUKWON
# final_score=6-3 6-3
# match_winner=Coleman Wong
# fav_player=Coleman Wong
# dog_player=Mikhail Kukushkin
# kalshi_date=2026-04-28
timestamp,Mikhail Kukushkin,Coleman Wong
2026-04-28T23:07:00Z,,62.00
2026-04-28T23:32:00Z,,64.00
2026-04-28T23:38:00Z,,64.00
2026-04-29T00:22:00Z,,64.45
2026-04-29T00:39:00Z,,65.00
2026-04-29T01:18:00Z,39.00,65.00
2026-04-29T01:30:00Z,39.00,65.00
2026-04-29T01:38:00Z,39.00,65.00
2026-04-29T01:48:00Z,35.00,67.00
2026-04-29T01:49:00Z,35.00,67.00
2026-04-29T02:01:00Z,35.00,67.00
2026-04-29T02:12:00Z,33.00,67.00
2026-04-29T02:13:00Z,33.00,67.00
2026-04-29T02:20:00Z,33.00,65.00
2026-04-29T02:41:00Z,33.00,65.65
2026-04-29T02:43:00Z,33.00,68.00
2026-04-29T02:45:00Z,33.00,67.08
2026-04-29T02:51:00Z,33.00,68.00
2026-04-29T02:54:00Z,33.00,68.00
2026-04-29T03:00:00Z,33.00,68.00
2026-04-29T03:08:00Z,33.00,68.00
2026-04-29T03:12:00Z,33.00,65.29
2026-04-29T03:13:00Z,33.00,64.00
2026-04-29T03:19:00Z,33.00,68.00
2026-04-29T03:31:00Z,35.00,68.00
2026-04-29T03:37:00Z,35.00,67.00
2026-04-29T03:41:00Z,35.00,67.52
2026-04-29T03:42:00Z,35.00,67.00
2026-04-29T03:49:00Z,35.00,68.00
2026-04-29T03:51:00Z,35.34,68.00
2026-04-29T03:55:00Z,35.34,67.00
2026-04-29T04:33:00Z,35.34,67.00
2026-04-29T04:34:00Z,36.00,67.00
2026-04-29T04:35:00Z,36.00,67.00
2026-04-29T04:45:00Z,36.00,66.00
2026-04-29T04:49:00Z,36.00,66.00
2026-04-29T04:56:00Z,36.00,66.00
2026-04-29T04:58:00Z,36.00,66.00
2026-04-29T05:07:00Z,36.00,66.00
2026-04-29T05:10:00Z,36.00,66.00
2026-04-29T05:11:00Z,36.00,66.00
2026-04-29T05:13:00Z,36.00,66.95
2026-04-29T05:22:00Z,35.66,66.95
2026-04-29T05:26:00Z,36.00,66.95
2026-04-29T05:30:00Z,36.00,66.95
2026-04-29T05:32:00Z,36.00,66.95
2026-04-29T05:33:00Z,36.00,66.95
2026-04-29T05:34:00Z,36.00,65.27
2026-04-29T05:35:00Z,36.85,65.27
2026-04-29T05:36:00Z,37.00,65.27
2026-04-29T05:37:00Z,37.00,65.27
2026-04-29T05:38:00Z,37.00,66.00
2026-04-29T05:39:00Z,37.00,66.00
2026-04-29T05:40:00Z,37.00,66.00
2026-04-29T05:44:00Z,37.00,65.00
2026-04-29T05:46:00Z,36.00,65.00
2026-04-29T06:05:00Z,37.00,65.00
2026-04-29T06:13:00Z,37.00,65.00
2026-04-29T06:21:00Z,37.00,65.00
2026-04-29T06:42:00Z,37.00,65.00
2026-04-29T06:51:00Z,37.00,65.80
2026-04-29T07:05:00Z,37.00,65.80
2026-04-29T07:07:00Z,37.00,65.80
2026-04-29T07:13:00Z,37.00,65.80
2026-04-29T07:24:00Z,37.00,65.80
2026-04-29T07:27:00Z,37.00,65.99
2026-04-29T07:32:00Z,37.00,65.98
2026-04-29T07:38:00Z,37.00,65.98
2026-04-29T07:56:00Z,37.00,66.00
2026-04-29T07:57:00Z,37.00,66.00
2026-04-29T08:32:00Z,37.00,64.00
2026-04-29T09:02:00Z,37.00,64.00
2026-04-29T09:04:00Z,37.00,66.00
2026-04-29T09:05:00Z,37.00,66.00
2026-04-29T09:11:00Z,37.00,66.00
2026-04-29T09:19:00Z,37.00,65.98
2026-04-29T09:29:00Z,37.00,65.98
2026-04-29T09:44:00Z,37.00,65.98
2026-04-29T10:06:00Z,37.00,66.00
2026-04-29T10:09:00Z,37.00,66.00
2026-04-29T10:12:00Z,37.00,66.00
2026-04-29T10:15:00Z,37.00,66.00
2026-04-29T10:21:00Z,34.00,66.00
2026-04-29T10:22:00Z,34.00,66.00
2026-04-29T10:24:00Z,34.00,65.00
2026-04-29T10:33:00Z,34.00,66.00
2026-04-29T10:36:00Z,34.00,66.00
2026-04-29T10:43:00Z,34.00,66.00
2026-04-29T10:44:00Z,34.00,66.00
2026-04-29T10:51:00Z,34.00,66.00
2026-04-29T10:52:00Z,34.00,66.69
2026-04-29T10:53:00Z,36.00,66.69
2026-04-29T10:54:00Z,35.00,66.69
2026-04-29T10:56:00Z,35.00,70.08
2026-04-29T10:57:00Z,30.59,71.00
2026-04-29T10:58:00Z,29.00,70.11
2026-04-29T10:59:00Z,32.10,69.65
2026-04-29T11:00:00Z,32.00,70.00
2026-04-29T11:01:00Z,32.00,72.48
2026-04-29T11:02:00Z,24.50,75.81
2026-04-29T11:03:00Z,24.50,76.43
2026-04-29T11:04:00Z,24.50,80.34
2026-04-29T11:05:00Z,24.50,83.31
2026-04-29T11:06:00Z,19.05,83.00
2026-04-29T11:07:00Z,19.00,83.66
2026-04-29T11:08:00Z,19.00,84.00
2026-04-29T11:09:00Z,19.00,83.00
2026-04-29T11:10:00Z,20.00,82.00
2026-04-29T11:11:00Z,21.00,81.00
2026-04-29T11:12:00Z,20.00,81.00
2026-04-29T11:14:00Z,20.00,82.00
2026-04-29T11:17:00Z,20.00,83.42
2026-04-29T11:18:00Z,19.72,83.42
2026-04-29T11:19:00Z,19.72,81.00
2026-04-29T11:20:00Z,19.72,79.47
2026-04-29T11:21:00Z,19.72,83.81
2026-04-29T11:22:00Z,19.72,84.00
2026-04-29T11:23:00Z,19.72,84.00
2026-04-29T11:25:00Z,21.00,84.00
2026-04-29T11:26:00Z,21.00,84.00
2026-04-29T11:28:00Z,21.00,81.00
2026-04-29T11:29:00Z,19.00,81.00
2026-04-29T11:30:00Z,19.00,83.07
2026-04-29T11:31:00Z,14.62,87.97
2026-04-29T11:32:00Z,11.66,89.92
2026-04-29T11:33:00Z,15.13,84.66
2026-04-29T11:34:00Z,12.00,86.72
2026-04-29T11:35:00Z,7.89,91.95
2026-04-29T11:36:00Z,9.98,93.01
2026-04-29T11:37:00Z,9.98,94.65
2026-04-29T11:38:00Z,6.31,95.28
2026-04-29T11:39:00Z,6.31,95.26
2026-04-29T11:40:00Z,5.03,95.00
2026-04-29T11:41:00Z,5.00,95.00
2026-04-29T11:42:00Z,5.00,95.00
2026-04-29T11:43:00Z,5.00,95.00
2026-04-29T11:44:00Z,4.33,96.00
2026-04-29T11:45:00Z,4.00,96.00
2026-04-29T11:46:00Z,6.00,96.00
2026-04-29T11:47:00Z,4.00,96.00
2026-04-29T11:48:00Z,3.00,97.00
2026-04-29T11:49:00Z,2.00,98.00
2026-04-29T11:50:00Z,1.00,99.00
2026-04-29T11:51:00Z,3.00,98.00
2026-04-29T11:52:00Z,3.43,98.00
2026-04-29T11:53:00Z,4.00,96.00
2026-04-29T11:54:00Z,4.00,96.00
2026-04-29T11:55:00Z,3.00,97.00
2026-04-29T11:56:00Z,4.00,97.00
2026-04-29T11:57:00Z,4.00,98.00
2026-04-29T11:58:00Z,1.00,99.00
2026-04-29T11:59:00Z,1.00,99.00
2026-04-29T12:00:00Z,1.00,99.00
2026-04-29T12:01:00Z,1.00,99.00
2026-04-29T12:02:00Z,1.00,99.00
2026-04-29T12:03:00Z,1.60,98.12
2026-04-29T12:04:00Z,2.20,97.92
2026-04-29T12:05:00Z,2.19,97.91
2026-04-29T12:06:00Z,2.06,97.91
2026-04-29T12:07:00Z,1.00,97.91
2026-04-29T12:09:00Z,1.00,99.00
2026-04-29T12:12:00Z,1.00,99.00
