# event_ticker=KXATPCHALLENGERMATCH-26FEB11CARGOM
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Federico Agustin Gomez
# fav_player=Lorenzo Carboni
# dog_player=Federico Agustin Gomez
# kalshi_date=2026-02-11
timestamp,Lorenzo Carboni,Federico Agustin Gomez
2026-02-10T21:14:00Z,,67.00
2026-02-10T21:57:00Z,,67.00
2026-02-10T21:58:00Z,32.00,67.00
2026-02-10T22:15:00Z,32.00,67.00
2026-02-11T00:02:00Z,32.00,64.00
2026-02-11T00:14:00Z,32.00,64.00
2026-02-11T00:28:00Z,32.00,64.00
2026-02-11T00:37:00Z,32.00,64.00
2026-02-11T01:18:00Z,32.00,66.94
2026-02-11T01:19:00Z,32.00,68.00
2026-02-11T01:48:00Z,32.00,68.00
2026-02-11T02:08:00Z,32.00,68.00
2026-02-11T02:29:00Z,32.00,68.00
2026-02-11T02:52:00Z,32.00,68.00
2026-02-11T02:56:00Z,36.00,68.00
2026-02-11T03:02:00Z,36.00,67.00
2026-02-11T03:03:00Z,36.00,67.00
2026-02-11T03:12:00Z,36.00,67.15
2026-02-11T03:19:00Z,36.00,68.00
2026-02-11T03:20:00Z,36.00,68.00
2026-02-11T03:22:00Z,36.00,68.00
2026-02-11T03:28:00Z,36.00,68.00
2026-02-11T03:29:00Z,36.00,68.00
2026-02-11T03:31:00Z,36.00,68.00
2026-02-11T03:34:00Z,36.00,68.00
2026-02-11T03:35:00Z,36.00,68.00
2026-02-11T03:36:00Z,36.00,68.00
2026-02-11T03:54:00Z,36.00,68.00
2026-02-11T03:58:00Z,36.00,68.00
2026-02-11T03:59:00Z,36.00,68.00
2026-02-11T04:05:00Z,36.00,68.00
2026-02-11T04:06:00Z,36.00,68.00
2026-02-11T04:09:00Z,36.00,68.00
2026-02-11T04:10:00Z,34.00,68.00
2026-02-11T04:11:00Z,34.35,68.00
2026-02-11T04:19:00Z,34.35,68.00
2026-02-11T04:20:00Z,34.35,68.00
2026-02-11T04:21:00Z,34.35,68.00
2026-02-11T04:23:00Z,34.35,68.00
2026-02-11T04:25:00Z,34.35,68.00
2026-02-11T04:28:00Z,35.00,68.00
2026-02-11T04:30:00Z,35.00,68.00
2026-02-11T04:31:00Z,35.00,68.00
2026-02-11T04:32:00Z,35.00,69.00
2026-02-11T04:33:00Z,34.00,69.00
2026-02-11T04:34:00Z,34.00,68.00
2026-02-11T04:35:00Z,34.00,68.00
2026-02-11T04:42:00Z,34.00,68.00
2026-02-11T04:43:00Z,34.00,68.00
2026-02-11T04:44:00Z,34.00,68.00
2026-02-11T04:45:00Z,34.00,68.00
2026-02-11T04:46:00Z,34.00,68.00
2026-02-11T04:48:00Z,34.00,68.00
2026-02-11T04:49:00Z,34.00,68.00
2026-02-11T04:55:00Z,34.00,68.11
2026-02-11T04:56:00Z,34.00,68.04
2026-02-11T04:57:00Z,34.00,68.00
2026-02-11T04:58:00Z,34.00,68.81
2026-02-11T04:59:00Z,34.00,69.00
2026-02-11T05:00:00Z,34.00,69.00
2026-02-11T05:02:00Z,34.00,69.00
2026-02-11T05:06:00Z,34.00,69.00
2026-02-11T05:07:00Z,34.00,69.00
2026-02-11T05:08:00Z,34.00,69.00
2026-02-11T05:10:00Z,34.00,69.00
2026-02-11T05:11:00Z,32.04,69.00
2026-02-11T05:12:00Z,33.00,69.00
2026-02-11T05:13:00Z,33.00,69.00
2026-02-11T05:15:00Z,33.00,69.00
2026-02-11T05:17:00Z,33.00,69.00
2026-02-11T05:19:00Z,33.00,69.00
2026-02-11T05:24:00Z,33.00,69.00
2026-02-11T05:25:00Z,33.00,69.00
2026-02-11T05:27:00Z,33.00,69.00
2026-02-11T05:28:00Z,33.00,69.00
2026-02-11T05:29:00Z,33.00,69.00
2026-02-11T05:31:00Z,33.00,69.00
2026-02-11T05:33:00Z,33.00,69.00
2026-02-11T05:35:00Z,33.00,69.00
2026-02-11T05:38:00Z,33.00,69.00
2026-02-11T05:41:00Z,33.00,69.00
2026-02-11T05:43:00Z,33.00,69.00
2026-02-11T05:44:00Z,33.00,69.00
2026-02-11T05:45:00Z,33.00,69.00
2026-02-11T05:47:00Z,33.00,69.00
2026-02-11T05:49:00Z,33.00,69.00
2026-02-11T05:50:00Z,33.00,69.00
2026-02-11T05:51:00Z,33.00,69.00
2026-02-11T05:52:00Z,33.00,69.00
2026-02-11T05:53:00Z,33.00,69.00
2026-02-11T05:54:00Z,31.51,69.00
2026-02-11T05:55:00Z,31.51,69.00
2026-02-11T05:56:00Z,31.51,69.00
2026-02-11T05:57:00Z,31.51,69.00
2026-02-11T05:58:00Z,31.51,69.00
2026-02-11T05:59:00Z,31.51,69.00
2026-02-11T06:02:00Z,31.51,69.00
2026-02-11T06:03:00Z,32.00,69.00
2026-02-11T06:06:00Z,32.00,69.00
2026-02-11T06:07:00Z,32.00,67.16
2026-02-11T06:08:00Z,32.00,69.00
2026-02-11T06:09:00Z,31.08,69.00
2026-02-11T06:10:00Z,35.48,66.42
2026-02-11T06:12:00Z,35.00,67.00
2026-02-11T06:13:00Z,35.00,67.00
2026-02-11T06:14:00Z,35.00,67.00
2026-02-11T06:15:00Z,35.00,67.00
2026-02-11T06:16:00Z,35.00,66.95
2026-02-11T06:18:00Z,35.00,67.00
2026-02-11T06:19:00Z,35.00,67.03
2026-02-11T06:20:00Z,35.00,68.00
2026-02-11T06:21:00Z,35.00,68.00
2026-02-11T06:22:00Z,35.00,68.00
2026-02-11T06:23:00Z,33.05,68.00
2026-02-11T06:24:00Z,35.00,68.00
2026-02-11T06:25:00Z,35.00,68.00
2026-02-11T06:26:00Z,35.00,67.75
2026-02-11T06:27:00Z,35.00,69.00
2026-02-11T06:28:00Z,34.43,69.00
2026-02-11T06:30:00Z,34.43,68.90
2026-02-11T06:31:00Z,35.00,68.90
2026-02-11T06:32:00Z,35.00,68.00
2026-02-11T06:33:00Z,35.00,68.00
2026-02-11T06:37:00Z,34.67,68.00
2026-02-11T06:38:00Z,35.00,68.00
2026-02-11T06:39:00Z,35.00,68.00
2026-02-11T06:41:00Z,35.00,68.00
2026-02-11T06:42:00Z,35.00,68.00
2026-02-11T06:43:00Z,35.00,68.00
2026-02-11T06:44:00Z,35.00,68.00
2026-02-11T06:45:00Z,35.00,68.28
2026-02-11T06:46:00Z,35.00,69.00
2026-02-11T06:47:00Z,35.00,69.00
2026-02-11T06:48:00Z,35.00,69.00
2026-02-11T06:49:00Z,33.91,69.00
2026-02-11T06:50:00Z,33.91,69.00
2026-02-11T06:51:00Z,34.00,69.00
2026-02-11T06:53:00Z,34.91,69.00
2026-02-11T06:54:00Z,34.00,69.00
2026-02-11T06:55:00Z,33.62,69.00
2026-02-11T06:56:00Z,33.00,69.00
2026-02-11T06:57:00Z,33.00,69.00
2026-02-11T06:59:00Z,33.00,69.00
2026-02-11T07:00:00Z,33.00,69.00
2026-02-11T07:01:00Z,33.00,69.00
2026-02-11T07:02:00Z,33.00,69.00
2026-02-11T07:03:00Z,31.00,69.00
2026-02-11T07:04:00Z,33.00,69.00
2026-02-11T07:05:00Z,33.00,69.00
2026-02-11T07:06:00Z,33.00,69.00
2026-02-11T07:07:00Z,33.00,69.00
2026-02-11T07:08:00Z,33.00,69.00
2026-02-11T07:09:00Z,33.00,69.00
2026-02-11T07:10:00Z,33.00,69.00
2026-02-11T07:11:00Z,33.00,69.00
2026-02-11T07:12:00Z,33.00,69.00
2026-02-11T07:14:00Z,33.00,69.00
2026-02-11T07:15:00Z,33.00,69.00
2026-02-11T07:17:00Z,33.00,69.00
2026-02-11T07:19:00Z,33.00,69.00
2026-02-11T07:20:00Z,33.00,69.00
2026-02-11T07:21:00Z,33.00,69.00
2026-02-11T07:22:00Z,33.00,69.00
2026-02-11T07:23:00Z,33.00,69.00
2026-02-11T07:26:00Z,33.00,69.00
2026-02-11T07:27:00Z,33.00,68.10
2026-02-11T07:29:00Z,33.00,69.00
2026-02-11T07:31:00Z,33.00,69.00
2026-02-11T07:32:00Z,33.00,69.00
2026-02-11T07:33:00Z,33.00,69.94
