# event_ticker=KXATPCHALLENGERMATCH-26MAR11JUBWEN
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Paul Jubb
# fav_player=Harry Wendelken
# dog_player=Paul Jubb
# kalshi_date=2026-03-11
timestamp,Harry Wendelken,Paul Jubb
2026-03-11T00:29:00Z,55.00,
2026-03-11T00:37:00Z,56.19,
2026-03-11T00:38:00Z,56.00,
2026-03-11T01:06:00Z,56.00,
2026-03-11T03:28:00Z,56.00,
2026-03-11T03:41:00Z,56.00,
2026-03-11T04:01:00Z,56.00,46.00
2026-03-11T04:02:00Z,56.00,46.00
2026-03-11T04:03:00Z,56.00,47.00
2026-03-11T04:39:00Z,56.00,46.00
2026-03-11T04:49:00Z,56.00,46.10
2026-03-11T04:54:00Z,56.00,47.00
2026-03-11T04:55:00Z,56.00,47.00
2026-03-11T05:01:00Z,56.00,46.00
2026-03-11T05:04:00Z,56.00,46.97
2026-03-11T05:06:00Z,56.00,46.97
2026-03-11T05:07:00Z,56.00,46.97
2026-03-11T05:09:00Z,56.98,46.97
2026-03-11T05:11:00Z,56.00,46.97
2026-03-11T05:12:00Z,56.36,46.97
2026-03-11T05:13:00Z,54.00,46.97
2026-03-11T05:22:00Z,54.00,46.97
2026-03-11T05:27:00Z,54.00,47.00
2026-03-11T05:28:00Z,54.00,47.00
2026-03-11T05:48:00Z,54.00,47.00
2026-03-11T05:49:00Z,55.65,47.00
2026-03-11T05:51:00Z,55.65,48.23
2026-03-11T05:52:00Z,55.65,48.00
2026-03-11T05:54:00Z,54.00,48.00
2026-03-11T05:55:00Z,54.00,48.00
2026-03-11T05:56:00Z,54.00,48.00
2026-03-11T05:58:00Z,54.00,48.00
2026-03-11T05:59:00Z,54.00,48.00
2026-03-11T06:00:00Z,53.84,48.00
2026-03-11T06:03:00Z,53.84,48.00
2026-03-11T06:04:00Z,54.00,48.00
2026-03-11T06:05:00Z,54.00,48.00
2026-03-11T06:09:00Z,54.00,48.00
2026-03-11T06:12:00Z,56.00,48.00
2026-03-11T06:17:00Z,55.00,48.00
2026-03-11T06:20:00Z,55.00,48.00
2026-03-11T06:22:00Z,55.00,48.00
2026-03-11T06:25:00Z,54.00,48.00
2026-03-11T06:27:00Z,54.00,48.00
2026-03-11T06:32:00Z,54.00,48.00
2026-03-11T06:33:00Z,55.00,48.00
2026-03-11T06:35:00Z,55.00,47.00
2026-03-11T06:37:00Z,55.00,47.00
2026-03-11T06:42:00Z,55.00,47.00
2026-03-11T06:43:00Z,55.00,47.00
2026-03-11T06:45:00Z,55.00,47.00
2026-03-11T06:48:00Z,55.00,48.00
2026-03-11T06:49:00Z,55.00,48.00
2026-03-11T06:52:00Z,55.00,48.00
2026-03-11T06:53:00Z,55.00,48.00
2026-03-11T07:03:00Z,55.00,48.00
2026-03-11T07:13:00Z,56.00,48.00
2026-03-11T07:15:00Z,56.00,48.00
2026-03-11T07:16:00Z,56.00,48.00
2026-03-11T07:26:00Z,56.81,48.00
2026-03-11T07:29:00Z,57.00,48.00
2026-03-11T07:31:00Z,57.00,46.00
2026-03-11T07:44:00Z,56.00,46.00
2026-03-11T07:52:00Z,55.00,46.00
2026-03-11T07:59:00Z,56.00,46.00
2026-03-11T08:00:00Z,56.00,47.00
2026-03-11T08:02:00Z,56.99,47.00
2026-03-11T08:06:00Z,56.96,47.00
2026-03-11T08:07:00Z,56.31,47.00
2026-03-11T08:08:00Z,56.38,47.00
2026-03-11T08:09:00Z,57.00,47.00
2026-03-11T08:10:00Z,58.00,47.00
2026-03-11T08:11:00Z,55.00,50.00
2026-03-11T08:12:00Z,54.00,50.00
2026-03-11T08:13:00Z,51.00,51.00
2026-03-11T08:14:00Z,55.73,44.00
2026-03-11T08:15:00Z,57.25,42.94
2026-03-11T08:16:00Z,57.00,42.94
2026-03-11T08:17:00Z,57.95,45.00
2026-03-11T08:18:00Z,51.29,45.00
2026-03-11T08:19:00Z,51.16,52.30
2026-03-11T08:20:00Z,52.82,49.00
2026-03-11T08:22:00Z,48.50,52.66
2026-03-11T08:23:00Z,41.68,59.53
2026-03-11T08:24:00Z,38.00,65.00
2026-03-11T08:25:00Z,34.51,67.00
2026-03-11T08:26:00Z,34.51,66.00
2026-03-11T08:27:00Z,32.54,66.00
2026-03-11T08:28:00Z,32.54,68.00
2026-03-11T08:29:00Z,31.00,68.19
2026-03-11T08:30:00Z,33.31,68.00
2026-03-11T08:31:00Z,35.99,66.00
2026-03-11T08:32:00Z,35.04,66.45
2026-03-11T08:33:00Z,33.00,68.00
2026-03-11T08:34:00Z,31.25,68.00
2026-03-11T08:35:00Z,31.49,68.00
2026-03-11T08:36:00Z,29.00,70.00
2026-03-11T08:37:00Z,29.00,72.80
2026-03-11T08:38:00Z,23.28,73.66
2026-03-11T08:39:00Z,23.28,75.27
2026-03-11T08:40:00Z,24.00,77.00
2026-03-11T08:41:00Z,21.00,79.35
2026-03-11T08:42:00Z,21.00,79.98
2026-03-11T08:43:00Z,20.79,80.85
2026-03-11T08:44:00Z,20.23,82.00
2026-03-11T08:45:00Z,24.27,79.16
2026-03-11T08:46:00Z,16.00,82.46
2026-03-11T08:47:00Z,20.00,79.58
2026-03-11T08:48:00Z,20.00,81.00
2026-03-11T08:49:00Z,15.85,88.18
2026-03-11T08:50:00Z,14.09,88.14
2026-03-11T08:51:00Z,7.09,94.22
2026-03-11T08:52:00Z,8.30,91.74
2026-03-11T08:53:00Z,8.17,92.63
2026-03-11T08:54:00Z,8.94,89.74
2026-03-11T08:55:00Z,13.66,88.00
2026-03-11T08:56:00Z,21.46,80.14
2026-03-11T08:57:00Z,13.13,84.93
2026-03-11T08:58:00Z,7.98,92.00
2026-03-11T08:59:00Z,7.24,92.00
2026-03-11T09:00:00Z,8.83,93.55
2026-03-11T09:01:00Z,9.95,89.00
2026-03-11T09:02:00Z,10.32,89.48
2026-03-11T09:03:00Z,13.56,86.62
2026-03-11T09:04:00Z,21.01,81.74
2026-03-11T09:05:00Z,20.52,79.89
2026-03-11T09:06:00Z,18.77,83.45
2026-03-11T09:07:00Z,10.76,90.22
2026-03-11T09:08:00Z,17.71,84.95
2026-03-11T09:09:00Z,25.58,78.20
2026-03-11T09:10:00Z,21.98,79.66
2026-03-11T09:11:00Z,20.03,84.56
2026-03-11T09:12:00Z,18.29,83.20
2026-03-11T09:13:00Z,14.93,87.46
2026-03-11T09:14:00Z,12.89,87.16
2026-03-11T09:15:00Z,16.26,85.88
2026-03-11T09:16:00Z,14.00,84.00
2026-03-11T09:17:00Z,15.59,84.91
2026-03-11T09:18:00Z,10.52,88.83
2026-03-11T09:19:00Z,11.66,89.34
2026-03-11T09:20:00Z,10.65,90.22
2026-03-11T09:21:00Z,10.27,88.63
2026-03-11T09:22:00Z,13.28,86.06
2026-03-11T09:23:00Z,13.64,89.00
