# event_ticker=KXATPMATCH-26MAY16MANCOL
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Raphael Collignon
# fav_player=Adrian Mannarino
# dog_player=Raphael Collignon
# kalshi_date=2026-05-16
timestamp,Adrian Mannarino,Raphael Collignon
2026-05-19T04:24:00Z,11.08,
2026-05-19T04:31:00Z,12.00,
2026-05-19T04:32:00Z,12.00,
2026-05-19T04:33:00Z,12.00,90.00
2026-05-19T04:35:00Z,12.00,90.00
2026-05-19T04:37:00Z,12.00,90.00
2026-05-19T04:47:00Z,12.00,90.00
2026-05-19T04:49:00Z,12.00,90.00
2026-05-19T04:50:00Z,12.00,90.00
2026-05-19T04:59:00Z,12.00,89.00
2026-05-19T05:03:00Z,12.00,89.00
2026-05-19T05:07:00Z,11.00,89.00
2026-05-19T05:19:00Z,12.00,89.00
2026-05-19T05:22:00Z,12.00,89.00
2026-05-19T05:34:00Z,12.00,89.00
2026-05-19T05:39:00Z,12.00,89.00
2026-05-19T05:47:00Z,12.00,89.00
2026-05-19T05:50:00Z,12.00,89.00
2026-05-19T06:00:00Z,12.00,89.00
2026-05-19T06:03:00Z,12.00,89.00
2026-05-19T06:14:00Z,12.00,89.00
2026-05-19T06:15:00Z,12.00,89.00
2026-05-19T06:46:00Z,11.00,89.00
2026-05-19T06:57:00Z,12.00,89.00
2026-05-19T07:07:00Z,12.00,89.00
2026-05-19T07:17:00Z,12.00,89.00
2026-05-19T07:20:00Z,12.00,89.00
2026-05-19T07:50:00Z,12.00,89.00
2026-05-19T08:13:00Z,12.00,89.00
2026-05-19T08:50:00Z,12.00,89.00
2026-05-19T08:58:00Z,12.00,88.00
2026-05-19T09:00:00Z,12.00,88.00
2026-05-19T09:26:00Z,12.00,89.00
2026-05-19T09:38:00Z,12.00,89.00
2026-05-19T10:05:00Z,12.00,89.00
2026-05-19T10:10:00Z,11.00,89.00
2026-05-19T10:33:00Z,12.00,89.00
2026-05-19T10:34:00Z,12.00,88.00
2026-05-19T10:52:00Z,11.00,88.00
2026-05-19T11:19:00Z,11.00,89.00
2026-05-19T11:27:00Z,12.00,89.00
2026-05-19T11:45:00Z,12.00,89.00
2026-05-19T11:49:00Z,12.00,89.00
2026-05-19T11:55:00Z,12.00,89.00
2026-05-19T12:04:00Z,12.00,88.00
2026-05-19T12:06:00Z,12.00,88.00
2026-05-19T12:08:00Z,12.00,89.00
2026-05-19T12:46:00Z,12.00,89.00
2026-05-19T12:50:00Z,12.00,89.00
2026-05-19T13:00:00Z,12.00,89.00
2026-05-19T13:04:00Z,12.00,89.00
2026-05-19T13:15:00Z,12.00,89.00
2026-05-19T13:18:00Z,12.00,89.00
2026-05-19T13:20:00Z,12.00,89.00
2026-05-19T13:23:00Z,12.00,89.00
2026-05-19T13:26:00Z,12.00,89.00
2026-05-19T13:30:00Z,12.00,89.00
2026-05-19T13:31:00Z,12.00,89.00
2026-05-19T13:32:00Z,12.00,89.00
2026-05-19T13:33:00Z,12.00,89.00
2026-05-19T13:36:00Z,12.00,89.00
2026-05-19T13:40:00Z,12.00,89.00
2026-05-19T13:53:00Z,12.00,89.00
2026-05-19T13:55:00Z,12.00,89.00
2026-05-19T14:01:00Z,12.00,89.00
2026-05-19T14:07:00Z,12.00,89.00
2026-05-19T14:08:00Z,12.00,89.00
2026-05-19T14:09:00Z,12.00,89.00
2026-05-19T14:15:00Z,12.00,89.00
2026-05-19T14:20:00Z,12.00,89.00
2026-05-19T14:26:00Z,12.00,89.00
2026-05-19T14:27:00Z,12.00,89.00
2026-05-19T14:30:00Z,12.00,89.00
2026-05-19T14:35:00Z,12.00,89.00
2026-05-19T14:36:00Z,12.00,88.00
2026-05-19T14:39:00Z,12.00,88.00
2026-05-19T14:43:00Z,12.00,88.00
2026-05-19T14:47:00Z,12.00,88.00
2026-05-19T14:52:00Z,11.00,89.00
2026-05-19T14:53:00Z,11.00,89.00
2026-05-19T14:55:00Z,10.35,89.00
2026-05-19T14:56:00Z,11.00,89.00
2026-05-19T15:02:00Z,11.00,89.00
2026-05-19T15:03:00Z,11.00,89.00
2026-05-19T15:07:00Z,11.00,89.00
2026-05-19T15:09:00Z,11.00,89.00
2026-05-19T15:10:00Z,11.00,89.00
2026-05-19T15:11:00Z,11.00,89.00
2026-05-19T15:12:00Z,11.00,89.00
2026-05-19T15:14:00Z,11.00,89.00
2026-05-19T15:15:00Z,10.00,89.00
2026-05-19T15:16:00Z,11.00,89.00
2026-05-19T15:17:00Z,11.99,89.00
2026-05-19T15:18:00Z,12.00,89.00
2026-05-19T15:21:00Z,12.00,89.00
2026-05-19T15:24:00Z,12.00,89.00
2026-05-19T15:26:00Z,12.00,89.00
2026-05-19T15:28:00Z,12.00,90.00
2026-05-19T15:29:00Z,12.00,90.00
2026-05-19T15:30:00Z,12.00,90.00
2026-05-19T15:31:00Z,12.00,90.00
2026-05-19T15:32:00Z,12.00,90.00
2026-05-19T15:34:00Z,12.00,90.00
2026-05-19T15:42:00Z,12.00,90.00
