# event_ticker=KXATPMATCH-26MAY16MANCOL
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Raphael Collignon
# fav_player=Adrian Mannarino
# dog_player=Raphael Collignon
# kalshi_date=2026-05-16
timestamp,Adrian Mannarino,Raphael Collignon
2026-05-19T15:43:00Z,12.00,90.00
2026-05-19T15:46:00Z,12.00,90.00
2026-05-19T15:47:00Z,12.00,90.00
2026-05-19T15:48:00Z,12.00,90.00
2026-05-19T15:49:00Z,12.00,89.00
2026-05-19T15:54:00Z,12.00,89.00
2026-05-19T15:55:00Z,12.00,89.00
2026-05-19T15:56:00Z,12.00,89.00
2026-05-19T15:57:00Z,12.00,89.00
2026-05-19T15:58:00Z,12.00,89.00
2026-05-19T15:59:00Z,12.00,89.00
2026-05-19T16:01:00Z,12.00,88.00
2026-05-19T16:03:00Z,12.00,88.00
2026-05-19T16:04:00Z,11.00,88.00
2026-05-19T16:05:00Z,12.00,88.00
2026-05-19T16:06:00Z,11.73,89.00
2026-05-19T16:07:00Z,11.85,89.00
2026-05-19T16:08:00Z,12.00,89.00
2026-05-19T16:09:00Z,12.00,89.00
2026-05-19T16:10:00Z,11.81,89.00
2026-05-19T16:11:00Z,10.62,90.02
2026-05-19T16:12:00Z,10.75,90.02
2026-05-19T16:13:00Z,10.18,91.00
2026-05-19T16:14:00Z,11.01,90.39
2026-05-19T16:15:00Z,11.48,89.06
2026-05-19T16:16:00Z,12.12,87.20
2026-05-19T16:17:00Z,11.00,89.00
2026-05-19T16:18:00Z,11.00,89.00
2026-05-19T16:19:00Z,11.00,90.00
2026-05-19T16:20:00Z,10.82,90.00
2026-05-19T16:21:00Z,10.27,90.02
2026-05-19T16:22:00Z,10.59,90.00
2026-05-19T16:23:00Z,12.42,89.76
2026-05-19T16:24:00Z,12.20,87.95
2026-05-19T16:25:00Z,11.88,87.42
2026-05-19T16:26:00Z,12.87,87.24
2026-05-19T16:27:00Z,10.04,90.66
2026-05-19T16:28:00Z,9.99,90.66
2026-05-19T16:29:00Z,9.26,92.13
2026-05-19T16:30:00Z,7.71,92.95
2026-05-19T16:31:00Z,5.91,94.22
2026-05-19T16:32:00Z,4.62,96.02
2026-05-19T16:33:00Z,4.72,95.00
2026-05-19T16:34:00Z,4.01,95.04
2026-05-19T16:35:00Z,4.00,96.09
2026-05-19T16:36:00Z,3.51,96.06
2026-05-19T16:37:00Z,4.00,96.11
2026-05-19T16:38:00Z,3.44,96.01
2026-05-19T16:39:00Z,3.94,95.89
2026-05-19T16:40:00Z,3.37,95.95
2026-05-19T16:41:00Z,3.82,96.48
2026-05-19T16:42:00Z,4.00,96.91
2026-05-19T16:43:00Z,4.00,96.74
2026-05-19T16:44:00Z,4.31,95.10
2026-05-19T16:45:00Z,5.21,94.37
2026-05-19T16:46:00Z,5.30,94.97
2026-05-19T16:47:00Z,6.53,93.81
2026-05-19T16:48:00Z,8.79,92.32
2026-05-19T16:49:00Z,7.92,92.24
2026-05-19T16:50:00Z,6.61,94.87
2026-05-19T16:51:00Z,4.52,94.99
2026-05-19T16:52:00Z,6.99,94.10
2026-05-19T16:53:00Z,5.96,93.75
2026-05-19T16:54:00Z,6.64,93.55
2026-05-19T16:55:00Z,7.09,93.91
2026-05-19T16:56:00Z,9.30,91.03
2026-05-19T16:57:00Z,11.63,90.21
2026-05-19T16:58:00Z,13.73,87.03
2026-05-19T16:59:00Z,16.62,85.16
2026-05-19T17:00:00Z,19.25,79.65
2026-05-19T17:01:00Z,25.68,76.67
2026-05-19T17:02:00Z,27.62,73.00
2026-05-19T17:03:00Z,27.67,72.92
2026-05-19T17:04:00Z,30.76,71.51
2026-05-19T17:05:00Z,29.32,71.87
2026-05-19T17:06:00Z,27.81,74.68
2026-05-19T17:07:00Z,25.25,74.71
2026-05-19T17:08:00Z,31.01,71.00
2026-05-19T17:09:00Z,32.90,68.70
2026-05-19T17:10:00Z,31.46,69.16
2026-05-19T17:11:00Z,33.09,67.99
2026-05-19T17:12:00Z,32.46,66.83
2026-05-19T17:13:00Z,33.62,66.17
2026-05-19T17:14:00Z,33.99,66.03
2026-05-19T17:15:00Z,30.65,71.49
2026-05-19T17:16:00Z,21.39,77.61
2026-05-19T17:17:00Z,18.26,82.55
2026-05-19T17:18:00Z,15.62,84.89
2026-05-19T17:19:00Z,14.29,85.63
2026-05-19T17:20:00Z,12.90,88.51
2026-05-19T17:21:00Z,10.11,90.86
2026-05-19T17:22:00Z,7.15,92.45
2026-05-19T17:23:00Z,11.30,88.01
2026-05-19T17:24:00Z,13.62,88.29
2026-05-19T17:25:00Z,9.39,89.96
2026-05-19T17:26:00Z,13.51,86.51
2026-05-19T17:27:00Z,16.54,85.01
2026-05-19T17:28:00Z,15.76,84.57
2026-05-19T17:29:00Z,13.27,86.41
2026-05-19T17:30:00Z,13.40,88.42
2026-05-19T17:31:00Z,7.55,94.01
2026-05-19T17:32:00Z,5.43,96.08
2026-05-19T17:33:00Z,6.05,95.69
2026-05-19T17:34:00Z,7.22,94.55
2026-05-19T17:35:00Z,9.31,93.69
2026-05-19T17:36:00Z,8.43,92.78
2026-05-19T17:37:00Z,12.51,87.12
2026-05-19T17:38:00Z,7.25,96.42
2026-05-19T17:39:00Z,1.00,99.00
2026-05-19T17:40:00Z,1.00,99.00
2026-05-19T17:41:00Z,1.00,99.00
2026-05-19T17:42:00Z,1.00,99.00
2026-05-19T17:43:00Z,1.00,99.00
2026-05-19T17:45:00Z,1.00,99.00
2026-05-19T17:46:00Z,1.00,99.00
