# event_ticker=KXATPMATCH-25JUL27OFNOPE
# final_score=7-6(6) 7-5
# score_resolution=7-6 7-5
# match_winner=Reilly Opelka
# fav_player=Reilly Opelka
# dog_player=Sebastian Ofner
# kalshi_date=2025-07-27
timestamp,Reilly Opelka,Sebastian Ofner
2025-07-27T12:32:00Z,96.00,
2025-07-27T12:37:00Z,96.00,
2025-07-27T12:57:00Z,65.00,
2025-07-27T13:03:00Z,65.00,
2025-07-27T13:14:00Z,65.00,
2025-07-27T13:17:00Z,65.00,
2025-07-27T13:35:00Z,65.00,
2025-07-27T13:41:00Z,65.00,
2025-07-27T13:49:00Z,65.00,
2025-07-27T13:54:00Z,65.00,
2025-07-27T13:59:00Z,65.00,
2025-07-27T14:11:00Z,65.00,
2025-07-27T14:36:00Z,65.00,
2025-07-27T14:54:00Z,65.00,37.00
2025-07-27T15:04:00Z,65.00,37.96
2025-07-27T15:16:00Z,65.00,37.96
2025-07-27T15:33:00Z,66.00,37.96
2025-07-27T15:34:00Z,66.00,36.00
2025-07-27T15:42:00Z,66.00,36.00
2025-07-27T15:45:00Z,66.00,36.00
2025-07-27T15:47:00Z,66.00,36.00
2025-07-27T15:54:00Z,65.00,36.00
2025-07-27T15:58:00Z,65.00,36.00
2025-07-27T16:01:00Z,65.00,37.50
2025-07-27T16:08:00Z,64.35,37.00
2025-07-27T16:12:00Z,65.00,37.00
2025-07-27T16:15:00Z,65.00,37.00
2025-07-27T16:16:00Z,65.00,37.00
2025-07-27T16:18:00Z,65.00,37.00
2025-07-27T16:20:00Z,65.00,37.00
2025-07-27T16:24:00Z,65.00,37.00
2025-07-27T16:25:00Z,65.00,37.00
2025-07-27T16:28:00Z,65.00,36.00
2025-07-27T16:31:00Z,65.00,32.00
2025-07-27T16:33:00Z,65.00,33.02
2025-07-27T16:35:00Z,65.00,37.00
2025-07-27T16:37:00Z,65.00,37.00
2025-07-27T16:39:00Z,66.00,39.00
2025-07-27T16:40:00Z,60.00,46.00
2025-07-27T16:41:00Z,60.00,42.36
2025-07-27T16:42:00Z,60.00,44.00
2025-07-27T16:43:00Z,63.02,44.00
2025-07-27T16:44:00Z,65.09,44.00
2025-07-27T16:45:00Z,62.00,44.00
2025-07-27T16:46:00Z,62.00,39.00
2025-07-27T16:47:00Z,61.00,42.00
2025-07-27T16:48:00Z,62.00,42.00
2025-07-27T16:51:00Z,62.95,42.00
2025-07-27T16:52:00Z,65.00,35.07
2025-07-27T16:53:00Z,61.00,42.00
2025-07-27T16:54:00Z,61.00,46.60
2025-07-27T16:55:00Z,59.00,43.00
2025-07-27T16:56:00Z,56.36,43.23
2025-07-27T16:58:00Z,62.00,46.00
2025-07-27T16:59:00Z,60.98,45.00
2025-07-27T17:00:00Z,60.98,39.05
2025-07-27T17:01:00Z,67.00,39.05
2025-07-27T17:02:00Z,62.00,39.05
2025-07-27T17:03:00Z,63.00,39.05
2025-07-27T17:04:00Z,66.00,43.00
2025-07-27T17:05:00Z,64.00,43.00
2025-07-27T17:06:00Z,63.00,41.00
2025-07-27T17:07:00Z,69.63,36.65
2025-07-27T17:08:00Z,66.02,35.52
2025-07-27T17:09:00Z,61.32,37.19
2025-07-27T17:10:00Z,63.59,38.37
2025-07-27T17:11:00Z,69.28,32.60
2025-07-27T17:12:00Z,68.00,36.72
2025-07-27T17:13:00Z,61.00,42.06
2025-07-27T17:14:00Z,61.00,43.49
2025-07-27T17:15:00Z,65.00,35.26
2025-07-27T17:16:00Z,65.00,38.70
2025-07-27T17:17:00Z,67.00,37.67
2025-07-27T17:18:00Z,62.14,38.91
2025-07-27T17:19:00Z,63.00,41.04
2025-07-27T17:20:00Z,64.82,36.00
2025-07-27T17:21:00Z,67.00,40.50
2025-07-27T17:22:00Z,64.00,38.00
2025-07-27T17:23:00Z,61.15,39.96
2025-07-27T17:24:00Z,61.93,40.10
2025-07-27T17:25:00Z,67.72,39.61
2025-07-27T17:26:00Z,66.18,35.00
2025-07-27T17:27:00Z,63.00,37.87
2025-07-27T17:28:00Z,69.00,34.76
2025-07-27T17:29:00Z,69.00,29.52
2025-07-27T17:30:00Z,67.28,32.53
2025-07-27T17:31:00Z,65.80,38.10
2025-07-27T17:32:00Z,61.00,40.19
2025-07-27T17:33:00Z,59.00,43.43
2025-07-27T17:34:00Z,76.33,31.84
2025-07-27T17:35:00Z,80.00,23.13
2025-07-27T17:36:00Z,80.14,22.63
2025-07-27T17:37:00Z,79.89,23.19
2025-07-27T17:38:00Z,76.47,24.00
2025-07-27T17:39:00Z,77.00,25.84
2025-07-27T17:40:00Z,77.00,22.15
2025-07-27T17:41:00Z,77.00,24.92
2025-07-27T17:42:00Z,74.00,23.99
2025-07-27T17:43:00Z,76.23,24.00
2025-07-27T17:44:00Z,76.00,24.00
2025-07-27T17:45:00Z,76.00,24.84
2025-07-27T17:46:00Z,81.00,23.00
2025-07-27T17:47:00Z,81.00,22.91
2025-07-27T17:48:00Z,80.83,28.00
2025-07-27T17:49:00Z,81.00,22.41
2025-07-27T17:50:00Z,78.00,24.00
2025-07-27T17:51:00Z,78.00,24.45
2025-07-27T17:52:00Z,80.11,20.00
2025-07-27T17:53:00Z,77.08,20.00
2025-07-27T17:54:00Z,77.08,23.20
2025-07-27T17:55:00Z,81.00,28.65
2025-07-27T17:56:00Z,81.00,24.83
2025-07-27T17:57:00Z,78.00,25.00
2025-07-27T17:58:00Z,70.99,29.97
2025-07-27T17:59:00Z,62.23,38.00
2025-07-27T18:00:00Z,62.22,38.64
2025-07-27T18:01:00Z,70.57,32.29
2025-07-27T18:02:00Z,70.57,26.99
2025-07-27T18:03:00Z,75.00,24.00
2025-07-27T18:04:00Z,77.84,22.14
2025-07-27T18:05:00Z,82.02,17.97
2025-07-27T18:06:00Z,82.13,19.46
2025-07-27T18:07:00Z,81.30,23.57
2025-07-27T18:08:00Z,82.00,20.00
2025-07-27T18:09:00Z,82.00,22.95
2025-07-27T18:10:00Z,75.87,23.05
2025-07-27T18:11:00Z,75.00,24.30
2025-07-27T18:12:00Z,79.00,22.93
2025-07-27T18:13:00Z,77.36,29.65
2025-07-27T18:14:00Z,69.05,29.65
2025-07-27T18:15:00Z,65.55,34.43
2025-07-27T18:16:00Z,74.69,25.44
2025-07-27T18:17:00Z,76.73,22.19
2025-07-27T18:18:00Z,77.06,24.01
2025-07-27T18:19:00Z,83.63,19.00
2025-07-27T18:20:00Z,93.53,9.51
2025-07-27T18:21:00Z,95.20,3.50
2025-07-27T18:22:00Z,97.00,3.03
2025-07-27T18:23:00Z,96.51,3.86
2025-07-27T18:24:00Z,98.36,1.28
2025-07-27T18:25:00Z,98.51,1.28
2025-07-27T18:26:00Z,75.80,5.79
2025-07-27T18:27:00Z,95.96,6.69
2025-07-27T18:28:00Z,91.79,9.94
2025-07-27T18:29:00Z,92.00,9.81
2025-07-27T18:30:00Z,94.60,6.61
2025-07-27T18:31:00Z,94.60,3.93
2025-07-27T18:32:00Z,80.69,8.20
2025-07-27T18:33:00Z,95.73,10.61
2025-07-27T18:34:00Z,94.34,1.00
2025-07-27T18:35:00Z,99.00,1.00
