# event_ticker=KXATPCHALLENGERMATCH-26FEB18SKADRO
# final_score=7-6(6) 6-2
# score_resolution=6-7 2-6
# match_winner=Titouan Droguet
# fav_player=Timofey Skatov
# dog_player=Titouan Droguet
# kalshi_date=2026-02-18
timestamp,Timofey Skatov,Titouan Droguet
2026-02-18T03:58:00Z,,78.00
2026-02-18T04:06:00Z,24.00,78.00
2026-02-18T04:11:00Z,24.00,78.00
2026-02-18T04:30:00Z,24.00,78.00
2026-02-18T04:52:00Z,24.00,79.00
2026-02-18T05:10:00Z,24.00,79.00
2026-02-18T05:33:00Z,22.00,79.00
2026-02-18T05:43:00Z,22.00,79.00
2026-02-18T05:57:00Z,22.00,79.00
2026-02-18T06:14:00Z,22.00,79.00
2026-02-18T06:24:00Z,22.00,79.00
2026-02-18T06:33:00Z,22.00,76.00
2026-02-18T06:34:00Z,22.00,79.00
2026-02-18T06:54:00Z,22.00,79.00
2026-02-18T06:55:00Z,25.00,79.00
2026-02-18T07:03:00Z,21.00,79.00
2026-02-18T07:07:00Z,21.00,87.00
2026-02-18T07:24:00Z,21.00,79.00
2026-02-18T08:56:00Z,21.00,79.00
2026-02-18T09:49:00Z,24.00,79.00
2026-02-18T10:06:00Z,24.00,79.00
2026-02-18T10:17:00Z,24.00,79.00
2026-02-18T12:21:00Z,24.00,79.00
2026-02-18T13:27:00Z,24.00,79.00
2026-02-18T13:31:00Z,24.00,79.00
2026-02-18T13:53:00Z,24.00,79.00
2026-02-18T14:05:00Z,24.00,79.00
2026-02-18T14:10:00Z,24.00,79.00
2026-02-18T14:11:00Z,23.95,79.00
2026-02-18T14:13:00Z,23.00,79.00
2026-02-18T14:14:00Z,23.00,80.00
2026-02-18T14:24:00Z,22.99,80.00
2026-02-18T14:25:00Z,22.99,80.00
2026-02-18T14:40:00Z,23.00,80.00
2026-02-18T14:41:00Z,23.00,80.00
2026-02-18T14:43:00Z,23.00,80.00
2026-02-18T14:44:00Z,22.98,80.00
2026-02-18T14:53:00Z,21.00,80.00
2026-02-18T14:59:00Z,21.00,80.00
2026-02-18T15:00:00Z,22.00,80.00
2026-02-18T15:04:00Z,22.00,80.00
2026-02-18T15:06:00Z,22.00,80.00
2026-02-18T15:11:00Z,22.00,80.00
2026-02-18T15:13:00Z,22.00,80.00
2026-02-18T15:14:00Z,22.00,80.00
2026-02-18T15:15:00Z,22.00,80.00
2026-02-18T15:16:00Z,22.00,80.00
2026-02-18T15:17:00Z,22.00,80.00
2026-02-18T15:20:00Z,22.00,80.00
2026-02-18T15:21:00Z,22.00,80.83
2026-02-18T15:25:00Z,22.00,81.94
2026-02-18T15:26:00Z,22.00,81.94
2026-02-18T15:27:00Z,22.00,81.00
2026-02-18T15:28:00Z,22.00,81.00
2026-02-18T15:29:00Z,21.78,81.27
2026-02-18T15:30:00Z,22.00,81.44
2026-02-18T15:31:00Z,20.35,80.71
2026-02-18T15:32:00Z,19.12,86.00
2026-02-18T15:33:00Z,18.20,83.00
2026-02-18T15:34:00Z,18.30,83.00
2026-02-18T15:35:00Z,20.82,82.00
2026-02-18T15:36:00Z,20.87,80.85
2026-02-18T15:37:00Z,23.00,80.63
2026-02-18T15:38:00Z,27.72,73.44
2026-02-18T15:39:00Z,24.15,78.38
2026-02-18T15:40:00Z,21.89,79.48
2026-02-18T15:41:00Z,22.59,76.00
2026-02-18T15:42:00Z,24.04,79.00
2026-02-18T15:43:00Z,22.09,79.00
2026-02-18T15:44:00Z,22.00,80.00
2026-02-18T15:45:00Z,24.00,77.00
2026-02-18T15:46:00Z,25.49,76.75
2026-02-18T15:47:00Z,23.94,76.75
2026-02-18T15:48:00Z,22.08,78.00
2026-02-18T15:49:00Z,23.45,77.12
2026-02-18T15:50:00Z,25.12,79.55
2026-02-18T15:51:00Z,23.21,78.74
2026-02-18T15:52:00Z,24.15,79.17
2026-02-18T15:53:00Z,23.00,79.00
2026-02-18T15:54:00Z,23.84,78.00
2026-02-18T15:55:00Z,22.00,78.00
2026-02-18T15:56:00Z,25.50,78.00
2026-02-18T15:57:00Z,26.00,75.00
2026-02-18T15:58:00Z,27.40,75.19
2026-02-18T15:59:00Z,27.04,77.00
2026-02-18T16:00:00Z,22.29,79.00
2026-02-18T16:01:00Z,22.29,78.19
2026-02-18T16:02:00Z,26.98,75.91
2026-02-18T16:03:00Z,28.44,74.20
2026-02-18T16:04:00Z,27.00,76.50
2026-02-18T16:05:00Z,24.46,77.00
2026-02-18T16:06:00Z,24.00,78.00
2026-02-18T16:07:00Z,24.33,78.00
2026-02-18T16:09:00Z,24.33,77.00
2026-02-18T16:10:00Z,23.52,77.21
2026-02-18T16:11:00Z,22.77,78.97
2026-02-18T16:12:00Z,21.39,78.15
2026-02-18T16:13:00Z,25.00,78.15
2026-02-18T16:14:00Z,27.11,76.00
2026-02-18T16:15:00Z,29.69,75.20
2026-02-18T16:16:00Z,27.71,75.20
2026-02-18T16:17:00Z,23.20,78.51
2026-02-18T16:18:00Z,26.86,76.00
2026-02-18T16:19:00Z,24.00,78.00
2026-02-18T16:20:00Z,24.00,78.00
2026-02-18T16:21:00Z,27.29,80.97
2026-02-18T16:22:00Z,22.98,76.00
2026-02-18T16:23:00Z,26.61,75.00
2026-02-18T16:24:00Z,28.10,73.96
2026-02-18T16:25:00Z,34.29,68.30
2026-02-18T16:26:00Z,37.33,62.26
2026-02-18T16:27:00Z,34.55,66.70
2026-02-18T16:28:00Z,40.98,61.65
2026-02-18T16:29:00Z,37.97,63.81
2026-02-18T16:30:00Z,32.86,71.82
2026-02-18T16:31:00Z,24.98,74.66
2026-02-18T16:32:00Z,18.02,82.23
2026-02-18T16:33:00Z,22.98,78.90
2026-02-18T16:34:00Z,29.51,75.65
2026-02-18T16:35:00Z,31.58,63.88
2026-02-18T16:36:00Z,29.07,70.60
2026-02-18T16:37:00Z,31.84,76.02
2026-02-18T16:38:00Z,11.85,83.31
2026-02-18T16:39:00Z,11.99,89.01
2026-02-18T16:40:00Z,12.00,88.04
2026-02-18T16:41:00Z,12.12,90.56
2026-02-18T16:42:00Z,14.22,86.27
2026-02-18T16:43:00Z,16.36,87.16
2026-02-18T16:44:00Z,17.23,85.70
2026-02-18T16:45:00Z,20.00,80.31
2026-02-18T16:46:00Z,25.70,77.87
2026-02-18T16:47:00Z,23.44,80.22
2026-02-18T16:48:00Z,16.37,83.17
2026-02-18T16:49:00Z,14.13,87.96
2026-02-18T16:50:00Z,15.66,86.30
2026-02-18T16:51:00Z,14.93,87.00
2026-02-18T16:52:00Z,16.00,85.49
2026-02-18T16:53:00Z,14.64,86.37
2026-02-18T16:54:00Z,16.02,85.97
2026-02-18T16:55:00Z,15.74,86.15
2026-02-18T16:56:00Z,13.75,87.00
2026-02-18T16:57:00Z,12.82,88.00
2026-02-18T16:58:00Z,15.38,85.30
2026-02-18T16:59:00Z,15.99,90.26
2026-02-18T17:00:00Z,16.74,86.00
2026-02-18T17:01:00Z,15.15,87.79
2026-02-18T17:02:00Z,9.89,91.00
2026-02-18T17:03:00Z,4.24,94.67
2026-02-18T17:04:00Z,3.75,95.10
2026-02-18T17:05:00Z,5.16,95.62
2026-02-18T17:06:00Z,6.43,96.49
2026-02-18T17:07:00Z,4.23,96.31
2026-02-18T17:08:00Z,3.76,97.79
2026-02-18T17:09:00Z,2.27,97.85
2026-02-18T17:10:00Z,1.61,98.16
2026-02-18T17:11:00Z,2.37,97.74
2026-02-18T17:12:00Z,1.40,98.66
2026-02-18T17:13:00Z,1.00,98.75
2026-02-18T17:14:00Z,1.00,98.75
2026-02-18T17:15:00Z,1.00,98.75
2026-02-18T17:16:00Z,1.00,99.00
2026-02-18T17:17:00Z,1.00,99.00
2026-02-18T17:18:00Z,1.00,99.00
2026-02-18T17:19:00Z,1.00,99.00
2026-02-18T17:20:00Z,1.00,99.00
2026-02-18T17:21:00Z,1.00,99.00
