# event_ticker=KXATPCHALLENGERMATCH-26APR10PRIROY
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Dino Prizmic
# fav_player=Valentin Royer
# dog_player=Dino Prizmic
# kalshi_date=2026-04-10
timestamp,Valentin Royer,Dino Prizmic
2026-04-10T12:33:00Z,37.08,64.84
2026-04-10T12:34:00Z,37.08,65.45
2026-04-10T12:36:00Z,37.08,63.00
2026-04-10T12:37:00Z,37.00,63.00
2026-04-10T12:38:00Z,37.00,63.00
2026-04-10T12:39:00Z,37.00,63.00
2026-04-10T12:40:00Z,36.07,65.00
2026-04-10T12:41:00Z,36.07,65.68
2026-04-10T12:42:00Z,36.55,66.13
2026-04-10T12:43:00Z,36.55,69.00
2026-04-10T12:44:00Z,30.00,70.00
2026-04-10T12:45:00Z,31.03,68.00
2026-04-10T12:46:00Z,33.00,69.64
2026-04-10T12:47:00Z,28.86,71.73
2026-04-10T12:48:00Z,28.98,73.40
2026-04-10T12:49:00Z,28.86,72.00
2026-04-10T12:50:00Z,31.57,69.00
2026-04-10T12:51:00Z,30.00,70.24
2026-04-10T12:52:00Z,32.94,70.60
2026-04-10T12:53:00Z,33.15,70.80
2026-04-10T12:54:00Z,29.21,70.83
2026-04-10T12:55:00Z,28.08,72.37
2026-04-10T12:56:00Z,27.00,74.00
2026-04-10T12:57:00Z,25.02,75.67
2026-04-10T12:58:00Z,20.42,78.92
2026-04-10T12:59:00Z,18.20,82.33
2026-04-10T13:00:00Z,19.51,81.67
2026-04-10T13:01:00Z,18.29,82.25
2026-04-10T13:02:00Z,15.17,83.14
2026-04-10T13:03:00Z,13.00,87.88
2026-04-10T13:04:00Z,12.90,88.29
2026-04-10T13:05:00Z,11.00,89.00
2026-04-10T13:06:00Z,9.13,90.00
2026-04-10T13:07:00Z,11.80,88.45
2026-04-10T13:08:00Z,10.20,88.78
2026-04-10T13:09:00Z,12.23,88.06
2026-04-10T13:10:00Z,11.33,89.37
2026-04-10T13:11:00Z,11.00,90.04
2026-04-10T13:12:00Z,11.77,89.00
2026-04-10T13:13:00Z,11.06,89.00
2026-04-10T13:14:00Z,10.94,89.00
2026-04-10T13:15:00Z,11.00,89.00
2026-04-10T13:16:00Z,11.00,89.00
2026-04-10T13:17:00Z,10.00,90.78
2026-04-10T13:18:00Z,9.43,92.00
2026-04-10T13:19:00Z,11.21,90.07
2026-04-10T13:20:00Z,11.54,89.00
2026-04-10T13:21:00Z,10.34,89.00
2026-04-10T13:22:00Z,12.00,87.68
2026-04-10T13:23:00Z,10.80,89.54
2026-04-10T13:24:00Z,9.01,91.06
2026-04-10T13:25:00Z,9.00,92.00
2026-04-10T13:26:00Z,9.05,92.00
2026-04-10T13:27:00Z,9.00,92.00
2026-04-10T13:28:00Z,9.07,92.00
2026-04-10T13:29:00Z,10.40,90.78
2026-04-10T13:30:00Z,11.67,89.00
2026-04-10T13:31:00Z,9.39,90.02
2026-04-10T13:32:00Z,11.76,88.00
2026-04-10T13:33:00Z,11.82,88.00
2026-04-10T13:34:00Z,12.05,89.00
2026-04-10T13:35:00Z,12.32,88.50
2026-04-10T13:36:00Z,10.34,89.31
2026-04-10T13:37:00Z,10.58,89.00
2026-04-10T13:38:00Z,10.30,89.29
2026-04-10T13:39:00Z,12.05,88.01
2026-04-10T13:40:00Z,13.98,88.00
2026-04-10T13:41:00Z,14.11,87.00
2026-04-10T13:42:00Z,11.01,89.72
2026-04-10T13:43:00Z,9.47,90.22
2026-04-10T13:44:00Z,7.81,93.01
2026-04-10T13:45:00Z,7.39,93.55
2026-04-10T13:46:00Z,4.52,95.57
2026-04-10T13:47:00Z,3.83,97.00
2026-04-10T13:48:00Z,4.60,96.16
2026-04-10T13:49:00Z,2.85,97.43
2026-04-10T13:50:00Z,2.62,97.75
2026-04-10T13:51:00Z,2.27,97.99
2026-04-10T13:52:00Z,1.20,99.00
2026-04-10T13:53:00Z,1.78,98.94
2026-04-10T13:54:00Z,1.81,98.84
2026-04-10T13:55:00Z,1.05,98.84
2026-04-10T13:56:00Z,1.00,98.84
2026-04-10T13:57:00Z,1.00,98.84
2026-04-10T13:58:00Z,1.54,99.00
2026-04-10T13:59:00Z,1.67,99.00
2026-04-10T14:00:00Z,1.67,99.00
2026-04-10T14:02:00Z,1.67,99.00
