# event_ticker=KXATPCHALLENGERMATCH-26MAR06GIUKUZ
# final_score=6-1 6-1
# match_winner=Dimitar Kuzmanov
# fav_player=Dimitar Kuzmanov
# dog_player=Lorenzo Giustino
# kalshi_date=2026-03-06
timestamp,Dimitar Kuzmanov,Lorenzo Giustino
2026-03-05T22:52:00Z,63.00,
2026-03-05T23:11:00Z,62.00,
2026-03-05T23:52:00Z,63.00,
2026-03-06T00:44:00Z,62.00,
2026-03-06T03:40:00Z,62.00,42.00
2026-03-06T03:50:00Z,60.00,42.00
2026-03-06T04:09:00Z,60.00,42.00
2026-03-06T04:25:00Z,60.00,42.00
2026-03-06T04:53:00Z,60.00,42.00
2026-03-06T04:54:00Z,60.00,42.00
2026-03-06T04:58:00Z,60.00,42.00
2026-03-06T05:03:00Z,60.00,42.00
2026-03-06T05:24:00Z,60.00,42.00
2026-03-06T05:25:00Z,60.00,42.00
2026-03-06T05:30:00Z,60.00,42.00
2026-03-06T05:31:00Z,60.00,42.00
2026-03-06T05:40:00Z,61.00,42.00
2026-03-06T05:44:00Z,61.00,42.00
2026-03-06T05:45:00Z,61.00,42.00
2026-03-06T05:47:00Z,58.00,42.00
2026-03-06T05:49:00Z,61.00,42.00
2026-03-06T05:53:00Z,61.00,42.00
2026-03-06T05:54:00Z,61.00,42.00
2026-03-06T05:56:00Z,61.00,42.00
2026-03-06T05:57:00Z,61.00,42.00
2026-03-06T06:02:00Z,61.00,42.00
2026-03-06T06:06:00Z,60.00,42.00
2026-03-06T06:08:00Z,61.00,42.00
2026-03-06T06:13:00Z,61.00,42.00
2026-03-06T06:14:00Z,61.00,41.00
2026-03-06T06:15:00Z,61.00,41.00
2026-03-06T06:21:00Z,61.00,41.00
2026-03-06T06:27:00Z,61.00,41.00
2026-03-06T06:30:00Z,61.00,41.00
2026-03-06T06:32:00Z,61.00,41.00
2026-03-06T06:39:00Z,61.00,41.00
2026-03-06T06:45:00Z,61.00,41.00
2026-03-06T06:47:00Z,61.00,41.05
2026-03-06T06:48:00Z,61.00,41.05
2026-03-06T06:51:00Z,61.00,41.05
2026-03-06T06:52:00Z,61.00,41.00
2026-03-06T06:54:00Z,61.00,41.00
2026-03-06T06:55:00Z,61.00,41.00
2026-03-06T06:56:00Z,61.00,41.21
2026-03-06T06:57:00Z,61.00,42.00
2026-03-06T06:58:00Z,61.00,42.00
2026-03-06T06:59:00Z,61.00,42.00
2026-03-06T07:02:00Z,61.00,42.00
2026-03-06T07:05:00Z,61.00,42.00
2026-03-06T07:09:00Z,61.00,41.32
2026-03-06T07:12:00Z,61.00,41.32
2026-03-06T07:13:00Z,61.00,41.32
2026-03-06T07:14:00Z,61.00,41.00
2026-03-06T07:15:00Z,61.00,41.00
2026-03-06T07:16:00Z,61.00,41.00
2026-03-06T07:17:00Z,61.00,40.85
2026-03-06T07:18:00Z,61.00,40.85
2026-03-06T07:23:00Z,61.00,40.00
2026-03-06T07:24:00Z,61.00,40.00
2026-03-06T07:25:00Z,61.00,40.00
2026-03-06T07:28:00Z,61.00,40.00
2026-03-06T07:29:00Z,61.00,40.00
2026-03-06T07:31:00Z,61.00,40.00
2026-03-06T07:32:00Z,61.00,40.00
2026-03-06T07:36:00Z,61.00,40.00
2026-03-06T07:38:00Z,61.00,40.00
2026-03-06T07:39:00Z,61.00,40.00
2026-03-06T07:46:00Z,61.00,40.00
2026-03-06T07:47:00Z,61.00,40.66
2026-03-06T07:50:00Z,60.00,41.00
2026-03-06T07:52:00Z,60.00,42.00
2026-03-06T07:56:00Z,61.00,42.00
2026-03-06T07:57:00Z,60.00,41.00
2026-03-06T07:58:00Z,60.00,41.00
2026-03-06T07:59:00Z,60.00,41.00
2026-03-06T08:00:00Z,60.00,41.00
2026-03-06T08:01:00Z,60.00,40.00
2026-03-06T08:02:00Z,61.00,40.00
2026-03-06T08:05:00Z,61.00,40.00
2026-03-06T08:06:00Z,61.00,40.00
2026-03-06T08:07:00Z,61.00,40.00
2026-03-06T08:08:00Z,61.00,40.00
2026-03-06T08:10:00Z,61.00,41.00
2026-03-06T08:12:00Z,58.36,41.00
2026-03-06T08:14:00Z,58.36,41.33
2026-03-06T08:17:00Z,58.36,42.00
2026-03-06T08:18:00Z,58.36,40.00
2026-03-06T08:20:00Z,60.69,40.00
2026-03-06T08:22:00Z,61.00,41.00
2026-03-06T08:25:00Z,61.00,41.00
2026-03-06T08:26:00Z,60.00,41.00
2026-03-06T08:30:00Z,60.00,41.00
2026-03-06T08:31:00Z,60.00,41.00
2026-03-06T08:32:00Z,60.00,42.00
2026-03-06T08:33:00Z,60.00,42.00
2026-03-06T08:34:00Z,61.00,42.00
2026-03-06T08:36:00Z,61.00,42.00
2026-03-06T08:37:00Z,61.00,42.00
2026-03-06T08:38:00Z,61.00,42.00
2026-03-06T08:39:00Z,61.00,42.00
2026-03-06T08:40:00Z,61.59,42.00
2026-03-06T08:41:00Z,61.00,42.00
2026-03-06T08:43:00Z,64.00,37.00
2026-03-06T08:44:00Z,64.12,36.00
2026-03-06T08:45:00Z,65.69,38.00
2026-03-06T08:46:00Z,61.04,39.35
2026-03-06T08:47:00Z,64.01,35.92
2026-03-06T08:48:00Z,70.00,30.00
2026-03-06T08:49:00Z,75.61,25.01
2026-03-06T08:50:00Z,74.25,26.97
2026-03-06T08:51:00Z,69.00,30.25
2026-03-06T08:52:00Z,66.00,34.92
2026-03-06T08:53:00Z,70.00,33.68
2026-03-06T08:54:00Z,72.05,28.55
2026-03-06T08:55:00Z,72.05,22.41
2026-03-06T08:56:00Z,75.00,26.74
2026-03-06T08:57:00Z,74.00,25.36
2026-03-06T08:58:00Z,74.88,25.00
2026-03-06T08:59:00Z,78.00,22.42
2026-03-06T09:00:00Z,78.38,23.91
2026-03-06T09:01:00Z,78.00,24.05
2026-03-06T09:02:00Z,76.49,24.00
2026-03-06T09:03:00Z,77.00,25.00
2026-03-06T09:04:00Z,78.00,23.16
2026-03-06T09:05:00Z,78.00,23.16
2026-03-06T09:06:00Z,78.33,21.29
2026-03-06T09:07:00Z,84.94,15.94
2026-03-06T09:08:00Z,86.00,15.07
2026-03-06T09:09:00Z,86.63,12.79
2026-03-06T09:10:00Z,86.86,13.94
2026-03-06T09:11:00Z,88.00,14.00
2026-03-06T09:12:00Z,87.64,13.04
2026-03-06T09:13:00Z,88.19,13.65
2026-03-06T09:14:00Z,86.45,14.85
2026-03-06T09:15:00Z,87.00,14.00
2026-03-06T09:16:00Z,88.00,13.08
2026-03-06T09:17:00Z,89.47,12.98
2026-03-06T09:18:00Z,87.05,12.02
2026-03-06T09:19:00Z,87.05,13.67
2026-03-06T09:20:00Z,87.00,14.84
2026-03-06T09:21:00Z,86.92,16.26
2026-03-06T09:22:00Z,84.00,18.33
2026-03-06T09:23:00Z,84.00,17.41
2026-03-06T09:24:00Z,84.00,18.00
2026-03-06T09:25:00Z,84.00,18.00
2026-03-06T09:26:00Z,84.00,18.00
2026-03-06T09:27:00Z,85.00,14.00
2026-03-06T09:28:00Z,84.64,14.56
2026-03-06T09:30:00Z,86.00,13.97
2026-03-06T09:31:00Z,86.00,12.00
2026-03-06T09:32:00Z,86.82,13.71
2026-03-06T09:33:00Z,90.98,9.16
2026-03-06T09:34:00Z,92.01,7.78
2026-03-06T09:35:00Z,93.00,6.49
2026-03-06T09:36:00Z,95.23,6.00
2026-03-06T09:37:00Z,95.00,6.00
2026-03-06T09:38:00Z,94.00,5.84
2026-03-06T09:39:00Z,94.00,6.36
2026-03-06T09:40:00Z,95.67,7.00
2026-03-06T09:41:00Z,96.00,6.00
2026-03-06T09:42:00Z,95.00,6.03
2026-03-06T09:43:00Z,94.00,7.00
2026-03-06T09:44:00Z,93.93,6.62
2026-03-06T09:45:00Z,93.93,5.10
2026-03-06T09:46:00Z,96.94,5.00
2026-03-06T09:47:00Z,96.30,4.00
2026-03-06T09:48:00Z,97.00,3.00
2026-03-06T09:49:00Z,97.93,3.03
2026-03-06T09:50:00Z,97.58,3.24
2026-03-06T09:51:00Z,96.00,4.83
2026-03-06T09:52:00Z,96.67,5.00
2026-03-06T09:53:00Z,96.99,5.00
2026-03-06T09:54:00Z,99.00,2.07
2026-03-06T09:55:00Z,99.00,1.70
2026-03-06T09:56:00Z,98.38,2.25
2026-03-06T09:57:00Z,98.94,3.00
2026-03-06T09:58:00Z,99.00,1.16
2026-03-06T09:59:00Z,99.00,1.11
2026-03-06T10:00:00Z,99.00,1.00
2026-03-06T10:04:00Z,99.00,1.00
2026-03-06T10:07:00Z,99.00,1.00
