# event_ticker=KXATPCHALLENGERMATCH-26MAR03SANTOB
# final_score=7-6(2) 4-6 6-1
# score_resolution=6-7 6-4 1-6
# match_winner=Carlos Sanchez Jover
# fav_player=Miguel Tobon
# dog_player=Carlos Sanchez Jover
# kalshi_date=2026-03-03
timestamp,Miguel Tobon,Carlos Sanchez Jover
2026-03-03T18:05:00Z,8.76,91.67
2026-03-03T18:06:00Z,9.20,91.12
2026-03-03T18:07:00Z,8.00,91.49
2026-03-03T18:08:00Z,7.87,92.41
2026-03-03T18:09:00Z,8.87,91.76
2026-03-03T18:10:00Z,8.59,90.27
2026-03-03T18:11:00Z,6.63,90.50
2026-03-03T18:12:00Z,6.99,91.52
2026-03-03T18:13:00Z,7.93,91.60
2026-03-03T18:14:00Z,7.86,91.61
2026-03-03T18:15:00Z,9.70,92.00
2026-03-03T18:16:00Z,8.43,91.07
2026-03-03T18:17:00Z,9.00,91.81
2026-03-03T18:18:00Z,9.58,91.73
2026-03-03T18:19:00Z,8.31,90.69
2026-03-03T18:20:00Z,7.98,90.12
2026-03-03T18:21:00Z,7.06,90.31
2026-03-03T18:22:00Z,8.86,90.30
2026-03-03T18:23:00Z,8.10,91.52
2026-03-03T18:24:00Z,8.78,91.33
2026-03-03T18:25:00Z,8.92,90.48
2026-03-03T18:26:00Z,8.77,91.73
2026-03-03T18:27:00Z,8.74,90.43
2026-03-03T18:28:00Z,7.82,90.09
2026-03-03T18:29:00Z,7.77,90.20
2026-03-03T18:30:00Z,8.59,90.16
2026-03-03T18:31:00Z,6.49,92.00
2026-03-03T18:32:00Z,9.00,92.00
2026-03-03T18:33:00Z,6.13,92.59
2026-03-03T18:34:00Z,9.32,91.46
2026-03-03T18:35:00Z,10.00,90.35
2026-03-03T18:36:00Z,8.00,90.06
2026-03-03T18:37:00Z,10.00,89.83
2026-03-03T18:38:00Z,8.00,90.78
2026-03-03T18:39:00Z,9.42,90.50
2026-03-03T18:40:00Z,8.16,90.48
2026-03-03T18:41:00Z,8.23,91.27
2026-03-03T18:42:00Z,8.16,90.13
2026-03-03T18:43:00Z,10.00,90.00
2026-03-03T18:44:00Z,7.15,89.94
2026-03-03T18:45:00Z,8.44,90.21
2026-03-03T18:46:00Z,8.05,91.92
2026-03-03T18:47:00Z,8.22,90.99
2026-03-03T18:48:00Z,9.00,91.09
2026-03-03T18:49:00Z,8.00,90.00
2026-03-03T18:50:00Z,8.22,92.00
2026-03-03T18:51:00Z,8.30,91.89
2026-03-03T18:52:00Z,8.26,90.05
2026-03-03T18:53:00Z,9.26,90.23
2026-03-03T18:54:00Z,10.00,90.02
2026-03-03T18:55:00Z,8.00,90.08
2026-03-03T18:56:00Z,9.87,91.00
2026-03-03T18:57:00Z,8.00,90.76
2026-03-03T18:58:00Z,8.72,90.77
2026-03-03T18:59:00Z,10.00,90.00
2026-03-03T19:00:00Z,8.63,90.08
2026-03-03T19:01:00Z,10.00,90.54
2026-03-03T19:02:00Z,10.00,91.48
2026-03-03T19:03:00Z,8.00,92.00
2026-03-03T19:04:00Z,8.35,92.00
2026-03-03T19:05:00Z,8.00,90.01
2026-03-03T19:06:00Z,8.12,92.00
2026-03-03T19:07:00Z,8.01,91.68
2026-03-03T19:08:00Z,9.22,90.34
2026-03-03T19:09:00Z,9.00,90.10
2026-03-03T19:10:00Z,8.37,92.00
2026-03-03T19:11:00Z,8.37,91.94
2026-03-03T19:12:00Z,8.00,90.02
2026-03-03T19:13:00Z,8.04,90.68
2026-03-03T19:14:00Z,8.30,91.26
2026-03-03T19:15:00Z,8.00,90.00
2026-03-03T19:16:00Z,8.06,91.24
2026-03-03T19:17:00Z,8.13,91.14
2026-03-03T19:18:00Z,9.00,91.71
2026-03-03T19:19:00Z,8.97,90.45
2026-03-03T19:20:00Z,8.70,90.42
2026-03-03T19:21:00Z,10.00,91.72
2026-03-03T19:22:00Z,8.37,90.56
2026-03-03T19:23:00Z,9.67,90.00
2026-03-03T19:24:00Z,8.48,90.98
2026-03-03T19:25:00Z,9.40,90.89
2026-03-03T19:26:00Z,8.13,91.91
2026-03-03T19:27:00Z,10.00,91.72
2026-03-03T19:28:00Z,9.62,90.31
2026-03-03T19:29:00Z,7.56,91.96
2026-03-03T19:30:00Z,8.44,90.00
2026-03-03T19:31:00Z,7.83,90.44
2026-03-03T19:32:00Z,7.01,91.00
2026-03-03T19:33:00Z,7.98,90.26
2026-03-03T19:34:00Z,8.00,90.15
2026-03-03T19:35:00Z,8.50,88.28
2026-03-03T19:36:00Z,8.00,90.27
2026-03-03T19:37:00Z,7.25,90.00
2026-03-03T19:38:00Z,8.44,91.79
2026-03-03T19:39:00Z,10.02,89.44
2026-03-03T19:40:00Z,11.97,90.29
2026-03-03T19:41:00Z,17.75,86.62
2026-03-03T19:42:00Z,15.56,86.08
2026-03-03T19:43:00Z,16.91,85.20
2026-03-03T19:44:00Z,16.72,82.92
2026-03-03T19:45:00Z,9.18,92.39
2026-03-03T19:46:00Z,7.72,92.83
2026-03-03T19:47:00Z,11.11,92.67
2026-03-03T19:48:00Z,9.64,92.67
2026-03-03T19:49:00Z,3.55,96.25
2026-03-03T19:50:00Z,1.35,97.65
2026-03-03T19:51:00Z,1.36,99.00
