# event_ticker=KXATPCHALLENGERMATCH-26MAR03SANTOB
# final_score=7-6(2) 4-6 6-1
# score_resolution=6-7 6-4 1-6
# match_winner=Carlos Sanchez Jover
# fav_player=Miguel Tobon
# dog_player=Carlos Sanchez Jover
# kalshi_date=2026-03-03
timestamp,Miguel Tobon,Carlos Sanchez Jover
2026-03-03T06:32:00Z,22.00,
2026-03-03T06:33:00Z,27.00,
2026-03-03T06:38:00Z,27.00,72.00
2026-03-03T06:52:00Z,27.00,72.00
2026-03-03T07:02:00Z,27.00,72.00
2026-03-03T07:07:00Z,27.00,72.00
2026-03-03T07:11:00Z,27.00,72.00
2026-03-03T07:15:00Z,27.00,72.00
2026-03-03T07:20:00Z,27.00,72.00
2026-03-03T07:24:00Z,27.00,72.00
2026-03-03T07:28:00Z,27.00,72.00
2026-03-03T07:32:00Z,27.00,72.00
2026-03-03T07:36:00Z,27.00,72.00
2026-03-03T07:41:00Z,27.00,72.00
2026-03-03T07:45:00Z,27.00,72.00
2026-03-03T07:53:00Z,27.00,72.00
2026-03-03T08:01:00Z,27.00,72.00
2026-03-03T08:10:00Z,27.00,72.00
2026-03-03T08:14:00Z,27.00,72.00
2026-03-03T08:18:00Z,27.00,72.00
2026-03-03T08:22:00Z,27.00,72.00
2026-03-03T08:26:00Z,27.00,72.00
2026-03-03T08:30:00Z,27.00,72.00
2026-03-03T08:38:00Z,27.00,72.00
2026-03-03T08:42:00Z,27.00,72.00
2026-03-03T08:47:00Z,27.00,72.00
2026-03-03T08:51:00Z,27.00,72.00
2026-03-03T08:55:00Z,26.00,72.00
2026-03-03T08:59:00Z,26.00,72.00
2026-03-03T10:07:00Z,26.00,75.00
2026-03-03T10:46:00Z,26.00,75.00
2026-03-03T13:21:00Z,27.00,75.00
2026-03-03T13:53:00Z,27.00,75.00
2026-03-03T14:40:00Z,27.00,76.00
2026-03-03T14:49:00Z,27.00,76.00
2026-03-03T14:53:00Z,27.00,76.00
2026-03-03T14:54:00Z,27.61,76.00
2026-03-03T15:04:00Z,26.00,76.00
2026-03-03T15:16:00Z,26.00,76.00
2026-03-03T15:18:00Z,26.00,76.00
2026-03-03T15:21:00Z,26.00,76.00
2026-03-03T15:23:00Z,26.00,76.00
2026-03-03T15:24:00Z,25.00,76.00
2026-03-03T15:25:00Z,25.00,76.00
2026-03-03T15:27:00Z,25.00,76.00
2026-03-03T15:30:00Z,25.50,76.00
2026-03-03T15:31:00Z,25.00,76.00
2026-03-03T15:32:00Z,25.81,76.00
2026-03-03T15:33:00Z,22.11,76.63
2026-03-03T15:34:00Z,23.54,79.42
2026-03-03T15:35:00Z,17.10,80.81
2026-03-03T15:36:00Z,16.01,84.01
2026-03-03T15:37:00Z,18.33,83.22
2026-03-03T15:38:00Z,17.00,83.07
2026-03-03T15:39:00Z,19.34,80.67
2026-03-03T15:40:00Z,14.25,82.99
2026-03-03T15:41:00Z,19.04,81.00
2026-03-03T15:42:00Z,19.08,79.85
2026-03-03T15:43:00Z,18.00,82.02
2026-03-03T15:44:00Z,16.40,83.91
2026-03-03T15:45:00Z,16.00,85.00
2026-03-03T15:46:00Z,17.17,84.00
2026-03-03T15:47:00Z,20.00,81.48
2026-03-03T15:48:00Z,19.00,82.00
2026-03-03T15:49:00Z,19.84,81.52
2026-03-03T15:50:00Z,23.98,77.14
2026-03-03T15:51:00Z,27.42,75.13
2026-03-03T15:52:00Z,26.17,73.62
2026-03-03T15:53:00Z,33.12,67.86
2026-03-03T15:54:00Z,35.65,66.60
2026-03-03T15:55:00Z,37.35,64.77
2026-03-03T15:56:00Z,37.99,64.00
2026-03-03T15:57:00Z,44.58,58.08
2026-03-03T15:58:00Z,45.96,57.34
2026-03-03T15:59:00Z,36.73,61.92
2026-03-03T16:00:00Z,40.71,61.52
2026-03-03T16:01:00Z,37.39,61.06
2026-03-03T16:02:00Z,39.13,61.26
2026-03-03T16:03:00Z,31.73,70.00
2026-03-03T16:04:00Z,34.85,65.88
2026-03-03T16:05:00Z,36.63,62.71
2026-03-03T16:06:00Z,38.91,62.00
2026-03-03T16:07:00Z,38.05,61.55
2026-03-03T16:08:00Z,40.78,60.92
2026-03-03T16:09:00Z,45.43,54.89
2026-03-03T16:10:00Z,40.52,64.18
2026-03-03T16:11:00Z,36.77,65.85
2026-03-03T16:12:00Z,32.26,70.26
2026-03-03T16:13:00Z,35.70,67.35
2026-03-03T16:14:00Z,35.47,65.85
2026-03-03T16:15:00Z,40.65,60.12
2026-03-03T16:16:00Z,41.00,60.27
2026-03-03T16:17:00Z,36.29,66.82
2026-03-03T16:18:00Z,35.66,69.96
2026-03-03T16:19:00Z,34.28,69.74
2026-03-03T16:20:00Z,37.86,65.38
2026-03-03T16:21:00Z,35.92,63.18
2026-03-03T16:22:00Z,35.81,67.00
2026-03-03T16:23:00Z,34.63,65.12
2026-03-03T16:24:00Z,45.14,56.24
2026-03-03T16:25:00Z,43.35,55.93
2026-03-03T16:26:00Z,36.91,64.18
2026-03-03T16:27:00Z,37.14,63.09
2026-03-03T16:28:00Z,41.77,59.99
2026-03-03T16:29:00Z,42.16,57.96
2026-03-03T16:30:00Z,36.94,65.96
2026-03-03T16:31:00Z,28.24,74.76
2026-03-03T16:32:00Z,20.24,80.74
2026-03-03T16:33:00Z,26.62,74.46
2026-03-03T16:34:00Z,23.86,79.19
2026-03-03T16:35:00Z,13.81,83.44
2026-03-03T16:36:00Z,12.45,87.61
2026-03-03T16:37:00Z,12.92,87.44
2026-03-03T16:38:00Z,12.65,88.00
2026-03-03T16:39:00Z,13.54,87.17
2026-03-03T16:40:00Z,13.80,87.95
2026-03-03T16:41:00Z,13.94,86.39
2026-03-03T16:42:00Z,13.96,86.29
2026-03-03T16:43:00Z,12.98,87.89
2026-03-03T16:44:00Z,10.86,89.56
2026-03-03T16:45:00Z,10.97,90.39
2026-03-03T16:46:00Z,9.05,92.02
2026-03-03T16:47:00Z,7.58,94.91
2026-03-03T16:48:00Z,5.98,94.68
2026-03-03T16:49:00Z,3.80,96.49
2026-03-03T16:50:00Z,2.57,97.97
2026-03-03T16:51:00Z,3.15,97.78
2026-03-03T16:52:00Z,3.51,96.80
2026-03-03T16:53:00Z,4.42,95.84
2026-03-03T16:54:00Z,4.37,97.00
2026-03-03T16:55:00Z,4.77,95.72
2026-03-03T16:56:00Z,5.41,95.95
2026-03-03T16:57:00Z,4.43,96.96
2026-03-03T16:58:00Z,6.26,94.22
2026-03-03T16:59:00Z,10.03,90.07
2026-03-03T17:00:00Z,11.41,89.71
2026-03-03T17:01:00Z,13.59,86.68
2026-03-03T17:02:00Z,15.30,86.48
2026-03-03T17:03:00Z,14.57,86.84
2026-03-03T17:04:00Z,13.74,89.83
2026-03-03T17:05:00Z,10.94,90.00
2026-03-03T17:06:00Z,10.04,90.48
2026-03-03T17:07:00Z,12.61,90.86
2026-03-03T17:08:00Z,13.91,86.66
2026-03-03T17:09:00Z,15.10,85.92
2026-03-03T17:10:00Z,17.01,85.00
2026-03-03T17:11:00Z,14.28,88.45
2026-03-03T17:12:00Z,21.28,81.00
2026-03-03T17:13:00Z,18.83,83.60
2026-03-03T17:14:00Z,22.42,76.53
2026-03-03T17:15:00Z,21.24,77.92
2026-03-03T17:16:00Z,21.92,84.80
2026-03-03T17:17:00Z,31.34,70.38
2026-03-03T17:18:00Z,33.54,67.72
2026-03-03T17:19:00Z,38.63,63.35
2026-03-03T17:20:00Z,41.17,59.64
2026-03-03T17:21:00Z,39.06,61.34
2026-03-03T17:22:00Z,40.59,61.58
2026-03-03T17:23:00Z,39.17,61.52
2026-03-03T17:24:00Z,40.27,61.43
2026-03-03T17:25:00Z,41.47,61.37
2026-03-03T17:26:00Z,35.70,64.39
2026-03-03T17:27:00Z,34.37,68.54
2026-03-03T17:28:00Z,39.01,60.71
2026-03-03T17:29:00Z,40.64,59.71
2026-03-03T17:30:00Z,36.57,64.62
2026-03-03T17:31:00Z,42.93,60.78
2026-03-03T17:32:00Z,33.54,66.88
2026-03-03T17:33:00Z,36.29,65.63
2026-03-03T17:34:00Z,33.83,68.55
2026-03-03T17:35:00Z,24.80,78.08
2026-03-03T17:36:00Z,17.56,81.52
2026-03-03T17:37:00Z,11.29,89.09
2026-03-03T17:38:00Z,8.79,91.61
2026-03-03T17:39:00Z,11.09,91.02
2026-03-03T17:40:00Z,10.35,90.17
2026-03-03T17:41:00Z,9.01,91.69
2026-03-03T17:42:00Z,8.09,91.65
2026-03-03T17:43:00Z,8.08,91.36
2026-03-03T17:44:00Z,9.17,90.73
2026-03-03T17:45:00Z,8.78,90.73
2026-03-03T17:46:00Z,9.49,89.51
2026-03-03T17:47:00Z,9.07,88.27
2026-03-03T17:48:00Z,9.56,90.47
2026-03-03T17:49:00Z,8.85,90.51
2026-03-03T17:50:00Z,6.38,90.71
2026-03-03T17:51:00Z,8.10,90.94
2026-03-03T17:52:00Z,8.05,91.25
2026-03-03T17:53:00Z,8.26,90.80
2026-03-03T17:54:00Z,8.71,91.15
2026-03-03T17:55:00Z,8.90,90.76
2026-03-03T17:56:00Z,8.64,90.28
2026-03-03T17:57:00Z,8.29,89.69
2026-03-03T17:58:00Z,7.66,90.25
2026-03-03T17:59:00Z,8.98,90.51
2026-03-03T18:00:00Z,8.72,90.37
2026-03-03T18:01:00Z,8.12,89.67
2026-03-03T18:02:00Z,9.91,89.93
2026-03-03T18:03:00Z,8.29,91.65
2026-03-03T18:04:00Z,9.44,91.92
