# event_ticker=KXATPMATCH-26APR07ALCBAE
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Carlos Alcaraz
# fav_player=Sebastian Baez
# dog_player=Carlos Alcaraz
# kalshi_date=2026-04-07
timestamp,Sebastian Baez,Carlos Alcaraz
2026-04-06T23:58:00Z,6.00,
2026-04-06T23:59:00Z,6.00,96.00
2026-04-07T00:05:00Z,6.00,96.00
2026-04-07T00:14:00Z,6.00,96.00
2026-04-07T00:25:00Z,6.00,95.00
2026-04-07T00:30:00Z,6.00,95.00
2026-04-07T00:39:00Z,6.00,95.00
2026-04-07T00:49:00Z,6.00,96.00
2026-04-07T00:55:00Z,6.00,96.00
2026-04-07T00:59:00Z,6.00,95.00
2026-04-07T01:09:00Z,6.00,96.00
2026-04-07T01:12:00Z,6.00,95.00
2026-04-07T01:29:00Z,6.00,95.00
2026-04-07T01:30:00Z,6.00,96.00
2026-04-07T01:32:00Z,6.00,96.00
2026-04-07T01:46:00Z,6.00,96.00
2026-04-07T01:48:00Z,6.00,96.00
2026-04-07T01:51:00Z,6.00,96.00
2026-04-07T01:53:00Z,6.00,96.00
2026-04-07T01:56:00Z,6.00,96.00
2026-04-07T02:07:00Z,6.00,96.00
2026-04-07T02:10:00Z,6.00,96.00
2026-04-07T02:11:00Z,6.00,96.00
2026-04-07T02:16:00Z,6.00,96.00
2026-04-07T02:22:00Z,6.00,96.00
2026-04-07T02:36:00Z,6.00,96.00
2026-04-07T02:38:00Z,6.00,96.00
2026-04-07T02:39:00Z,6.00,96.00
2026-04-07T02:41:00Z,6.00,96.00
2026-04-07T02:45:00Z,6.00,96.00
2026-04-07T02:46:00Z,6.00,96.00
2026-04-07T02:48:00Z,6.00,96.00
2026-04-07T02:49:00Z,6.00,96.00
2026-04-07T02:54:00Z,5.00,96.00
2026-04-07T03:08:00Z,6.00,96.00
2026-04-07T03:24:00Z,6.00,96.00
2026-04-07T03:27:00Z,6.00,96.00
2026-04-07T03:35:00Z,6.00,96.00
2026-04-07T03:36:00Z,6.00,96.00
2026-04-07T03:38:00Z,6.00,96.00
2026-04-07T03:39:00Z,6.00,96.00
2026-04-07T03:42:00Z,6.00,96.00
2026-04-07T03:43:00Z,6.00,96.00
2026-04-07T03:56:00Z,6.00,96.00
2026-04-07T04:16:00Z,6.00,95.02
2026-04-07T04:20:00Z,6.00,96.00
