# event_ticker=KXATPCHALLENGERMATCH-26MAR10KOTCHI
# final_score=1-6 6-1 7-6(4)
# score_resolution=6-1 1-6 6-7
# match_winner=Pavel Kotov
# fav_player=Clement Chidekh
# dog_player=Pavel Kotov
# kalshi_date=2026-03-10
timestamp,Clement Chidekh,Pavel Kotov
2026-03-10T01:48:00Z,58.94,41.00
2026-03-10T02:01:00Z,59.00,41.00
2026-03-10T02:22:00Z,58.00,41.00
2026-03-10T02:26:00Z,58.00,41.00
2026-03-10T03:17:00Z,58.00,41.00
2026-03-10T03:22:00Z,58.00,43.00
2026-03-10T03:43:00Z,58.00,43.00
2026-03-10T04:20:00Z,59.00,43.00
2026-03-10T04:28:00Z,59.00,43.00
2026-03-10T04:36:00Z,59.31,43.00
2026-03-10T04:40:00Z,60.00,43.00
2026-03-10T04:45:00Z,60.00,43.00
2026-03-10T04:46:00Z,60.00,42.00
2026-03-10T04:49:00Z,60.00,42.00
2026-03-10T04:50:00Z,60.94,42.00
2026-03-10T04:59:00Z,60.00,42.00
2026-03-10T05:04:00Z,60.00,42.00
2026-03-10T05:09:00Z,60.00,42.00
2026-03-10T05:31:00Z,60.52,42.00
2026-03-10T05:57:00Z,60.00,42.00
2026-03-10T05:59:00Z,60.00,42.00
2026-03-10T06:01:00Z,60.00,42.00
2026-03-10T06:07:00Z,60.00,42.00
2026-03-10T06:09:00Z,60.00,43.00
2026-03-10T06:10:00Z,60.00,42.00
2026-03-10T06:18:00Z,60.00,42.00
2026-03-10T06:21:00Z,60.00,42.58
2026-03-10T06:26:00Z,60.00,41.00
2026-03-10T06:33:00Z,60.00,41.00
2026-03-10T06:46:00Z,60.00,41.00
2026-03-10T06:59:00Z,60.00,41.00
2026-03-10T07:11:00Z,60.00,42.00
2026-03-10T07:19:00Z,60.00,42.00
2026-03-10T07:23:00Z,60.00,42.00
2026-03-10T07:24:00Z,60.00,42.00
2026-03-10T07:26:00Z,60.00,42.00
2026-03-10T07:40:00Z,60.00,42.00
2026-03-10T07:52:00Z,61.00,42.00
2026-03-10T07:54:00Z,61.00,42.00
2026-03-10T08:08:00Z,61.00,42.00
2026-03-10T08:19:00Z,61.00,42.20
2026-03-10T08:21:00Z,61.00,40.00
2026-03-10T08:29:00Z,60.00,40.00
2026-03-10T08:55:00Z,60.00,40.00
2026-03-10T08:56:00Z,60.00,40.00
2026-03-10T09:07:00Z,60.00,40.00
2026-03-10T09:27:00Z,60.00,40.00
2026-03-10T09:38:00Z,60.00,41.00
2026-03-10T09:43:00Z,60.00,41.00
2026-03-10T09:55:00Z,60.00,41.00
2026-03-10T09:56:00Z,60.00,41.00
2026-03-10T10:00:00Z,60.00,41.00
2026-03-10T10:03:00Z,60.00,41.00
2026-03-10T10:11:00Z,60.00,41.00
2026-03-10T10:20:00Z,60.00,40.00
2026-03-10T10:21:00Z,60.00,40.00
2026-03-10T10:27:00Z,60.00,41.00
2026-03-10T10:28:00Z,60.00,41.00
2026-03-10T10:31:00Z,60.00,41.00
2026-03-10T10:32:00Z,60.00,41.00
