# event_ticker=KXATPMATCH-25OCT02MCDHAL
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Quentin Halys
# fav_player=Mackenzie McDonald
# dog_player=Quentin Halys
# kalshi_date=2025-10-02
timestamp,Mackenzie McDonald,Quentin Halys
2025-10-02T05:55:00Z,62.00,39.00
2025-10-02T05:57:00Z,62.00,39.00
2025-10-02T06:05:00Z,62.00,39.00
2025-10-02T06:09:00Z,62.00,39.00
2025-10-02T06:26:00Z,62.00,39.00
2025-10-02T06:33:00Z,63.00,39.00
2025-10-02T06:37:00Z,63.00,39.00
2025-10-02T06:52:00Z,63.00,39.00
2025-10-02T06:58:00Z,63.00,39.00
2025-10-02T09:05:00Z,63.00,39.00
2025-10-02T09:07:00Z,63.00,39.00
2025-10-02T09:15:00Z,63.00,39.00
2025-10-02T09:16:00Z,63.00,39.00
2025-10-02T09:18:00Z,63.00,39.00
2025-10-02T09:19:00Z,63.00,39.00
2025-10-02T09:22:00Z,63.00,39.00
2025-10-02T09:24:00Z,63.00,39.00
2025-10-02T09:28:00Z,63.00,39.00
2025-10-02T09:30:00Z,63.00,39.00
2025-10-02T09:33:00Z,63.00,39.00
2025-10-02T09:35:00Z,63.00,39.00
2025-10-02T09:37:00Z,63.00,39.00
2025-10-02T09:38:00Z,63.00,39.00
2025-10-02T09:39:00Z,63.00,38.00
2025-10-02T09:40:00Z,63.00,38.00
2025-10-02T09:41:00Z,63.00,38.00
2025-10-02T09:43:00Z,63.00,38.00
2025-10-02T09:50:00Z,63.00,38.00
2025-10-02T10:06:00Z,63.00,38.00
2025-10-02T10:07:00Z,63.00,38.00
2025-10-02T10:16:00Z,63.00,38.00
2025-10-02T10:17:00Z,64.00,38.00
2025-10-02T10:18:00Z,62.00,38.00
2025-10-02T10:20:00Z,63.00,38.00
2025-10-02T10:27:00Z,63.00,38.00
2025-10-02T10:29:00Z,63.00,38.53
2025-10-02T10:30:00Z,63.00,39.00
2025-10-02T10:31:00Z,62.32,39.89
2025-10-02T10:32:00Z,62.32,37.21
2025-10-02T10:33:00Z,65.26,34.00
2025-10-02T10:34:00Z,64.00,37.26
2025-10-02T10:35:00Z,63.42,40.00
2025-10-02T10:36:00Z,63.08,34.67
2025-10-02T10:37:00Z,61.23,39.72
2025-10-02T10:38:00Z,60.00,39.72
2025-10-02T10:39:00Z,61.00,39.09
2025-10-02T10:40:00Z,61.00,43.14
2025-10-02T10:41:00Z,61.00,40.00
2025-10-02T10:42:00Z,57.64,41.00
2025-10-02T10:43:00Z,60.12,47.52
2025-10-02T10:44:00Z,60.83,43.00
2025-10-02T10:45:00Z,59.00,43.00
2025-10-02T10:46:00Z,57.48,41.00
2025-10-02T10:47:00Z,58.39,41.29
2025-10-02T10:48:00Z,60.00,42.00
2025-10-02T10:49:00Z,60.00,42.00
2025-10-02T10:50:00Z,62.00,41.00
2025-10-02T10:51:00Z,58.49,41.00
2025-10-02T10:52:00Z,58.79,41.00
2025-10-02T10:53:00Z,61.00,41.00
2025-10-02T10:54:00Z,59.32,41.61
2025-10-02T10:55:00Z,62.00,40.00
2025-10-02T10:57:00Z,58.00,47.43
2025-10-02T10:58:00Z,58.00,43.00
2025-10-02T10:59:00Z,60.00,41.13
2025-10-02T11:00:00Z,57.00,45.00
2025-10-02T11:01:00Z,52.78,48.39
2025-10-02T11:02:00Z,43.94,58.79
2025-10-02T11:03:00Z,43.99,69.44
2025-10-02T11:04:00Z,31.57,70.84
2025-10-02T11:05:00Z,30.92,68.10
2025-10-02T11:06:00Z,32.87,71.51
2025-10-02T11:07:00Z,32.00,71.00
2025-10-02T11:08:00Z,30.78,72.59
2025-10-02T11:09:00Z,31.10,72.00
2025-10-02T11:10:00Z,34.00,68.00
2025-10-02T11:11:00Z,33.00,67.53
2025-10-02T11:12:00Z,33.00,67.80
2025-10-02T11:13:00Z,33.00,68.74
2025-10-02T11:14:00Z,32.21,67.39
2025-10-02T11:15:00Z,33.93,66.96
2025-10-02T11:16:00Z,34.13,63.15
2025-10-02T11:17:00Z,36.52,62.16
2025-10-02T11:18:00Z,35.46,65.30
2025-10-02T11:19:00Z,33.11,66.67
2025-10-02T11:20:00Z,34.92,68.35
2025-10-02T11:21:00Z,31.16,71.11
2025-10-02T11:22:00Z,25.85,73.23
2025-10-02T11:23:00Z,25.85,73.00
2025-10-02T11:24:00Z,19.49,83.21
2025-10-02T11:25:00Z,8.90,84.39
2025-10-02T11:26:00Z,6.15,92.10
2025-10-02T11:27:00Z,7.05,94.37
2025-10-02T11:28:00Z,6.77,95.33
2025-10-02T11:29:00Z,4.57,96.90
2025-10-02T11:30:00Z,2.36,98.23
2025-10-02T11:31:00Z,1.30,97.89
2025-10-02T11:32:00Z,1.30,99.00
2025-10-02T11:33:00Z,1.30,99.00
2025-10-02T11:34:00Z,1.00,99.00
2025-10-02T11:36:00Z,1.00,99.00
2025-10-02T11:37:00Z,1.00,99.00
2025-10-02T11:40:00Z,1.00,99.00
