# event_ticker=KXATPMATCH-25OCT05NISMUN
# final_score=6-4 5-7 6-1
# match_winner=Jaume Munar
# fav_player=Jaume Munar
# dog_player=Yoshihito Nishioka
# kalshi_date=2025-10-05
timestamp,Jaume Munar,Yoshihito Nishioka
2025-10-04T21:32:00Z,,39.00
2025-10-04T22:10:00Z,,38.08
2025-10-04T22:36:00Z,63.00,38.08
2025-10-04T22:48:00Z,63.00,38.08
2025-10-04T22:58:00Z,63.00,38.08
2025-10-04T23:21:00Z,63.00,37.00
2025-10-04T23:22:00Z,63.00,39.00
2025-10-04T23:35:00Z,63.00,39.00
2025-10-04T23:45:00Z,63.00,39.00
2025-10-04T23:52:00Z,62.00,39.00
2025-10-05T00:10:00Z,61.00,39.00
2025-10-05T00:33:00Z,61.00,39.00
2025-10-05T00:39:00Z,61.00,39.00
2025-10-05T01:22:00Z,62.00,39.00
2025-10-05T01:24:00Z,62.00,39.10
2025-10-05T01:36:00Z,62.00,40.00
2025-10-05T01:37:00Z,62.00,40.00
2025-10-05T01:38:00Z,62.00,39.00
2025-10-05T01:39:00Z,62.00,39.00
2025-10-05T01:45:00Z,62.00,39.79
2025-10-05T02:00:00Z,62.00,40.00
2025-10-05T02:25:00Z,65.00,40.00
2025-10-05T02:26:00Z,65.00,37.00
2025-10-05T02:30:00Z,65.00,37.00
2025-10-05T02:35:00Z,65.00,37.00
2025-10-05T02:37:00Z,65.00,37.00
2025-10-05T02:44:00Z,65.00,37.00
2025-10-05T03:24:00Z,65.00,37.00
2025-10-05T03:30:00Z,65.00,37.00
2025-10-05T03:32:00Z,65.00,37.00
2025-10-05T03:38:00Z,65.00,37.00
2025-10-05T03:48:00Z,65.00,37.00
2025-10-05T03:50:00Z,65.00,36.24
2025-10-05T03:58:00Z,65.00,36.24
2025-10-05T04:01:00Z,65.00,37.00
2025-10-05T04:05:00Z,65.00,37.00
2025-10-05T04:08:00Z,65.00,37.00
2025-10-05T04:15:00Z,65.00,37.00
2025-10-05T04:17:00Z,65.00,37.00
2025-10-05T04:18:00Z,65.00,37.00
2025-10-05T04:23:00Z,65.00,37.00
2025-10-05T04:25:00Z,65.00,37.00
2025-10-05T04:28:00Z,65.00,36.82
2025-10-05T04:34:00Z,65.00,36.82
2025-10-05T04:37:00Z,65.00,37.00
2025-10-05T04:39:00Z,65.00,37.00
2025-10-05T04:44:00Z,65.00,37.00
2025-10-05T04:47:00Z,65.00,37.00
2025-10-05T04:50:00Z,65.00,37.00
2025-10-05T04:51:00Z,65.00,37.00
2025-10-05T04:52:00Z,65.00,37.00
2025-10-05T04:53:00Z,65.00,37.00
2025-10-05T04:54:00Z,65.00,37.00
2025-10-05T04:55:00Z,65.00,37.00
2025-10-05T04:57:00Z,65.00,37.00
2025-10-05T04:58:00Z,65.00,37.00
2025-10-05T05:00:00Z,65.00,37.00
2025-10-05T05:01:00Z,65.00,37.00
2025-10-05T05:02:00Z,65.00,37.00
2025-10-05T05:04:00Z,65.00,37.00
2025-10-05T05:06:00Z,65.00,37.00
2025-10-05T05:08:00Z,65.00,37.00
2025-10-05T05:09:00Z,65.00,37.00
2025-10-05T05:13:00Z,65.00,37.00
2025-10-05T05:15:00Z,65.00,37.00
2025-10-05T05:18:00Z,65.00,37.00
2025-10-05T05:19:00Z,65.00,37.00
2025-10-05T05:20:00Z,65.00,37.00
2025-10-05T05:21:00Z,65.00,37.00
2025-10-05T05:22:00Z,65.00,37.00
2025-10-05T05:25:00Z,64.00,37.00
2025-10-05T05:27:00Z,64.00,37.00
2025-10-05T05:28:00Z,64.00,37.00
2025-10-05T05:32:00Z,63.00,37.00
2025-10-05T05:33:00Z,63.00,37.00
2025-10-05T05:34:00Z,63.00,37.00
2025-10-05T05:36:00Z,63.00,37.00
2025-10-05T05:41:00Z,63.00,37.00
2025-10-05T05:42:00Z,64.00,37.00
2025-10-05T05:44:00Z,64.00,37.04
2025-10-05T05:46:00Z,64.00,37.00
2025-10-05T05:47:00Z,64.00,37.00
2025-10-05T05:50:00Z,64.00,37.00
2025-10-05T05:51:00Z,64.41,37.00
2025-10-05T05:54:00Z,65.00,37.00
2025-10-05T05:59:00Z,65.00,37.00
2025-10-05T06:02:00Z,65.00,37.00
2025-10-05T06:03:00Z,64.00,37.00
2025-10-05T06:04:00Z,64.00,37.00
2025-10-05T06:05:00Z,64.00,37.00
2025-10-05T06:06:00Z,64.00,37.00
2025-10-05T06:07:00Z,64.00,37.00
2025-10-05T06:08:00Z,63.00,37.00
2025-10-05T06:09:00Z,64.19,37.00
2025-10-05T06:12:00Z,64.19,37.00
2025-10-05T06:13:00Z,64.19,37.00
2025-10-05T06:16:00Z,64.86,37.00
2025-10-05T06:17:00Z,64.86,37.00
2025-10-05T06:18:00Z,65.00,37.00
2025-10-05T06:19:00Z,65.00,37.00
2025-10-05T06:20:00Z,64.00,37.00
2025-10-05T06:21:00Z,64.00,37.00
2025-10-05T06:25:00Z,64.00,37.00
2025-10-05T06:27:00Z,64.00,37.00
2025-10-05T06:29:00Z,64.00,37.00
2025-10-05T06:30:00Z,64.00,37.00
2025-10-05T06:34:00Z,64.00,37.00
2025-10-05T06:35:00Z,64.00,37.00
2025-10-05T06:36:00Z,64.00,37.00
2025-10-05T06:39:00Z,64.00,37.00
2025-10-05T06:40:00Z,64.00,37.00
2025-10-05T06:41:00Z,64.00,37.00
2025-10-05T06:42:00Z,64.00,37.23
2025-10-05T06:44:00Z,64.00,37.23
2025-10-05T06:45:00Z,64.00,38.00
2025-10-05T06:46:00Z,64.00,38.00
2025-10-05T06:47:00Z,64.00,37.00
2025-10-05T06:48:00Z,64.00,38.00
2025-10-05T06:49:00Z,64.00,38.00
2025-10-05T06:51:00Z,64.00,38.00
2025-10-05T06:52:00Z,64.00,38.00
2025-10-05T06:54:00Z,64.00,37.00
2025-10-05T06:55:00Z,64.00,37.87
2025-10-05T07:04:00Z,64.00,38.00
2025-10-05T07:05:00Z,64.00,38.00
2025-10-05T07:06:00Z,64.00,38.00
2025-10-05T07:07:00Z,64.00,38.00
2025-10-05T07:08:00Z,65.47,38.00
2025-10-05T07:09:00Z,65.47,36.00
2025-10-05T07:10:00Z,65.47,36.00
2025-10-05T07:15:00Z,65.47,36.00
2025-10-05T07:16:00Z,65.39,36.00
2025-10-05T07:18:00Z,66.00,36.00
2025-10-05T07:20:00Z,66.00,35.00
2025-10-05T07:22:00Z,66.00,35.00
2025-10-05T07:24:00Z,66.00,35.00
2025-10-05T07:25:00Z,66.00,35.00
2025-10-05T07:27:00Z,65.31,35.00
2025-10-05T07:28:00Z,66.00,35.00
2025-10-05T07:29:00Z,66.00,35.00
2025-10-05T07:35:00Z,66.00,33.58
2025-10-05T07:36:00Z,67.00,33.58
2025-10-05T07:39:00Z,67.00,34.00
2025-10-05T07:40:00Z,67.00,34.00
2025-10-05T07:42:00Z,67.00,34.00
2025-10-05T07:47:00Z,67.00,34.00
2025-10-05T07:50:00Z,67.00,34.00
2025-10-05T07:56:00Z,67.00,34.39
2025-10-05T08:00:00Z,67.00,35.00
2025-10-05T08:02:00Z,67.00,35.00
2025-10-05T08:03:00Z,67.00,35.00
2025-10-05T08:04:00Z,67.00,35.00
2025-10-05T08:05:00Z,67.00,35.50
2025-10-05T08:06:00Z,67.00,36.00
2025-10-05T08:07:00Z,66.00,36.45
2025-10-05T08:08:00Z,65.00,36.00
2025-10-05T08:09:00Z,65.00,36.00
2025-10-05T08:10:00Z,65.00,35.95
2025-10-05T08:11:00Z,65.00,36.00
2025-10-05T08:12:00Z,65.00,36.00
2025-10-05T08:13:00Z,65.00,36.00
2025-10-05T08:14:00Z,65.00,36.00
2025-10-05T08:15:00Z,65.00,36.00
2025-10-05T08:16:00Z,65.00,36.00
2025-10-05T08:17:00Z,65.00,36.00
2025-10-05T08:18:00Z,65.00,35.00
2025-10-05T08:21:00Z,65.00,36.49
2025-10-05T08:22:00Z,65.00,37.00
2025-10-05T08:23:00Z,65.52,37.00
2025-10-05T08:24:00Z,66.99,35.21
2025-10-05T08:25:00Z,67.00,35.21
2025-10-05T08:26:00Z,67.00,35.00
2025-10-05T08:27:00Z,67.00,35.00
2025-10-05T08:29:00Z,67.00,35.15
2025-10-05T08:30:00Z,67.00,36.00
2025-10-05T08:31:00Z,67.00,36.00
2025-10-05T08:33:00Z,67.48,36.00
2025-10-05T08:34:00Z,65.54,35.38
2025-10-05T08:35:00Z,65.54,35.00
2025-10-05T08:36:00Z,65.00,35.86
2025-10-05T08:37:00Z,65.00,36.00
2025-10-05T08:39:00Z,65.00,36.00
2025-10-05T08:40:00Z,66.00,35.42
2025-10-05T08:41:00Z,66.00,36.00
2025-10-05T08:43:00Z,66.00,36.00
2025-10-05T08:44:00Z,66.00,36.00
2025-10-05T08:45:00Z,63.51,39.39
2025-10-05T08:46:00Z,56.48,44.50
2025-10-05T08:47:00Z,59.82,44.47
2025-10-05T08:48:00Z,62.43,38.07
2025-10-05T08:49:00Z,64.59,38.38
2025-10-05T08:50:00Z,64.00,38.00
2025-10-05T08:51:00Z,59.18,41.30
2025-10-05T08:52:00Z,57.89,45.63
2025-10-05T08:53:00Z,61.23,42.16
2025-10-05T08:54:00Z,60.00,43.00
2025-10-05T08:55:00Z,59.00,41.37
2025-10-05T08:56:00Z,63.00,38.88
2025-10-05T08:57:00Z,61.05,39.47
2025-10-05T08:58:00Z,58.00,42.67
2025-10-05T08:59:00Z,57.00,45.00
2025-10-05T09:00:00Z,59.06,45.73
2025-10-05T09:01:00Z,57.04,45.55
2025-10-05T09:02:00Z,58.49,44.65
2025-10-05T09:03:00Z,58.17,47.00
2025-10-05T09:04:00Z,58.49,43.30
2025-10-05T09:05:00Z,57.07,43.74
2025-10-05T09:06:00Z,57.83,43.74
2025-10-05T09:07:00Z,58.57,46.02
2025-10-05T09:08:00Z,62.00,40.14
2025-10-05T09:09:00Z,62.00,40.23
2025-10-05T09:10:00Z,62.98,38.63
2025-10-05T09:11:00Z,62.60,41.71
2025-10-05T09:12:00Z,58.24,41.73
2025-10-05T09:13:00Z,61.00,40.34
2025-10-05T09:14:00Z,63.63,37.91
2025-10-05T09:15:00Z,64.51,38.00
2025-10-05T09:16:00Z,63.69,37.00
2025-10-05T09:17:00Z,68.75,35.01
2025-10-05T09:18:00Z,73.00,30.02
2025-10-05T09:19:00Z,76.13,26.34
2025-10-05T09:20:00Z,71.49,29.53
2025-10-05T09:21:00Z,59.32,36.92
2025-10-05T09:22:00Z,60.34,40.00
2025-10-05T09:23:00Z,65.77,34.38
2025-10-05T09:24:00Z,66.27,36.52
2025-10-05T09:25:00Z,65.00,35.81
2025-10-05T09:26:00Z,66.00,36.47
2025-10-05T09:27:00Z,64.85,37.00
2025-10-05T09:28:00Z,65.96,36.07
2025-10-05T09:29:00Z,72.69,26.98
2025-10-05T09:30:00Z,79.11,20.38
