# event_ticker=KXATPCHALLENGERMATCH-26APR24ONCALK
# final_score=6-3 7-6(3)
# score_resolution=6-3 7-6
# match_winner=Gauthier Onclin
# fav_player=Gauthier Onclin
# dog_player=Mert Alkaya
# kalshi_date=2026-04-24
timestamp,Gauthier Onclin,Mert Alkaya
2026-04-24T07:06:00Z,70.00,
2026-04-24T09:28:00Z,71.00,
2026-04-24T10:05:00Z,71.00,
2026-04-24T10:20:00Z,71.00,
2026-04-24T11:07:00Z,71.00,
2026-04-24T12:14:00Z,71.00,30.00
2026-04-24T12:56:00Z,71.00,30.00
2026-04-24T13:09:00Z,71.00,30.00
2026-04-24T13:45:00Z,71.00,30.00
2026-04-24T14:47:00Z,71.00,27.00
2026-04-24T14:56:00Z,71.00,27.00
2026-04-24T15:28:00Z,71.00,27.00
2026-04-24T15:47:00Z,74.00,27.00
2026-04-24T15:53:00Z,74.00,27.00
2026-04-24T15:59:00Z,73.00,27.00
2026-04-24T16:07:00Z,72.00,27.00
2026-04-24T16:22:00Z,74.00,27.00
2026-04-24T16:34:00Z,74.00,27.00
2026-04-24T16:38:00Z,74.00,28.00
2026-04-24T16:54:00Z,74.00,28.00
2026-04-24T17:34:00Z,74.00,28.00
2026-04-24T17:35:00Z,74.00,28.00
2026-04-24T17:36:00Z,74.00,28.00
2026-04-24T17:50:00Z,74.00,28.00
2026-04-24T17:57:00Z,74.00,28.00
2026-04-24T18:00:00Z,74.00,28.00
2026-04-24T18:02:00Z,74.00,28.00
2026-04-24T18:07:00Z,74.00,28.00
2026-04-24T18:09:00Z,74.00,29.00
2026-04-24T18:11:00Z,74.00,28.49
2026-04-24T18:13:00Z,72.00,29.00
2026-04-24T18:14:00Z,70.00,30.00
2026-04-24T18:15:00Z,67.00,33.00
2026-04-24T18:16:00Z,67.00,34.90
2026-04-24T18:17:00Z,69.00,34.90
2026-04-24T18:18:00Z,66.00,35.66
2026-04-24T18:19:00Z,54.92,44.90
2026-04-24T18:20:00Z,50.75,49.96
2026-04-24T18:21:00Z,48.00,50.85
2026-04-24T18:22:00Z,48.00,53.00
2026-04-24T18:23:00Z,48.00,53.00
2026-04-24T18:24:00Z,48.31,51.00
2026-04-24T18:25:00Z,50.00,51.00
2026-04-24T18:26:00Z,50.00,50.00
2026-04-24T18:27:00Z,50.00,52.00
2026-04-24T18:28:00Z,50.00,51.61
2026-04-24T18:29:00Z,49.95,50.13
2026-04-24T18:30:00Z,47.00,50.13
2026-04-24T18:32:00Z,43.62,55.79
2026-04-24T18:33:00Z,45.00,56.00
2026-04-24T18:34:00Z,43.87,57.37
2026-04-24T18:35:00Z,43.29,58.07
2026-04-24T18:36:00Z,37.00,62.68
2026-04-24T18:37:00Z,35.94,64.84
2026-04-24T18:38:00Z,35.39,64.20
2026-04-24T18:39:00Z,36.11,64.62
2026-04-24T18:40:00Z,35.00,66.00
2026-04-24T18:41:00Z,35.00,66.32
2026-04-24T18:42:00Z,34.00,67.00
2026-04-24T18:43:00Z,34.00,67.00
2026-04-24T18:44:00Z,34.00,67.00
2026-04-24T18:45:00Z,34.00,65.13
2026-04-24T18:46:00Z,34.96,66.47
2026-04-24T18:47:00Z,34.96,65.06
2026-04-24T18:48:00Z,30.51,69.55
2026-04-24T18:49:00Z,28.92,73.45
2026-04-24T18:50:00Z,20.78,80.91
2026-04-24T18:51:00Z,17.41,82.59
2026-04-24T18:52:00Z,15.51,85.71
2026-04-24T18:53:00Z,13.90,87.01
2026-04-24T18:54:00Z,13.68,87.25
2026-04-24T18:55:00Z,12.53,89.67
2026-04-24T18:56:00Z,11.44,89.59
2026-04-24T18:57:00Z,13.03,87.94
2026-04-24T18:58:00Z,15.97,85.44
2026-04-24T18:59:00Z,16.89,84.80
2026-04-24T19:00:00Z,25.38,78.17
2026-04-24T19:01:00Z,29.56,71.20
2026-04-24T19:02:00Z,32.14,64.67
2026-04-24T19:03:00Z,35.78,62.78
2026-04-24T19:04:00Z,38.23,61.00
2026-04-24T19:05:00Z,38.96,61.00
2026-04-24T19:06:00Z,39.00,61.00
2026-04-24T19:07:00Z,40.00,61.00
2026-04-24T19:08:00Z,39.90,61.00
2026-04-24T19:09:00Z,41.00,59.00
2026-04-24T19:10:00Z,41.30,61.00
2026-04-24T19:11:00Z,41.45,60.94
2026-04-24T19:12:00Z,44.54,58.22
2026-04-24T19:13:00Z,50.10,45.98
2026-04-24T19:14:00Z,58.65,41.95
2026-04-24T19:15:00Z,58.42,38.07
2026-04-24T19:16:00Z,65.19,34.25
2026-04-24T19:17:00Z,65.69,36.91
2026-04-24T19:18:00Z,65.66,34.24
2026-04-24T19:19:00Z,64.02,35.68
2026-04-24T19:20:00Z,63.10,37.00
2026-04-24T19:21:00Z,66.10,35.00
2026-04-24T19:22:00Z,72.25,25.77
2026-04-24T19:23:00Z,71.96,30.00
2026-04-24T19:24:00Z,68.85,32.73
2026-04-24T19:25:00Z,60.04,34.53
2026-04-24T19:26:00Z,55.28,46.77
2026-04-24T19:27:00Z,52.11,42.11
2026-04-24T19:28:00Z,61.04,36.13
2026-04-24T19:29:00Z,61.40,39.28
2026-04-24T19:30:00Z,59.93,36.65
2026-04-24T19:31:00Z,68.13,32.00
2026-04-24T19:32:00Z,69.00,31.36
2026-04-24T19:33:00Z,62.92,35.45
2026-04-24T19:34:00Z,60.25,40.33
2026-04-24T19:35:00Z,64.92,38.04
2026-04-24T19:36:00Z,64.66,36.73
2026-04-24T19:37:00Z,66.46,35.69
2026-04-24T19:38:00Z,59.98,41.51
2026-04-24T19:39:00Z,61.75,38.57
2026-04-24T19:40:00Z,50.97,47.57
2026-04-24T19:41:00Z,57.41,47.08
2026-04-24T19:42:00Z,64.35,39.24
2026-04-24T19:43:00Z,67.84,34.41
2026-04-24T19:44:00Z,68.35,33.03
2026-04-24T19:45:00Z,73.25,30.97
2026-04-24T19:46:00Z,79.87,21.42
2026-04-24T19:47:00Z,83.72,16.01
2026-04-24T19:48:00Z,72.67,27.77
2026-04-24T19:49:00Z,64.64,36.34
2026-04-24T19:50:00Z,63.13,37.23
2026-04-24T19:51:00Z,60.84,39.37
2026-04-24T19:52:00Z,57.59,46.51
2026-04-24T19:53:00Z,48.71,46.90
