# event_ticker=KXATPMATCH-26MAR29DAMNAK
# final_score=7-6(0) 6-2
# score_resolution=6-7 2-6
# match_winner=Brandon Nakashima
# fav_player=Martin Damm Jr
# dog_player=Brandon Nakashima
# kalshi_date=2026-03-29
timestamp,Martin Damm Jr,Brandon Nakashima
2026-03-31T10:06:00Z,,74.00
2026-03-31T10:18:00Z,,74.00
2026-03-31T10:26:00Z,,74.00
2026-03-31T10:42:00Z,,74.00
2026-03-31T10:43:00Z,,74.00
2026-03-31T10:49:00Z,,74.00
2026-03-31T10:53:00Z,,74.00
2026-03-31T10:56:00Z,29.00,74.00
2026-03-31T11:05:00Z,29.00,74.00
2026-03-31T11:11:00Z,29.00,74.00
2026-03-31T11:21:00Z,29.00,74.00
2026-03-31T11:28:00Z,29.00,74.00
2026-03-31T11:38:00Z,29.00,74.00
2026-03-31T11:49:00Z,29.00,74.00
2026-03-31T12:03:00Z,29.00,74.00
2026-03-31T12:11:00Z,28.00,74.00
2026-03-31T12:12:00Z,28.00,74.00
2026-03-31T12:14:00Z,28.00,74.00
2026-03-31T12:17:00Z,28.00,74.00
2026-03-31T12:26:00Z,28.00,74.00
2026-03-31T12:30:00Z,28.00,73.00
2026-03-31T12:31:00Z,28.00,73.00
2026-03-31T12:50:00Z,28.00,72.00
2026-03-31T12:54:00Z,28.00,73.00
2026-03-31T13:02:00Z,29.00,73.00
2026-03-31T13:06:00Z,29.00,73.00
2026-03-31T13:07:00Z,29.00,73.00
2026-03-31T13:12:00Z,29.00,73.00
2026-03-31T13:15:00Z,29.00,73.00
2026-03-31T13:29:00Z,29.00,73.00
2026-03-31T13:30:00Z,29.00,73.00
2026-03-31T13:35:00Z,29.00,73.00
2026-03-31T13:37:00Z,29.00,73.00
2026-03-31T13:41:00Z,29.00,73.00
2026-03-31T13:44:00Z,29.00,73.00
2026-03-31T13:51:00Z,29.00,73.00
2026-03-31T13:55:00Z,29.00,72.00
2026-03-31T14:03:00Z,29.00,72.00
2026-03-31T14:05:00Z,29.00,72.00
2026-03-31T14:13:00Z,29.00,72.00
2026-03-31T14:17:00Z,29.00,72.00
2026-03-31T14:20:00Z,28.00,72.00
2026-03-31T14:24:00Z,28.00,72.00
2026-03-31T14:34:00Z,28.00,73.00
2026-03-31T14:37:00Z,29.00,73.00
2026-03-31T14:43:00Z,28.00,73.00
2026-03-31T14:45:00Z,29.00,73.00
2026-03-31T14:47:00Z,29.00,73.00
2026-03-31T14:48:00Z,29.00,73.00
2026-03-31T14:50:00Z,29.00,73.00
2026-03-31T15:01:00Z,29.00,73.00
2026-03-31T15:08:00Z,28.00,73.00
2026-03-31T15:11:00Z,28.00,73.00
2026-03-31T15:25:00Z,28.00,74.00
2026-03-31T15:30:00Z,28.00,74.00
2026-03-31T15:35:00Z,28.00,74.00
2026-03-31T15:37:00Z,28.00,74.00
2026-03-31T15:44:00Z,28.00,74.00
2026-03-31T15:48:00Z,28.00,74.00
2026-03-31T15:53:00Z,28.00,74.00
2026-03-31T15:55:00Z,28.00,72.00
2026-03-31T15:57:00Z,28.00,74.00
2026-03-31T15:58:00Z,28.00,74.00
2026-03-31T16:03:00Z,28.00,74.00
2026-03-31T16:07:00Z,28.00,74.00
2026-03-31T16:08:00Z,26.00,74.00
2026-03-31T16:10:00Z,26.00,74.00
2026-03-31T16:44:00Z,26.00,74.00
2026-03-31T16:45:00Z,26.00,71.00
2026-03-31T16:51:00Z,26.00,74.00
2026-03-31T16:52:00Z,26.00,74.00
2026-03-31T16:53:00Z,28.00,74.00
2026-03-31T16:55:00Z,28.00,74.00
2026-03-31T16:56:00Z,28.00,74.00
2026-03-31T17:09:00Z,28.00,74.00
2026-03-31T17:13:00Z,28.00,74.00
2026-03-31T17:20:00Z,28.00,73.00
2026-03-31T17:26:00Z,28.00,73.00
2026-03-31T17:29:00Z,28.00,74.00
2026-03-31T17:30:00Z,28.00,74.00
2026-03-31T17:32:00Z,28.00,74.00
2026-03-31T17:33:00Z,28.00,74.00
2026-03-31T17:34:00Z,28.00,74.00
2026-03-31T17:35:00Z,28.00,74.00
2026-03-31T17:41:00Z,28.00,74.00
2026-03-31T17:43:00Z,28.00,74.00
2026-03-31T17:47:00Z,28.00,74.00
2026-03-31T17:52:00Z,28.00,74.00
2026-03-31T17:55:00Z,28.00,74.00
2026-03-31T17:57:00Z,28.00,74.00
2026-03-31T18:02:00Z,28.00,74.00
2026-03-31T18:05:00Z,28.00,74.00
2026-03-31T18:11:00Z,28.00,74.00
2026-03-31T18:22:00Z,26.00,74.00
2026-03-31T18:25:00Z,26.00,74.00
2026-03-31T18:27:00Z,26.00,74.00
2026-03-31T18:29:00Z,26.00,74.00
2026-03-31T18:30:00Z,26.00,74.00
2026-03-31T18:31:00Z,26.00,73.00
2026-03-31T18:38:00Z,26.00,74.00
2026-03-31T18:39:00Z,26.00,74.00
2026-03-31T18:40:00Z,26.00,74.00
2026-03-31T18:43:00Z,26.00,74.00
2026-03-31T18:46:00Z,26.00,74.00
2026-03-31T18:47:00Z,26.00,74.00
2026-03-31T18:50:00Z,26.00,74.00
2026-03-31T18:51:00Z,26.00,74.00
2026-03-31T18:52:00Z,28.00,74.00
2026-03-31T18:53:00Z,28.00,74.00
2026-03-31T18:55:00Z,28.00,74.00
2026-03-31T18:56:00Z,28.00,74.00
2026-03-31T18:59:00Z,28.00,74.00
2026-03-31T19:02:00Z,28.00,74.00
2026-03-31T19:04:00Z,28.00,74.00
2026-03-31T19:05:00Z,28.00,74.00
2026-03-31T19:06:00Z,28.00,74.00
