# event_ticker=KXATPCHALLENGERMATCH-26MAR24HSUBOU
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Yu Hsiou Hsu
# fav_player=Justin Boulais
# dog_player=Yu Hsiou Hsu
# kalshi_date=2026-03-24
timestamp,Justin Boulais,Yu Hsiou Hsu
2026-03-24T06:02:00Z,31.00,70.00
2026-03-24T06:06:00Z,31.00,70.00
2026-03-24T06:07:00Z,31.00,70.00
2026-03-24T06:08:00Z,33.08,70.00
2026-03-24T06:09:00Z,33.00,70.00
2026-03-24T06:10:00Z,33.00,70.00
2026-03-24T06:11:00Z,33.00,69.00
2026-03-24T06:12:00Z,33.00,69.00
2026-03-24T06:13:00Z,33.47,69.00
2026-03-24T06:14:00Z,33.93,69.16
2026-03-24T06:15:00Z,30.90,70.00
2026-03-24T06:16:00Z,33.75,70.00
2026-03-24T06:17:00Z,34.00,69.62
2026-03-24T06:18:00Z,34.00,68.72
2026-03-24T06:19:00Z,33.00,69.60
2026-03-24T06:20:00Z,33.00,69.00
2026-03-24T06:21:00Z,33.35,69.00
2026-03-24T06:22:00Z,34.00,69.87
2026-03-24T06:23:00Z,34.00,70.00
2026-03-24T06:24:00Z,32.97,70.00
2026-03-24T06:25:00Z,32.66,69.64
2026-03-24T06:26:00Z,35.24,67.83
2026-03-24T06:27:00Z,32.84,71.64
2026-03-24T06:28:00Z,31.01,72.77
2026-03-24T06:29:00Z,28.10,73.88
2026-03-24T06:30:00Z,28.00,73.76
2026-03-24T06:31:00Z,30.82,69.90
2026-03-24T06:32:00Z,32.73,68.26
2026-03-24T06:33:00Z,33.42,67.75
2026-03-24T06:34:00Z,38.33,64.51
2026-03-24T06:35:00Z,36.59,67.00
2026-03-24T06:36:00Z,33.11,69.05
2026-03-24T06:37:00Z,35.29,68.78
2026-03-24T06:38:00Z,40.00,65.15
2026-03-24T06:39:00Z,50.45,57.37
2026-03-24T06:40:00Z,50.88,50.89
2026-03-24T06:41:00Z,51.97,48.36
2026-03-24T06:42:00Z,49.55,54.99
2026-03-24T06:43:00Z,42.84,57.94
2026-03-24T06:44:00Z,39.00,64.19
2026-03-24T06:45:00Z,43.22,57.78
2026-03-24T06:46:00Z,37.66,65.36
2026-03-24T06:47:00Z,35.80,65.15
2026-03-24T06:48:00Z,38.19,66.46
2026-03-24T06:49:00Z,39.61,61.59
2026-03-24T06:50:00Z,35.50,68.60
2026-03-24T06:51:00Z,35.73,68.47
2026-03-24T06:52:00Z,40.85,62.97
2026-03-24T06:53:00Z,40.65,65.00
2026-03-24T06:54:00Z,41.83,61.26
2026-03-24T06:55:00Z,34.26,66.93
2026-03-24T06:56:00Z,39.40,60.73
2026-03-24T06:57:00Z,35.40,65.92
2026-03-24T06:58:00Z,44.38,57.95
2026-03-24T06:59:00Z,43.19,59.12
2026-03-24T07:00:00Z,49.93,48.18
2026-03-24T07:01:00Z,52.89,47.87
2026-03-24T07:02:00Z,52.05,51.61
2026-03-24T07:03:00Z,49.47,51.11
2026-03-24T07:04:00Z,41.53,59.78
2026-03-24T07:05:00Z,36.25,64.24
2026-03-24T07:06:00Z,40.88,60.88
2026-03-24T07:07:00Z,50.62,51.09
2026-03-24T07:08:00Z,54.06,46.98
2026-03-24T07:09:00Z,53.97,47.00
2026-03-24T07:10:00Z,59.80,42.89
2026-03-24T07:11:00Z,60.41,41.67
2026-03-24T07:12:00Z,52.61,45.67
2026-03-24T07:13:00Z,56.20,42.89
2026-03-24T07:14:00Z,57.27,42.56
2026-03-24T07:15:00Z,53.90,45.48
2026-03-24T07:16:00Z,54.93,45.04
2026-03-24T07:17:00Z,56.18,43.34
2026-03-24T07:18:00Z,61.63,38.64
2026-03-24T07:19:00Z,58.18,41.13
2026-03-24T07:20:00Z,56.57,45.17
2026-03-24T07:21:00Z,54.00,46.92
2026-03-24T07:22:00Z,43.78,60.02
2026-03-24T07:23:00Z,34.31,65.68
2026-03-24T07:24:00Z,29.05,71.70
2026-03-24T07:25:00Z,26.95,74.18
2026-03-24T07:26:00Z,26.00,74.03
2026-03-24T07:27:00Z,25.50,74.42
2026-03-24T07:28:00Z,20.31,80.93
2026-03-24T07:29:00Z,14.14,82.81
2026-03-24T07:30:00Z,14.02,86.93
2026-03-24T07:31:00Z,11.88,88.57
2026-03-24T07:32:00Z,12.14,87.28
2026-03-24T07:33:00Z,13.29,88.96
2026-03-24T07:34:00Z,11.20,88.25
2026-03-24T07:35:00Z,10.00,91.91
2026-03-24T07:36:00Z,10.49,89.88
2026-03-24T07:37:00Z,10.44,88.94
2026-03-24T07:38:00Z,13.31,88.00
2026-03-24T07:39:00Z,14.94,86.60
2026-03-24T07:40:00Z,14.56,84.00
2026-03-24T07:41:00Z,11.07,87.62
2026-03-24T07:42:00Z,9.16,90.04
2026-03-24T07:43:00Z,8.26,92.20
2026-03-24T07:44:00Z,7.69,93.50
2026-03-24T07:45:00Z,6.17,94.00
2026-03-24T07:46:00Z,7.13,92.13
2026-03-24T07:47:00Z,11.09,90.31
2026-03-24T07:48:00Z,7.46,92.01
2026-03-24T07:49:00Z,9.67,90.21
2026-03-24T07:50:00Z,13.99,88.00
2026-03-24T07:51:00Z,14.24,85.90
2026-03-24T07:52:00Z,16.89,83.32
2026-03-24T07:53:00Z,11.91,88.00
2026-03-24T07:54:00Z,10.87,90.06
2026-03-24T07:55:00Z,12.54,89.00
2026-03-24T07:56:00Z,14.00,88.22
2026-03-24T07:57:00Z,7.09,91.87
2026-03-24T07:58:00Z,7.42,94.51
2026-03-24T07:59:00Z,9.55,91.04
2026-03-24T08:00:00Z,8.04,93.47
2026-03-24T08:01:00Z,7.25,93.98
2026-03-24T08:02:00Z,3.58,96.21
2026-03-24T08:03:00Z,5.55,95.28
2026-03-24T08:04:00Z,10.89,90.42
2026-03-24T08:05:00Z,10.90,90.03
2026-03-24T08:06:00Z,10.10,90.81
2026-03-24T08:07:00Z,12.95,86.44
2026-03-24T08:08:00Z,12.71,87.07
2026-03-24T08:09:00Z,14.01,88.49
2026-03-24T08:10:00Z,12.13,88.72
2026-03-24T08:11:00Z,8.38,93.88
2026-03-24T08:12:00Z,8.33,91.41
2026-03-24T08:13:00Z,3.52,97.50
2026-03-24T08:14:00Z,2.06,98.95
2026-03-24T08:15:00Z,1.72,98.01
2026-03-24T08:16:00Z,5.00,95.30
2026-03-24T08:17:00Z,4.26,96.00
2026-03-24T08:18:00Z,1.00,98.97
2026-03-24T08:19:00Z,1.00,99.00
2026-03-24T08:20:00Z,1.00,99.00
2026-03-24T08:21:00Z,1.00,99.00
2026-03-24T08:22:00Z,1.00,99.00
2026-03-24T08:24:00Z,1.00,99.00
