# event_ticker=KXATPCHALLENGERMATCH-26MAR24HSUBOU
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Yu Hsiou Hsu
# fav_player=Justin Boulais
# dog_player=Yu Hsiou Hsu
# kalshi_date=2026-03-24
timestamp,Justin Boulais,Yu Hsiou Hsu
2026-03-23T19:06:00Z,32.00,
2026-03-23T21:10:00Z,32.00,72.00
2026-03-23T21:21:00Z,32.00,72.73
2026-03-23T21:39:00Z,30.00,72.73
2026-03-23T21:53:00Z,30.00,72.00
2026-03-23T22:20:00Z,30.00,72.00
2026-03-23T22:57:00Z,30.00,74.00
2026-03-23T23:07:00Z,30.00,74.00
2026-03-23T23:08:00Z,25.00,74.00
2026-03-23T23:18:00Z,25.00,74.00
2026-03-23T23:19:00Z,30.00,74.00
2026-03-24T00:12:00Z,30.00,73.00
2026-03-24T00:31:00Z,30.00,73.00
2026-03-24T00:34:00Z,30.00,73.00
2026-03-24T01:05:00Z,30.00,73.00
2026-03-24T01:26:00Z,30.00,74.00
2026-03-24T01:29:00Z,30.00,74.00
2026-03-24T02:23:00Z,30.00,74.03
2026-03-24T02:24:00Z,30.00,74.00
2026-03-24T02:26:00Z,29.00,74.00
2026-03-24T02:29:00Z,29.00,74.00
2026-03-24T02:31:00Z,29.00,74.00
2026-03-24T02:38:00Z,29.00,73.00
2026-03-24T02:51:00Z,29.00,73.00
2026-03-24T03:09:00Z,29.00,73.00
2026-03-24T03:12:00Z,29.00,73.00
2026-03-24T03:41:00Z,29.00,73.00
2026-03-24T03:46:00Z,29.00,73.00
2026-03-24T04:00:00Z,29.00,73.00
2026-03-24T04:02:00Z,29.00,73.00
2026-03-24T04:11:00Z,30.00,73.00
2026-03-24T04:18:00Z,30.00,72.00
2026-03-24T04:20:00Z,30.00,72.00
2026-03-24T04:23:00Z,30.00,72.62
2026-03-24T04:24:00Z,30.00,73.73
2026-03-24T04:27:00Z,30.00,74.00
2026-03-24T04:28:00Z,29.00,74.00
2026-03-24T04:31:00Z,29.00,73.00
2026-03-24T04:35:00Z,29.00,73.00
2026-03-24T04:37:00Z,29.00,73.00
2026-03-24T04:38:00Z,29.00,73.00
2026-03-24T04:42:00Z,29.00,73.00
2026-03-24T04:46:00Z,29.00,73.00
2026-03-24T04:48:00Z,29.00,71.00
2026-03-24T04:49:00Z,29.00,70.00
2026-03-24T04:51:00Z,31.01,70.00
2026-03-24T04:52:00Z,31.01,70.00
2026-03-24T04:55:00Z,32.00,70.00
2026-03-24T04:56:00Z,32.00,70.00
2026-03-24T04:57:00Z,32.00,70.00
2026-03-24T04:58:00Z,32.00,70.00
2026-03-24T05:00:00Z,32.00,70.00
2026-03-24T05:01:00Z,32.00,69.00
2026-03-24T05:04:00Z,32.00,69.00
2026-03-24T05:05:00Z,32.00,69.00
2026-03-24T05:07:00Z,33.00,69.00
2026-03-24T05:08:00Z,33.00,69.00
2026-03-24T05:09:00Z,33.00,69.22
2026-03-24T05:10:00Z,33.00,70.00
2026-03-24T05:11:00Z,33.00,70.00
2026-03-24T05:12:00Z,33.00,70.00
2026-03-24T05:13:00Z,33.00,70.00
2026-03-24T05:14:00Z,31.00,70.00
2026-03-24T05:17:00Z,32.00,70.00
2026-03-24T05:18:00Z,32.00,70.00
2026-03-24T05:20:00Z,32.00,70.00
2026-03-24T05:21:00Z,32.00,70.00
2026-03-24T05:22:00Z,32.00,70.00
2026-03-24T05:23:00Z,32.00,70.00
2026-03-24T05:25:00Z,32.00,70.00
2026-03-24T05:30:00Z,32.00,68.00
2026-03-24T05:32:00Z,32.00,70.00
2026-03-24T05:34:00Z,32.00,70.00
2026-03-24T05:36:00Z,32.00,70.00
2026-03-24T05:37:00Z,32.00,70.00
2026-03-24T05:39:00Z,32.00,70.00
2026-03-24T05:41:00Z,32.00,70.00
2026-03-24T05:43:00Z,32.00,70.00
2026-03-24T05:44:00Z,32.00,70.00
2026-03-24T05:45:00Z,32.00,71.00
2026-03-24T05:46:00Z,31.00,71.00
2026-03-24T05:49:00Z,31.00,70.08
2026-03-24T05:51:00Z,31.86,70.08
2026-03-24T05:52:00Z,31.90,70.08
2026-03-24T05:53:00Z,31.00,70.08
2026-03-24T05:55:00Z,31.00,70.08
2026-03-24T05:57:00Z,31.00,70.08
2026-03-24T06:00:00Z,31.00,70.00
2026-03-24T06:01:00Z,32.00,70.00
