# event_ticker=KXATPMATCH-25AUG20KECDAR
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Miomir Kecmanovic
# fav_player=Luciano Darderi
# dog_player=Miomir Kecmanovic
# kalshi_date=2025-08-20
timestamp,Luciano Darderi,Miomir Kecmanovic
2025-08-20T08:27:00Z,45.00,
2025-08-20T08:42:00Z,45.00,66.00
2025-08-20T08:57:00Z,44.00,66.00
2025-08-20T09:01:00Z,45.00,66.00
2025-08-20T09:31:00Z,45.00,66.00
2025-08-20T09:52:00Z,44.54,66.00
2025-08-20T09:53:00Z,42.00,66.00
2025-08-20T10:05:00Z,42.00,66.00
2025-08-20T11:31:00Z,42.00,63.00
2025-08-20T11:37:00Z,44.00,63.00
2025-08-20T11:52:00Z,43.00,63.00
2025-08-20T12:13:00Z,41.00,63.00
2025-08-20T12:18:00Z,41.00,62.00
2025-08-20T12:51:00Z,41.00,62.00
2025-08-20T13:19:00Z,39.00,62.00
2025-08-20T13:24:00Z,39.00,62.00
2025-08-20T13:51:00Z,39.00,61.00
2025-08-20T13:56:00Z,40.00,61.00
2025-08-20T14:24:00Z,38.00,62.00
2025-08-20T14:26:00Z,38.00,62.00
2025-08-20T14:27:00Z,38.26,62.00
2025-08-20T14:31:00Z,38.26,62.00
2025-08-20T14:37:00Z,38.26,62.00
2025-08-20T14:53:00Z,37.00,62.00
2025-08-20T15:00:00Z,38.00,62.00
2025-08-20T15:07:00Z,38.00,62.00
2025-08-20T15:22:00Z,38.00,62.00
2025-08-20T15:39:00Z,37.00,63.00
2025-08-20T15:41:00Z,37.00,62.00
2025-08-20T15:50:00Z,38.00,62.00
2025-08-20T16:14:00Z,38.00,63.00
2025-08-20T16:36:00Z,38.00,63.00
2025-08-20T16:38:00Z,37.00,63.00
2025-08-20T16:52:00Z,37.00,63.00
2025-08-20T17:00:00Z,37.00,64.00
2025-08-20T17:10:00Z,37.00,64.00
2025-08-20T17:13:00Z,37.00,64.00
2025-08-20T17:28:00Z,37.00,64.00
2025-08-20T17:31:00Z,37.00,64.00
2025-08-20T17:53:00Z,37.00,64.00
2025-08-20T17:56:00Z,37.00,64.00
2025-08-20T17:59:00Z,37.00,64.00
2025-08-20T18:10:00Z,37.00,66.00
2025-08-20T18:11:00Z,36.00,66.00
2025-08-20T18:12:00Z,36.00,66.00
2025-08-20T18:13:00Z,43.89,61.00
2025-08-20T18:14:00Z,44.26,56.19
2025-08-20T18:15:00Z,50.28,55.90
2025-08-20T18:16:00Z,52.56,50.09
2025-08-20T18:17:00Z,52.00,53.00
2025-08-20T18:18:00Z,52.95,53.00
2025-08-20T18:19:00Z,42.50,58.00
2025-08-20T18:20:00Z,38.42,63.00
2025-08-20T18:23:00Z,34.00,63.00
2025-08-20T18:24:00Z,29.00,71.00
2025-08-20T18:25:00Z,28.00,72.00
2025-08-20T18:26:00Z,32.00,72.00
2025-08-20T18:27:00Z,38.31,64.00
2025-08-20T18:29:00Z,32.00,64.00
2025-08-20T18:30:00Z,32.00,68.79
2025-08-20T18:31:00Z,34.00,69.00
2025-08-20T18:32:00Z,29.40,73.48
2025-08-20T18:33:00Z,24.99,75.22
2025-08-20T18:34:00Z,27.21,73.00
2025-08-20T18:35:00Z,21.00,78.67
2025-08-20T18:36:00Z,16.79,83.00
2025-08-20T18:37:00Z,14.00,85.04
2025-08-20T18:38:00Z,15.00,86.46
2025-08-20T18:39:00Z,16.00,88.00
2025-08-20T18:40:00Z,16.00,86.00
2025-08-20T18:41:00Z,18.00,86.00
2025-08-20T18:42:00Z,19.00,86.00
2025-08-20T18:43:00Z,18.78,83.00
2025-08-20T18:44:00Z,24.00,83.00
2025-08-20T18:45:00Z,18.00,83.00
2025-08-20T18:46:00Z,17.78,83.00
2025-08-20T18:47:00Z,18.00,84.00
2025-08-20T18:48:00Z,14.04,85.83
2025-08-20T18:50:00Z,19.00,82.97
2025-08-20T18:51:00Z,19.84,82.97
2025-08-20T18:52:00Z,17.00,85.72
2025-08-20T18:55:00Z,18.00,85.72
2025-08-20T18:56:00Z,16.00,85.72
2025-08-20T18:57:00Z,13.88,87.00
2025-08-20T18:58:00Z,9.42,89.46
2025-08-20T18:59:00Z,6.00,95.00
2025-08-20T19:00:00Z,8.00,95.00
2025-08-20T19:01:00Z,2.08,98.59
2025-08-20T19:02:00Z,4.00,95.73
2025-08-20T19:03:00Z,3.78,97.00
2025-08-20T19:04:00Z,4.00,97.00
2025-08-20T19:05:00Z,1.00,97.00
2025-08-20T19:06:00Z,1.00,99.00
2025-08-20T19:07:00Z,1.00,99.00
2025-08-20T19:13:00Z,1.00,99.00
