# event_ticker=KXATPMATCH-26JUN08ZHABRO
# final_score=7-6(4) 5-7 6-1
# score_resolution=6-7 7-5 1-6
# match_winner=Zhizhen Zhang
# fav_player=Jenson Brooksby
# dog_player=Zhizhen Zhang
# kalshi_date=2026-06-08
timestamp,Zhizhen Zhang,Jenson Brooksby
2026-06-09T05:28:00Z,43.00,59.00
2026-06-09T05:31:00Z,43.00,59.00
2026-06-09T05:38:00Z,43.00,59.00
2026-06-09T05:39:00Z,43.00,59.00
2026-06-09T05:40:00Z,43.00,59.00
2026-06-09T05:41:00Z,43.12,59.00
2026-06-09T05:44:00Z,43.12,59.00
2026-06-09T05:48:00Z,43.12,59.00
2026-06-09T06:08:00Z,43.12,59.00
2026-06-09T06:10:00Z,43.12,59.00
2026-06-09T06:11:00Z,43.12,59.00
2026-06-09T06:19:00Z,43.12,59.00
2026-06-09T06:23:00Z,43.12,59.00
2026-06-09T06:24:00Z,43.12,59.00
2026-06-09T06:25:00Z,43.00,59.00
2026-06-09T06:28:00Z,43.00,59.00
2026-06-09T06:29:00Z,43.00,59.00
2026-06-09T06:31:00Z,43.59,59.00
2026-06-09T06:32:00Z,43.59,59.00
2026-06-09T06:34:00Z,43.59,59.00
2026-06-09T06:36:00Z,43.59,59.00
2026-06-09T06:37:00Z,43.59,59.00
2026-06-09T06:38:00Z,43.00,59.00
2026-06-09T06:44:00Z,43.00,59.00
2026-06-09T06:51:00Z,43.00,59.00
2026-06-09T06:58:00Z,43.00,59.00
2026-06-09T06:59:00Z,43.00,59.00
2026-06-09T07:00:00Z,43.00,59.00
2026-06-09T07:02:00Z,43.00,59.00
2026-06-09T07:04:00Z,42.77,59.00
2026-06-09T07:06:00Z,43.00,59.00
2026-06-09T07:09:00Z,43.00,59.00
2026-06-09T07:11:00Z,43.00,59.00
2026-06-09T07:13:00Z,43.00,59.00
2026-06-09T07:18:00Z,43.00,59.00
2026-06-09T07:19:00Z,43.00,59.00
2026-06-09T07:30:00Z,43.00,59.00
2026-06-09T07:40:00Z,43.00,59.00
2026-06-09T07:44:00Z,43.00,59.00
2026-06-09T07:55:00Z,43.00,59.00
2026-06-09T07:58:00Z,43.00,59.00
2026-06-09T08:01:00Z,43.00,59.00
2026-06-09T08:06:00Z,43.00,59.00
2026-06-09T08:18:00Z,43.00,59.00
2026-06-09T08:34:00Z,43.00,59.00
2026-06-09T08:35:00Z,43.00,59.00
2026-06-09T08:38:00Z,43.00,59.00
2026-06-09T08:56:00Z,43.00,59.00
2026-06-09T08:59:00Z,43.00,59.00
2026-06-09T09:00:00Z,43.00,59.00
2026-06-09T09:19:00Z,43.00,59.00
2026-06-09T09:24:00Z,43.00,59.00
2026-06-09T09:26:00Z,43.00,59.00
2026-06-09T09:27:00Z,43.00,59.00
2026-06-09T09:29:00Z,43.00,59.00
2026-06-09T09:44:00Z,43.00,59.00
2026-06-09T09:45:00Z,43.00,59.00
2026-06-09T09:50:00Z,43.00,59.00
2026-06-09T09:52:00Z,43.00,59.00
2026-06-09T09:53:00Z,43.00,59.00
2026-06-09T09:54:00Z,43.00,59.00
2026-06-09T09:56:00Z,43.00,59.00
2026-06-09T09:57:00Z,43.00,59.00
2026-06-09T10:07:00Z,43.00,59.00
2026-06-09T10:12:00Z,43.00,59.00
2026-06-09T10:16:00Z,43.00,59.00
2026-06-09T10:19:00Z,43.00,59.00
2026-06-09T10:21:00Z,43.00,59.00
2026-06-09T10:25:00Z,43.00,59.00
2026-06-09T10:28:00Z,43.00,59.00
2026-06-09T10:29:00Z,43.00,59.00
2026-06-09T10:34:00Z,42.00,59.00
2026-06-09T10:35:00Z,42.00,60.00
2026-06-09T10:37:00Z,42.00,60.00
2026-06-09T10:38:00Z,42.00,60.00
2026-06-09T10:44:00Z,42.00,60.00
2026-06-09T10:48:00Z,42.00,60.00
2026-06-09T10:49:00Z,42.00,60.00
2026-06-09T10:50:00Z,42.00,60.42
2026-06-09T10:51:00Z,42.00,60.00
2026-06-09T10:52:00Z,42.00,60.00
2026-06-09T10:54:00Z,42.00,60.00
2026-06-09T10:55:00Z,42.00,60.00
2026-06-09T11:04:00Z,42.00,60.00
2026-06-09T11:05:00Z,42.00,60.00
2026-06-09T11:06:00Z,42.00,60.00
2026-06-09T11:07:00Z,42.00,60.00
2026-06-09T11:10:00Z,42.00,60.00
2026-06-09T11:11:00Z,42.00,60.00
2026-06-09T11:12:00Z,42.00,59.00
2026-06-09T11:14:00Z,42.00,60.65
2026-06-09T11:15:00Z,42.00,61.00
2026-06-09T11:17:00Z,42.00,61.00
2026-06-09T11:18:00Z,42.00,61.00
2026-06-09T11:19:00Z,42.00,61.00
2026-06-09T11:21:00Z,42.00,61.00
2026-06-09T11:22:00Z,41.00,61.00
2026-06-09T11:23:00Z,37.87,61.94
2026-06-09T11:24:00Z,38.00,61.94
2026-06-09T11:26:00Z,37.89,61.76
2026-06-09T11:27:00Z,43.08,58.29
2026-06-09T11:28:00Z,40.27,61.24
2026-06-09T11:29:00Z,35.00,66.07
2026-06-09T11:30:00Z,33.88,67.73
2026-06-09T11:31:00Z,30.08,69.91
2026-06-09T11:32:00Z,34.67,69.91
2026-06-09T11:33:00Z,33.00,69.04
2026-06-09T11:34:00Z,36.98,64.03
2026-06-09T11:35:00Z,39.45,62.81
2026-06-09T11:36:00Z,38.27,59.99
2026-06-09T11:37:00Z,48.22,51.84
2026-06-09T11:38:00Z,56.01,44.43
2026-06-09T11:39:00Z,55.18,44.65
2026-06-09T11:40:00Z,59.04,40.01
2026-06-09T11:41:00Z,61.72,39.00
2026-06-09T11:42:00Z,62.00,40.34
2026-06-09T11:43:00Z,61.74,39.66
2026-06-09T11:44:00Z,59.27,41.54
2026-06-09T11:45:00Z,59.27,42.00
2026-06-09T11:46:00Z,55.00,42.00
2026-06-09T11:47:00Z,56.00,42.19
2026-06-09T11:48:00Z,62.00,38.99
2026-06-09T11:49:00Z,63.40,37.23
2026-06-09T11:50:00Z,64.47,35.51
2026-06-09T11:51:00Z,68.67,31.53
2026-06-09T11:52:00Z,71.40,25.90
2026-06-09T11:53:00Z,74.45,26.41
2026-06-09T11:54:00Z,75.59,26.00
2026-06-09T11:55:00Z,73.08,26.99
2026-06-09T11:56:00Z,73.19,27.43
2026-06-09T11:57:00Z,73.03,26.86
2026-06-09T11:58:00Z,71.97,29.39
2026-06-09T11:59:00Z,71.91,29.16
2026-06-09T12:00:00Z,69.53,32.22
2026-06-09T12:01:00Z,68.31,34.27
2026-06-09T12:02:00Z,63.01,37.18
2026-06-09T12:03:00Z,60.03,40.98
2026-06-09T12:04:00Z,59.51,40.00
2026-06-09T12:05:00Z,59.72,40.54
2026-06-09T12:06:00Z,51.44,49.08
2026-06-09T12:07:00Z,50.41,52.55
2026-06-09T12:08:00Z,42.62,59.28
2026-06-09T12:09:00Z,37.41,61.61
2026-06-09T12:10:00Z,34.49,64.03
2026-06-09T12:11:00Z,33.90,65.71
2026-06-09T12:12:00Z,34.45,66.80
2026-06-09T12:13:00Z,34.01,65.74
2026-06-09T12:14:00Z,34.15,65.60
2026-06-09T12:15:00Z,36.84,62.85
2026-06-09T12:16:00Z,46.38,55.10
2026-06-09T12:17:00Z,51.95,47.47
2026-06-09T12:18:00Z,58.76,38.62
2026-06-09T12:19:00Z,63.57,35.69
2026-06-09T12:20:00Z,61.77,35.97
2026-06-09T12:21:00Z,56.70,43.62
2026-06-09T12:22:00Z,65.27,34.52
2026-06-09T12:23:00Z,66.28,34.00
2026-06-09T12:24:00Z,66.29,34.00
2026-06-09T12:25:00Z,69.08,29.24
2026-06-09T12:26:00Z,69.26,32.52
2026-06-09T12:27:00Z,62.68,36.24
2026-06-09T12:28:00Z,66.46,33.69
2026-06-09T12:29:00Z,68.74,32.87
2026-06-09T12:30:00Z,67.01,34.98
2026-06-09T12:31:00Z,65.10,36.52
2026-06-09T12:32:00Z,61.26,38.32
2026-06-09T12:33:00Z,65.10,36.48
2026-06-09T12:34:00Z,67.08,33.13
2026-06-09T12:35:00Z,61.96,38.82
2026-06-09T12:36:00Z,60.58,38.60
2026-06-09T12:37:00Z,63.99,36.34
2026-06-09T12:38:00Z,66.89,33.33
2026-06-09T12:39:00Z,66.50,33.99
2026-06-09T12:40:00Z,67.91,31.72
2026-06-09T12:41:00Z,65.86,36.45
2026-06-09T12:42:00Z,61.80,40.48
2026-06-09T12:43:00Z,59.83,40.17
2026-06-09T12:44:00Z,64.52,36.52
2026-06-09T12:45:00Z,65.08,33.72
2026-06-09T12:46:00Z,67.16,34.00
2026-06-09T12:47:00Z,63.79,37.59
2026-06-09T12:48:00Z,61.93,40.38
2026-06-09T12:49:00Z,62.40,37.57
2026-06-09T12:50:00Z,65.36,35.36
2026-06-09T12:51:00Z,67.00,33.88
2026-06-09T12:52:00Z,67.14,33.70
2026-06-09T12:53:00Z,66.46,33.80
2026-06-09T12:54:00Z,70.38,29.99
2026-06-09T12:55:00Z,65.14,34.13
2026-06-09T12:56:00Z,64.41,37.62
2026-06-09T12:57:00Z,69.80,31.01
2026-06-09T12:58:00Z,71.64,28.51
2026-06-09T12:59:00Z,70.04,30.88
2026-06-09T13:00:00Z,68.49,32.81
2026-06-09T13:01:00Z,66.41,33.07
2026-06-09T13:02:00Z,72.06,30.58
2026-06-09T13:03:00Z,78.85,18.18
2026-06-09T13:04:00Z,82.81,18.85
2026-06-09T13:05:00Z,86.93,23.48
2026-06-09T13:06:00Z,69.68,32.13
2026-06-09T13:07:00Z,68.45,32.59
2026-06-09T13:08:00Z,60.53,38.00
2026-06-09T13:09:00Z,52.67,48.73
2026-06-09T13:10:00Z,45.53,56.19
2026-06-09T13:11:00Z,41.31,58.65
2026-06-09T13:12:00Z,43.69,56.84
2026-06-09T13:13:00Z,42.20,57.96
2026-06-09T13:14:00Z,41.45,59.60
2026-06-09T13:15:00Z,39.73,60.13
2026-06-09T13:16:00Z,39.91,60.20
2026-06-09T13:17:00Z,39.96,60.79
2026-06-09T13:18:00Z,40.13,63.22
2026-06-09T13:19:00Z,41.51,58.41
2026-06-09T13:20:00Z,45.00,56.60
2026-06-09T13:21:00Z,48.71,53.36
2026-06-09T13:22:00Z,54.95,45.47
2026-06-09T13:23:00Z,63.91,39.02
2026-06-09T13:24:00Z,77.49,24.53
2026-06-09T13:25:00Z,77.95,21.89
2026-06-09T13:26:00Z,80.54,20.38
2026-06-09T13:27:00Z,86.53,18.21
2026-06-09T13:28:00Z,86.40,14.56
2026-06-09T13:29:00Z,86.04,17.02
2026-06-09T13:30:00Z,79.70,21.19
2026-06-09T13:31:00Z,72.79,25.85
2026-06-09T13:32:00Z,79.06,22.35
2026-06-09T13:33:00Z,84.78,15.76
2026-06-09T13:34:00Z,85.94,14.48
2026-06-09T13:35:00Z,87.41,12.30
2026-06-09T13:36:00Z,88.07,10.75
2026-06-09T13:37:00Z,92.99,4.45
2026-06-09T13:38:00Z,98.88,1.74
2026-06-09T13:39:00Z,97.18,2.14
2026-06-09T13:40:00Z,98.00,2.15
2026-06-09T13:41:00Z,95.03,4.98
2026-06-09T13:42:00Z,98.20,2.24
2026-06-09T13:43:00Z,98.59,1.00
2026-06-09T13:44:00Z,98.81,1.00
2026-06-09T13:45:00Z,99.00,1.00
2026-06-09T13:46:00Z,99.00,1.00
2026-06-09T13:47:00Z,99.00,1.00
2026-06-09T13:48:00Z,99.00,1.00
2026-06-09T13:49:00Z,99.00,1.00
2026-06-09T13:50:00Z,99.00,1.00
2026-06-09T13:51:00Z,99.00,1.00
2026-06-09T13:52:00Z,99.00,1.00
