# event_ticker=KXATPMATCH-25OCT04UGODE
# final_score=6-4 6-2
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2025-10-04
timestamp,Alex de Minaur,Camilo Ugo Carabelli
2025-10-03T19:14:00Z,94.00,6.87
2025-10-03T19:24:00Z,94.00,6.00
2025-10-03T19:39:00Z,94.00,6.00
2025-10-03T19:44:00Z,94.00,6.00
2025-10-03T19:45:00Z,94.00,6.00
2025-10-03T19:48:00Z,94.00,6.00
2025-10-03T19:54:00Z,94.00,6.00
2025-10-03T20:05:00Z,94.00,6.00
2025-10-03T20:18:00Z,94.00,6.00
2025-10-03T20:21:00Z,94.00,6.00
2025-10-03T20:24:00Z,94.00,6.00
2025-10-03T20:41:00Z,95.00,6.00
2025-10-03T20:46:00Z,95.00,6.00
2025-10-03T20:57:00Z,95.00,6.00
2025-10-03T20:59:00Z,95.00,6.00
2025-10-03T21:05:00Z,95.00,6.00
2025-10-03T21:08:00Z,95.00,6.00
2025-10-03T21:17:00Z,95.00,6.00
2025-10-03T21:23:00Z,95.00,6.00
2025-10-03T21:29:00Z,95.00,6.00
2025-10-03T21:36:00Z,95.00,6.00
2025-10-03T21:39:00Z,95.00,6.00
2025-10-03T21:45:00Z,95.00,6.00
2025-10-03T21:46:00Z,95.00,7.00
2025-10-03T21:57:00Z,95.00,7.00
2025-10-03T22:02:00Z,95.00,7.00
2025-10-03T22:05:00Z,95.00,6.00
2025-10-03T22:06:00Z,95.00,6.00
2025-10-03T22:18:00Z,95.00,6.00
2025-10-03T22:23:00Z,95.00,6.00
2025-10-03T22:31:00Z,95.00,6.00
2025-10-03T22:41:00Z,95.00,6.00
2025-10-03T22:46:00Z,95.00,6.00
2025-10-03T22:59:00Z,95.00,6.00
2025-10-03T23:09:00Z,95.00,6.00
2025-10-03T23:30:00Z,95.00,6.00
2025-10-03T23:41:00Z,95.00,6.00
2025-10-03T23:43:00Z,95.00,6.00
2025-10-03T23:52:00Z,95.00,6.00
2025-10-03T23:59:00Z,95.00,6.00
2025-10-04T00:05:00Z,95.00,6.00
2025-10-04T00:08:00Z,95.00,6.00
2025-10-04T00:12:00Z,95.00,7.00
2025-10-04T00:14:00Z,92.00,8.00
2025-10-04T00:15:00Z,92.00,8.00
2025-10-04T00:17:00Z,92.00,8.00
2025-10-04T00:18:00Z,94.00,7.00
2025-10-04T00:19:00Z,94.00,6.00
2025-10-04T00:23:00Z,94.00,6.00
2025-10-04T00:26:00Z,93.00,7.00
2025-10-04T00:27:00Z,93.00,7.00
2025-10-04T00:29:00Z,93.00,7.00
2025-10-04T00:33:00Z,94.00,7.00
2025-10-04T00:38:00Z,94.00,7.00
2025-10-04T00:39:00Z,94.00,7.00
2025-10-04T00:47:00Z,94.00,7.00
2025-10-04T00:48:00Z,94.00,7.00
2025-10-04T00:52:00Z,94.00,7.00
2025-10-04T01:03:00Z,94.00,7.00
2025-10-04T01:09:00Z,94.00,7.00
2025-10-04T01:23:00Z,94.00,7.00
2025-10-04T01:31:00Z,94.00,7.00
2025-10-04T01:40:00Z,94.00,6.00
2025-10-04T01:42:00Z,94.00,6.00
2025-10-04T01:57:00Z,94.00,6.00
2025-10-04T02:02:00Z,94.00,6.00
2025-10-04T02:03:00Z,94.00,6.74
2025-10-04T02:09:00Z,94.00,6.00
2025-10-04T02:13:00Z,94.00,6.00
2025-10-04T02:18:00Z,94.00,6.93
2025-10-04T02:19:00Z,94.00,6.00
2025-10-04T02:21:00Z,94.00,6.00
2025-10-04T02:22:00Z,94.00,6.00
2025-10-04T02:23:00Z,94.00,6.00
2025-10-04T02:24:00Z,94.00,5.00
2025-10-04T02:25:00Z,94.00,5.00
2025-10-04T02:27:00Z,94.00,6.00
2025-10-04T02:34:00Z,94.00,7.00
2025-10-04T02:37:00Z,94.00,7.00
2025-10-04T02:38:00Z,94.00,7.00
2025-10-04T02:39:00Z,94.00,7.00
2025-10-04T02:40:00Z,94.00,7.00
2025-10-04T02:42:00Z,94.00,7.00
2025-10-04T02:44:00Z,94.00,7.00
2025-10-04T02:46:00Z,94.00,7.00
2025-10-04T02:47:00Z,94.00,7.00
2025-10-04T02:54:00Z,94.00,7.00
2025-10-04T02:55:00Z,94.00,7.00
2025-10-04T03:00:00Z,94.00,7.00
2025-10-04T03:04:00Z,94.00,7.00
2025-10-04T03:07:00Z,94.00,7.00
2025-10-04T03:08:00Z,94.00,7.00
2025-10-04T03:12:00Z,94.00,7.00
2025-10-04T03:14:00Z,94.00,7.00
2025-10-04T03:16:00Z,94.00,7.00
2025-10-04T03:28:00Z,94.00,7.00
2025-10-04T03:31:00Z,94.00,7.00
2025-10-04T03:34:00Z,94.00,7.00
2025-10-04T03:35:00Z,94.00,7.00
2025-10-04T03:40:00Z,94.00,7.00
2025-10-04T03:43:00Z,94.00,7.00
2025-10-04T03:45:00Z,94.00,7.00
2025-10-04T03:47:00Z,94.00,7.00
2025-10-04T03:48:00Z,94.00,7.00
2025-10-04T03:49:00Z,94.00,7.00
2025-10-04T03:50:00Z,94.00,7.00
2025-10-04T03:51:00Z,94.00,7.00
2025-10-04T03:52:00Z,93.00,7.00
2025-10-04T03:53:00Z,93.00,7.00
2025-10-04T03:56:00Z,93.00,7.00
2025-10-04T03:57:00Z,93.00,7.00
2025-10-04T03:59:00Z,93.00,7.00
2025-10-04T04:00:00Z,93.00,7.00
2025-10-04T04:02:00Z,93.00,7.00
2025-10-04T04:07:00Z,94.00,7.00
2025-10-04T04:08:00Z,94.00,7.00
2025-10-04T04:11:00Z,94.00,7.00
2025-10-04T04:13:00Z,94.00,7.00
2025-10-04T04:14:00Z,94.00,7.00
2025-10-04T04:15:00Z,93.00,7.00
2025-10-04T04:16:00Z,93.00,7.00
2025-10-04T04:17:00Z,93.00,7.00
2025-10-04T04:19:00Z,93.00,7.00
2025-10-04T04:20:00Z,94.00,7.00
2025-10-04T04:21:00Z,94.00,7.00
2025-10-04T04:23:00Z,94.00,7.00
2025-10-04T04:24:00Z,94.00,7.00
2025-10-04T04:26:00Z,94.00,7.00
2025-10-04T04:27:00Z,94.00,7.00
2025-10-04T04:28:00Z,94.00,7.00
2025-10-04T04:29:00Z,94.00,7.00
2025-10-04T04:30:00Z,94.00,6.30
2025-10-04T04:31:00Z,94.00,6.00
2025-10-04T04:32:00Z,94.00,6.14
2025-10-04T04:33:00Z,94.00,6.00
2025-10-04T04:34:00Z,94.00,5.98
2025-10-04T04:35:00Z,94.00,6.00
2025-10-04T04:36:00Z,94.00,6.00
2025-10-04T04:38:00Z,94.00,6.00
2025-10-04T04:39:00Z,94.00,6.00
2025-10-04T04:40:00Z,94.00,6.62
2025-10-04T04:41:00Z,95.00,6.45
2025-10-04T04:42:00Z,95.00,6.00
2025-10-04T04:43:00Z,95.00,8.30
2025-10-04T04:44:00Z,94.00,8.74
2025-10-04T04:45:00Z,91.03,9.95
2025-10-04T04:46:00Z,93.00,8.07
2025-10-04T04:47:00Z,92.72,8.53
2025-10-04T04:48:00Z,92.72,7.81
2025-10-04T04:49:00Z,94.00,9.12
2025-10-04T04:50:00Z,94.92,6.19
2025-10-04T04:51:00Z,94.92,6.40
2025-10-04T04:52:00Z,94.92,8.16
2025-10-04T04:53:00Z,93.00,7.60
2025-10-04T04:54:00Z,95.07,5.13
2025-10-04T04:55:00Z,95.07,3.84
2025-10-04T04:56:00Z,98.68,4.06
2025-10-04T04:57:00Z,98.68,3.01
2025-10-04T04:58:00Z,97.00,2.70
2025-10-04T04:59:00Z,97.00,3.00
2025-10-04T05:00:00Z,97.00,2.90
2025-10-04T05:01:00Z,98.00,3.00
2025-10-04T05:02:00Z,98.00,3.00
2025-10-04T05:03:00Z,99.00,3.26
2025-10-04T05:04:00Z,99.00,3.74
2025-10-04T05:05:00Z,99.00,4.00
2025-10-04T05:06:00Z,99.00,3.43
2025-10-04T05:07:00Z,98.00,2.00
2025-10-04T05:08:00Z,98.00,3.00
2025-10-04T05:09:00Z,98.00,3.00
2025-10-04T05:10:00Z,98.00,2.00
2025-10-04T05:11:00Z,98.00,3.00
2025-10-04T05:12:00Z,98.00,3.00
2025-10-04T05:16:00Z,98.00,4.00
2025-10-04T05:18:00Z,97.04,2.09
2025-10-04T05:19:00Z,97.04,2.05
2025-10-04T05:20:00Z,97.04,3.00
2025-10-04T05:21:00Z,97.04,2.00
2025-10-04T05:22:00Z,97.04,3.01
2025-10-04T05:23:00Z,97.04,3.11
2025-10-04T05:24:00Z,97.04,2.56
2025-10-04T05:25:00Z,98.00,3.51
2025-10-04T05:26:00Z,96.03,4.71
2025-10-04T05:27:00Z,96.03,4.46
2025-10-04T05:28:00Z,96.03,3.11
2025-10-04T05:29:00Z,97.94,3.30
2025-10-04T05:30:00Z,98.00,3.00
2025-10-04T05:31:00Z,98.00,3.00
2025-10-04T05:32:00Z,98.00,2.60
2025-10-04T05:33:00Z,98.00,3.39
2025-10-04T05:34:00Z,98.00,4.00
2025-10-04T05:35:00Z,98.00,3.26
2025-10-04T05:36:00Z,98.00,3.29
2025-10-04T05:37:00Z,98.00,3.29
2025-10-04T05:38:00Z,98.00,3.23
2025-10-04T05:39:00Z,98.00,3.21
2025-10-04T05:40:00Z,97.00,4.47
2025-10-04T05:41:00Z,97.00,4.01
2025-10-04T05:42:00Z,97.00,4.57
2025-10-04T05:43:00Z,97.00,4.79
2025-10-04T05:44:00Z,98.00,4.00
2025-10-04T05:45:00Z,98.00,3.25
2025-10-04T05:46:00Z,98.00,3.52
2025-10-04T05:47:00Z,98.00,2.12
2025-10-04T05:48:00Z,98.00,1.99
2025-10-04T05:49:00Z,99.00,4.00
2025-10-04T05:50:00Z,99.00,1.00
2025-10-04T05:51:00Z,99.00,1.54
2025-10-04T05:52:00Z,99.00,1.00
2025-10-04T05:53:00Z,99.00,1.00
2025-10-04T05:54:00Z,99.00,1.00
2025-10-04T05:55:00Z,99.00,2.00
2025-10-04T05:58:00Z,99.00,1.00
2025-10-04T06:02:00Z,99.00,1.00
2025-10-04T06:03:00Z,99.00,1.00
2025-10-04T06:04:00Z,99.00,1.00
2025-10-04T06:05:00Z,99.00,1.00
2025-10-04T06:06:00Z,99.00,1.00
2025-10-04T06:07:00Z,98.34,1.00
2025-10-04T06:08:00Z,93.98,4.04
2025-10-04T06:09:00Z,97.50,4.00
2025-10-04T06:10:00Z,97.50,1.00
