# event_ticker=KXATPCHALLENGERMATCH-26JUN02PELCOU
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Eliakim Coulibaly
# fav_player=Filip Peliwo
# dog_player=Eliakim Coulibaly
# kalshi_date=2026-06-02
timestamp,Filip Peliwo,Eliakim Coulibaly
2026-06-01T23:24:00Z,15.00,
2026-06-01T23:28:00Z,15.51,
2026-06-01T23:59:00Z,16.00,
2026-06-02T01:21:00Z,16.00,
2026-06-02T03:07:00Z,16.00,
2026-06-02T03:16:00Z,16.00,
2026-06-02T03:35:00Z,16.00,
2026-06-02T03:56:00Z,16.00,
2026-06-02T04:00:00Z,16.00,85.00
2026-06-02T04:15:00Z,14.00,88.00
2026-06-02T04:17:00Z,16.00,88.00
2026-06-02T04:25:00Z,16.00,89.00
2026-06-02T04:51:00Z,16.00,88.00
2026-06-02T04:52:00Z,16.00,88.00
2026-06-02T05:01:00Z,16.00,88.00
2026-06-02T05:05:00Z,15.28,88.00
2026-06-02T05:37:00Z,15.28,88.00
2026-06-02T05:39:00Z,15.00,88.00
2026-06-02T05:44:00Z,15.00,88.00
2026-06-02T06:03:00Z,16.00,88.00
2026-06-02T06:07:00Z,16.00,88.00
2026-06-02T06:13:00Z,16.00,87.00
2026-06-02T06:29:00Z,16.00,87.00
2026-06-02T06:41:00Z,17.00,87.00
2026-06-02T07:02:00Z,17.00,87.00
2026-06-02T07:06:00Z,17.00,87.00
2026-06-02T07:07:00Z,14.27,87.98
2026-06-02T07:08:00Z,13.84,88.11
2026-06-02T07:09:00Z,13.84,88.00
2026-06-02T07:38:00Z,14.00,88.00
2026-06-02T07:39:00Z,14.00,88.00
2026-06-02T07:41:00Z,14.00,88.00
2026-06-02T07:47:00Z,14.00,88.00
2026-06-02T08:08:00Z,14.00,89.82
2026-06-02T08:10:00Z,17.00,89.82
2026-06-02T08:11:00Z,19.75,89.82
2026-06-02T08:13:00Z,13.00,87.13
2026-06-02T08:14:00Z,11.00,90.00
2026-06-02T08:16:00Z,10.99,91.00
2026-06-02T08:17:00Z,9.00,92.00
2026-06-02T08:18:00Z,11.11,92.00
2026-06-02T08:19:00Z,11.42,91.00
2026-06-02T08:20:00Z,12.90,91.00
2026-06-02T08:21:00Z,14.00,88.63
2026-06-02T08:23:00Z,11.00,88.63
2026-06-02T08:24:00Z,11.98,88.63
2026-06-02T08:25:00Z,14.25,87.00
2026-06-02T08:26:00Z,14.28,87.00
2026-06-02T08:27:00Z,11.00,87.00
2026-06-02T08:28:00Z,11.00,88.20
2026-06-02T08:29:00Z,9.21,88.20
2026-06-02T08:30:00Z,12.11,88.20
2026-06-02T08:31:00Z,13.00,88.20
2026-06-02T08:32:00Z,14.33,88.20
2026-06-02T08:33:00Z,17.32,88.20
2026-06-02T08:34:00Z,22.28,88.20
2026-06-02T08:35:00Z,27.55,88.20
2026-06-02T08:36:00Z,18.95,83.24
2026-06-02T08:37:00Z,15.09,86.00
2026-06-02T08:38:00Z,14.00,86.00
2026-06-02T08:39:00Z,14.61,87.40
2026-06-02T08:40:00Z,11.00,88.01
2026-06-02T08:41:00Z,11.90,89.00
2026-06-02T08:42:00Z,10.17,88.71
2026-06-02T08:43:00Z,12.00,89.00
2026-06-02T08:44:00Z,11.00,89.00
2026-06-02T08:45:00Z,11.00,88.77
2026-06-02T08:46:00Z,13.86,88.77
2026-06-02T08:47:00Z,9.81,87.34
2026-06-02T08:48:00Z,13.00,92.00
2026-06-02T08:49:00Z,14.00,92.00
2026-06-02T08:50:00Z,10.05,89.88
2026-06-02T08:51:00Z,12.00,89.51
2026-06-02T08:52:00Z,7.04,93.00
2026-06-02T08:53:00Z,7.04,93.00
2026-06-02T08:54:00Z,7.00,93.00
2026-06-02T08:55:00Z,6.12,94.00
2026-06-02T08:56:00Z,7.00,95.00
2026-06-02T08:57:00Z,5.48,95.00
2026-06-02T08:58:00Z,5.00,95.00
2026-06-02T08:59:00Z,4.28,96.48
2026-06-02T09:00:00Z,3.00,96.48
2026-06-02T09:01:00Z,2.29,95.00
2026-06-02T09:02:00Z,3.19,95.00
2026-06-02T09:03:00Z,2.00,95.00
2026-06-02T09:04:00Z,2.63,95.00
2026-06-02T09:05:00Z,2.00,95.00
2026-06-02T09:06:00Z,2.00,98.00
2026-06-02T09:07:00Z,1.67,98.00
2026-06-02T09:08:00Z,1.02,97.00
2026-06-02T09:09:00Z,1.00,99.00
2026-06-02T09:10:00Z,1.00,99.00
2026-06-02T09:11:00Z,1.00,99.00
2026-06-02T09:12:00Z,1.00,99.00
2026-06-02T09:13:00Z,1.00,99.00
2026-06-02T09:14:00Z,1.00,99.00
2026-06-02T09:15:00Z,1.00,99.00
2026-06-02T09:16:00Z,2.00,99.00
2026-06-02T09:18:00Z,1.00,99.00
