# event_ticker=KXATPMATCH-25SEP18ZEPSUN
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Giulio Zeppieri
# fav_player=Fajing Sun
# dog_player=Giulio Zeppieri
# kalshi_date=2025-09-18
timestamp,Fajing Sun,Giulio Zeppieri
2025-09-18T01:11:00Z,21.00,
2025-09-18T01:46:00Z,21.00,
2025-09-18T01:54:00Z,21.00,
2025-09-18T02:20:00Z,21.00,80.00
2025-09-18T02:22:00Z,21.00,80.00
2025-09-18T02:30:00Z,21.00,80.00
2025-09-18T02:43:00Z,21.00,80.00
2025-09-18T02:51:00Z,21.00,80.00
2025-09-18T02:58:00Z,21.00,80.00
2025-09-18T03:12:00Z,21.00,80.85
2025-09-18T03:15:00Z,21.00,81.00
2025-09-18T03:23:00Z,21.00,81.00
2025-09-18T03:25:00Z,21.00,81.00
2025-09-18T03:42:00Z,21.00,81.00
2025-09-18T03:48:00Z,21.00,81.00
2025-09-18T03:53:00Z,21.00,80.00
2025-09-18T03:54:00Z,21.00,80.00
2025-09-18T04:01:00Z,21.00,80.00
2025-09-18T04:06:00Z,21.00,80.00
2025-09-18T04:15:00Z,21.00,80.00
2025-09-18T04:17:00Z,21.94,80.00
2025-09-18T04:24:00Z,22.00,80.00
2025-09-18T04:29:00Z,22.00,80.00
2025-09-18T04:37:00Z,22.00,80.00
2025-09-18T04:52:00Z,22.00,80.00
2025-09-18T05:17:00Z,20.00,80.00
2025-09-18T05:31:00Z,20.00,80.00
2025-09-18T05:36:00Z,21.00,80.00
2025-09-18T05:38:00Z,21.00,80.00
2025-09-18T06:15:00Z,21.00,80.00
2025-09-18T06:17:00Z,21.00,79.00
2025-09-18T06:20:00Z,21.00,80.00
2025-09-18T06:26:00Z,21.00,80.00
2025-09-18T06:36:00Z,21.00,80.00
2025-09-18T06:39:00Z,21.00,80.00
2025-09-18T06:47:00Z,21.00,80.00
2025-09-18T09:16:00Z,21.00,85.00
2025-09-18T09:33:00Z,21.00,85.00
2025-09-18T09:38:00Z,27.00,85.00
2025-09-18T09:48:00Z,21.00,85.00
2025-09-18T09:54:00Z,21.00,83.00
2025-09-18T10:27:00Z,21.00,83.00
2025-09-18T10:28:00Z,21.00,83.00
2025-09-18T10:34:00Z,20.00,83.00
2025-09-18T10:40:00Z,21.00,83.00
2025-09-18T10:43:00Z,21.00,83.00
2025-09-18T10:44:00Z,21.00,83.00
2025-09-18T10:46:00Z,21.00,83.00
2025-09-18T10:47:00Z,21.00,79.00
2025-09-18T10:54:00Z,21.00,79.00
2025-09-18T10:57:00Z,21.00,83.00
2025-09-18T10:59:00Z,21.00,83.00
2025-09-18T11:01:00Z,21.00,83.00
2025-09-18T11:05:00Z,21.00,83.00
2025-09-18T11:09:00Z,21.00,82.00
2025-09-18T11:10:00Z,21.00,82.00
2025-09-18T11:12:00Z,22.00,82.00
2025-09-18T11:13:00Z,22.00,82.00
2025-09-18T11:15:00Z,22.00,82.00
2025-09-18T11:16:00Z,22.00,82.00
2025-09-18T11:26:00Z,22.00,81.42
2025-09-18T11:28:00Z,21.00,81.42
2025-09-18T11:29:00Z,21.00,81.00
2025-09-18T11:31:00Z,21.22,81.00
