# event_ticker=KXATPMATCH-25SEP18ZEPSUN
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Giulio Zeppieri
# fav_player=Fajing Sun
# dog_player=Giulio Zeppieri
# kalshi_date=2025-09-18
timestamp,Fajing Sun,Giulio Zeppieri
2025-09-18T11:32:00Z,21.00,81.00
2025-09-18T11:34:00Z,21.31,81.00
2025-09-18T11:35:00Z,21.31,81.00
2025-09-18T11:37:00Z,21.45,81.00
2025-09-18T11:43:00Z,22.00,81.00
2025-09-18T11:45:00Z,22.00,81.00
2025-09-18T11:46:00Z,21.00,81.00
2025-09-18T11:47:00Z,21.00,81.00
2025-09-18T11:48:00Z,21.00,81.00
2025-09-18T11:49:00Z,22.21,79.00
2025-09-18T11:50:00Z,22.00,79.00
2025-09-18T11:52:00Z,22.00,79.00
2025-09-18T11:53:00Z,23.39,79.00
2025-09-18T11:55:00Z,23.00,79.00
2025-09-18T11:58:00Z,23.22,78.26
2025-09-18T11:59:00Z,27.00,79.00
2025-09-18T12:00:00Z,27.98,79.00
2025-09-18T12:01:00Z,28.00,79.00
2025-09-18T12:02:00Z,21.37,79.00
2025-09-18T12:03:00Z,26.00,79.00
2025-09-18T12:04:00Z,26.00,85.00
2025-09-18T12:06:00Z,22.00,85.00
2025-09-18T12:07:00Z,20.00,85.00
2025-09-18T12:08:00Z,17.07,85.00
2025-09-18T12:09:00Z,17.07,85.00
2025-09-18T12:10:00Z,20.96,80.00
2025-09-18T12:11:00Z,20.19,80.00
2025-09-18T12:12:00Z,20.44,80.00
2025-09-18T12:13:00Z,17.57,82.00
2025-09-18T12:14:00Z,16.00,86.00
2025-09-18T12:15:00Z,16.07,86.00
2025-09-18T12:16:00Z,14.00,88.00
2025-09-18T12:17:00Z,9.00,94.00
2025-09-18T12:19:00Z,8.00,94.38
2025-09-18T12:20:00Z,5.00,95.10
2025-09-18T12:21:00Z,5.89,96.00
2025-09-18T12:23:00Z,5.89,97.00
2025-09-18T12:24:00Z,7.00,96.00
2025-09-18T12:25:00Z,6.00,96.00
2025-09-18T12:26:00Z,5.47,96.00
2025-09-18T12:27:00Z,9.73,96.00
2025-09-18T12:28:00Z,7.49,94.00
2025-09-18T12:29:00Z,10.00,94.00
2025-09-18T12:30:00Z,6.00,94.00
2025-09-18T12:31:00Z,6.00,95.00
2025-09-18T12:33:00Z,6.65,95.00
2025-09-18T12:34:00Z,6.00,95.00
2025-09-18T12:35:00Z,6.00,98.17
2025-09-18T12:36:00Z,4.02,98.17
2025-09-18T12:37:00Z,4.02,96.89
2025-09-18T12:38:00Z,4.02,95.00
2025-09-18T12:39:00Z,6.09,93.87
2025-09-18T12:43:00Z,5.00,93.87
2025-09-18T12:44:00Z,3.00,97.00
2025-09-18T12:45:00Z,5.00,97.00
2025-09-18T12:46:00Z,3.61,97.00
2025-09-18T12:48:00Z,7.19,97.00
2025-09-18T12:49:00Z,9.00,95.00
2025-09-18T12:50:00Z,7.54,95.00
2025-09-18T12:51:00Z,8.35,92.79
2025-09-18T12:52:00Z,7.90,92.01
2025-09-18T12:53:00Z,5.63,96.00
2025-09-18T12:54:00Z,4.62,96.00
2025-09-18T12:55:00Z,4.00,98.00
2025-09-18T12:56:00Z,2.00,98.00
2025-09-18T12:59:00Z,2.81,98.59
2025-09-18T13:00:00Z,3.00,98.59
2025-09-18T13:01:00Z,2.02,98.00
2025-09-18T13:02:00Z,2.68,97.00
2025-09-18T13:03:00Z,2.68,99.00
2025-09-18T13:04:00Z,2.85,98.15
2025-09-18T13:05:00Z,2.85,99.00
2025-09-18T13:06:00Z,1.00,99.00
2025-09-18T13:08:00Z,1.00,99.00
2025-09-18T13:09:00Z,1.00,98.00
2025-09-18T13:10:00Z,2.00,98.00
2025-09-18T13:11:00Z,2.00,99.00
2025-09-18T13:12:00Z,2.00,98.00
2025-09-18T13:14:00Z,2.00,99.00
2025-09-18T13:15:00Z,1.30,99.00
2025-09-18T13:17:00Z,2.00,99.00
2025-09-18T13:20:00Z,2.00,99.00
2025-09-18T13:22:00Z,1.00,99.00
2025-09-18T13:25:00Z,1.00,99.00
2025-09-18T13:26:00Z,1.00,99.00
2025-09-18T13:30:00Z,1.00,99.00
