# event_ticker=KXATPCHALLENGERMATCH-26FEB10JASBOL
# final_score=6-2 4-1 RET
# match_winner=Alex Bolt
# fav_player=Alex Bolt
# dog_player=Omar Jasika
# kalshi_date=2026-02-10
timestamp,Alex Bolt,Omar Jasika
2026-02-10T18:10:00Z,73.00,
2026-02-10T18:36:00Z,73.00,27.00
2026-02-10T18:40:00Z,75.00,27.00
2026-02-10T19:03:00Z,76.00,27.00
2026-02-10T19:08:00Z,76.00,27.00
2026-02-10T19:15:00Z,76.00,27.00
2026-02-10T19:37:00Z,76.00,27.00
2026-02-10T20:03:00Z,76.00,27.00
2026-02-10T20:32:00Z,76.00,27.00
2026-02-10T20:57:00Z,76.00,25.00
2026-02-10T21:01:00Z,77.00,25.00
2026-02-10T21:04:00Z,77.00,24.00
2026-02-10T21:11:00Z,77.00,24.00
2026-02-10T21:12:00Z,77.00,24.00
2026-02-10T21:27:00Z,77.00,24.00
2026-02-10T21:32:00Z,77.00,24.00
2026-02-10T21:52:00Z,77.00,24.58
2026-02-10T21:54:00Z,77.00,24.00
2026-02-10T22:27:00Z,76.00,24.00
2026-02-10T22:38:00Z,76.00,24.00
2026-02-10T22:49:00Z,76.00,24.00
2026-02-10T22:51:00Z,76.00,25.63
2026-02-10T22:56:00Z,76.00,25.63
2026-02-10T23:13:00Z,76.00,25.63
2026-02-10T23:16:00Z,76.00,27.00
2026-02-10T23:17:00Z,76.00,27.00
2026-02-10T23:34:00Z,76.00,26.84
2026-02-10T23:35:00Z,76.00,26.84
2026-02-10T23:41:00Z,76.00,26.84
2026-02-10T23:49:00Z,77.00,26.84
2026-02-10T23:51:00Z,77.00,26.84
2026-02-10T23:54:00Z,77.00,26.90
2026-02-10T23:55:00Z,77.00,26.82
2026-02-10T23:56:00Z,77.00,27.00
2026-02-10T23:57:00Z,77.00,23.40
2026-02-10T23:59:00Z,77.00,26.49
2026-02-11T00:00:00Z,76.00,26.49
2026-02-11T00:01:00Z,74.00,27.99
2026-02-11T00:02:00Z,74.00,27.00
2026-02-11T00:03:00Z,74.00,23.00
2026-02-11T00:05:00Z,74.91,27.00
2026-02-11T00:06:00Z,75.95,26.00
2026-02-11T00:07:00Z,76.47,26.00
2026-02-11T00:08:00Z,77.00,26.00
2026-02-11T00:10:00Z,81.43,23.12
2026-02-11T00:11:00Z,83.28,17.96
2026-02-11T00:12:00Z,85.44,14.27
2026-02-11T00:13:00Z,85.44,15.01
2026-02-11T00:14:00Z,85.44,14.49
2026-02-11T00:15:00Z,85.97,15.08
2026-02-11T00:16:00Z,86.00,14.92
2026-02-11T00:17:00Z,86.21,15.00
2026-02-11T00:18:00Z,86.21,14.19
2026-02-11T00:19:00Z,86.21,15.71
2026-02-11T00:20:00Z,85.00,16.35
2026-02-11T00:21:00Z,85.00,16.99
2026-02-11T00:22:00Z,85.00,17.00
2026-02-11T00:23:00Z,85.00,15.05
2026-02-11T00:24:00Z,89.00,13.00
2026-02-11T00:25:00Z,88.01,13.27
2026-02-11T00:26:00Z,86.24,15.76
2026-02-11T00:27:00Z,85.00,17.00
2026-02-11T00:28:00Z,83.10,17.01
2026-02-11T00:29:00Z,83.10,17.57
2026-02-11T00:30:00Z,87.00,15.17
2026-02-11T00:31:00Z,85.00,15.09
2026-02-11T00:32:00Z,90.00,11.60
2026-02-11T00:33:00Z,91.15,10.65
2026-02-11T00:34:00Z,92.00,8.22
2026-02-11T00:35:00Z,93.00,7.49
2026-02-11T00:36:00Z,93.00,6.95
2026-02-11T00:37:00Z,93.00,7.26
2026-02-11T00:38:00Z,93.68,7.67
2026-02-11T00:39:00Z,95.93,4.08
2026-02-11T00:40:00Z,97.28,3.51
2026-02-11T00:41:00Z,96.05,3.01
2026-02-11T00:42:00Z,97.94,2.00
2026-02-11T00:43:00Z,97.00,2.00
2026-02-11T00:44:00Z,98.00,2.83
2026-02-11T00:45:00Z,97.92,2.34
2026-02-11T00:46:00Z,98.01,2.00
2026-02-11T00:47:00Z,97.00,2.41
2026-02-11T00:48:00Z,96.12,2.41
2026-02-11T00:49:00Z,96.00,3.00
2026-02-11T00:50:00Z,98.00,1.96
2026-02-11T00:51:00Z,98.00,2.13
2026-02-11T00:52:00Z,98.00,3.00
2026-02-11T00:53:00Z,98.00,3.00
2026-02-11T00:54:00Z,97.00,2.97
2026-02-11T00:55:00Z,97.88,3.42
2026-02-11T00:56:00Z,97.35,2.08
2026-02-11T00:57:00Z,99.00,1.40
2026-02-11T00:58:00Z,99.00,1.00
2026-02-11T00:59:00Z,99.00,1.00
2026-02-11T01:01:00Z,99.00,1.00
2026-02-11T01:02:00Z,99.00,1.00
