# event_ticker=KXATPMATCH-26APR13TRUMED
# final_score=7-5 6-4
# match_winner=Hamad Medjedovic
# fav_player=Hamad Medjedovic
# dog_player=Marco Trungelliti
# kalshi_date=2026-04-13
timestamp,Hamad Medjedovic,Marco Trungelliti
2026-04-13T02:35:00Z,,30.00
2026-04-13T02:36:00Z,,29.00
2026-04-13T02:53:00Z,73.00,29.00
2026-04-13T02:54:00Z,73.00,30.00
2026-04-13T02:59:00Z,73.00,29.54
2026-04-13T03:05:00Z,73.00,29.54
2026-04-13T03:06:00Z,73.00,30.00
2026-04-13T03:10:00Z,73.00,30.00
2026-04-13T03:14:00Z,71.39,29.00
2026-04-13T03:15:00Z,71.39,29.00
2026-04-13T03:16:00Z,72.00,28.00
2026-04-13T03:18:00Z,72.00,27.00
2026-04-13T03:23:00Z,72.00,27.00
2026-04-13T03:26:00Z,73.00,27.00
2026-04-13T03:29:00Z,73.00,27.00
2026-04-13T03:32:00Z,73.00,27.00
2026-04-13T03:44:00Z,74.00,27.00
2026-04-13T03:45:00Z,73.00,27.00
2026-04-13T03:48:00Z,74.00,27.00
2026-04-13T03:51:00Z,74.00,27.00
2026-04-13T04:07:00Z,74.00,27.00
2026-04-13T04:12:00Z,74.00,27.00
2026-04-13T04:16:00Z,74.00,27.00
2026-04-13T04:23:00Z,74.00,27.00
2026-04-13T04:24:00Z,74.00,27.00
2026-04-13T04:52:00Z,74.00,27.00
2026-04-13T05:27:00Z,74.00,27.00
2026-04-13T05:34:00Z,74.00,27.00
2026-04-13T05:36:00Z,74.00,26.00
2026-04-13T05:52:00Z,74.00,27.00
2026-04-13T06:17:00Z,74.00,27.00
2026-04-13T06:24:00Z,74.00,27.00
2026-04-13T06:36:00Z,74.00,27.00
2026-04-13T06:42:00Z,74.00,27.00
2026-04-13T06:48:00Z,74.00,27.00
2026-04-13T06:51:00Z,74.00,27.00
2026-04-13T06:56:00Z,74.00,27.00
2026-04-13T06:58:00Z,74.00,27.00
2026-04-13T07:16:00Z,74.00,27.00
2026-04-13T07:41:00Z,74.00,27.00
2026-04-13T08:04:00Z,74.00,26.00
2026-04-13T08:09:00Z,74.00,27.00
2026-04-13T08:13:00Z,74.00,27.00
2026-04-13T08:40:00Z,74.00,27.00
2026-04-13T08:59:00Z,74.00,27.00
2026-04-13T09:21:00Z,74.00,27.00
2026-04-13T09:47:00Z,74.00,27.00
2026-04-13T09:49:00Z,74.00,27.00
2026-04-13T10:12:00Z,74.00,27.00
2026-04-13T10:23:00Z,74.00,27.00
2026-04-13T10:24:00Z,74.00,27.00
2026-04-13T10:43:00Z,74.00,27.00
2026-04-13T10:50:00Z,74.00,27.03
2026-04-13T10:59:00Z,74.00,27.03
2026-04-13T11:06:00Z,74.00,27.03
2026-04-13T11:11:00Z,73.00,27.03
2026-04-13T11:12:00Z,73.00,28.00
2026-04-13T11:18:00Z,73.00,28.00
2026-04-13T11:21:00Z,74.00,28.00
2026-04-13T11:24:00Z,74.00,28.00
2026-04-13T11:27:00Z,74.00,28.00
2026-04-13T11:28:00Z,74.00,28.00
2026-04-13T11:34:00Z,74.00,28.00
2026-04-13T11:35:00Z,74.00,27.00
2026-04-13T11:47:00Z,74.00,28.00
2026-04-13T11:48:00Z,74.00,28.00
2026-04-13T12:04:00Z,74.00,28.00
2026-04-13T12:10:00Z,74.00,28.00
2026-04-13T12:12:00Z,74.00,28.00
2026-04-13T12:13:00Z,74.00,28.00
2026-04-13T12:14:00Z,73.00,28.00
2026-04-13T12:15:00Z,73.00,28.00
2026-04-13T12:17:00Z,73.00,28.00
2026-04-13T12:18:00Z,73.00,28.00
2026-04-13T12:19:00Z,73.00,28.00
2026-04-13T12:20:00Z,73.00,28.52
2026-04-13T12:22:00Z,72.00,28.52
2026-04-13T12:23:00Z,72.00,28.52
2026-04-13T12:24:00Z,72.00,29.00
2026-04-13T12:28:00Z,72.00,29.00
2026-04-13T12:29:00Z,72.00,29.00
2026-04-13T12:31:00Z,72.00,29.00
2026-04-13T12:32:00Z,72.00,30.00
2026-04-13T12:35:00Z,72.00,30.00
2026-04-13T12:37:00Z,72.00,30.00
2026-04-13T12:39:00Z,72.00,30.00
2026-04-13T12:40:00Z,72.00,30.00
2026-04-13T12:42:00Z,72.00,30.00
2026-04-13T12:45:00Z,72.00,30.00
2026-04-13T12:46:00Z,72.00,30.00
2026-04-13T12:49:00Z,72.00,30.00
2026-04-13T12:50:00Z,72.00,30.00
2026-04-13T12:51:00Z,72.00,30.00
2026-04-13T12:52:00Z,72.00,30.00
2026-04-13T12:54:00Z,72.00,30.00
2026-04-13T12:55:00Z,72.00,30.00
2026-04-13T12:56:00Z,72.00,30.00
2026-04-13T12:58:00Z,72.00,30.00
2026-04-13T12:59:00Z,72.00,30.00
2026-04-13T13:01:00Z,72.00,30.00
2026-04-13T13:03:00Z,72.00,30.00
2026-04-13T13:04:00Z,72.00,30.67
2026-04-13T13:05:00Z,72.00,30.99
2026-04-13T13:07:00Z,72.00,30.96
2026-04-13T13:08:00Z,72.00,30.99
2026-04-13T13:09:00Z,72.00,30.99
2026-04-13T13:10:00Z,72.00,31.00
2026-04-13T13:11:00Z,72.00,31.00
2026-04-13T13:12:00Z,72.00,31.00
2026-04-13T13:13:00Z,72.00,31.00
2026-04-13T13:14:00Z,72.00,31.00
2026-04-13T13:15:00Z,72.00,31.00
2026-04-13T13:17:00Z,72.00,31.00
2026-04-13T13:21:00Z,72.00,31.00
2026-04-13T13:22:00Z,72.00,31.00
2026-04-13T13:23:00Z,72.00,31.00
2026-04-13T13:25:00Z,72.00,31.00
2026-04-13T13:26:00Z,72.00,31.00
2026-04-13T13:27:00Z,72.00,31.00
2026-04-13T13:28:00Z,72.00,31.00
2026-04-13T13:31:00Z,72.00,31.00
2026-04-13T13:32:00Z,72.00,31.00
2026-04-13T13:33:00Z,70.68,31.00
2026-04-13T13:34:00Z,70.68,31.00
2026-04-13T13:35:00Z,72.00,31.00
2026-04-13T13:36:00Z,72.00,31.00
2026-04-13T13:37:00Z,72.00,31.00
2026-04-13T13:38:00Z,72.00,31.00
2026-04-13T13:39:00Z,72.00,31.45
2026-04-13T13:40:00Z,71.00,32.00
2026-04-13T13:41:00Z,71.00,32.00
2026-04-13T13:42:00Z,71.00,32.00
2026-04-13T13:43:00Z,71.00,32.00
2026-04-13T13:47:00Z,71.00,32.00
2026-04-13T13:48:00Z,71.00,32.00
2026-04-13T13:49:00Z,71.00,32.00
2026-04-13T13:50:00Z,70.97,32.00
2026-04-13T13:51:00Z,71.00,32.00
2026-04-13T13:52:00Z,71.00,32.00
2026-04-13T13:53:00Z,71.00,32.00
2026-04-13T13:56:00Z,71.00,32.00
2026-04-13T13:57:00Z,70.93,32.00
2026-04-13T13:58:00Z,70.00,32.00
2026-04-13T13:59:00Z,71.00,32.00
2026-04-13T14:00:00Z,71.00,32.00
2026-04-13T14:01:00Z,70.00,32.00
2026-04-13T14:02:00Z,70.00,32.00
2026-04-13T14:03:00Z,71.00,32.00
2026-04-13T14:04:00Z,71.00,32.00
2026-04-13T14:05:00Z,71.00,32.00
2026-04-13T14:07:00Z,71.00,32.00
2026-04-13T14:08:00Z,71.00,32.00
2026-04-13T14:09:00Z,70.21,32.00
2026-04-13T14:10:00Z,70.00,31.96
2026-04-13T14:11:00Z,70.00,31.96
2026-04-13T14:15:00Z,70.95,32.00
2026-04-13T14:16:00Z,70.95,32.00
2026-04-13T14:17:00Z,70.00,32.00
2026-04-13T14:20:00Z,70.00,32.00
2026-04-13T14:21:00Z,71.00,32.00
2026-04-13T14:22:00Z,71.00,31.59
2026-04-13T14:23:00Z,70.54,31.00
2026-04-13T14:24:00Z,70.62,30.74
2026-04-13T14:25:00Z,71.00,29.90
2026-04-13T14:26:00Z,70.00,31.99
2026-04-13T14:27:00Z,70.66,31.83
2026-04-13T14:28:00Z,70.00,32.89
2026-04-13T14:29:00Z,67.13,33.38
2026-04-13T14:30:00Z,67.12,34.50
2026-04-13T14:31:00Z,61.38,38.28
2026-04-13T14:32:00Z,66.00,34.65
2026-04-13T14:33:00Z,66.95,35.07
2026-04-13T14:34:00Z,68.80,34.36
2026-04-13T14:35:00Z,69.89,30.48
2026-04-13T14:36:00Z,69.00,33.00
2026-04-13T14:37:00Z,69.00,37.42
2026-04-13T14:38:00Z,60.00,40.99
2026-04-13T14:39:00Z,57.33,44.93
2026-04-13T14:40:00Z,48.34,53.14
2026-04-13T14:41:00Z,52.67,50.89
2026-04-13T14:42:00Z,47.14,51.16
2026-04-13T14:43:00Z,46.00,55.17
2026-04-13T14:44:00Z,45.13,52.08
2026-04-13T14:45:00Z,46.55,54.77
2026-04-13T14:46:00Z,42.12,59.89
2026-04-13T14:47:00Z,40.00,60.80
2026-04-13T14:48:00Z,39.78,61.64
2026-04-13T14:49:00Z,42.36,58.93
2026-04-13T14:50:00Z,45.05,57.62
2026-04-13T14:51:00Z,52.74,48.62
2026-04-13T14:52:00Z,55.84,45.17
2026-04-13T14:53:00Z,46.93,51.03
2026-04-13T14:54:00Z,44.26,56.97
2026-04-13T14:55:00Z,51.49,52.87
2026-04-13T14:56:00Z,61.55,42.25
2026-04-13T14:57:00Z,62.03,39.00
2026-04-13T14:58:00Z,58.74,39.64
2026-04-13T14:59:00Z,59.26,42.47
2026-04-13T15:00:00Z,59.34,42.16
2026-04-13T15:01:00Z,66.87,35.14
2026-04-13T15:02:00Z,71.40,30.43
