# event_ticker=KXATPCHALLENGERMATCH-26JUN02NARROC
# final_score=6-4 7-6(5)
# score_resolution=6-4 7-6
# match_winner=Luca Nardi
# fav_player=Luca Nardi
# dog_player=Oriol Roca Batalla
# kalshi_date=2026-06-02
timestamp,Luca Nardi,Oriol Roca Batalla
2026-06-02T05:34:00Z,,30.00
2026-06-02T05:37:00Z,,30.00
2026-06-02T06:27:00Z,,30.00
2026-06-02T06:48:00Z,69.00,30.00
2026-06-02T06:50:00Z,69.57,30.00
2026-06-02T11:06:00Z,65.00,30.00
2026-06-02T12:41:00Z,67.00,30.00
2026-06-02T12:58:00Z,69.00,30.00
2026-06-02T13:18:00Z,69.00,30.00
2026-06-02T13:32:00Z,68.00,30.00
2026-06-02T13:48:00Z,69.00,30.00
2026-06-02T14:37:00Z,69.00,30.00
2026-06-02T14:42:00Z,68.00,30.00
2026-06-02T14:43:00Z,68.00,30.00
2026-06-02T15:16:00Z,68.00,34.00
2026-06-02T15:20:00Z,67.00,34.00
2026-06-02T15:28:00Z,67.00,34.00
2026-06-02T15:29:00Z,67.00,34.00
2026-06-02T15:31:00Z,67.00,34.00
2026-06-02T15:32:00Z,68.00,34.00
2026-06-02T15:35:00Z,68.00,34.00
2026-06-02T15:36:00Z,68.75,34.00
2026-06-02T15:38:00Z,68.00,34.00
2026-06-02T15:42:00Z,68.00,34.00
2026-06-02T15:44:00Z,65.05,34.00
2026-06-02T15:47:00Z,65.05,34.00
2026-06-02T15:53:00Z,64.48,34.00
2026-06-02T15:55:00Z,66.51,34.00
2026-06-02T15:59:00Z,66.51,34.00
2026-06-02T16:01:00Z,66.51,37.00
2026-06-02T16:02:00Z,66.51,39.00
2026-06-02T16:07:00Z,67.99,39.00
2026-06-02T16:08:00Z,68.00,39.00
2026-06-02T16:09:00Z,68.00,38.06
2026-06-02T16:11:00Z,72.00,42.25
2026-06-02T16:15:00Z,67.76,42.25
2026-06-02T16:16:00Z,68.00,42.25
2026-06-02T16:17:00Z,68.14,42.25
2026-06-02T16:18:00Z,68.14,34.00
2026-06-02T16:19:00Z,68.00,34.53
2026-06-02T16:20:00Z,73.08,27.85
2026-06-02T16:21:00Z,77.85,22.64
2026-06-02T16:22:00Z,79.20,20.00
2026-06-02T16:23:00Z,81.47,19.00
2026-06-02T16:24:00Z,83.24,18.05
2026-06-02T16:25:00Z,83.97,16.20
2026-06-02T16:26:00Z,85.13,16.20
2026-06-02T16:27:00Z,84.00,16.00
2026-06-02T16:28:00Z,82.92,16.87
2026-06-02T16:29:00Z,82.51,18.00
2026-06-02T16:30:00Z,82.51,18.00
2026-06-02T16:31:00Z,83.51,17.00
2026-06-02T16:32:00Z,85.13,15.00
2026-06-02T16:33:00Z,85.02,15.00
2026-06-02T16:34:00Z,85.02,15.02
2026-06-02T16:35:00Z,84.00,16.01
2026-06-02T16:36:00Z,84.19,15.35
2026-06-02T16:37:00Z,85.97,15.00
2026-06-02T16:38:00Z,84.03,16.70
2026-06-02T16:39:00Z,79.51,21.42
2026-06-02T16:40:00Z,78.64,20.32
2026-06-02T16:41:00Z,82.19,16.37
2026-06-02T16:42:00Z,85.00,15.89
2026-06-02T16:43:00Z,84.89,16.00
2026-06-02T16:44:00Z,84.64,16.53
2026-06-02T16:45:00Z,84.04,16.05
2026-06-02T16:46:00Z,84.00,17.00
2026-06-02T16:47:00Z,84.00,16.74
2026-06-02T16:48:00Z,81.93,18.62
2026-06-02T16:49:00Z,81.11,22.49
2026-06-02T16:50:00Z,85.65,15.48
2026-06-02T16:51:00Z,85.03,15.00
2026-06-02T16:52:00Z,85.00,16.00
2026-06-02T16:53:00Z,85.00,15.90
2026-06-02T16:54:00Z,85.00,16.13
2026-06-02T16:55:00Z,87.00,15.94
2026-06-02T16:56:00Z,83.22,16.66
2026-06-02T16:57:00Z,77.18,22.08
2026-06-02T16:58:00Z,81.89,20.54
2026-06-02T16:59:00Z,84.19,15.51
2026-06-02T17:00:00Z,85.00,14.86
2026-06-02T17:01:00Z,86.00,14.00
2026-06-02T17:02:00Z,86.00,14.00
2026-06-02T17:03:00Z,85.00,14.00
2026-06-02T17:04:00Z,84.30,17.58
2026-06-02T17:05:00Z,83.00,17.58
2026-06-02T17:06:00Z,81.06,19.18
2026-06-02T17:07:00Z,84.00,16.97
2026-06-02T17:08:00Z,85.00,16.00
2026-06-02T17:09:00Z,84.00,17.45
2026-06-02T17:10:00Z,84.00,19.22
2026-06-02T17:11:00Z,80.00,20.00
2026-06-02T17:12:00Z,82.37,18.00
2026-06-02T17:13:00Z,83.33,17.55
2026-06-02T17:14:00Z,83.00,17.00
2026-06-02T17:15:00Z,84.00,17.41
2026-06-02T17:16:00Z,81.14,17.41
2026-06-02T17:17:00Z,79.35,20.99
2026-06-02T17:18:00Z,81.00,20.00
2026-06-02T17:19:00Z,82.00,19.00
2026-06-02T17:20:00Z,83.73,18.69
2026-06-02T17:21:00Z,86.99,11.50
2026-06-02T17:22:00Z,92.37,6.77
2026-06-02T17:23:00Z,90.70,10.36
2026-06-02T17:24:00Z,85.56,14.87
2026-06-02T17:25:00Z,84.00,16.58
2026-06-02T17:26:00Z,82.45,18.08
2026-06-02T17:27:00Z,82.00,18.84
2026-06-02T17:28:00Z,82.00,19.00
2026-06-02T17:29:00Z,80.51,21.91
2026-06-02T17:30:00Z,77.14,21.43
2026-06-02T17:31:00Z,80.88,20.32
2026-06-02T17:32:00Z,82.46,17.99
2026-06-02T17:33:00Z,80.00,18.15
2026-06-02T17:34:00Z,81.00,19.84
2026-06-02T17:35:00Z,81.00,19.97
2026-06-02T17:36:00Z,81.00,20.00
2026-06-02T17:37:00Z,82.00,19.31
2026-06-02T17:38:00Z,81.39,17.31
2026-06-02T17:39:00Z,82.56,18.77
2026-06-02T17:40:00Z,82.32,17.83
2026-06-02T17:41:00Z,84.43,15.90
2026-06-02T17:42:00Z,85.02,13.22
2026-06-02T17:43:00Z,83.61,17.02
2026-06-02T17:44:00Z,88.37,10.11
2026-06-02T17:45:00Z,94.53,4.49
2026-06-02T17:46:00Z,97.00,3.00
2026-06-02T17:47:00Z,98.17,2.99
2026-06-02T17:48:00Z,97.64,3.37
2026-06-02T17:49:00Z,95.53,6.65
2026-06-02T17:50:00Z,92.32,11.89
2026-06-02T17:51:00Z,85.11,15.41
2026-06-02T17:52:00Z,84.04,14.60
2026-06-02T17:53:00Z,83.73,17.18
2026-06-02T17:54:00Z,84.93,15.14
2026-06-02T17:55:00Z,89.81,9.40
2026-06-02T17:56:00Z,94.10,4.88
2026-06-02T17:57:00Z,93.68,7.64
2026-06-02T17:58:00Z,95.17,6.03
2026-06-02T17:59:00Z,91.93,10.03
2026-06-02T18:00:00Z,84.19,16.59
2026-06-02T18:01:00Z,92.58,6.67
2026-06-02T18:02:00Z,99.00,1.00
