# event_ticker=KXATPCHALLENGERMATCH-26APR22KOPFOM
# final_score=6-7(5) 7-6(3) 6-4
# score_resolution=6-7 7-6 6-4
# match_winner=Sergey Fomin
# fav_player=Sergey Fomin
# dog_player=Sandro Kopp
# kalshi_date=2026-04-22
timestamp,Sandro Kopp,Sergey Fomin
2026-04-21T19:21:00Z,,40.00
2026-04-21T20:03:00Z,60.00,40.00
2026-04-21T20:33:00Z,61.00,40.00
2026-04-21T21:14:00Z,61.00,40.00
2026-04-21T21:51:00Z,62.00,40.00
2026-04-21T22:02:00Z,62.00,40.00
2026-04-21T22:15:00Z,62.00,40.00
2026-04-21T22:18:00Z,62.00,40.00
2026-04-21T22:26:00Z,61.00,40.00
2026-04-21T22:58:00Z,61.00,40.00
2026-04-21T23:39:00Z,61.00,40.00
2026-04-21T23:52:00Z,61.00,40.00
2026-04-22T01:52:00Z,60.00,40.00
2026-04-22T02:00:00Z,60.00,40.00
2026-04-22T02:10:00Z,61.00,38.00
2026-04-22T02:42:00Z,61.00,38.00
2026-04-22T03:00:00Z,61.00,38.00
2026-04-22T03:06:00Z,61.00,38.00
2026-04-22T03:37:00Z,61.00,38.00
2026-04-22T03:39:00Z,61.00,39.00
2026-04-22T03:41:00Z,62.00,39.00
2026-04-22T03:43:00Z,62.00,39.00
2026-04-22T03:51:00Z,62.00,39.00
2026-04-22T03:53:00Z,62.00,39.00
2026-04-22T04:01:00Z,62.00,39.00
2026-04-22T04:11:00Z,62.00,39.00
2026-04-22T04:14:00Z,62.00,39.00
2026-04-22T04:17:00Z,63.00,39.00
2026-04-22T04:20:00Z,63.00,39.00
2026-04-22T04:23:00Z,63.00,39.00
2026-04-22T04:24:00Z,63.00,39.00
2026-04-22T04:25:00Z,63.00,39.00
2026-04-22T04:28:00Z,63.00,39.00
2026-04-22T04:35:00Z,63.00,39.00
2026-04-22T04:39:00Z,63.00,39.00
2026-04-22T04:42:00Z,63.00,39.40
2026-04-22T04:49:00Z,63.00,40.00
2026-04-22T04:50:00Z,62.00,40.00
2026-04-22T04:52:00Z,62.00,40.00
2026-04-22T04:54:00Z,62.92,40.00
2026-04-22T04:56:00Z,63.00,40.00
2026-04-22T04:57:00Z,63.00,40.00
2026-04-22T04:58:00Z,63.00,40.00
2026-04-22T05:01:00Z,62.50,40.45
2026-04-22T05:02:00Z,63.00,40.45
2026-04-22T05:07:00Z,63.00,40.68
2026-04-22T05:08:00Z,62.00,40.68
2026-04-22T05:09:00Z,62.90,40.69
2026-04-22T05:10:00Z,62.90,41.23
2026-04-22T05:11:00Z,60.83,43.10
2026-04-22T05:12:00Z,62.87,43.10
2026-04-22T05:13:00Z,58.11,43.43
2026-04-22T05:14:00Z,60.78,43.00
2026-04-22T05:15:00Z,62.80,38.25
2026-04-22T05:16:00Z,59.19,42.12
2026-04-22T05:17:00Z,58.70,45.70
2026-04-22T05:18:00Z,62.20,41.15
2026-04-22T05:19:00Z,61.28,39.68
2026-04-22T05:20:00Z,57.37,45.20
2026-04-22T05:21:00Z,58.76,43.60
2026-04-22T05:22:00Z,59.33,42.91
2026-04-22T05:23:00Z,62.00,42.25
2026-04-22T05:24:00Z,66.98,32.14
2026-04-22T05:25:00Z,70.15,29.61
2026-04-22T05:26:00Z,73.00,28.36
2026-04-22T05:27:00Z,73.97,26.01
2026-04-22T05:28:00Z,74.40,27.33
2026-04-22T05:29:00Z,70.64,30.08
2026-04-22T05:30:00Z,64.71,34.38
2026-04-22T05:31:00Z,62.03,41.47
2026-04-22T05:32:00Z,63.93,39.46
2026-04-22T05:33:00Z,62.64,40.22
2026-04-22T05:34:00Z,60.30,41.54
2026-04-22T05:35:00Z,60.84,41.31
2026-04-22T05:36:00Z,61.52,41.00
2026-04-22T05:37:00Z,62.82,38.43
2026-04-22T05:38:00Z,62.66,39.50
2026-04-22T05:39:00Z,62.03,39.49
2026-04-22T05:40:00Z,62.08,39.87
2026-04-22T05:41:00Z,62.72,39.94
2026-04-22T05:42:00Z,62.11,39.79
2026-04-22T05:43:00Z,63.29,36.64
2026-04-22T05:44:00Z,65.48,35.24
2026-04-22T05:45:00Z,65.81,34.91
2026-04-22T05:46:00Z,62.14,40.00
2026-04-22T05:47:00Z,60.44,41.35
2026-04-22T05:48:00Z,59.66,40.99
2026-04-22T05:49:00Z,59.66,41.69
2026-04-22T05:50:00Z,59.58,41.93
2026-04-22T05:51:00Z,57.77,44.52
2026-04-22T05:52:00Z,60.86,40.46
2026-04-22T05:53:00Z,61.00,39.30
2026-04-22T05:54:00Z,64.22,34.50
2026-04-22T05:55:00Z,65.25,33.59
2026-04-22T05:56:00Z,61.96,37.73
2026-04-22T05:57:00Z,62.31,40.13
2026-04-22T05:58:00Z,64.18,37.33
2026-04-22T05:59:00Z,64.47,38.96
2026-04-22T06:00:00Z,63.58,38.12
2026-04-22T06:01:00Z,60.98,41.16
2026-04-22T06:02:00Z,61.63,40.70
2026-04-22T06:03:00Z,61.98,40.18
2026-04-22T06:04:00Z,64.73,35.40
2026-04-22T06:05:00Z,69.43,31.28
2026-04-22T06:06:00Z,68.44,32.01
2026-04-22T06:07:00Z,59.50,41.25
2026-04-22T06:08:00Z,68.25,30.29
2026-04-22T06:09:00Z,73.90,25.03
2026-04-22T06:10:00Z,75.22,30.83
2026-04-22T06:11:00Z,73.45,27.22
2026-04-22T06:12:00Z,65.47,34.69
2026-04-22T06:13:00Z,67.15,33.20
2026-04-22T06:14:00Z,79.69,18.26
2026-04-22T06:15:00Z,83.00,16.86
2026-04-22T06:16:00Z,82.66,16.57
2026-04-22T06:17:00Z,83.92,14.34
2026-04-22T06:18:00Z,84.25,16.97
2026-04-22T06:19:00Z,82.99,17.79
2026-04-22T06:20:00Z,83.72,17.25
2026-04-22T06:21:00Z,83.63,17.61
2026-04-22T06:22:00Z,84.88,17.36
2026-04-22T06:23:00Z,84.88,16.97
2026-04-22T06:24:00Z,82.81,19.06
2026-04-22T06:25:00Z,81.15,22.72
2026-04-22T06:26:00Z,85.92,15.50
2026-04-22T06:27:00Z,86.43,14.94
2026-04-22T06:28:00Z,85.82,15.09
2026-04-22T06:29:00Z,84.87,17.28
2026-04-22T06:30:00Z,83.49,15.86
2026-04-22T06:31:00Z,84.62,14.52
2026-04-22T06:32:00Z,84.58,14.83
2026-04-22T06:33:00Z,85.98,15.81
2026-04-22T06:34:00Z,81.63,15.53
2026-04-22T06:35:00Z,84.68,16.67
2026-04-22T06:36:00Z,81.52,19.54
2026-04-22T06:37:00Z,82.91,20.51
2026-04-22T06:38:00Z,84.83,16.93
2026-04-22T06:39:00Z,85.00,16.88
2026-04-22T06:40:00Z,83.33,17.82
2026-04-22T06:41:00Z,82.63,20.40
2026-04-22T06:42:00Z,80.99,21.70
2026-04-22T06:43:00Z,77.93,23.26
2026-04-22T06:44:00Z,80.62,21.59
2026-04-22T06:45:00Z,82.71,19.37
2026-04-22T06:46:00Z,84.76,14.60
2026-04-22T06:47:00Z,84.98,17.37
2026-04-22T06:48:00Z,85.30,14.05
2026-04-22T06:49:00Z,82.32,18.86
2026-04-22T06:50:00Z,83.18,19.40
2026-04-22T06:51:00Z,82.19,18.42
2026-04-22T06:52:00Z,84.00,16.54
2026-04-22T06:53:00Z,85.82,14.71
2026-04-22T06:54:00Z,84.84,15.56
2026-04-22T06:55:00Z,86.00,14.98
2026-04-22T06:56:00Z,85.52,16.57
2026-04-22T06:57:00Z,83.47,17.23
2026-04-22T06:58:00Z,84.78,17.84
2026-04-22T06:59:00Z,84.73,17.61
2026-04-22T07:00:00Z,84.52,16.98
2026-04-22T07:01:00Z,85.27,16.01
2026-04-22T07:02:00Z,88.66,15.08
2026-04-22T07:03:00Z,87.66,16.30
2026-04-22T07:04:00Z,82.39,20.04
2026-04-22T07:05:00Z,78.95,24.20
2026-04-22T07:06:00Z,74.87,27.17
2026-04-22T07:07:00Z,70.29,33.30
2026-04-22T07:08:00Z,66.57,35.26
2026-04-22T07:09:00Z,71.70,29.58
2026-04-22T07:10:00Z,67.90,35.14
2026-04-22T07:11:00Z,57.78,42.28
2026-04-22T07:12:00Z,58.67,41.21
2026-04-22T07:13:00Z,58.79,41.49
2026-04-22T07:14:00Z,60.41,41.64
2026-04-22T07:15:00Z,59.84,41.75
2026-04-22T07:16:00Z,58.05,42.66
2026-04-22T07:17:00Z,62.39,40.35
2026-04-22T07:18:00Z,73.11,25.92
2026-04-22T07:19:00Z,80.95,19.73
2026-04-22T07:20:00Z,83.88,18.26
2026-04-22T07:21:00Z,83.14,18.23
2026-04-22T07:22:00Z,82.46,18.48
2026-04-22T07:23:00Z,84.47,15.32
2026-04-22T07:24:00Z,83.61,16.94
2026-04-22T07:25:00Z,87.81,13.15
2026-04-22T07:26:00Z,86.50,13.93
2026-04-22T07:27:00Z,86.06,16.53
2026-04-22T07:28:00Z,85.42,11.91
2026-04-22T07:29:00Z,82.66,18.38
2026-04-22T07:30:00Z,81.21,17.85
2026-04-22T07:31:00Z,78.64,22.07
2026-04-22T07:32:00Z,75.97,26.08
2026-04-22T07:33:00Z,62.17,37.90
2026-04-22T07:34:00Z,55.16,47.04
2026-04-22T07:35:00Z,55.58,46.80
2026-04-22T07:36:00Z,57.15,44.72
2026-04-22T07:37:00Z,67.83,28.19
2026-04-22T07:38:00Z,72.49,25.40
2026-04-22T07:39:00Z,61.89,40.16
2026-04-22T07:40:00Z,69.64,34.36
2026-04-22T07:41:00Z,70.39,32.34
2026-04-22T07:42:00Z,60.08,33.54
2026-04-22T07:43:00Z,79.05,19.55
2026-04-22T07:44:00Z,80.71,18.61
2026-04-22T07:45:00Z,82.89,18.33
2026-04-22T07:46:00Z,74.48,24.67
2026-04-22T07:47:00Z,72.44,29.68
2026-04-22T07:48:00Z,78.00,23.74
2026-04-22T07:49:00Z,72.63,27.47
2026-04-22T07:50:00Z,80.97,16.37
2026-04-22T07:51:00Z,81.99,19.83
2026-04-22T07:52:00Z,80.28,20.01
2026-04-22T07:53:00Z,64.83,35.72
2026-04-22T07:54:00Z,61.68,39.73
2026-04-22T07:55:00Z,50.98,48.44
2026-04-22T07:56:00Z,50.32,49.84
2026-04-22T07:57:00Z,49.38,50.33
2026-04-22T07:58:00Z,53.56,46.59
2026-04-22T07:59:00Z,57.03,39.75
2026-04-22T08:00:00Z,55.75,42.56
2026-04-22T08:01:00Z,59.24,39.12
2026-04-22T08:02:00Z,60.79,42.69
2026-04-22T08:03:00Z,50.28,48.63
2026-04-22T08:04:00Z,48.00,52.89
2026-04-22T08:05:00Z,36.51,65.31
2026-04-22T08:06:00Z,13.14,79.60
2026-04-22T08:07:00Z,28.59,71.62
2026-04-22T08:08:00Z,40.86,59.74
2026-04-22T08:09:00Z,43.29,62.41
2026-04-22T08:10:00Z,21.46,76.90
2026-04-22T08:11:00Z,5.42,96.90
2026-04-22T08:12:00Z,1.00,99.00
2026-04-22T08:13:00Z,1.00,99.00
2026-04-22T08:14:00Z,1.00,99.00
2026-04-22T08:15:00Z,1.00,99.00
2026-04-22T08:16:00Z,1.00,99.00
2026-04-22T08:17:00Z,1.00,99.00
2026-04-22T08:18:00Z,1.00,99.00
